PEEQ,C1,C2,C3,C4,C5,C6,C7,C8,C9
0.00011,3.315277007186924,0.004538062157623386,1.5350051868233756e-06,0.3663281647014241,399.99999999991616,69.57410812957859,1.2247700293047679,582.1081847368085,199.99994419727878
0.0002,2.4533217608580857,0.009931996138802949,0.7471306721678501,0.05093617570665577,399.14995679812216,60.25432276111554,0.4521673321226073,519.1299019364416,193.5697102645959
0.0003,2.2597535785112197,0.009999984745085694,0.7070723453324921,0.07094508523413677,328.80044619563705,50.00071706534537,0.4281973649678752,516.9569329161109,199.9994802490868
0.0004,2.1457509813711795,0.009999989540836456,0.706608110321657,0.08385480531959535,325.29511187330155,50.00010326484648,0.40564360126292204,517.5503768402534,199.9999345510888
0.0005,2.066386533192596,0.009999999479876577,0.7128016647540801,0.08547435803576997,324.05458520254007,50.00000150608464,0.38812929075951935,517.4361394047316,199.99937644876283
0.0006,2.186671849898182,0.009999999999999998,0.631782809948964,0.15897061536643753,332.8957146215475,134.8748131877568,0.43555328481267597,546.5596030780599,199.98719514104673
0.0008,1.8985819727759083,0.00999996916831135,0.7351328087126905,0.0759024634700262,320.60229371512116,50.03097312035332,0.34561477682710645,515.3757761423645,199.99609669804957
0.001,1.8152420121077457,0.009999973563537393,0.7488265134506529,0.06698540724729915,317.6006533286681,50.00308346206165,0.32186800921204023,513.3323628231574,199.99414834576194
0.003,1.3209304838389473,0.009846097447654082,0.8745342688298454,0.06312352786846764,325.884277792308,50.04867611396628,0.16650104353985032,511.4271861447742,124.60485613389467
0.005,1.4300074873493542,0.009496164093845334,0.7737918699572456,0.0753958282591398,267.04545071117116,66.54858299207406,0.2474930817468065,509.13783276225575,199.99983325360472
0.011,1.049300998832755,0.008768549623022504,0.8973992235493552,0.05775008164335062,343.23528810962046,50.19685764282004,0.29270235821787643,522.5525648539901,50.18975041001521
0.013,1.1170539595674018,0.005389599170438385,0.6869829877683232,0.025026066242307698,301.28560992304284,51.12199199246893,0.2825222282728919,541.7203457724243,199.99871618226237
0.015,0.9954506333074177,0.007355388409981795,0.8567007420257813,0.048804073652394794,335.34338696991085,50.22378985686745,0.1698104615162361,526.4291832599774,118.00374029644617
0.017,1.0809449622293215,0.005130696724836395,0.6896702128355504,0.027406588551493503,313.78110289893283,57.75235606119431,0.2788187993290283,544.8807303183037,189.00895085684257
0.025,1.02370681968726,0.007883648096521539,0.8508570802020864,0.06774659430358956,399.42255143975666,188.60021012192416,0.14830230209880546,544.2681787046716,107.51520384551364
0.027,0.9509725705412624,0.007908481983055217,0.8946843407936144,0.04612167982672998,351.2361413599975,52.19103178434355,0.32409625463621394,524.523307455976,50.00956605487759
0.029,0.9444613541120004,0.007805813385471012,0.8938832451710156,0.045408842637198875,352.47088159094835,50.0416438324152,0.23855370960844768,525.4456192999115,60.56583173883269
0.031,0.9407704458266055,0.007633431953889829,0.8890355373747817,0.04466880676478605,351.93080102316304,50.42338178318606,0.19263626144704335,527.1151467612596,76.30356073567957
0.035,1.1071807003476684,0.004074468418554682,0.6027013780375986,0.02738968788807619,329.0356008841782,60.34480941877476,0.3304303476013494,557.9038208761532,186.65480452746556
0.04,0.9415249190640516,0.00773868756677115,0.894849996383727,0.042060424925385885,357.1534167280251,51.70882773994831,0.33961419114809765,525.2424117979496,50.05033570528949
0.045,1.1966146387581693,0.003569764073016992,0.5056814361315951,0.02826927803985145,330.6964636711884,57.8073079757342,0.3854472240276975,565.8478693808745,197.11138565742374
0.095,1.051842593956391,0.008657304600099554,0.9032068175851103,0.05659471478457148,352.7377416179603,50.000408522515606,0.3798656596433681,526.0113510152682,50.24974476940415
1.05,2.365598613547669,0.008241816329296455,0.47074242793157284,0.3269797159957261,348.0853761999351,135.41286539135638,0.6393056058131213,579.2378034090093,169.7513291385183
1.35,2.6267270402119016,0.009853874234938286,0.5434781714956544,0.3678848174318964,363.1469514106469,148.39077021146863,0.5627149423535832,587.5419610843654,150.14863067821014
1.55,2.959929943765644,0.009526002846123326,0.35256683809573786,0.5642562605479396,378.76850173800796,184.43240133657704,0.6578954075308268,612.7458321787892,150.67195846501383
1.75,2.6267525451047464,0.007128128048962887,0.3204795195776846,0.2842742439933636,340.0153361604769,110.8158464092471,0.8013151972913104,573.1268744188915,199.2979980800115
1.85,2.5464130504309006,0.007438067527211747,0.4155777890457998,0.23871374117675356,340.4189708562089,96.51250614642291,0.7204935534872212,566.1257519661112,195.43221506098146
1.95,2.6762310950905746,0.007258212165846283,0.33353071470186885,0.2766267077278422,340.248160888121,106.76392706864237,0.7956778174888537,571.5282381142573,199.76117546175215
2.05,2.7527844608824696,0.007261878513609025,0.3020804667054919,0.30379874985448374,341.2590867123319,112.02171182969833,0.8261885897389504,574.5936702879346,198.9852639008127
2.15,2.608211183369652,0.007607045417005696,0.43687836033157834,0.2229819407623771,340.0665459966315,85.9126277042898,0.7084467437503412,562.7901214628959,197.38228776554345
2.25,3.0489664370292813,0.007043711698519451,0.12063885984919294,0.43974116900516147,344.36227998061554,133.07611669038104,0.9871656012205978,588.6540567714089,198.6230837162919
2.35,3.069369657371976,0.00708725471259374,0.12670362700854984,0.4348898860050166,344.32590223356254,131.63281465443455,0.9847995840414683,587.9452311238485,198.8605866341396
2.55,3.1773037519079663,0.00681343593044403,0.04492587044507338,0.47429694629096764,346.6769811991147,134.25717162566986,1.0568404003494338,592.1919189547913,199.83930521837328
