Strain,Stress
0.0,628.5684903549069
0.00011,802.0730324872582
0.0002,824.1518910125887
0.0003,839.4932689649112
0.0004,850.5581283504602
0.0005,859.244043792397
0.0006,866.4083168662406
0.0007,872.5131206023033
0.0008,877.8366825398358
0.0009,882.5597452925821
0.001,886.80647663232
0.002,915.2640107524924
0.003,932.334888742163
0.004,944.6404069034696
0.005,954.297381711827
0.01,984.9301399901375
0.011,989.2185632711721
0.012,993.1499062184588
0.013,996.7802001103215
0.014,1000.1531673380143
0.015,1003.3035915592501
0.016,1006.2596062351219
0.017,1009.0442934933542
0.018,1011.6768288525608
0.019,1014.1733184677969
0.02,1016.5474230746369
0.021,1018.8108307607911
0.022,1020.9736205404691
0.023,1023.0445456985648
0.024,1025.031257278472
0.025,1026.9404822910092
0.026,1028.7781672378785
0.027,1030.549594757515
0.028,1032.2594792229643
0.029,1033.912045696415
0.03,1035.5110956049111
0.031,1037.0600617334046
0.032,1038.562054557279
0.033,1040.0199015031635
0.034,1041.436180396574
0.035,1042.8132481008947
0.036,1044.1532651551909
0.037,1045.4582170643046
0.038,1046.7299327733651
0.039,1047.9701007626188
0.04,1049.1802831216526
0.041,1050.3619279003756
0.042,1051.5163799842287
0.043,1052.6448907005718
0.044,1053.7486263300746
0.045,1054.828675669755
0.046,1055.8860567718657
0.047,1056.9217229642513
0.048,1057.9365682423168
0.049,1058.9314321098032
0.05,1059.9071039347332
0.051,1060.8643268777255
0.052,1061.803801442153
0.053,1062.726188689069
0.054,1063.632113154227
0.055,1064.5221654997702
0.056,1065.396904929071
0.057,1066.256861389694
0.058,1067.1025375864428
0.059,1067.9344108238242
0.06,1068.7529346950173
0.061,1069.5585406324583
0.062,1070.3516393334462
0.063,1071.132622072688
0.064,1071.9018619123813
0.065,1072.659714819308
0.066,1073.4065206973871
0.067,1074.1426043432702
0.068,1074.868276331759
0.069,1075.5838338371623
0.07,1076.2895613960698
0.071,1076.9857316165032
0.072,1077.6726058379054
0.073,1078.350434746011
0.074,1079.0194589462526
0.075,1079.6799094990213
0.076,1080.3320084197856
0.077,1080.9759691468112
0.078,1081.6119969789684
0.079,1082.2402894858976
0.08,1082.8610368926038
0.081,1083.474422440372
0.082,1084.0806227257374
0.083,1084.679808019088
0.084,1085.27214256436
0.085,1085.8577848611546
0.086,1086.4368879305002
0.087,1087.0095995653905
0.088,1087.576062567128
0.089,1088.1364149684375
0.09,1088.6907902442206
0.091,1089.23931751077
0.092,1089.782121714195
0.093,1090.3193238087508
0.094,1090.8510409257142
0.095,1091.3773865334053
0.096,1091.8984705889052
0.097,1092.4143996819778
0.098,1092.9252771716815
0.099,1093.431203316106
0.1,1093.932275395644
0.11,1098.6955137762873
0.12,1103.0621194021128
0.13,1107.0943322931969
0.14,1110.8407191705119
0.15,1114.3399173064154
0.16,1117.6231767872932
0.17,1120.7161366175953
0.18,1123.6400963279057
0.19,1126.4129460138877
0.2,1129.0498594273963
0.21,1131.5638191379237
0.22,1133.9660203934998
0.23,1136.2661858594745
0.24,1138.4728138674895
0.25,1140.5933763679432
0.26,1142.6344783535164
0.27,1144.6019874269462
0.28,1146.5011399887533
0.29,1148.3366289376486
0.3,1150.1126766209745
0.31,1151.8330959190077
0.32,1153.501341709321
0.33,1155.120554476043
0.34,1156.6935974620033
0.35,1158.2230884795574
0.36,1159.7114272770457
0.37,1161.1608191867251
0.38,1162.5732956452553
0.39,1163.9507320709301
0.4,1165.2948634965123
0.41,1166.6072982879598
0.42,1167.8895302239423
0.43,1169.1429491660065
0.44,1170.3688505124787
0.45,1171.5684435989851
0.46,1172.7428591835537
0.47,1173.8931561336094
0.48,1175.0203274149922
0.49,1176.125305468747
0.5,1177.2089670493901
0.51,1178.2721375881897
0.52,1179.3155951364165
0.53,1180.340073936238
0.54,1181.3462676607214
0.55,1182.3348323591222
0.56,1183.3063891390962
0.57,1184.261526613578
0.58,1185.200803136708
0.59,1186.1247488502936
0.6,1187.0338675597752
0.61,1187.9286384564878
0.62,1188.8095177011053
0.63,1189.676939881503
0.64,1190.5313193568145
0.65,1191.3730514982049
0.66,1192.202513835739
0.67,1193.0200671197736
0.68,1193.826056304404
0.69,1194.6208114597507
0.7,1195.4046486191849
0.71,1196.1778705669856
0.72,1196.9407675713999
0.73,1197.6936180675825
0.74,1198.4366892944863
0.75,1199.1702378893763
0.76,1199.8945104433199
0.77,1200.609744020684
0.78,1201.3161666454125
0.79,1202.0139977565973
0.8,1202.7034486356515
0.81,1203.3847228071813
0.82,1204.0580164154783
0.83,1204.7235185783961
0.84,1205.3814117202226
0.85,1206.0318718850272
0.86,1206.6750690318445
