Strain,Stress
0.0,654.0112405395689
0.00011,751.6147684417588
0.0002,756.904919358143
0.0003,760.7601115209211
0.0004,763.6860079237752
0.0005,766.098769686864
0.0006,768.1847239971655
0.0007,770.0436562105592
0.0008,771.7353220839434
0.0009,773.2983718965168
0.001,774.75926001877
0.002,786.3289862456312
0.003,795.332011065406
0.004,803.1505874475704
0.005,810.2269696962835
0.01,839.225445475384
0.011,844.1390927154214
0.012,848.8239369706282
0.013,853.2972369232508
0.014,857.5735561835579
0.015,861.6654489337689
0.016,865.5839271364569
0.017,869.3387886415619
0.018,872.9388537730183
0.019,876.3921399696567
0.02,879.7059934415972
0.021,882.8871903335983
0.022,885.9420158248068
0.023,888.8763269764929
0.024,891.6956034123606
0.025,894.4049887526586
0.026,897.009324924601
0.027,899.513180913788
0.028,901.9208771255426
0.029,904.2365062402201
0.03,906.4639512387885
0.031,908.6069011215793
0.032,910.6688647285608
0.033,912.653182983027
0.034,914.5630398147171
0.035,916.4014719676811
0.036,918.1713778588864
0.037,919.8755256227819
0.038,921.5165604527838
0.039,923.0970113313733
0.04,924.6192972250924
0.041,926.0857328083114
0.042,927.4985337695964
0.043,928.8598217463044
0.044,930.1716289263204
0.045,931.4359023503038
0.046,932.6545079432273
0.047,933.8292343001524
0.048,934.9617962479886
0.049,936.0538382022762
0.05,937.106937335755
0.051,938.1226065735347
0.052,939.1022974280309
0.053,940.0474026854056
0.054,940.9592589540317
0.055,941.8391490844363
0.056,942.688304469264
0.057,943.5079072309968
0.058,944.2990923044651
0.059,945.0629494205652
0.06,945.80052499706
0.061,946.5128239418505
0.062,947.2008113736799
0.063,947.8654142648517
0.064,948.5075230101959
0.065,949.1279929262153
0.066,949.7276456840634
0.067,950.3072706797567
0.068,950.8676263447953
0.069,951.4094414001638
0.07,951.9334160564906
0.071,952.4402231629767
0.072,952.9305093075441
0.073,953.4048958705109
0.074,953.8639800339674
0.075,954.3083357489008
0.076,954.7385146620077
0.077,955.1550470040213
0.078,955.5584424412906
0.079,955.9491908922471
0.08,956.3277633103188
0.081,956.6946124347672
0.082,957.0501735108478
0.083,957.3948649806277
0.084,957.7290891457276
0.085,958.0532328031921
0.086,958.367667855638
0.087,958.6727518967723
0.088,958.9688287733218
0.089,959.2562291243709
0.09,959.5352708990501
0.091,959.8062598534855
0.092,960.069490027868
0.093,960.3252442044707
0.094,960.5737943473996
0.095,960.8154020248332
0.096,961.0503188144687
0.097,961.2787866928649
0.098,961.5010384093389
0.099,961.7172978450486
0.1,961.9277803578615
0.11,963.7567848972417
0.12,965.1929399405183
0.13,966.352448876647
0.14,967.314749413116
0.15,968.134399493616
0.16,968.8490812103489
0.17,969.4849999958994
0.18,970.0605328030144
0.19,970.5886973685185
0.2,971.0788266668455
0.21,971.5377068194297
0.22,971.9703523254043
0.23,972.3805357877133
0.24,972.7711511848267
0.25,973.1444640750619
0.26,973.5022848296699
0.27,973.8460893309189
0.28,974.1771037017083
0.29,974.4963643167929
0.3,974.8047607504302
0.31,975.1030668811648
0.32,975.3919637243139
0.33,975.6720564423124
0.34,975.9438872209541
0.35,976.2079451800498
0.36,976.464674131965
0.37,976.7144787581058
0.38,976.9577296059626
0.39,977.1947671936134
0.4,977.4259054282247
0.41,977.6514344889499
0.42,977.8716232851176
0.43,978.086721572595
0.44,978.2969617911576
0.45,978.5025606711962
0.46,978.7037206474929
0.47,978.9006311099411
0.48,979.0934695151954
0.49,979.2824023787625
