Strain,Stress
0.0,528.863432774006
0.00011,718.0745377707133
0.0002,739.0016572323296
0.0003,753.7243677966051
0.0004,764.4670720002516
0.0005,772.9900694586372
0.0006,780.0899570538986
0.0007,786.1967935086045
0.0008,791.5697965968649
0.0009,796.3775472852421
0.001,800.7359755112789
0.002,831.0109008677126
0.003,850.3060702772545
0.004,864.8659298097015
0.005,876.7048446156477
0.01,916.4869505316886
0.011,922.2532496534083
0.012,927.5572242039847
0.013,932.4612516773547
0.014,937.0153345484024
0.015,941.2603504819057
0.016,945.2302730198705
0.017,948.953734327086
0.018,952.4551535250981
0.019,955.7555699596666
0.02,958.8732709974136
0.021,961.824273546386
0.022,964.6226993627329
0.023,967.2810718466142
0.024,969.8105538586049
0.025,972.2211405701862
0.026,974.5218175650592
0.027,976.7206917498116
0.028,978.8251007418544
0.029,980.8417050382142
0.03,982.776566270961
0.031,984.6352141161783
0.032,986.4227038699154
0.033,988.1436662854585
0.034,989.8023509457021
0.035,991.402664196864
0.036,992.9482024769299
0.037,994.4422817206781
0.038,995.8879634031128
0.039,997.288077687342
0.04,998.645244065942
0.041,999.9618898225216
0.042,1001.2402665894192
0.043,1002.482465235846
0.044,1003.6904292864411
0.045,1004.8659670417378
0.046,1006.0107625482776
0.047,1007.1263855462043
0.048,1008.2143005053827
0.049,1009.2758748468858
0.05,1010.3123864346136
0.051,1011.3250304114786
0.052,1012.3149254457485
0.053,1013.2831194455047
0.054,1014.2305947925855
0.055,1015.1582731416652
0.056,1016.0670198251357
0.057,1016.9576479001103
0.058,1017.8309218700549
0.059,1018.6875611102031
0.06,1019.5282430229552
0.061,1020.3536059468524
0.062,1021.1642518404051
0.063,1021.9607487599978
0.064,1022.7436331492654
0.065,1023.5134119557017
0.066,1024.2705645888075
0.067,1025.0155447327659
0.068,1025.7487820254764
0.069,1026.470683614711
0.07,1027.181635601207
0.071,1027.8820043776645
0.072,1028.5721378718301
0.073,1029.252366701153
0.074,1029.9230052458695
0.075,1030.584352646788
0.076,1031.2366937335316
0.077,1031.8802998885178
0.078,1032.5154298515183
0.079,1033.1423304692569
0.08,1033.7612373941356
0.081,1034.372375735858
0.082,1034.9759606694136
0.083,1035.5721980026158
0.084,1036.1612847061406
0.085,1036.7434094087705
0.086,1037.3187528603523
0.087,1037.8874883647773
0.088,1038.4497821851116
0.089,1039.0057939228545
0.09,1039.5556768731378
0.091,1040.0995783575552
0.092,1040.6376400361753
0.093,1041.169998200182
0.094,1041.6967840464736
0.095,1042.2181239354597
0.096,1042.7341396331963
0.097,1043.2449485389225
0.098,1043.750663898985
0.099,1044.2513950080563
0.1,1044.7472473984983
0.11,1049.4582969265239
0.12,1053.7753587353068
0.13,1057.7623375941898
0.14,1061.4680877382248
0.15,1064.9309934437983
0.16,1068.181875368472
0.17,1071.2459182606633
0.18,1074.144000261928
0.19,1076.8936403229393
0.2,1079.5096922765572
0.21,1082.0048650432457
0.22,1084.3901200049588
0.23,1086.6749794571692
0.24,1088.8677693501475
0.25,1090.97581261828
0.26,1093.005584793931
0.27,1094.9628404566643
0.28,1096.8527168694225
0.29,1098.6798195855708
0.3,1100.4482936743268
0.31,1102.1618833762393
0.32,1103.8239823775925
0.33,1105.4376764232468
0.34,1107.0057796299805
0.35,1108.5308655876001
0.36,1110.0152941219822
0.37,1111.461234427597
0.38,1112.8706851458426
0.39,1114.2454918613905
0.4,1115.5873624056296
0.41,1116.897880289477
0.42,1118.1785165338345
0.43,1119.4306401220806
0.44,1120.655527263119
0.45,1121.8543696240486
0.46,1123.0282816672282
0.47,1124.1783072063413
0.48,1125.3054252793077
0.49,1126.4105554218588
0.5,1127.4945624138204
