Strain,Tmp298.15K,Tmp373.15K_StrRt0.1,Tmp473.15K,Tmp573.15K_StrRt0.1,Tmp673.15K,Tmp298.15K_ref,Tmp373.15K_StrRt0.1_ref,Tmp473.15K_ref,Tmp573.15K_StrRt0.1_ref,Tmp673.15K_ref
0.89,1201.887225610183,1195.107717878942,1261.925268090502,1246.060389939112,1119.8357918986876,1.025667166,1.019881666,1.076902463,1.063363685,0.95564607
0.9,1202.2983859655476,1195.7903467596043,1262.9597514482818,1246.8575282684012,1120.4333863475476,1.025689307,1.020137253,1.07743995,1.063703029,0.955849694
0.91,1202.704340302225,1196.4654347780745,1263.9836378441896,1247.6461697179154,1121.0243802543555,1.02571138,1.020390607,1.077972664,1.064039458,0.956051646
0.92,1203.1052106641528,1197.1331467374694,1264.997150508747,1248.4264967315016,1121.6089178645634,1.025733381,1.020641769,1.078500693,1.064373024,0.956251953
0.93,1203.501114946845,1197.7936420965707,1266.000505606458,1249.1986859055132,1122.1871387458525,1.025755311,1.020890778,1.079024129,1.06470378,0.956450645
0.94,1203.8921670812308,1198.4470751981137,1266.9939125326875,1249.9629082367655,1122.7591779884242,1.025777168,1.021137674,1.079543055,1.065031776,0.956647748
0.95,1204.2784772074815,1199.0935954859597,1267.9775741950575,1250.7193293574658,1123.3251663944393,1.025798951,1.021382493,1.080057554,1.065357059,0.956843288
0.96,1204.6601518394816,1199.7333477094653,1268.9516872803167,1251.4681097579287,1123.8852306575282,1.02582066,1.021625272,1.080567707,1.065679678,0.957037292
0.97,1205.0372940205325,1200.366472118767,1269.9164425075817,1252.2094049978346,1124.4394935331948,1.025842293,1.021866046,1.081073592,1.065999678,0.957229784
0.98,1205.4100034708454,1200.9931046488928,1270.8720248687762,1252.9433659067286,1124.9880740003136,1.025863851,1.02210485,1.081575286,1.066317106,0.95742079
0.99,1205.7783767273306,1201.6133770952583,1271.8186138570393,1253.670138774415,1125.5310874145362,1.025885331,1.022341718,1.082072862,1.066632003,0.957610332
1,1206.1425072761651,1202.2274172798498,1272.7563836838176,1254.389866,1126.0686456537803,1.025906734,1.022576682,1.082566394,1.066944414,0.957798436
1.01,1206.5024856785735,1202.8353492096649,1273.6855034853138,1255.1026839231015,1126.6008572569117,1.025928059,1.022809774,1.083055951,1.067254378,0.957985122
1.02,1206.8583996902378,1203.4372932264814,1274.6061375189074,1255.8087276688934,1127.1278275549994,1.025949306,1.023041026,1.083541601,1.067561939,0.958170414
1.03,1207.2103343747124,1204.0333661506302,1275.518445350133,1256.5081266222287,1127.6496587967267,1.025970474,1.023270468,1.084023411,1.067867133,0.958354333
1.04,1207.5583722112087,1204.6236814165022,1276.422582030753,1257.2010069165526,1128.1664502674248,1.025991564,1.023498129,1.084501446,1.068170001,0.958536902
1.05,1207.9025931970702,1205.2083492024103,1277.318698268431,1257.887491,1128.678298402403,1.026012574,1.023724038,1.084975769,1.068470578,0.958718139
