PEEQ,C1,C2,R_squared
0.0,0.05473070983832265,2.4363813093192097,0.10063055120747644
0.00011,0.022917392739478376,1.5177713780435478,0.1492817998784105
0.0002,0.014719940198797181,1.2470201692644527,0.20018939436240013
0.0003,0.01125855182980778,1.1701696919334785,0.2603252555585692
0.0004,0.009450983547121036,1.14236587493864,0.31378757888996667
0.0005,0.008312366172748109,1.1272905309768626,0.3562855443270948
0.0006,0.007509017231552194,1.1163777698070039,0.38960320053916253
0.0007,0.006897594323812119,1.1073637982039148,0.4171825431592583
0.0008,0.006408039588930763,1.099566726015544,0.44182178112404
0.0009,0.006002949411472308,1.0927194649666534,0.4653081943580716
0.001,0.00566070989294621,1.0866719304262487,0.488650680367005
0.002,0.003958767173767953,1.0527205364561805,0.7323392813039693
0.003,0.0034225595381936844,1.0400901007561265,0.8835056041950945
0.004,0.0031188969860593344,1.0340719105574934,0.9301138324236871
0.005,0.0028347684999801247,1.030458415510076,0.9400230400564211
0.01,0.0012018221720109992,1.020781498918348,0.8950571861909573
0.011,0.0008740126893404974,1.0193651421034549,0.815831767141362
0.012,0.0005547259731039254,1.0180312691357891,0.6179768929816002
0.013,0.0002452438179719584,1.0167698056962764,0.21622634357069803
0.014,-5.3760749181508416e-05,1.0155742118450466,0.011325678273137574
0.015,-0.0003420074656621955,1.0144399640109512,0.2869105294507197
0.016,-0.0006194689229493556,1.013363692470776,0.5363392146772978
0.017,-0.0008862801195793088,1.0123426819314212,0.6771622131973317
0.018,-0.0011426805359595945,1.0113745767584466,0.7572988498852834
0.019,-0.0013889764851524773,1.0104572093962823,0.8063107146015384
0.02,-0.0016255161793284519,1.0095885039679577,0.8383895140752263
0.021,-0.001852672944919552,1.008766425229537,0.8605634566420093
0.022,-0.0020708335331344864,1.0079889561041795,0.8765605120938054
0.023,-0.002280389985561901,1.0072540903036882,0.8884954494747745
0.024,-0.0024817335072326004,1.0065598367884085,0.8976401801073596
0.025,-0.0026752501577901157,1.0059042265771223,0.9047985235668518
0.026,-0.0028613175980010553,1.0052853230369525,0.9105001188602266
0.027,-0.0030403026540061174,1.0047012321506856,0.9151064694325073
0.028,-0.003212559671350937,1.0041501111316684,0.918871825206873
0.029,-0.003378429245821989,1.0036301767979035,0.921979651524547
0.03,-0.0035382374647896075,1.0031397118626062,0.9245652999483402
0.031,-0.0036922955920627998,1.002677068708753,0.9267305672866972
0.032,-0.0038408996627314505,1.0022406740460514,0.9285533166959149
0.033,-0.0039843307762861295,1.001829029151353,0.9300939984554945
0.034,-0.00412285517491121,1.001440711459282,0.9314001697669302
0.035,-0.0042567245696375445,1.001074374234384,0.932509690877433
0.036,-0.0043861767587850264,1.000728744416607,0.9334530259914672
0.037,-0.004511435970721848,1.0004026217951842,0.9342549265658282
0.038,-0.00463271345744808,1.000094876621479,0.9349356807727573
0.039,-0.004750208234405902,0.9998044460634087,0.9355120532198294
0.04,-0.004864107509141741,0.999530332369277,0.9359980002225982
0.041,-0.004974587462006005,0.9992715989802133,0.936405220225696
0.042,-0.005081813715850108,0.9990273681056706,0.936743581639105
0.043,-0.00518594207251042,0.9987968167838207,0.9370214584799592
0.044,-0.005287119052139073,0.9985791740776512,0.9372459959479023
0.045,-0.005385482404373922,0.9983737181860123,0.9374233222353762
0.046,-0.005481161750419147,0.9981797730379397,0.9375587187107338
0.047,-0.005574279016437184,0.9979967056510543,0.9376567576031526
0.048,-0.0056649489422809386,0.9978239235139412,0.9377214141182896
0.049,-0.005753279632260994,0.9976608711937498,0.937756158290632
0.05,-0.005839372844712084,0.9975070289795422,0.937764030667083
0.051,-0.005923324494347445,0.9973619095471773,0.9377477050064263
0.052,-0.0060052250628348245,0.997225056161229,0.9377095404888649
0.053,-0.006085159895441205,0.9970960405268101,0.937651625402173
0.054,-0.006163209493409037,0.9969744612170567,0.937575813864734
0.055,-0.006239449992811445,0.9968599410537365,0.9374837568308677
0.056,-0.006313953310235527,0.996752126035704,0.9373769283780653
0.057,-0.006386787467038328,0.9966506834938936,0.9372566480830641
0.058,-0.006458016817116801,0.9965553010267671,0.9371241001407908
0.059,-0.006527702338708759,0.9964656843615136,0.9369803497599314
0.06,-0.006595901792805709,0.9963815569481197,0.936826357271615
0.061,-0.006662669963796311,0.996302658159749,0.9366629903105688
0.062,-0.006728058817996668,0.996228742579928,0.9364910343657001
0.063,-0.006792117743803806,0.9961595785515126,0.9363112019459067
0.064,-0.006854893637542363,0.9960949477619143,0.9361241405664926
0.065,-0.006916431058369666,0.9960346441885485,0.9359304397271204
0.066,-0.0069767724631353036,0.9959784729825913,0.9357306370253646
0.067,-0.0070359582105208535,0.9959262503542082,0.935525223526576
0.068,-0.007094026806294587,0.9958778020500053,0.9353146484924804
0.069,-0.0071510149012576785,0.995832963513332,0.9350993235548478
0.07,-0.0072069575038679196,0.995791578688072,0.9348796264080123
0.071,-0.007261887971156647,0.9957535000395329,0.9346559040828926
0.072,-0.007315838210115652,0.995718587395213,0.9344284758562794
0.073,-0.00736883871162426,0.9956867077429574,0.9341976358411745
0.074,-0.007420918535337858,0.9956577353946954,0.9339636552979228
0.075,-0.007472105625844702,0.9956315501984488,0.9337267847001572
0.076,-0.007522426616222621,0.9956080386191698,0.9334872555849919
0.077,-0.007571907069549699,0.9955870923366185,0.933245282212993
0.078,-0.007620571449286155,0.9955686086210769,0.9330010630600556
0.079,-0.007668443226926876,0.9955524894999594,0.93275478216062
