Row,R_squared
0.0,0.024456497541355926
0.00011,-0.5251304900605656
0.0002,-0.43222001269950905
0.0003,-0.7892191764034793
0.0004,-0.22066606269161748
0.0005,0.3580242764615482
0.0006,0.6407510462066336
0.0007,0.6499086726960603
0.0008,0.49433317574787927
0.0009,0.2708161104591785
0.001,0.03980639360327676
0.002,-0.8224514266831804
0.003,-0.606657844638611
0.004,-0.30633455630538253
0.005,-0.058887996851948454
0.01,0.560412987085011
0.011,0.6238949168292378
0.012,0.6777553324233966
0.013,0.7238776612896999
0.014,0.7635884148993995
0.015,0.797853246866281
0.016,0.8274024754619367
0.017,0.8528112469592437
0.018,0.8745506229226825
0.019,0.8930200358284788
0.02,0.908567815711478
0.021,0.9215041050796696
0.022,0.9321089522921033
0.023,0.9406373891792278
0.024,0.9473226585904314
0.025,0.9523783388453606
0.026,0.9559998369737908
0.027,0.9583655422229328
0.028,0.9596378134438416
0.029,0.9599638981465871
0.03,0.9594768330440135
0.031,0.9582963466135557
0.032,0.9565297672360035
0.033,0.9542729313777157
0.034,0.9516110823132405
0.035,0.9486197488666682
0.036,0.9453655944657269
0.037,0.9419072283651599
0.038,0.938295972929019
0.039,0.9345765827988439
0.04,0.930787913564323
0.041,0.9269635391283805
0.042,0.9231323182011918
0.043,0.9193189112737294
0.044,0.9155442502242602
0.045,0.9118259631060452
0.046,0.9081787570411323
0.047,0.9046147622935466
0.048,0.9011438405632383
0.049,0.8977738606340576
0.05,0.8945109442939938
0.051,0.8913596853493715
0.052,0.8883233443604189
0.053,0.8854040215825105
0.054,0.8826028103335143
0.055,0.8799199328794283
0.056,0.8773548606906748
0.057,0.8749064207996097
0.058,0.8725728897521574
0.059,0.8703520765674125
0.06,0.8682413958999755
0.061,0.8662379325171581
0.062,0.8643384980939272
0.063,0.8625396811515684
0.064,0.8608378909587658
0.065,0.8592293960625521
0.066,0.8577103580563914
0.067,0.856276861153215
0.068,0.8549249380114188
0.069,0.8536505922562139
0.07,0.852449818089575
0.071,0.851318617277191
0.072,0.8502530138665938
0.073,0.8492490668641733
0.074,0.8483028810948822
0.075,0.8474106165000328
0.076,0.8465684959896178
0.077,0.8457728120709728
0.078,0.8450199323686616
0.079,0.8443063041693937
