strain,C1,C2
0.0,0.1750433370036803,2.3540433873485136
0.00011,0.06218782583162699,1.3597186935800467
0.0002,0.04844038646502242,1.2945926977758555
0.0003,0.03965338930245954,1.2535872263232692
0.0004,0.033842424307987624,1.2263702273774573
0.0005,0.029637679021701613,1.2064470549110442
0.0006,0.026424420471744977,1.1909874214975924
0.0007,0.02387607611141549,1.1785141778513497
0.0008,0.021799700660842056,1.1681641259826407
0.0009,0.02007256042651381,1.1593917818183421
0.001,0.018612203445635526,1.1518319741314398
0.002,0.011023053646105977,1.1089693623403576
0.003,0.008129607301072553,1.0893797136041643
0.004,0.006673069999656375,1.0778187385711528
0.005,0.005831307216351458,1.0701091006812358
0.01,0.00439293283859109,1.0523913297021474
0.011,0.0042935788693447855,1.0506033621409252
0.012,0.0042170288605843115,1.0490905378024602
0.013,0.004157118003531537,1.0477950464484358
0.014,0.0041095910490623186,1.0466742189216962
0.015,0.004071439869841011,1.0456958554654936
0.016,0.004040493698415755,1.0448351903457387
0.017,0.004015157618666339,1.0440728585720014
0.018,0.003994241095536054,1.0433934975560302
0.019,0.00397684284912404,1.0427847630945204
0.02,0.003962271925660123,1.0422366227703115
0.021,0.003949992568244504,1.0417408393743026
0.022,0.003939585063266011,1.0412905871416422
0.023,0.003930717511507175,1.0408801625133133
0.024,0.003923125196174289,1.0405047632783102
0.025,0.00391659531473938,1.040160317918879
0.026,0.003910955550814737,1.039843352312104
0.027,0.00390606543032659,1.0395508845721564
0.028,0.0039018097202404073,1.039280341331399
0.029,0.003898093341947288,1.039029490525139
0.03,0.0038948374191300154,1.038796387003481
0.031,0.0038919761832755507,1.0385793282018885
0.032,0.003889454533182089,1.0383768177651134
0.033,0.0038872260972094425,1.038187535508514
0.034,0.0038852516849340836,1.0380103124656612
0.035,0.003883498042568125,1.0378441100457898
0.036,0.00388193684692185,1.037688002533216
0.037,0.0038805438878734824,1.0375411623205721
0.038,0.0038792984006915357,1.0374028473909722
0.039,0.003878182518151445,1.0372723906600658
0.04,0.0038771808189274563,1.037149190863971
0.041,0.0038762799537490553,1.0370327047382064
0.042,0.0038754683346715856,1.0369224402796424
0.043,0.0038747358758045346,1.0368179509208781
0.044,0.003874073776176127,1.0367188304764743
0.045,0.003873474337244415,1.0366247087446454
0.046,0.003872930809009119,1.036535247667641
0.047,0.003872437259822732,1.0364501379700082
0.048,0.0038719884659104975,1.0363690962069934
0.049,0.003871579817337547,1.0362918621660873
0.05,0.0038712072377469265,1.0362181965735688
0.051,0.003870867115664479,1.0361478790652539
0.052,0.0038705562455490883,1.0360807063867554
0.053,0.003870271777077804,1.0360164907936689
0.054,0.0038700111714092098,1.0359550586263562
0.055,0.0038697721633762974,1.0358962490376047
0.056,0.0038695527287309645,1.035839912854457
0.057,0.0038693510557031483,1.0357859115580768
0.058,0.0038691655202541387,1.0357341163676836
0.059,0.0038689946645003187,1.0356844074164493
0.06,0.0038688371778640477,1.0356366730088185
0.061,0.0038686918805755613,1.0355908089500774
0.062,0.0038685577092059643,1.0355467179401472
0.063,0.0038684337039585656,1.0355043090245832
0.064,0.0038683189974854705,1.0354634970966163
0.065,0.0038682128050298126,1.0354242024448213
0.066,0.0038681144157223114,1.0353863503416396
0.067,0.003868023184884803,1.035349870668545
0.068,0.0038679385272137653,1.0353146975741234
0.069,0.0038678599107341925,1.035280769161774
0.07,0.0038677868514289684,1.0352480272040925
0.071,0.0038677189084615174,1.0352164168813422
0.072,0.0038676556799203538,1.0351858865416896
0.073,0.0038675967990234425,1.0351563874811336
0.074,0.00386754193072827,1.0351278737412866
0.075,0.003867490768700417,1.035100301923351
0.076,0.0038674430325993676,1.0350736310168076
0.077,0.0038673984656454213,1.0350478222414923
0.078,0.0038673568324360326,1.0350228389018623
0.079,0.003867317916983757,1.034998646252377
