Row,R_squared
0.0,0.10060232400529423
0.00011,0.10234070500044812
0.0002,-0.4537139455436323
0.0003,-0.4753770523393266
0.0004,0.10443627175456949
0.0005,0.32941903654093374
0.0006,-0.0022517017775982584
0.0007,-0.7407816035389998
0.0008,-1.715429219980245
0.0009,-2.8123364898304377
0.001,-3.9641884086554224
0.002,-13.045416524319604
0.003,-13.649040407653265
0.004,-11.082090297179514
0.005,-9.004395920602628
0.01,-10.531038944783907
0.011,-14.294849639851499
0.012,-21.2347288597167
0.013,-29.832695785463645
0.014,-25.036733483269153
0.015,-11.616938419032588
0.016,-4.562378591221686
0.017,-1.6576856335805559
0.018,-0.3921734552554943
0.019,0.20937444518679538
0.02,0.5161093010474305
0.021,0.6803797411054926
0.022,0.7709892594169196
0.023,0.8214850954274183
0.024,0.8492768647094264
0.025,0.8638648288260046
0.026,0.8706461705637029
0.027,0.8727867586996898
0.028,0.8721904599013033
0.029,0.8700236280785825
0.03,0.8670097233764466
0.031,0.8636001944799051
0.032,0.8600763553016044
0.033,0.8566115729277772
0.034,0.8533100039488914
0.035,0.8502311414033326
0.036,0.8474055959381152
0.037,0.844845361886899
0.038,0.8425505575304204
0.039,0.8405138796914657
0.04,0.8387235587515759
0.041,0.8371653198069424
0.042,0.8358236796380873
0.043,0.8346827969369284
0.044,0.8337270206946716
0.045,0.8329412341799883
0.046,0.8323110605134131
0.047,0.8318229748361154
0.048,0.8314643538959986
0.049,0.8312234842335009
0.05,0.8310895435481741
0.051,0.831052565277276
0.052,0.8311033932696407
0.053,0.8312336312486275
0.054,0.8314355902340377
0.055,0.8317022360290518
0.056,0.8320271381371277
0.057,0.8324044209584196
0.058,0.8328287177569942
0.059,0.8332951276474541
0.06,0.8337991756808767
0.061,0.8343367760009195
0.062,0.8349041979691386
0.063,0.8354980351137151
0.064,0.8361151767321879
0.065,0.8367527819654659
0.066,0.8374082561586847
0.067,0.8380792293265892
0.068,0.838763536549057
0.069,0.8394592001304139
0.07,0.8401644133676573
0.071,0.8408775257834606
0.072,0.8415970296907282
0.073,0.8423215479668196
0.074,0.8430498229255496
0.075,0.8437807061856
0.076,0.8445131494421093
0.077,0.845246196057762
0.078,0.8459789733973566
0.079,0.8467106858358884
