Row,R_squared
0.0,0.020273837511788573
0.00011,-0.03164537312701832
0.0002,-0.13219854215153948
0.0003,-0.09472153736258515
0.0004,-0.7719995378383735
0.0005,-1.3608599048100642
0.0006,-1.4789096407715734
0.0007,-1.288205637948558
0.0008,-1.0192811053006996
0.0009,-0.777667132932166
0.001,-0.5870334818512251
0.002,-0.03410729934293766
0.003,0.002475274087108126
0.004,-0.015514585482639287
0.005,-0.10495130163765554
0.01,-1.84366523251798
0.011,-1.8880736066246775
0.012,-1.927936742243515
0.013,-1.9812375989598623
0.014,-2.0534218444310732
0.015,-2.1456176688307877
0.016,-2.256880203323187
0.017,-2.3839496997380434
0.018,-2.5194881859746663
0.019,-2.6489098305721774
0.02,-2.7462141935498576
0.021,-2.771188945734503
0.022,-2.674315296052544
0.023,-2.417525820130086
0.024,-2.00669284685681
0.025,-1.5059448027390085
0.026,-1.0076058596928408
0.027,-0.5830323652801834
0.028,-0.26034617743819477
0.029,-0.03446735661179123
0.03,0.11394520189493473
0.031,0.20579438910011438
0.032,0.25838452878823304
0.033,0.28450359750034626
0.034,0.2930973035188861
0.035,0.2902589040606107
0.036,0.28008920379228053
0.037,0.26533591074551255
0.038,0.2478385112105188
0.039,0.22882866223506282
0.04,0.20913052051236036
0.041,0.18929392808203283
0.042,0.1696831387040788
0.043,0.15053621030197584
0.044,0.13200500858633768
0.045,0.11418233390694232
0.046,0.09712044137222364
0.047,0.08084376695412965
0.048,0.06535772407986862
0.049,0.05065481556829354
0.05,0.03671889844827314
0.051,0.023528169469362203
0.052,0.011057259131926456
0.053,-0.000721298923014313
0.054,-0.011836038364048784
0.055,-0.022315841631916244
0.056,-0.03218944208558727
0.057,-0.04148508317409538
0.058,-0.050230289544965334
0.059,-0.058451717992650476
0.06,-0.06617506537414508
0.061,-0.0734250170584041
0.062,-0.08022522413976962
0.063,-0.08659830092108378
0.064,-0.09256583655398054
0.065,-0.09814841641632222
0.066,-0.10336565003685205
0.067,-0.10823620327030814
0.068,-0.11277783305612687
0.069,-0.11700742358085026
0.07,-0.12094102297799703
0.071,-0.12459387996341742
0.072,-0.127980479988125
0.073,-0.13111458060546122
0.074,-0.13400924584336615
0.075,-0.1366768794682065
0.076,-0.1391292570497673
0.077,-0.14137755677671304
0.078,-0.14343238901590682
0.079,-0.14530382461598634
