strain,C1,C2
0.0,0.018390078096100382,1.9291710250456546
0.00011,0.0010809920545282736,1.2906449187234776
0.0002,0.0008606261735675247,1.0891842384686186
0.0003,0.0007095782919162019,1.0105794813295184
0.0004,0.000601621007516151,0.986285113307462
0.0005,0.0005174299954395778,0.9790928697714008
0.0006,0.0004483458182562572,0.9770309153361757
0.0007,0.00038972810809667635,0.9764547840039866
0.0008,0.000338796674579811,0.9762972354300978
0.0009,0.0002937526049944239,0.9762549441073877
0.001,0.00025336427055488997,0.976243775503479
0.002,-1.459493444055937e-05,0.9762398695069765
0.003,-0.00017316872902561897,0.9762398695039632
0.004,-0.0002865047864188952,0.9762398695039632
0.005,-0.0003748903655047542,0.9762398695039632
0.01,-0.0006521118392273095,0.9762398695039632
0.011,-0.0006905490244237811,0.9762398695039632
0.012,-0.0007257070232924434,0.9762398695039632
0.013,-0.0007581063288286671,0.9762398695039632
0.014,-0.0007881522502088956,0.9762398695039632
0.015,-0.0008161666179704596,0.9762398695039632
0.016,-0.0008424092717493892,0.9762398695039632
0.017,-0.00086709304539756,0.9762398695039632
0.018,-0.0008903944777696182,0.9762398695039632
0.019,-0.0009124616342521819,0.9762398695039632
0.02,-0.0009334199270680799,0.9762398695039632
0.021,-0.0009533765192877297,0.9762398695039632
0.022,-0.0009724237071901953,0.9762398695039632
0.023,-0.0009906415529643553,0.9762398695039632
0.024,-0.0010080999587920303,0.9762398695039632
0.025,-0.0010248603188536265,0.9762398695039632
0.026,-0.0010409768483654602,0.9762398695039632
0.027,-0.0010564976626161737,0.9762398695039632
0.028,-0.0010714656604138284,0.9762398695039632
0.029,-0.0010859192530459083,0.9762398695039632
0.03,-0.0010998929700738458,0.9762398695039632
0.031,-0.0011134179661480559,0.9762398695039632
0.032,-0.001126522447647993,0.9762398695039632
0.033,-0.0011392320338980966,0.9762398695039632
0.034,-0.001151570064661378,0.9762398695039632
0.035,-0.0011635578632249732,0.9762398695039632
0.036,-0.0011752149625507968,0.9762398695039632
0.037,-0.001186559300568213,0.9762398695039632
0.038,-0.001197607389511468,0.9762398695039632
0.039,-0.001208374463347539,0.9762398695039632
0.04,-0.0012188746066073008,0.9762398695039632
0.041,-0.0012291208673760323,0.9762398695039632
0.042,-0.0012391253567098914,0.9762398695039632
0.043,-0.0012488993364083711,0.9762398695039632
0.044,-0.001258453296729023,0.9762398695039632
0.045,-0.0012677970254095783,0.9762398695039632
0.046,-0.0012769396691236778,0.9762398695039632
0.047,-0.0012858897883640807,0.9762398695039632
0.048,-0.0012946554065624838,0.9762398695039632
0.049,-0.0013032440541662638,0.9762398695039632
0.05,-0.001311662808285874,0.9762398695039632
0.051,-0.0013199183284191562,0.9762398695039632
0.052,-0.0013280168887375154,0.9762398695039632
0.053,-0.0013359644072901133,0.9762398695039632
0.054,-0.0013437664725053367,0.9762398695039632
0.055,-0.0013514283672613203,0.9762398695039632
0.056,-0.0013589550907981973,0.9762398695039632
0.057,-0.0013663513786994486,0.9762398695039632
0.058,-0.0013736217211439694,0.9762398695039632
0.059,-0.001380770379599383,0.9762398695039632
0.06,-0.0013878014021235785,0.9762398695039632
0.061,-0.0013947186374023701,0.9762398695039632
0.062,-0.0014015257476547305,0.9762398695039632
0.063,-0.0014082262205015184,0.9762398695039632
0.064,-0.0014148233799176069,0.9762398695039632
0.065,-0.0014213203963189258,0.9762398695039632
0.066,-0.0014277202959016577,0.9762398695039632
0.067,-0.0014340259692708912,0.9762398695039632
0.068,-0.0014402401794324504,0.9762398695039632
0.069,-0.0014463655692091848,0.9762398695039632
0.07,-0.0014524046681261282,0.9762398695039632
0.071,-0.0014583598987982782,0.9762398695039632
0.072,-0.0014642335828884967,0.9762398695039632
0.073,-0.0014700279466461907,0.9762398695039632
0.074,-0.0014757451260747345,0.9762398695039632
0.075,-0.0014813871717507254,0.9762398695039632
0.076,-0.0014869560533297133,0.9762398695039632
0.077,-0.0014924536637526131,0.9762398695039632
0.078,-0.0014978818231865532,0.9762398695039632
0.079,-0.001503242282716144,0.9762398695039632
