PEEQ,C1,C2,R_squared
0.0,0.018558152971102977,1.0873516158604233,0.06011990203228623
0.00011,0.008763510777917902,1.1745171219635706,0.08987834518472249
0.0002,0.004719470728023471,1.2074272165327915,0.08552740749804155
0.0003,0.0024707028496248826,1.2321536923709386,0.047074616344804476
0.0004,0.0012857445749755517,1.2508399969409596,0.01692912904326771
0.0005,0.0005639854479523379,1.2660540302981527,0.0037312803659637073
0.0006,5.223541602251969e-05,1.2789839468327608,3.479180987997488e-05
0.0007,-0.0003581770194102593,1.2902665611631063,0.001736314102417702
0.0008,-0.0007160356481861752,1.3002843536695774,0.007262793768439968
0.0009,-0.0010446011433968908,1.309289137430891,0.01601146161443623
0.001,-0.0013556648437489868,1.3174591546578833,0.027684607953017415
0.002,-0.004096335218401269,1.3727298116081315,0.2326612081232745
0.003,-0.00630870487988823,1.4058623028681654,0.41319739432413227
0.004,-0.008029618878320682,1.4301212829316154,0.522904699444565
0.005,-0.009374169093589249,1.4496677256103272,0.5920072206836184
0.01,-0.013039131995434508,1.5168565489744448,0.7359271650381654
0.011,-0.01343154857093834,1.5270788631537817,0.7492036906117276
0.012,-0.01375846598919303,1.53664863188913,0.7601084813465213
0.013,-0.014031349484625085,1.5456558164145107,0.7691109322198189
0.014,-0.014259276271057969,1.554170593037984,0.7765514200909632
0.015,-0.014449531167829667,1.562248947421488,0.7826840894172077
0.016,-0.014608029535561562,1.5699364212635412,0.7877034414863028
0.017,-0.014739623741169466,1.5772706913032821,0.7917615120685612
0.018,-0.014848330632752718,1.584283391368757,0.7949793535016895
0.019,-0.014937499734946541,1.5910014380379889,0.7974549428965543
0.02,-0.014889952963083528,1.5983689662540481,0.7940050110491883
0.021,-0.015013386194433362,1.6040627126206228,0.7981156785795027
0.022,-0.015126866617356877,1.609504566788676,0.8017309279106843
0.023,-0.01523155898482513,1.6147144584826594,0.8048924598168612
0.024,-0.0153284553016612,1.6197100546503813,0.8076374922495849
0.025,-0.01541840389770184,1.6245071049317965,0.8099993891140852
0.026,-0.01550213432467013,1.6291197174924643,0.8120081765759847
0.027,-0.015580276188315697,1.6335605896026146,0.8136909727911147
0.028,-0.0156533748810926,1.637841196226368,0.8150723496025718
0.029,-0.01572190456405627,1.6419719447501717,0.8161746397501086
0.03,-0.015786279569761655,1.6459623072565492,0.8170181996882241
0.031,-0.015846862220462624,1.6498209313616887,0.8176216357266639
0.032,-0.015903971388386437,1.6535557335185305,0.8180019994897563
0.033,-0.015957887992712944,1.6571739804008205,0.8181749574504767
0.034,-0.01600886052184404,1.6606823580268788,0.818154938410318
0.035,-0.01605710916352246,1.664087031063708,0.8179552620689667
0.036,-0.01610283053503951,1.6673936945112446,0.8175882513490182
0.037,-0.016146198969830224,1.6706076258394058,0.817065330685622
0.038,-0.016187371790896795,1.6737337110503547,0.8163971121873529
0.039,-0.016226489576381342,1.6767764931750824,0.815593471282098
0.04,-0.01626367888901034,1.6797401991240302,0.814663613255464
0.041,-0.01629905380313744,1.682628767910014,0.8136161318848901
0.042,-0.016332718735999313,1.6854458665446908,0.8124590612142475
0.043,-0.016364766494085595,1.688194934632145,0.8111999213878835
0.044,-0.016395283805121053,1.6908791740999718,0.8098457593160218
0.045,-0.016424348528914667,1.6935015918278047,0.8084031848679875
0.046,-0.016452032453735235,1.696065003056347,0.8068784031810773
0.047,-0.01647840106118649,1.6985720529433308,0.8052772435985726
0.048,-0.016503515214938525,1.7010252207279033,0.8036051856778454
0.049,-0.016527430754284426,1.703426841143424,0.8018673826601375
0.05,-0.01655019960911812,1.705779108688531,0.8000686827230695
0.051,-0.016571869505757047,1.7080840938931476,0.7982136483124536
0.052,-0.016592485508147223,1.7103437436083522,0.796306573784307
0.053,-0.016612089356016088,1.712559896427833,0.794351501576751
0.054,-0.01663071965701833,1.7147342913224388,0.792352237095415
0.055,-0.016648413213342653,1.7168685658447458,0.7903123624579496
0.056,-0.016665204496885605,1.7189642719097322,0.7882352492348625
0.057,-0.01668112577454399,1.7210228768413938,0.7861240702962131
0.058,-0.016696207416746406,1.7230457695023453,0.7839818108732908
0.059,-0.016710478218578906,1.7250342690255023,0.7818112788982261
0.06,-0.016723965669505722,1.7269896210499855,0.7796151147065407
0.061,-0.016736695561226228,1.7289130107534647,0.7773958001661871
0.062,-0.01674869216358943,1.7308055642405713,0.7751556672684632
0.063,-0.016759980168979435,1.7326683445797801,0.7728969062454256
0.064,-0.016770580446653565,1.7345023719330857,0.7706215732337144
0.065,-0.016780515143826405,1.736308609351803,0.7683315975395794
0.066,-0.016789804249101686,1.7380879781924374,0.7660287885121195
0.067,-0.016798467268675524,1.7398413519500093,0.7637148420649625
0.068,-0.016806523990272687,1.7415695616007105,0.7613913468673523
0.069,-0.016813990901991697,1.7432734068092823,0.7590597902156896
0.07,-0.01682088608882733,1.744953642433632,0.7567215636156563
0.071,-0.016827226061224484,1.7466109924176665,0.7543779680812281
0.072,-0.01683302673236669,1.7482461473594655,0.7520302191681445
0.073,-0.016838303558213433,1.7498597673929521,0.7496794517598113
0.074,-0.01684307164402886,1.7514524818240282,0.7473267246103227
0.075,-0.016847344499604778,1.7530248980627081,0.7449730246599773
0.076,-0.016851136793329065,1.7545775891059343,0.7426192711333639
0.077,-0.016854461753751826,1.7561111087487387,0.7402663194303503
0.078,-0.016857331590886857,1.7576259880169918,0.7379149648199669
0.079,-0.01685975992290746,1.7591227307082982,0.735565945942684
