PEEQ,C1,C2,C3,C4,C5,C6,C7,R²
0.00011,9.238006373488704e-14,0.009845525538182942,2.08446929141221e-18,1.5336073210236627,509.1604935378916,117.80360124724108,0.1924279819759851,0.870026940679639
0.0002,0.7983780703776092,0.0030768685577075754,2.0788216122355435e-08,1.07476313709135,530.8207419186174,111.38141701271259,0.14938722387200312,0.9049459082949234
0.0003,1.2750918667561781,0.0019231849688967687,0.16989743129671772,0.5505763101871047,564.8164860867834,100.09830624649474,0.27056862880197824,0.9430531632008196
0.0004,0.6633997182916952,0.0004708810882975534,0.43742626170800125,0.3261201917971414,532.5558839153882,100.06224637276273,3.1935179161722416,0.9981386214531301
0.0005,0.8950257305292326,0.0022896243139890536,0.5742094339882524,0.3069551271479468,567.657327182377,100.20045907887491,0.5602661715472813,0.9968124939557782
0.0006,1.219109581670649,0.004646653719800446,0.7343127567126944,0.2955948374026669,564.0159616106616,100.4725645062562,0.5794568435601989,0.9930528010442691
0.0007,2.930105877197222,0.006952492572866287,0.6569497130736374,0.3921342030887491,567.2805441704126,138.3091713131056,0.7026230754949411,0.9987432992559142
0.0008,2.999999999999953,0.006865526682267271,0.6324976673854442,0.4050984691782412,571.2639198603847,116.12663250156848,0.4558191519509396,0.9950471323919442
0.0009,2.9999774666184345,0.006747589037867777,0.6117621433325703,0.4153778887506776,574.6094769677392,103.05035208828903,0.3352163121696528,0.9906441698050544
0.001,2.9999999999999662,0.00669721739905457,0.5996069590620464,0.41996409894285575,576.9751964945159,129.02510594307836,0.5001416130112525,0.9866750465793717
0.002,2.999999999239483,0.0068289007889854765,0.588030417845305,0.3998034365878568,583.9797805507189,143.14212819999278,0.513151911179546,0.984741590907166
0.003,2.8477126071003167,0.007971688285199315,0.7450586416349223,0.25526284611998706,573.0761348970044,152.9776941022915,0.8152734785871524,0.9985737004597623
0.004,2.436935456716781,0.009152276240098157,0.8672156885905599,0.14480555108813192,561.0552563795197,146.53363337116966,1.511579024035004,0.9999999999999982
0.005,1.803427627129796,0.008892375723145095,0.8996283523413265,0.1133805884359238,556.1899909551369,143.83720541653335,2.3700424227309775,0.9999999999999938
0.01,0.45270988268381657,0.0035625437538829214,0.8709951502554171,0.08723778187850566,563.8733252839876,125.10536051981867,3.4326400872524134,0.9999999999999963
0.011,0.42634684335561684,0.0028765424609878527,0.8468070624456447,0.08651265827996871,569.4087041949928,111.53423503103504,2.5620513536356624,0.9999999999999039
0.012,0.4154387436473997,0.0032651829137120927,0.8708381008482449,0.10223678814848944,548.9190071601461,108.69554295010062,4.913825396087556,0.999999999999981
0.013,0.4086229464828933,0.002856680871885161,0.8535205729082482,0.0838195973732243,563.433248726433,107.84392070091629,3.090423810230677,0.9999999999999934
0.014,0.4080551730173323,0.0028264516456063963,0.8522648270961553,0.08401963111743657,562.8741909202356,105.79440431141873,3.012600266895926,0.9999999999999429
0.015,0.41070972997138394,0.0028946879061094244,0.8547409620049214,0.08489870582605023,561.4383888465459,102.43815483620617,2.869141630240728,0.9999999999999937
0.016,0.41692800791001944,0.0028805107030409993,0.8514120525920151,0.08515584549585377,563.6903977784222,106.93190878707367,2.8098758083584787,0.9999999999999944
0.017,0.4251972345101394,0.00308433094528286,0.8585526846335596,0.08652985704759102,561.4652799862467,114.35110500460156,3.259108278850927,0.9999999999999907
0.018,0.43606098226182033,0.0031866562812976435,0.8594538269114919,0.08756052743458964,562.278599161932,114.06606734618376,2.9970478621602434,0.9999999999999726
0.019,0.4513353244783688,0.0034535727757964174,0.8668941513149421,0.08918270522799226,560.1089030423432,118.7761459999058,3.2777152511414336,0.9999999999999675
0.02,0.48052026792476304,0.004007020167284425,0.882563290451556,0.10184069147959855,548.8819407987417,122.70483129843146,4.867435193926722,0.9999999112327173
0.021,0.5059682329147016,0.00427358202548572,0.8865334079027509,0.10546348169587376,547.4352937510706,123.77961489745722,4.991936084421834,1.0
0.022,0.5125334304513072,0.004104728134985422,0.8772622801669235,0.09344496028337101,558.5300708945642,138.2883567476896,3.9748957492397845,0.9999999999999745
0.023,0.5642458139477046,0.00476268178846131,0.891571219458219,0.10312539275792375,548.6966569205205,112.24863055745402,3.538966647311231,0.9999999999999926
0.024,0.6037153061939617,0.005083492839447604,0.8952934041032844,0.10930337609767035,546.063462870083,103.96805018328293,3.2491366681826785,0.9999999999997371
0.025,0.6026856369167976,0.004858916559229561,0.8862968922253031,0.09771313908383279,556.2409381073963,116.63522014117771,2.6558803568303055,0.9999999999999832
0.026,0.6230841519024822,0.004915618164261297,0.8838989124860519,0.09893504092975662,557.9417758283693,121.77199775720408,2.6285839672898264,0.999999999999599
0.027,0.6398351944083394,0.0049214563248052845,0.8802220718863318,0.10083100977685529,559.7413633842234,127.49282747334217,2.6186105822424106,0.9999999999998658
0.028,0.6669755017800063,0.005055254504969556,0.8799090843077609,0.10245931036117382,560.0195308558544,145.21332485754397,3.2493555094945243,0.9999999999999999
0.029,0.6702278948277973,0.0048911416015313645,0.8716667778313222,0.1059417649625768,562.752879193152,130.80945264641286,2.3449442911533898,1.0
0.03,0.7686501982978146,0.005748564707986435,0.8890373330303134,0.10380909173050877,556.6229981950283,118.7785187437111,2.277315977205739,0.9999999999999962
0.031,0.7723291623498247,0.00562927335655816,0.8832556967055741,0.10616711558154288,559.0341345000517,141.99430177478405,2.918315656503687,0.9999999999999981
0.032,0.8192448479869988,0.005887281886568067,0.8857407289331043,0.10690848987765164,558.1395802331893,140.59426628348785,2.8665666247327923,0.9999999999999958
0.033,0.6992690207989966,0.004347911974386873,0.8359196502402167,0.12377288709801715,570.4773025731896,141.26849698939498,1.9661180106470728,0.9999999999999932
0.034,1.2268138122935095,0.007478752719087482,0.8966313134093966,0.10994603863145397,552.7044385407924,139.39471101374107,2.8382015785107653,0.9981797118028795
0.035,1.2742000761055576,0.007611544863675998,0.8967105555593433,0.11072216504012836,552.6501095839205,139.42943315407032,2.8036286031533693,0.99833870966705
0.036,1.1021974822504426,0.007223231590579289,0.8990913093567188,0.10882328899302263,552.3506923977914,128.14657540323623,2.6715892506618864,0.999999999999925
0.037,1.3286324291190614,0.00776603864103579,0.8967350528553129,0.11181437345058647,552.632963203394,139.46205841766675,2.7516246943367397,0.998864971748338
0.038,1.371698960181671,0.007878212922025795,0.8967205015519596,0.1125515329660489,552.5560246852841,139.50719489735684,2.714628391776197,0.9989122512744796
0.039,1.3975869328663795,0.007949003333469635,0.8967949219720738,0.11305391694956787,552.5834783963167,139.4898556020956,2.69938493390883,0.9991550449201166
0.04,1.4223721105796618,0.008017821788862928,0.8968900861958671,0.11335094562084844,552.5682284832426,139.5014674548189,2.673417675409171,0.9992699477199222
0.041,1.4494928049957805,0.00807986520213243,0.8966519980489844,0.11402089839469373,552.5463841064699,139.5101272706214,2.6514395311995305,0.9993664744505776
0.042,1.4704719301035531,0.008137679743228524,0.8967933656179216,0.11446296855179865,552.5763990080867,139.52290462972837,2.650123507821079,0.999554250211597
0.043,1.5027888728465435,0.008246490731693236,0.8980036916748064,0.11421948898842922,552.7014202925188,139.5207235823391,2.6920783116569247,0.9998660235185713
0.044,1.5217948468423939,0.00826941248812486,0.8969739866035343,0.11517256793175396,552.582547825145,139.53526123095477,2.618143999873413,0.9996683814112076
0.045,1.53824850623932,0.008307923321199107,0.8968164637740473,0.11568518099778011,552.5657607589188,139.56236609598227,2.6015426171309897,0.9996569994960772
0.046,1.5588304399791768,0.008368694766159033,0.8972149718391652,0.11580098696728197,552.6242555767101,139.58007989871325,2.606319069840703,0.9997482519206401
0.047,1.5795265176229365,0.008424159145012902,0.8974269054236583,0.1160847153215434,552.6296304293115,139.54505525652644,2.6039570311035716,0.9997618490317633
0.048,1.6007338139039162,0.008474264558464825,0.8973796151987746,0.11652833682213612,552.6490756857642,139.55252020492537,2.5825288585409862,0.9996967632543587
0.049,1.6294578953398624,0.008558531712359617,0.8982189826775681,0.11643937301257434,552.7740882591537,139.55941453020395,2.6207387124453168,0.9998142790604017
0.05,1.6377058442848647,0.00856465847549065,0.8975287635567712,0.1170982446886027,552.7074366988822,139.55354897722148,2.5729572036673583,0.9996176891836496
