PEEQ,C1,C2,C3,C4
0.00011,2.882761314234905,0.0102856258673604,0.78405638930666,0.6971935718462274
0.0002,2.8122553005385127,0.0101508692689699,0.4966081347432532,0.6971342159053301
0.0003,2.736847563704206,0.0100038326421903,0.3644014513707498,0.6970661874695956
0.0004,2.664445030307511,0.0098595789369682,0.3155868006932265,0.6969959825426257
0.0005,2.5949650258900734,0.009718055616862,0.3008065567816372,0.6969236117714078
0.0006,2.5283264352928074,0.0095792111381333,0.2999207963809939,0.696849085862491
0.0007,2.4644496843548542,0.0094429949310724,0.3047066594082331,0.6967724155813749
0.0008,2.403256721821961,0.0093093573816812,0.3118017728524725,0.6966936117518975
0.0009,2.344671001452494,0.0091782498137089,0.3198260309874828,0.696612685255617
0.001,2.2886174643098656,0.0090496244710327,0.3282076476062364,0.696529647031195
0.002,1.8518679930999835,0.007890011367588,0.4096104269776169,0.6955855658216749
0.003,1.5961585678685364,0.006932296724919,0.4713005224239505,0.6944427440869982
0.004,1.4683445257075531,0.0061414912347832,0.4996705103910226,0.693112963140621
0.005,1.4265701857713011,0.0054887327944415,0.4881201344758465,0.6916084334202511
0.01,1.6458986814455212,0.0036007055911865,0.1272845468947077,0.6819134678307044
0.011,1.6888788350096458,0.0034055231371534,0.0761384903179996,0.6796323922457672
0.012,1.7213252841057618,0.0032509065758149,0.0419943621824784,0.6772683844433132
0.013,1.743339368168585,0.003130662784034,0.02137643668226,0.6748346654978735
0.014,1.755986293525122,0.0030387830740937,0.0100659027168026,0.6723442920265026
0.015,1.760834226866855,0.0029690717888859,0.0044122286343357,0.6698100983096138
0.016,1.7596230652785492,0.0029151143180925,0.001831655638471,0.6672446414823952
0.017,1.754042735396884,0.0028706390488503,0.0007544338739674,0.6646601500990414
0.018,1.7455994499184762,0.0028301783069402,0.0003427821329425,0.6620684763342306
0.019,1.735548844857432,0.0027897881025702,0.0001987447549274,0.6594810520470945
0.02,1.724876850376999,0.0027475290878942,0.0001526868842374,0.6569088488929045
0.021,1.7143119804662073,0.0027034883675619,0.0001393576783333,0.6543623426272186
0.022,1.7043559676740454,0.0026593067764055,0.0001360183387065,0.6518514817068262
0.023,1.6953229138747572,0.002617377999087,0.0001354688379099,0.649385660251864
0.024,1.687380086538326,0.0025800032227927,0.0001356330134285,0.6469736953944198
0.025,1.680585988198937,0.0025487673997308,0.0001359647110629,0.6446238090011387
0.026,1.674923292095089,0.0025242765472557,0.0001363326757986,0.6423436137211844
0.027,1.6703256744937487,0.00250623764786,0.000136708053897,0.640140103276703
0.028,1.666698541008714,0.0024937512596845,0.0001370850349755,0.6380196468809586
0.029,1.6639342250697382,0.0024856577942349,0.000137462543214,0.6359879876398349
0.03,1.661922524869877,0.0024808181994183,0.0001378403919968,0.6340502447656097
0.031,1.660557528821324,0.0024782779345224,0.0001382185474816,0.6322109194079837
0.032,1.6597416339146998,0.0024773213847205,0.0001385969998235,0.6304739038864116
0.033,1.6593875450443552,0.002477453779951,0.0001389757425914,0.628842494089909
0.034,1.6594188983980176,0.0024783508979599,0.0001393547697576,0.6273194047957573
0.035,1.659770005871377,0.0024798052135871,0.0001397340752944,0.6259067876468791
0.036,1.6603850859604976,0.0024816825757374,0.000140113653124,0.6246062515190965
0.037,1.6612172370060825,0.0024838926854885,0.0001404934971132,0.6234188850039284
0.038,1.6622273226615571,0.0024863711569424,0.0001408736010718,0.6223452807299423
0.039,1.6633828753388702,0.0024890694324487,0.000141253958753,0.6213855612458064
0.04,1.6646570778183665,0.0024919493242477,0.0001416345638526,0.6205394061909517
0.041,1.6660278523555194,0.0024949800207144,0.0001420154100087,0.6198060804849488
0.042,1.6674770668173204,0.0024981363253479,0.0001423964908019,0.6191844632741608
0.043,1.6689898554928249,0.0025013975042295,0.0001427777997543,0.6186730773837117
0.044,1.670554045739625,0.0025047464507095,0.0001431593303299,0.6182701190341063
0.045,1.6721596786638804,0.0025081690366538,0.0001435410759335,0.6179734875947118
0.046,1.673798611233813,0.0025116535898728,0.0001439230299113,0.6177808151605277
0.047,1.6754641876698502,0.0025151904663451,0.0001443051855499,0.6176894957539938
0.048,1.677150969033735,0.0025187716978302,0.0001446875360763,0.6176967139697787
0.049,1.678854511277553,0.0025223907009353,0.0001450700746576,0.6177994728973321
0.05,1.6805711833911523,0.0025260420367462,0.0001454527944005,0.6179946211732341
0.051,1.682298018584018,0.0025297212121904,0.0001458356883512,0.6182788790328437
0.052,1.6840325925997417,0.002533424515877,0.0001462187494951,0.6186488632482179
0.053,1.6857729242696962,0.0025371488824279,0.0001466019707563,0.6191011108565658
0.054,1.6875173942697927,0.0025408917803539,0.0001469853449975,0.6196321016004511
0.055,1.6892646787631296,0.0025446511193904,0.0001473688650196,0.6202382790173969
0.056,1.691013695208598,0.0025484251739147,0.0001477525235613,0.6209160701323486
0.057,1.692763558108752,0.0025522125196546,0.0001481363132991,0.6216619037215014
0.058,1.6945135428758746,0.002556011981381,0.0001485202268464,0.6224722271301787
0.059,1.696263056327847,0.002559822589678,0.0001489042567541,0.6233435216406902
0.06,1.698011612597847,0.0025636435452165,0.0001492883955092,0.624272316398336
0.061,1.699758813464691,0.0025674741892267,0.0001496726355356,0.625255200914892
0.062,1.701504332292714,0.0025713139790965,0.0001500569691928,0.6262888361790009
0.063,1.703247900918871,0.0025751624682032,0.0001504413887761,0.6273699644118689
0.064,1.7049892989462336,0.0025790192892467,0.0001508258865165,0.6284954175145392
0.065,1.7067283450022974,0.0025828841404741,0.0001512104545798,0.6296621242597735
0.066,1.708464889601532,0.0025867567742953,0.0001515950850667,0.6308671162872758
0.067,1.7101988093177871,0.0025906369878744,0.0001519797700123,0.6321075329656289
0.068,1.7119300020261796,0.0025945246153537,0.000152364501386,0.6333806251879709
0.069,1.7136583830181895,0.0025984195214271,0.000152749271091,0.6346837581711222
0.07,1.7153838818297331,0.0026023215960283,0.0001531340709638,0.636014413329691
0.071,1.717106439651366,0.0026062307499419,0.0001535188927744,0.6373701892976368
0.072,1.718826007213785,0.0026101469111749,0.0001539037282255,0.6387488021699934
0.073,1.72054254306141,0.0026140700219579,0.0001542885689526,0.6401480850369502
0.074,1.7222560121428248,0.0026180000362678,0.0001546734065232,0.6415659868813768
0.075,1.7239663846599265,0.0026219369177788,0.0001550582324369,0.6430005709092061
0.076,1.7256736351283086,0.0026258806381695,0.0001554430381248,0.6444500123799353
0.077,1.7273777416101137,0.0026298311757241,0.0001558278149494,0.645912596001935
0.078,1.729078685087698,0.0026337885141757,0.0001562125542041,0.6473867129543451
0.079,1.7307764489522708,0.0026377526417501,0.0001565972471131,0.648870857594136
0.08,1.7324710185864092,0.0026417235503759,0.0001569818848307,0.6503636239035038
0.081,1.7341623810232123,0.0026457012350313,0.0001573664584415,0.651863701729188
0.082,1.7358505246680371,0.002649685693204,0.0001577509589595,0.653369872861618
0.083,1.7375354390713251,0.0026536769244451,0.0001581353773284,0.6548810069980513
0.084,1.7392171147431432,0.0026576749299997,0.0001585197044206,0.6563960576301129
0.085,1.7408955430017807,0.0026616797125021,0.0001589039310374,0.6579140578924147
0.086,1.742570715850159,0.0026656912757232,0.0001592880479086,0.6594341164052757
0.087,1.7442426258749344,0.0026697096243622,0.0001596720456919,0.6609554131409838
0.088,1.74591126616414,0.0026737347638736,0.0001600559149729,0.6624771953396038
0.089,1.747576630239959,0.0026777667003248,0.0001604396462645,0.6639987734970201
0.09,1.7492387120038482,0.0026818054402778,0.0001608232300067,0.6655195174447677
0.091,1.7508975056917493,0.0026858509906913,0.0001612066565665,0.6670388525382318
0.092,1.7525530058375265,0.0026899033588401,0.0001615899162371,0.6685562559670211
0.093,1.7542052072431296,0.0026939625522478,0.0001619729992379,0.6700712531987334
0.094,1.7558541049542398,0.0026980285786313,0.0001623558957142,0.6715834145649373
0.095,1.757499694240389,0.0027021014458549,0.0001627385957366,0.6730923519960215
0.096,1.75914197057874,0.0027061811618921,0.0001631210893011,0.6745977159095533
0.097,1.7607809296408363,0.0027102677347935,0.0001635033663282,0.6760991922550164
0.098,1.7624165672818002,0.0027143611726612,0.0001638854166631,0.6775964997161782
0.099,1.764048879531497,0.0027184614836262,0.0001642672300752,0.6790893870709276
0.1,1.7656778625873346,0.0027225686758305,0.0001646487962575,0.6805776307071787
0.11,1.781783861561726,0.0027640208408415,0.0001684485378242,0.6951709784198357
0.12,1.7975538662619537,0.0028061697968327,0.0001722116406802,0.7091868386989588
0.13,1.8129864372003093,0.0028490227367152,0.000175926489535,0.7226110796164958
0.14,1.8280814782164263,0.0028925859730123,0.0001795806346861,0.7354611026436081
0.15,1.842840208781516,0.0029368648344174,0.0001831607588369,0.747762169534109
0.16,1.8572651329923853,0.0029818635779881,0.0001866526440042,0.7595404178193117
0.17,1.8713600008657605,0.0030275853036129,0.0001900411386538,0.7708211436075804
0.18,1.8851297617020537,0.0030740318692019,0.0001933101252137,0.7816284781655125
0.19,1.8985805098978956,0.0031212038068379,0.0001964424881275,0.7919853764252978
0.2,1.911719423724696,0.0031691002404077,0.000199420082622,0.8019136634812016
0.21,1.924554697660673,0.0032177188052984,0.000202223704381,0.8114340884200588
0.22,1.9370954689188284,0.0032670555707662,0.0002048330603253,0.8205663769047733
0.23,1.9493517388597177,0.003317104965602,0.0002072267407206,0.8293292813512263
0.24,1.9613342900160575,0.0033678597077323,0.0002093821928434,0.83774062865939
0.25,1.973054599485932,0.0034193107383975,0.0002112756964565,0.8458173656009624
0.26,1.984524749472462,0.0034714471615525,0.0002128823413577,0.8535756019767192
0.27,1.995757335760164,0.0035242561891341,0.0002141760072845,0.861030651652791
0.28,2.00676537492179,0.0035777230928255,0.0002151293464728,0.8681970715798388
0.29,2.01756221104445,0.0036318311629405,0.0002157137691859,0.8750886988940082
0.3,2.028161422750402,0.0036865616750232,0.0002158994325482,0.8817186861936723
0.31,2.038576731266481,0.0037418938647388,0.0002156552330346,0.8880995350813607
0.32,2.048821910267103,0.0037978049115964,0.0002149488029858,0.8942431280558645
0.33,2.058910698179736,0.0038542699320056,0.0002137465115391,0.9001607588353373
0.34,2.0688567135992204,0.0039112619821284,0.000212013470381,0.9058631611882272
0.35,2.078673374409103,0.0039687520709368,0.0002097135447484,0.9113605363450992
0.36,2.0883738211548803,0.0040267091838302,0.0002068093701228,0.9166625790608088
0.37,2.0979708451566537,0.0040851003171095,0.0002032623750831,0.9217785023930674
0.38,2.1074768217878286,0.0041438905235382,0.0001990328107984,0.9267170612601884
0.39,2.1169036492831457,0.0042030429691505,0.0001940797876633,0.9314865748377088
0.4,2.1262626933742528,0.0042625190013949,0.0001883613195971,0.9360949478506416
0.41,2.135564737985113,0.0043222782286233,0.0001818343765439,0.9405496908153088
0.42,2.1448199421535854,0.0043822786108552,0.0001744549457326,0.9448579392820534
0.43,2.1540378032803087,0.0044424765616664,0.0001661781022699,0.94902647212759
0.44,2.1632271267423566,0.0045028270609636,0.0001569580896593,0.9530617289433476
0.45,2.172396001847632,0.004563283778327,0.000146748410854,0.956969826563872
0.46,2.18155178404737,0.004623799206511,0.0001355019304684,0.9607565747771692
0.47,2.1907010832689333,0.0046843248046147,0.0001231709887878,0.9644274912568054
0.48,2.199849758179838,0.0047448111503459,0.00010970752823,0.9679878157536104
0.49,2.2090029161470985,0.0048052081007249,9.50632329264668e-05,0.971442523582942
0.5,2.218164918613838,0.0048654649604922,7.91896821026128e-05,0.9747963384417064
0.51,2.2273393915779947,0.0049255306574142,6.20385179474557e-05,0.9780537445876124
0.52,2.2365292408260364,0.0049853539236073,4.356162867336696e-05,0.9812189984115368
0.53,2.245736671547985,0.0050448834819381,2.3711347474617263e-05,0.9842961394323348
0.54,2.2549632119388328,0.0051040682364998,2.4406681002548444e-06,0.98728900074197
0.55,2.264209740375508,0.005162857466109,-2.0296522237936866e-05,0.990201218927448
0.56,2.2734765157478813,0.0052212010197287,-4.454519189830714e-05,0.9930362434947164
0.57,2.282763210516701,0.0052790495126801,-7.034889505749733e-05,0.9957973458184252
0.58,2.2920689460705463,0.005336354522483,-9.774948244891831e-05,0.9984876276402574
0.59,2.301392329957743,0.0053930687831418,-0.0001267867918693,1.0011100291373896
0.6,2.310731494577204,0.0054491463766848,-0.0001574983177367,1.0036673365815552
0.61,2.320084136924152,0.0055045429207646,-0.0001899188589889,1.0061621896081554
0.62,2.3294475590021384,0.0055592157511345,-0.000224080144625,1.0085970881138795
0.63,2.3388187085314045,0.0056131240978361,-0.0002600104362016,1.0109743988003492
0.64,2.3481942196048915,0.0056662292539594,-0.0002977341066131,1.013296361380426
0.65,2.3575704529667747,0.0057184947358766,-0.0003372711945043,1.0155650944629555
0.66,2.3669435356137987,0.0057698864338957,-0.0003786369336848,1.0177826011309268
0.67,2.3763093994464803,0.0058203727523372,-0.0004218412569387,1.0199507742272478
0.68,2.38566381872506,0.0058699247381013,-0.0004668882736546,1.0220714013616063
0.69,2.3950024461134687,0.005918516196867,-0.00051377572073,1.0241461696511895
0.7,2.404320847123235,0.0059661237961413,-0.0005624943862422,1.0261766702073656
0.71,2.4136145327977023,0.006012727154469,-0.0006130275054156,1.0281644023798049
0.72,2.422878990505013,0.0060583089162005,-0.0006653501284626,1.0301107777689045
0.73,2.4321097127355773,0.0061028548113204,-0.0007194284599185,1.0320171240168172
0.74,2.441302223826032,0.0061463536999363,-0.0007752191691478,1.0338846883868251
0.75,2.450452104556728,0.006188797601138,-0.0008326686717532,1.0357146411402902
0.76,2.459555014593393,0.0062301817060438,-0.0008917123816824,1.0375080787199042
0.77,2.468606712765606,0.0062705043749642,-0.000952273933892,1.039266026747501
0.78,2.477603075195006,0.0063097671187203,-0.0010142643775013,1.0409894428442317
0.79,2.4865401113046404,0.0063479745642696,-0.001077581339446,1.0426792192804824
0.8,2.495413977757409,0.0063851344048987,-0.001142108158721,1.0443361854625033
0.81,2.504220990386253,0.00642125733535,-0.0012077129913932,1.0459611102623303
0.82,2.5129576341914968,0.0064563569723542,-0.0012742478866557,1.047554704197215
0.83,2.521620571491585,0.0064904497611392,-0.0013415478342965,1.049117621464421
0.84,2.530206648322484,0.0065235548685804,-0.0014094297840605,1.0506504618369197
0.85,2.538712899188202,0.0065556940637473,-0.0014776916374934,1.0521537724252077
0.86,2.5471365502704084,0.0065868915866805,-0.0015461112129805,1.0536280493101482
0.87,2.555475021208979,0.0066171740063108,-0.0016144451848123,1.055073739051487
0.88,2.5637259255676903,0.0066465700684967,-0.0016824279972494,1.0564912400764066
0.89,2.571887070100258,0.006675110535214,-0.0017497707546939,1.057880903952238
0.9,2.5799564529316026,0.0067028280159831,-0.0018161600892266,1.0592430365472207
0.91,2.5879322607678086,0.0067297567926557,-0.001881257006923,1.0605778990829708
0.92,2.5958128652457737,0.0067559326387172,-0.0019446957145298,1.0618857090821296
0.93,2.603596818530213,0.0067813926342771,-0.002006082428251,1.0631666412144614
0.94,2.6112828482615864,0.0068061749779352,-0.0020649941665817,1.0644208280445064
0.95,2.618869851953791,0.0068303187967096,-0.0021209775293133,1.0656483606837357
0.96,2.6263568909352046,0.006853863955207,-0.0021735474650401,1.0668492893500123
0.97,2.633743183921054,0.0068768508651955,-0.0022221860297031,1.0680236238370429
0.98,2.641028100299112,0.0068993202967178,-0.0022663411389337,1.0691713338963882
0.99,2.64821115320464,0.0069213131918447,-0.0023054253171873,1.0702923495345265
1.0,2.655291992454231,0.0069428704821279,-0.0023388144469012,1.0713865612273703
1.01,2.6622703974019686,0.0069640329107607,-0.0023658465211672,1.0724538200546112
1.02,2.6691462697751374,0.0069848408603979,-0.0023858204036703,1.0734939377562012
1.03,2.6759196265406238,0.0070053341875246,-0.0023979945999266,1.0745066867133075
1.04,2.6825905928472387,0.0070255520641914,-0.0024015860441391,1.0754917998560485
1.05,2.689159395083541,0.0070455328278664,-0.0023957689062939,1.076448970500378
1.06,2.6956263540852667,0.0070653138400699,-0.0023796734244301,1.077377852116535
1.07,2.7019918785213832,0.0070849313543843,-0.0023523847673448,1.078278058031559
1.08,2.7082564584829507,0.0071044203943435,-0.0023129419333304,1.079149161068483
1.09,2.714420659294469,0.0071238146416266,-0.0022603366908917,1.0799906931249628
