strain,RD,DD,TD,biaxial
2.64,1325.133153185176,1323.7747643441664,1475.7149196839696,1346.3295485361036
2.65,1325.413449855106,1324.072416228103,1476.21083847845,1346.6210937905817
2.66,1325.6927281044532,1324.369009820244,1476.7051380186654,1346.911886568003
2.67,1325.970995441079,1324.6645528204972,1477.1978295996687,1347.2008355849016
2.68,1326.248259289635,1324.9590528442632,1477.6889243960195,1347.4666838078595
2.69,1326.524526992796,1325.2525174236741,1478.1784334635136,1347.7542774595981
2.7,1326.7998058124613,1325.5449540088073,1478.6663677408762,1348.0400713302542
2.71,1327.0741029309402,1325.8363699688753,1479.1527380514271,1348.3251791786072
2.72,1327.347425452116,1326.1267725934065,1479.6375551047222,1348.6096158379887
2.73,1327.6197804025846,1326.4161690933852,1480.120829498155,1348.8702911302325
2.74,1327.8911747327757,1326.7045666023882,1480.602571718537,1349.1534990809655
2.75,1328.161615318054,1326.9919721776917,1481.0827921436526,1349.433864154212
2.76,1328.4311089597968,1327.2783928013594,1481.561501043776,1349.714712303729
2.77,1328.6996623864588,1327.5638353813158,1482.0387085831733,1349.9938466228805
2.78,1328.9672822546097,1327.848306752394,1482.514424821571,1350.24964843589
2.79,1329.2339751499594,1328.1318136773687,1482.9886597156,1350.5265688506786
2.8,1329.499747588366,1328.4143628479749,1483.4614231202202,1350.8029152175077
2.81,1329.7646060168172,1328.6959608858956,1483.9327247901101,1351.07870061067
2.82,1330.0285568144045,1328.9766143437473,1484.4025743810416,1351.352828833001
2.83,1330.291606293276,1329.2563297060412,1484.870981451229,1351.6264198019542
2.84,1330.55376069957,1329.5351133901265,1485.3379554626517,1351.8771759610268
2.85,1330.8150262143372,1329.812971747118,1485.803505782357,1352.1486890587546
2.86,1331.0754089544448,1330.089911062813,1486.2676416837419,1352.4196977973425
2.87,1331.3349149734618,1330.3659375585835,1486.7303723478092,1352.6891065887407
2.88,1331.5935502625343,1330.6410573922594,1487.1917068644057,1352.9580329933806
2.89,1331.8513207512449,1330.9152766589993,1487.6516542334432,1353.2045194026355
2.9,1332.1082323084495,1331.1886013921314,1488.110223366084,1353.471474397599
2.91,1332.3642907431154,1331.4610375640054,1488.5674230859315,1353.73687277733
2.92,1332.619501805127,1331.7325910868026,1489.0232621301748,1354.0018308524773
2.93,1332.8738711860906,1332.0032678133512,1489.4777491507307,1354.2663576609716
2.94,1333.1274045201235,1332.2730735379218,1489.9308927153645,1354.5088281025642
2.95,1333.3801073846248,1332.5420139970097,1490.3827013087887,1354.7714869950282
2.96,1333.6319853010368,1332.810094870102,1490.8331833337434,1355.033743511344
2.97,1333.8830437355946,1333.0773217804344,1491.2823471120632,1355.293399226215
2.98,1334.1332881000603,1333.3437002957376,1491.730200885723,1355.5537808264833
2.99,1334.382723752448,1333.6092359289676,1492.17675281787,1355.7924774601618
3.0,1334.631355997734,1333.873934139023,1492.6220109938365,1356.0510852133536
