strain,RD,DD,TD,biaxial
0.089,1065.8483172158114,1061.1729264448395,1101.1460165276121,1075.0304521711057
0.09,1066.7220633669965,1062.0105374864825,1102.1565674582998,1075.9121320125353
0.091,1067.586859103871,1062.8399498311123,1103.158197672834,1076.8372770553867
0.092,1068.4428929715734,1063.6613311583988,1104.1510790159878,1077.7520966463655
0.093,1069.290347547139,1064.4748439606146,1105.1353782528352,1078.6569750134017
0.094,1070.129399690246,1065.2806457564602,1106.1112572702818,1079.5522827507202
0.095,1070.9602207808907,1066.0788892939202,1107.0788732686037,1080.4393916642862
0.096,1071.7829769447897,1066.8697227428154,1108.0383789435816,1081.3166137923306
0.097,1072.5978292672742,1067.6532898776913,1108.989922659786,1082.185293364518
0.098,1073.4049339963694,1068.4297302515995,1109.9336486155253,1083.0457495682688
0.099,1074.2044427357116,1069.1991793613333,1110.8696969999396,1083.8024827803856
0.1,1074.996502627911,1069.961768804606,1111.7982041426865,1086.4846116878948
0.11,1082.5369219451184,1077.236824582427,1120.6960073157516,1094.3410987299867
0.12,1089.4669598354087,1083.9466817470252,1128.965746197644,1101.5601950422683
0.13,1095.8811465003496,1090.1766850903714,1136.6974496701885,1108.2437694313103
0.14,1101.8534180108552,1095.9939312375866,1143.9626006754409,1114.4695036212859
0.15,1107.4427212461223,1101.4521613648044,1150.8189639782638,1120.2971648934183
0.16,1112.6968282877374,1106.59511028593,1157.3139280135956,1125.777487042132
0.17,1117.6550066874804,1111.4588632484927,1163.4868803020438,1130.9511196377296
0.18,1122.349934868094,1116.0735544911506,1169.370935027029,1135.851051210131
0.19,1126.8091055000682,1120.464617123963,1174.9942148204339,1140.5071349529535
0.2,1131.05587307307,1124.6537198217472,1180.3808186784906,1144.941594707136
0.21,1135.1102488922652,1128.659480277613,1185.551564373205,1148.9454245226882
0.22,1138.9895133531193,1132.49801654097,1190.524565903552,1153.0070939052594
0.23,1142.708693772317,1136.1833786509549,1195.31568831413,1156.901725229124
0.24,1146.2809417784867,1139.7278905461114,1199.9389100139529,1160.6418055189129
0.25,1149.7178346250012,1143.1424238036325,1204.4066143999255,1164.2394270215177
0.26,1153.0296181515107,1146.4366189410448,1208.7298267987921,1167.7066781362983
0.27,1156.225404475524,1149.619065925124,1212.9184086484356,1171.0517454487458
0.28,1159.3133341924758,1152.6974526172548,1216.9812179030591,1174.2844426241566
0.29,1162.300710480701,1155.678687775595,1220.9262425110542,1177.4111350466665
0.3,1165.1941107672656,1158.5690036893332,1224.760712241366,1180.2714437795728
0.31,1167.9994803234488,1161.3740423746824,1228.4911929619925,1183.2119948446996
0.32,1170.7222111961005,1164.0989284034256,1232.123666591386,1186.0653440113242
0.33,1173.3672091537696,1166.7483307843208,1235.663599271818,1188.837243621655
0.34,1175.9389507715914,1169.3265158203183,1239.1159997979755,1191.531698831601
0.35,1178.44153235174,1171.8373924808102,1242.4854699345037,1194.1531650649383
0.36,1180.8787120446354,1174.2845515296567,1245.7762479441828,1196.7055542968671
0.37,1183.2539462765958,1176.6712994157076,1248.9922464028919,1199.1933646255184
0.38,1185.5704213850845,1179.0006877477324,1252.1370851828872,1201.4827507318666
0.39,1187.8310812003313,1181.2755390286932,1255.2141203306378,1203.8520953413436
0.4,1190.03865118237,1183.4984692066819,1258.2264694407443,1206.1656339876376
0.41,1192.1956596182254,1185.671907505079,1261.1770340267087,1208.4263833150549
0.42,1194.3044562996297,1187.7981139177882,1264.068519307471,1210.6349284745988
0.43,1196.3672290330428,1189.8791946928745,1266.9034517617313,1212.7958795636114
0.44,1198.3860182776702,1191.91711607677,1269.684194747189,1214.910393355869
0.45,1200.362730161084,1193.913716549113,1272.41296243649,1216.8627292226083
0.46,1202.2991480840171,1195.8707177434496,1275.0918322841405,1218.8925194648737
0.47,1204.1969430943418,1197.789734220159,1277.7227562073574,1220.8812333748758
0.48,1206.0576831839685,1199.6722822338072,1280.3075706376828,1222.8303376375204
0.49,1207.8828416404203,1201.5197876169816,1282.8480055782413,1224.7422277173123
0.5,1209.6738045663822,1203.3335928856645,1285.3456927830139,1226.6169971962504
0.51,1211.4318776649652,1205.1149636568855,1287.8021731588617,1228.4578471259495
0.52,1213.1582923752712,1206.865094457252,1290.2189034777512,1230.1621711786536
0.53,1214.8542114316697,1208.5851139906717,1292.5972624753153,1231.9396032880927
0.54,1216.5207339106862,1210.276089924754,1294.9385564022307,1233.684411131122
0.55,1218.1588998212728,1211.9390332478974,1297.2440240865967,1235.4004485913952
0.56,1219.7696942872617,1213.5749022425914,1299.5148415583876,1237.0860753206582
0.57,1221.3540513648184,1215.184606114925,1301.7521262809087,1238.744980372237
0.58,1222.9128575325522,1216.7690083155035,1303.9569410288761,1240.3764399628228
0.59,1224.446954887463,1218.3289295828242,1306.1302974481416,1241.890407613174
0.6,1225.957144076062,1219.865150736582,1308.2731593280846,1243.471340520301
0.61,1227.4441869866191,1221.3784152452342,1310.3864456142112,1245.0276195819333
0.62,1228.9088092255809,1222.8694315894365,1312.4710331854515,1246.560428364654
0.63,1230.351702398638,1224.3388754405858,1314.5277594179952,1248.070899761507
0.64,1231.7735262146891,1225.7873916716076,1316.5574245551522,1249.557934711748
0.65,1233.1749104289854,1227.2155962153024,1318.5607939006895,1251.02365126661
0.66,1234.5564566400203,1228.624077783965,1320.5385998512672,1252.3864248686602
0.67,1235.9187399532054,1230.0133994625435,1322.4915437820202,1253.8113652384293
0.68,1237.262310523036,1231.3841001863836,1324.4202977978912,1255.217778088612
0.69,1238.5876949842725,1232.7366961134808,1326.325506362102,1256.6043462376215
0.7,1239.8953977816009,1234.0716819001616,1328.2077878120026,1257.9718952683681
0.71,1241.1859024063178,1235.3895318882855,1330.0677357715815,1259.3212160767696
0.72,1242.459672547747,1236.6907012112308,1331.9059204690075,1260.5767025092914
0.73,1243.7171531663678,1237.9756268252804,1333.722889966822,1261.8916850090357
0.74,1244.958771494967,1239.2447284723721,1335.5191713116612,1263.1906029658353
0.75,1246.184937973548,1240.498409579646,1337.2952716097896,1264.4719411470794
0.76,1247.3960471231935,1241.7370581007171,1339.0516790341385,1265.7385368101634
0.77,1248.592478363625,1242.9610473031587,1340.7888637680524,1266.9888230353142
0.78,1249.7745967787548,1244.1707365062825,1342.5072788904745,1268.2244913459122
0.79,1250.9427538341693,1245.3664717729562,1344.2073612069198,1269.374820916314
0.8,1252.0972880501226,1246.5485865588423,1345.8895320301688,1270.5815840234177
0.81,1253.2385256333216,1247.7174023221944,1347.5541979143275,1271.7742824815002
0.82,1254.3667810704983,1248.8732290970504,1349.2017513455687,1272.9534342966963
0.83,1255.482357686519,1250.0163660324374,1350.8325713925994,1274.1195377269164
0.84,1256.5855481695437,1251.1471018999898,1352.447024319662,1275.2719751421298
0.85,1257.676635065554,1252.2657155721752,1354.045464164635,1276.3455086459421
0.86,1258.7558912443708,1253.3724764731614,1355.6282332846154,1277.4737948977797
0.87,1259.8235803391146,1254.467645004182,1357.1956628711482,1278.588646731969
0.88,1260.8799571609115,1255.5514729451174,1358.7480734371352,1279.692681595992
0.89,1261.925268090502,1256.6242038338803,1360.2857752772713,1280.7841032750407
0.9,1262.9597514482818,1257.6860733250576,1361.8090689037292,1281.864406873755
0.91,1263.9836378441896,1258.7373095291641,1363.3182454586738,1282.8711074376217
0.92,1264.997150508747,1259.7781333337603,1364.8135871050945,1283.9298165703362
0.93,1266.000505606458,1260.8087587075793,1366.2953673972947,1284.9773962711567
0.94,1266.9939125326875,1261.829392988741,1367.7638516323184,1286.015291570081
0.95,1267.9775741950575,1262.840237158044,1369.2192971834802,1287.0416333330793
0.96,1268.9516872803167,1263.8414860982539,1370.661953817084,1288.0589491040394
0.97,1269.9164425075817,1264.833328840246,1372.0920639933506,1289.0070603831286
0.98,1270.8720248687762,1265.8159487967912,1373.5098631524809,1290.0044986596401
0.99,1271.8186138570393,1266.7895239847346,1374.915579986756,1290.9927144260596
1.0,1272.7563836838176,1267.7542272362386,1376.3094366994535,1291.9719927599554
1.01,1273.6855034853138,1268.7102263997504,1377.6916492513835,1292.9415081576938
1.02,1274.6061375189074,1269.657684531268,1379.0624275957146,1293.9015328569842
1.03,1275.518445350133,1270.5967600764893,1380.4219759017824,1294.7982356238613
1.04,1276.422582030753,1271.527607044337,1381.7704927684833,1295.7416538995906
1.05,1277.318698268431,1272.450375172363,1383.1081714278366,1296.676338119933
1.06,1278.2069405884845,1273.365210084479,1384.4351999392595,1297.6036370017896
1.07,1279.0874514881414,1274.272253441437,1385.7517613750551,1298.5215699144496
1.08,1279.9603695837343,1275.1716430844642,1387.0580339975972,1299.4325841267573
1.09,1280.8258297512043,1276.0635131724136,1388.3541914286498,1300.2822539634806
1.1,1281.6839632602791,1276.9479943127862,1389.640402811238,1301.177206416304
1.11,1282.5348979026708,1277.8252136869535,1390.9168329644694,1302.0647721822468
1.12,1283.3787581146032,1278.695295169877,1392.1836425316671,1302.9451580183315
1.13,1284.2156650939737,1279.5583594446252,1393.440988122159,1303.8174562210295
1.14,1285.0457369124272,1280.414524111949,1394.6890224470558,1304.682969158956
1.15,1285.869088622605,1281.2639037951735,1395.9278944493146,1305.4908413686105
1.16,1286.6858323608196,1282.106610240647,1397.1577494283792,1306.3426400380893
1.17,1287.496077445382,1282.9427524139644,1398.3787291596689,1307.1870918468223
1.18,1288.2999304708096,1283.7724365921904,1399.5909720091663,1308.0254867690137
1.19,1289.0974953981136,1284.595766452266,1400.7946130433547,1308.856884250674
1.2,1289.88887364136,1285.4128431557942,1401.9897841347106,1309.681452184119
1.21,1290.6741641506983,1286.2237654303904,1403.1766140629973,1310.4516753308885
1.22,1291.4534634920117,1287.0286296477411,1404.355228612524,1311.2634322080273
1.23,1292.2268659233723,1287.827529898557,1405.5257506655944,1312.0699443060792
1.24,1292.994463468441,1288.6205580645467,1406.6883002923025,1312.869140767964
1.25,1293.7563459869602,1289.407803887563,1407.8429948368573,1313.6633938307039
1.26,1294.5126012424837,1290.189355036053,1408.9899490005905,1314.4506241389408
1.27,1295.2633149674618,1290.965297168935,1410.129274921805,1315.1875738801114
1.28,1296.008570925816,1291.7357139970254,1411.2610822526076,1315.9637359575213
1.29,1296.7484509731094,1292.5006873421212,1412.3854782328558,1316.7343970796726
1.3,1297.4830351144317,1293.2602971938552,1413.5025677613598,1317.4996931316648
1.31,1298.2124015600928,1294.0146217644099,1414.6124534644487,1318.2586369119526
1.32,1298.936626779235,1294.7637375412037,1415.7152357620305,1319.012469378723
1.33,1299.6557855514482,1295.5077193376253,1416.811012931248,1319.7175686152161
1.34,1300.3699510164774,1296.2466403419048,1417.8998811678302,1320.4618523410634
1.35,1301.0791947221142,1296.9805721642128,1418.981934645258,1321.2002679218378
1.36,1301.7835866703424,1297.7095848820547,1420.057265571816,1321.9340487230959
1.37,1302.483195361819,1298.4337470840328,1421.1259642456318,1322.6621921976123
1.38,1303.1780878387617,1299.1531259120582,1422.1881191077925,1323.3425032211433
1.39,1303.8683297263078,1299.867787102063,1423.2438167936018,1324.0610998128132
1.4,1304.5539852724155,1300.5777950232875,1424.2931421820767,1324.7754984953442
1.41,1305.2351173863628,1301.2832127161985,1425.3361784437427,1325.483568004897
1.42,1305.9117876759076,1301.9841019290923,1426.3730070867955,1326.1876444640088
1.43,1306.5840564831606,1302.6805231534456,1427.403708001711,1326.8878288741703
1.44,1307.2519829192286,1303.3725356580544,1428.4283595043514,1327.542406930778
1.45,1307.9156248976742,1304.0601975220181,1429.4470383776327,1328.2320073673961
1.46,1308.575039166844,1304.7435656666175,1430.4598199118132,1328.919118322224
1.47,1309.230281341108,1305.4226958861204,1431.4667779434587,1329.6004769918823
1.48,1309.8814059310564,1306.0976428775712,1432.4679848931307,1330.277293437051
1.49,1310.5284663726927,1306.7684602695908,1433.463511801851,1330.9507741847085
1.5,1311.1715150556663,1307.4352006502431,1434.4534283663959,1331.5806800725954
1.51,1311.8106033505803,1308.0979155939865,1435.4378029734535,1332.245753659195
1.52,1312.4457816354093,1308.756655687754,1436.4167027326955,1332.905504740238
1.53,1313.077099321066,1309.4114705562067,1437.390193508809,1333.5622564560829
1.54,1313.7046048761454,1310.0624088861675,1438.3583399525135,1334.214969749233
1.55,1314.3283458508802,1310.7095184502873,1439.3212055306158,1334.825665363012
1.56,1314.948368900337,1311.3528461299702,1440.2788525551355,1335.4707608771623
1.57,1315.5647198068823,1311.9924379375693,1441.231342211521,1336.1109265853609
1.58,1316.1774435019458,1312.6283390379092,1442.178734586021,1336.7484764822066
1.59,1316.7865840871054,1313.2605937691237,1443.1210886922026,1337.3812435963146
1.6,1317.392184854523,1313.8892456628716,1444.0584624966848,1338.0115433255746
1.61,1317.9942883067515,1314.5143374639247,1444.9909129440866,1338.600440236546
1.62,1318.5929361759397,1315.1359111491681,1445.9184959812417,1339.2228595750037
1.63,1319.1881694424487,1315.7540079460202,1446.84126658068,1339.8407716379281
1.64,1319.780028352915,1316.36866835031,1447.759278763434,1340.4564880818893
1.65,1320.3685524377684,1316.9799321436178,1448.6725856211613,1341.0678307390472
1.66,1320.9537805282278,1317.5878384101006,1449.5812393376311,1341.6402329363486
1.67,1321.5357507727945,1318.192425552827,1450.4852912095864,1342.2454627819209
1.68,1322.1145006532631,1318.7937313096315,1451.3847916670059,1342.846503652051
1.69,1322.69006700026,1319.3917927685097,1452.2797902927841,1343.4445434425559
1.7,1323.262486008331,1319.9866463825672,1453.170335841852,1344.0396409926595
1.71,1323.8317932505963,1320.5783279845389,1454.0564762597603,1344.630729663566
1.72,1324.398023692981,1321.1668728008974,1454.9382587007362,1345.1843839039886
1.73,1324.9612117080387,1321.7523154655557,1455.8157295452363,1345.7700665243453
1.74,1325.5213910883856,1322.3346900331853,1456.6889344170133,1346.3519106429653
1.75,1326.0785950597517,1322.9140299921633,1457.5579181997077,1346.9299716707694
1.76,1326.6328562936685,1323.490368277151,1458.4227250529868,1347.5065524705913
1.77,1327.184206919801,1324.0637372813308,1459.2833984282402,1348.0783330810937
1.78,1327.7326785379366,1324.6341688683033,1460.1399810838507,1348.615197004357
1.79,1328.278302229646,1325.2016943836559,1460.9925151000539,1349.1810831302905
1.8,1328.821108569619,1325.7663446662154,1461.8410418933913,1349.744570082968
1.81,1329.3611276366958,1326.3281500589999,1462.6856022307857,1350.305710683181
1.82,1329.898389024597,1326.8871404198694,1463.526236243239,1350.8634283797153
1.83,1330.432921852363,1327.4433451318976,1464.3629834391672,1351.3861868985161
1.84,1330.9647547745128,1327.996793113455,1465.1958827173858,1351.9384917440098
1.85,1331.4939159909338,1328.5475128280395,1466.0249723797554,1352.4875145456513
1.86,1332.0204332565072,1329.0955322938369,1466.8502901434995,1353.0344259792344
1.87,1332.5443338904786,1329.6408790930295,1467.6718731532005,1353.578147546217
1.88,1333.0656447855838,1330.183580380872,1468.4897579924932,1354.086805579978
1.89,1333.5843924169346,1330.7236628945177,1469.30398069545,1354.6255614709864
1.9,1334.1006028506758,1331.2611529616313,1470.1145767576875,1355.161256362419
1.91,1334.614301752414,1331.7960765087628,1470.9215811471804,1355.6939326509198
1.92,1335.1255143954354,1332.3284590695268,1471.7250283148117,1356.2247606603505
1.93,1335.6342656687077,1332.8583257925575,1472.5249522046545,1356.7526529304473
1.94,1336.1405800846806,1333.3857014492692,1473.3213862639943,1357.2466381567983
1.95,1336.6444817868908,1333.910610441423,1474.1143634531124,1357.7700595759718
1.96,1337.1459945573715,1334.4330768085008,1474.903916254821,1358.2906639111259
1.97,1337.645141823877,1334.953124234894,1475.690076683759,1358.8084913636046
1.98,1338.1419466669306,1335.4707760569197,1476.4728762954735,1359.323579583463
1.99,1338.6364318266913,1335.9860552696587,1477.2523461952717,1359.8067937695541
2.0,1339.1286197096572,1336.4989845336252,1478.0285170468605,1360.3166583176805
2.01,1339.6185323951995,1337.00958618128,1478.8014190807774,1360.8250242557635
2.02,1340.1061916419396,1337.5178822233754,1479.5710821026248,1361.3307985823872
2.03,1340.5916188939689,1338.023894355156,1480.3375355010971,1361.835144998846
2.04,1341.0748352869202,1338.5276439624056,1481.1008082558328,1362.3358406498085
2.05,1341.5558616538908,1339.0291521273475,1481.860928945065,1362.8045592720075
2.06,1342.0347185312246,1339.5284396344102,1482.617925753106,1363.301579289897
2.07,1342.5114261641556,1340.0255269758488,1483.371826477647,1363.7961784624822
2.08,1342.9860045123194,1340.5204343572416,1484.122658536895,1364.288392528791
2.09,1343.45847325513,1341.013181702849,1484.8704489765385,1364.7782501365946
2.1,1343.9288517970358,1341.503788660855,1485.6152244765613,1365.2369384993751
2.11,1344.3971592726489,1341.9922746084826,1486.3570113578883,1365.7223130248608
2.12,1344.8634145517535,1342.4786586569894,1487.0958355888906,1366.2054279610172
2.13,1345.3276362442057,1342.9629596565546,1487.8317227917375,1366.68744455769
2.14,1345.789842704708,1343.4451962010423,1488.5646982486032,1367.166132119499
2.15,1346.2500520374867,1343.925386632669,1489.294786907739,1367.6155459445063
2.16,1346.7082821008537,1344.4035490465567,1490.0220133894086,1368.0900496387474
2.17,1347.164550511669,1344.879701295184,1490.7464019916827,1368.563574900181
2.18,1347.618874649699,1345.3538609927411,1491.4679766961206,1369.0338867315186
2.19,1348.0712716618796,1345.8260455193815,1492.186761173311,1369.503278655945
2.2,1348.5217584664806,1346.2962720253818,1492.9027787882985,1369.9695135495522
2.21,1348.9703517571809,1346.7645574352118,1493.6160526058936,1370.4073493406188
2.22,1349.4170680070472,1347.2309184515068,1494.3266053958587,1370.8697354099681
2.23,1349.861923472431,1347.6953715589602,1495.0344596379919,1371.3313103644298
2.24,1350.3049341967749,1348.157933028128,1495.7396375270896,1371.7898351206425
2.25,1350.7461160143382,1348.6186189191474,1496.4421609778144,1372.247604691796
2.26,1351.18548455384,1349.0774450853805,1497.142051629449,1372.6753983434776
2.27,1351.6230552420225,1349.5344271769732,1497.8393308505547,1373.1284432841562
2.28,1352.0588433071375,1349.9895806443415,1498.5340197435264,1373.579674731178
2.29,1352.4928637823596,1350.4429207415812,1499.2261391490574,1374.0302514242917
2.3,1352.9251315091226,1350.8944625298054,1499.9157096505053,1374.477929297197
2.31,1353.3556611403872,1351.3442208804115,1500.6027515781666,1374.89742499627
2.32,1353.7844671438384,1351.7922104782765,1501.2872850134665,1375.341756179415
2.33,1354.2115638050152,1352.2384458248896,1501.9693297930573,1375.783259751342
2.34,1354.636965230374,1352.6829412414152,1502.6489055128334,1376.224229094098
2.35,1355.060685350288,1353.125710871692,1503.3260315318641,1376.6635544987912
2.36,1355.482737921983,1353.566768685173,1504.000726976246,1377.1001210160769
2.37,1355.9031365324136,1354.0061284798005,1504.673010742876,1377.50925780024
2.38,1356.321894601078,1354.4438038848243,1505.3429015031477,1377.9427493844346
2.39,1356.739025382776,1354.8798083635625,1506.0104177065743,1378.3746838942538
2.4,1357.1545419703098,1355.3141552161026,1506.675577584336,1378.8050858057693
2.41,1357.5684572971286,1355.7468575819512,1507.3383991527578,1379.2339749068828
2.42,1357.9807841399206,1356.177928442628,1507.9989002167192,1379.636027817051
2.43,1358.3915351211515,1356.6073806242073,1508.6570983729914,1380.0609159265691
2.44,1358.800722711553,1357.03522679981,1509.313011013515,1380.4843540201864
2.45,1359.208359232557,1357.4614794920424,1509.9666553286056,1380.9063635528044
2.46,1359.6144568586883,1357.8861510753916,1510.6180483101027,1381.326962429026
2.47,1360.0190276199014,1358.3092537785667,1511.267206754454,1381.7201605885646
2.48,1360.422083403876,1358.730799686799,1511.9141472657384,1382.1380970819932
2.49,1360.823635958266,1359.150800744094,1512.558886258632,1382.5535444237617
2.5,1361.2236968929026,1359.569268755442,1513.2014399613183,1382.9676602435386
2.51,1361.622277681956,1359.9862153889806,1513.8418244183388,1383.3804663202966
2.52,1362.0193896660523,1360.401652178119,1514.4800554933893,1383.7664169412544
2.53,1362.4150440543524,1360.8155905236215,1515.1161488720668,1384.1756082304125
2.54,1362.8092519265874,1361.2280416956482,1515.7501200645604,1384.583542737142
2.55,1363.2020242350566,1361.6390168357561,1516.3819844082886,1384.9902405749515
2.56,1363.5933718065858,1362.0485269588658,1517.011757070495,1385.3957171949664
2.57,1363.983305344448,1362.4565829551857,1517.6394530507873,1385.7988544480143
2.58,1364.371835430249,1362.8631955921044,1518.265087183633,1386.1769042753979
2.59,1364.7589725257749,1363.2683755160413,1518.8886741408053,1386.5777776452142
2.6,1365.1447269748048,1363.6721332542681,1519.5102284337863,1386.9763609259787
2.61,1365.529109004893,1364.0744792166952,1520.1297644161277,1387.373811695217
2.62,1365.912128729109,1364.4754236976182,1520.747296285758,1387.7701481033362
2.63,1366.2937961477564,1364.87497687744,1521.3628380872617,1388.141895883282
2.64,1366.6741211500484,1365.2731488243583,1521.9764037141026,1388.534992201495
