strain,RD,DD,TD,biaxial
2.62,1261.081493184145,1259.7550519817644,1404.0334153414162,1281.261959504585
2.63,1261.3142996365204,1260.0044956695438,1404.4685762501583,1281.483695628803
2.64,1261.5462227803073,1260.253016654324,1404.9022759358145,1281.7255024453327
2.65,1261.7772692937288,1260.5006218083001,1405.334524770945,1281.9666849481298
2.66,1262.007445779629,1260.7473179269437,1405.7653330159578,1282.2072518179916
2.67,1262.2367587662884,1260.9931117298247,1406.1947108203817,1282.446163575593
2.68,1262.4652147091692,1261.238009862369,1406.6226682251765,1282.663184944047
2.69,1262.6928199912654,1261.482018896218,1407.0492151634762,1282.9010053200416
2.7,1262.9195809246155,1261.7251453307522,1407.4743614626266,1283.137210674744
2.71,1263.1455037513515,1261.9673955941475,1407.898116845695,1283.3728605755352
2.72,1263.370594644628,1262.208776044319,1408.3204909328483,1283.6079685198947
2.73,1263.5948597095555,1262.4492929698588,1408.7414932427223,1283.8205572458758
2.74,1263.8183049844229,1262.6889525912732,1409.1611331941122,1284.0546882280769
2.75,1264.0409364413354,1262.927761061627,1409.5794201070087,1284.2862085746
2.76,1264.2627599874395,1263.1657244677808,1409.9963632042768,1284.5182831565314
2.77,1264.4837814660275,1263.4028488315034,1410.4119716132002,1284.748820563082
2.78,1264.7040066567715,1263.639140109717,1410.8262543660499,1284.9572470036208
2.79,1264.923441277584,1263.8746041963655,1411.239220402458,1285.1858641475687
2.8,1265.1420909846784,1264.109246922487,1411.6508785697833,1285.4140271680571
2.81,1265.359961373906,1264.343074057559,1412.0612376248957,1285.6417479321926
2.82,1265.577057981398,1264.5760913101494,1412.4703062351766,1285.8679827939666
2.83,1265.7933862846694,1264.8083043290308,1412.8780929800353,1286.09379689325
2.84,1266.0089517030865,1265.039718703658,1413.284606351709,1286.2979737623627
2.85,1266.2237595989718,1265.2703399652796,1413.6898547567664,1286.5219905632835
2.86,1266.4378152783029,1265.500173587649,1414.0938465171607,1286.7456162856863
2.87,1266.6511239915271,1265.7292249878474,1414.4965898714015,1286.967808025884
2.88,1266.863690934144,1265.9574995268733,1414.8980929754664,1287.1896285612543
2.89,1267.0755212479853,1266.1850025109356,1415.2983639044874,1287.3901876750615
2.9,1267.2866200212156,1266.411739191459,1415.6974106530029,1287.6103070935017
2.91,1267.4969922896707,1266.6377147664346,1416.095241136703,1287.8290318332422
2.92,1267.7066430373234,1266.8629343808932,1416.4918631931926,1288.0474233877671
2.93,1267.91557719704,1267.0874031276703,1416.887284583079,1288.2654898353167
2.94,1268.123799651221,1267.311126048056,1417.2815129909236,1288.4626600057397
2.95,1268.3313152326157,1267.5341081326187,1417.674556026387,1288.6791188976338
2.96,1268.5381287247874,1267.7563543216788,1418.0664212249787,1288.8952786812613
2.97,1268.7442448631043,1267.9778695063067,1418.457116049389,1289.109047786997
2.98,1268.94966833503,1268.1986585286234,1418.8466478900389,1289.3235900287739
2.99,1269.1544037809365,1268.418726182623,1419.2350240662079,1289.51758948346
3.0,1269.3584557948052,1268.6380772148789,1419.6222518270356,1289.7306089579201
