Strain,298.15,373.15,473.15,573.15,673.15,77.15,233.15,sref373.15,sref473.15,sref573.15,sref673.15,sref77.15,sref233.15
0.060,1044.029,1021.297935,1061.487891,1094.659773,946.4564447,1494.227225,1113.513314,0.9782275540238825,1.0167226111535217,1.0484955619048897,0.9065422940358937,1.4312123753267392,1.0665540075994058
0.061,1044.796,1022.068744,1062.270981,1096.035852,947.5334698,1496.14314,1115.041721,0.9782471831821714,1.0167257349760144,1.0490429251260533,0.9069076353661385,1.4319954708861824,1.067233910734727
0.062,1045.546,1022.822964,1063.032703,1097.387947,948.5935299,1498.034297,1116.547865,0.9782668232674602,1.0167249484958099,1.0495836118162185,0.9072709664615426,1.4327770342003123,1.067908886839986
0.063,1046.278,1023.561407,1063.774136,1098.716897,949.6371596,1499.901366,1118.032421,0.9782881863137713,1.016722263107893,1.0501194682484005,0.9076336877961689,1.4335591171753588,1.0685806458704092
0.064,1046.994,1024.284831,1064.496294,1100.023501,950.6648684,1501.744987,1119.496034,0.9783101249863896,1.0167167089782752,1.0506492883435816,0.9079945715066181,1.4343396304085794,1.069247802757227
0.065,1047.694,1024.993947,1065.200131,1101.308522,951.6771422,1503.565776,1120.939319,0.9783333177435396,1.0167092023052533,1.0511738370172972,0.9083541016747257,1.4351192008353584,1.0699109845050179
0.066,1048.38,1025.689417,1065.886545,1102.572683,952.6744451,1505.364324,1122.362865,0.9783565281672676,1.0166986636524924,1.0516918321600945,0.90871100660066,1.4358956904939046,1.0705687489269158
0.067,1049.052,1026.371861,1066.55638,1103.816678,953.6572204,1507.141199,1123.767235,0.9783803481619597,1.0166859030820208,1.0522039689166982,0.9090657282956423,1.4366696779568602,1.0712216696598453
0.068,1049.711,1027.041861,1067.210431,1105.041167,954.6258918,1508.896947,1125.152969,0.9784043998776806,1.0166707131772459,1.0527099049166866,0.909417822429221,1.437440349772461,1.0718692754481947
0.069,1050.357,1027.699959,1067.849445,1106.24678,955.5808647,1510.632094,1126.520581,0.9784291997863585,1.016653809133466,1.0532102704128214,0.9097676929843853,1.4382082415788158,1.0725120896990261
0.070,1050.99,1028.346667,1068.474127,1107.43412,956.5225273,1512.347145,1127.870567,0.9784552345883405,1.0166358642803452,1.0537056679892292,0.9101157264103369,1.4389738674963606,1.0731506170372695
0.071,1051.612,1028.982462,1069.085142,1108.603763,957.4512512,1514.042588,1129.2034,0.9784810956892845,1.0166155787495768,1.054194667805236,0.9104605607391318,1.4397349859073498,1.0737832965009908
0.072,1052.223,1029.607794,1069.683115,1109.756257,958.3673928,1515.718891,1130.519536,0.978507211874289,1.0165935500364467,1.0546778173448024,0.9108025511702367,1.440492073448309,1.0744105916711573
0.073,1052.823,1030.223084,1070.268635,1110.89213,959.2712938,1517.376507,1131.819412,0.9785339833951194,1.016570339933683,1.0551556434462392,0.9111420379304023,1.4412455911392512,1.0750329466586501
0.074,1053.413,1030.828729,1070.842258,1112.011885,960.1632821,1519.015871,1133.103446,0.9785608578971401,1.0165455125387668,1.055627645567313,0.9114784819439289,1.4419946127492256,1.0756497650968804
0.075,1053.993,1031.425102,1071.404508,1113.116003,961.0436725,1520.637405,1134.372043,0.9785881898646386,1.0165195670179974,1.0560943032828494,0.9118121965705654,1.4427395675303347,1.0762614580931753
0.076,1054.563,1032.012553,1071.955881,1114.204947,961.9127675,1522.241515,1135.62559,0.9786163112113737,1.0164929748151603,1.0565560777307756,0.9121434826558488,1.4434808683786553,1.0768684184823476
0.077,1055.125,1032.591415,1072.496842,1115.279158,962.7708578,1523.828592,1136.864459,0.9786436820281958,1.0164642502073213,1.0570114043359793,0.9124708994668879,1.444216175334676,1.077468981400308
0.078,1055.677,1033.161997,1073.027834,1116.339061,963.618223,1525.399016,1138.089011,0.9786724509485383,1.0164357412352454,1.0574627097113984,0.9127964547868335,1.444948612122837,1.0780655550892935
0.079,1056.222,1033.724595,1073.549272,1117.385061,964.4551321,1526.953152,1139.299591,0.9787001170208535,1.0164049527466763,1.0579073916278965,0.9131178219162259,1.4456744434408677,1.078655425658621
0.080,1056.758,1034.279486,1074.061549,1118.417548,965.281844,1528.491355,1140.496533,0.9787287969431032,1.0163741831147717,1.0583478412276035,0.9134369874654367,1.4463967672825757,1.0792409738085729
0.081,1057.286,1034.826933,1074.565037,1119.436897,966.0986082,1530.013967,1141.680157,0.9787578129285737,1.0163428220935489,1.058783429459957,0.9137533346700891,1.447114562190363,1.0798215024127813
0.082,1057.807,1035.367184,1075.060088,1120.443467,966.9056649,1531.521319,1142.850774,0.9787864742812251,1.016310241849411,1.0592135115384942,0.9140662378864953,1.4478267954362185,1.080396304807966
0.083,1058.32,1035.900473,1075.547034,1121.437602,967.7032459,1533.013731,1144.008682,0.9788159280746844,1.0162777175145514,1.059639430418021,0.914376791424144,1.4485351604429664,1.0809667038324893
0.084,1058.827,1036.427024,1076.026189,1122.419634,968.4915745,1534.491514,1145.154171,0.9788445364540195,1.016243625257006,1.0600595130271517,0.9146834888985641,1.4492372351668403,1.08153094981522
0.085,1059.327,1036.947046,1076.497852,1123.389881,969.2708664,1535.954969,1146.287518,0.9788734224653954,1.0162092082992316,1.060475076156843,0.9149874084206294,1.449934693442157,1.0820903441524667
0.086,1059.82,1037.46074,1076.962303,1124.348649,970.0413297,1537.404387,1147.408993,0.9789027759430847,1.0161747306146327,1.060886423166198,0.9152887562982394,1.4506278301975808,1.0826451595553963
0.087,1060.307,1037.968296,1077.419811,1125.296234,970.8031652,1538.84005,1148.518857,0.9789318527558528,1.0161394869599087,1.0612928463171514,0.9155868679542811,1.451315562379575,1.0831946379680601
0.088,1060.787,1038.469894,1077.870628,1126.232918,971.5565672,1540.262232,1149.617361,0.9789617463260768,1.0161046732284613,1.06169562598335,0.9158827994686963,1.451999536193411,1.083740054318162
0.089,1061.262,1038.965706,1078.314993,1127.158974,972.3017233,1541.671198,1150.704748,0.9789907732492071,1.0160685985176139,1.0620930307501824,0.9161750098467675,1.4526772823299055,1.0842796105014598
0.090,1061.731,1039.455894,1078.753136,1128.074666,973.0388148,1543.067207,1151.781255,0.9790200097764876,1.0160324375948333,1.0624863228068127,0.9164645421486233,1.4533504315123134,1.0848145669665858
0.091,1062.194,1039.940615,1079.18527,1128.980245,973.7680172,1544.450507,1152.847108,0.9790496039329916,1.0159963904898728,1.062875750569105,0.9167515700521751,1.454019234716069,1.085345151638966
0.092,1062.652,1040.420016,1079.611602,1129.875955,974.4895002,1545.821342,1153.902529,0.9790787727308657,1.015959695177725,1.0632605547253475,0.9170353984182967,1.4546825696465069,1.0858705662813413
0.093,1063.105,1040.894238,1080.032326,1130.762033,975.2034282,1547.179948,1154.947731,0.9791076497617828,1.0159225344627294,1.063640969612597,0.9173161900282663,1.455340674721688,1.086391025345568
0.094,1063.553,1041.363417,1080.447627,1131.638704,975.9099602,1548.526553,1155.982923,0.979136363679102,1.0158850823607286,1.0640172177597165,0.9175941022215159,1.4559937802817535,1.0869067390153568
0.095,1063.995,1041.827681,1080.85768,1132.506187,976.6092504,1549.86138,1157.008304,0.979165955667085,1.0158484579344829,1.0643905159328757,0.917870150141683,1.4566434804674837,1.0874189296002332
0.096,1064.433,1042.287154,1081.262654,1133.364693,977.301448,1551.184645,1158.024069,0.9791947017801967,1.015810909658006,1.064759071731147,0.918142755814598,1.457287255280511,1.0879257492016876
0.097,1064.866,1042.741953,1081.662706,1134.214426,977.9866977,1552.496559,1159.030408,0.9792236328326757,1.0157735395815062,1.0651240869743235,0.9184129249126182,1.4579266865502325,1.0884284107108313
0.098,1065.294,1043.192191,1082.057988,1135.055582,978.6651398,1553.797325,1160.027504,0.9792528550803815,1.015736489645112,1.065485755106102,0.9186807959117389,1.4585619791343984,1.0889270980593149
0.099,1065.718,1043.637976,1082.448645,1135.888351,979.3369105,1555.087143,1161.015534,0.9792815510294467,1.0156989419339824,1.0658432634148995,0.9189456408731015,1.4591919654167425,1.0894209668974342
0.100,1066.138,1044.079412,1082.834814,1136.712917,980.0021416,1556.366206,1161.994672,0.9793098191791307,1.0156610251205755,1.0661967934732652,0.9192075900117996,1.4598168398462488,1.0899101917387806
0.110,1070.115,1048.274666,1086.475717,1144.543704,986.3212185,1568.604407,1171.331632,0.9795906664237022,1.0152887465365872,1.0695520612270644,0.9216964704727997,1.4658278848534971,1.0945848175196122
0.120,1073.753,1052.123987,1089.78067,1151.717535,992.1067076,1579.946547,1179.937551,0.9798566215880189,1.014926775524725,1.0726093757130364,0.9239617561953262,1.471424570641479,1.098891040118165
0.130,1077.111,1055.685474,1092.818075,1158.345017,997.4428924,1590.521214,1187.923932,0.980108339808989,1.014582596408355,1.0754184266988267,0.9260353783407652,1.476654879580656,1.1028797700515545
0.140,1080.233,1059.002335,1095.634979,1164.509794,1002.395462,1600.430771,1195.37822,0.9803462169735603,1.0142580156318128,1.078017237022013,0.9279437510240847,1.4815607105133801,1.1065929480028847
0.150,1083.154,1062.108003,1098.265393,1170.276754,1007.01662,1609.758081,1202.370306,0.9805697093857384,1.0139512876285366,1.0804343186656744,0.9297077054601653,1.4861765556882955,1.1100640407550542
0.160,1085.899,1065.029123,1100.734998,1175.697372,1011.348544,1618.571201,1208.956958,0.9807810146247489,1.0136624105925136,1.082694957818361,0.9313467863954199,1.4905356768907607,1.1133235761336921
0.170,1088.489,1067.787393,1103.063903,1180.813283,1015.425808,1626.926735,1215.184938,0.9809813355945719,1.01339003242109,1.0848187560921607,0.9328764994409681,1.4946652974903742,1.1163961583442736
0.180,1090.942,1070.40079,1105.26831,1185.658723,1019.277107,1634.872284,1221.093239,0.9811711255043806,1.013132054683017,1.0868210436485166,0.9343091630902468,1.498587719603792,1.119301703481945
0.190,1093.271,1072.884401,1107.361567,1190.262253,1022.926524,1642.448276,1226.714728,0.9813526573008888,1.0128884485182539,1.088716569816633,0.9356568719009285,1.5023249276711814,1.1220591491039276
0.200,1095.49,1075.251032,1109.354867,1194.647991,1026.394469,1649.689345,1232.077374,0.981525191466832,1.0126563154387533,1.0905147386101197,0.9369272827684416,1.5058917425079188,1.1246815342905914
0.210,1097.609,1077.511652,1111.257723,1198.836517,1029.698393,1656.6254,1237.205181,0.9816898841026267,1.012434959079235,1.0922254801117703,0.9381285986175405,1.5093037684639976,1.1271820666557946
0.220,1099.636,1079.675737,1113.078307,1202.845556,1032.853331,1663.282449,1242.118913,0.9818482998010252,1.0122243242309275,1.0938579275323834,0.9392683860841224,1.5125754786129229,1.129572797725793
0.230,1101.579,1081.751527,1114.823706,1206.690496,1035.872333,1669.683259,1246.836651,0.982000861490642,1.0120233827986918,1.095418935909272,0.9403522879430346,1.5157181273426599,1.1318631264757226
0.240,1103.446,1083.746238,1116.500111,1210.384789,1038.7668,1675.847873,1251.374245,0.9821470538657986,1.0118303124937698,1.0969134774152973,0.9413843541052305,1.5187402673080515,1.1340602485305127
0.250,1105.243,1085.666224,1118.112966,1213.94027,1041.546749,1681.794034,1255.745664,0.9822873558122514,1.011644467325285,1.0983469427085266,0.9423690075395186,1.5216509256335486,1.1361715604622695
0.260,1106.974,1087.517112,1119.667086,1217.367411,1044.221027,1687.537525,1259.963288,0.9824233559234454,1.011466471660581,1.099725387407473,0.9433112494060385,1.524459946665414,1.1382049515164765
0.270,1108.645,1089.303908,1121.166751,1220.675524,1046.797492,1693.092451,1264.038142,0.9825542964609952,1.011294644363164,1.1010517559723807,0.944213424495668,1.5271727658538126,1.140164923848482
0.280,1110.259,1091.031084,1122.615784,1223.872928,1049.283153,1698.471468,1267.980087,0.9826815941145264,1.0111296409216228,1.1023310128537576,0.9450796192600106,1.5297975229203276,1.1420579225207812
0.290,1111.821,1092.702656,1124.017614,1226.96709,1051.684285,1703.685981,1271.797979,0.9828044766198876,1.0109699439028406,1.103565313121447,0.9459115136339394,1.5323383719141843,1.1438873514711452
0.300,1113.334,1094.322243,1125.375331,1229.964733,1054.006535,1708.746301,1275.499805,0.9829235817822863,1.0108155602900835,1.104758080683784,0.9467118896934792,1.5348011477238634,1.1456578214623823
0.310,1114.801,1095.893114,1126.691725,1232.871938,1056.254997,1713.661782,1279.092789,0.983039227628967,1.0106662310134276,1.1059121206385714,0.9474830010019726,1.5371907470481279,1.147373198445283
0.320,1116.225,1097.418237,1127.969328,1235.694221,1058.434285,1718.440939,1282.583493,0.9831514587112815,1.0105214701337095,1.1070296947300051,0.9482266433738719,1.5395112445967436,1.1490367022777668
0.330,1117.608,1098.900314,1129.210443,1238.436601,1060.548593,1723.091544,1285.977893,0.9832609591198346,1.0103814960164923,1.10811357917982,0.9489450621326977,1.5417673674490522,1.150652011259762
0.340,1118.953,1100.341811,1130.417172,1241.103661,1062.601742,1727.620712,1289.281445,0.98336731837709,1.0102454455191594,1.1091651400907814,0.9496392985228156,1.543961821452733,1.1522212684536348
0.350,1120.262,1101.744983,1131.591438,1243.699593,1064.597223,1732.034974,1292.499148,0.9834708157556001,1.010113203875522,1.110186360869154,0.950310929943174,1.5460981216893905,1.1537472019938195
0.360,1121.537,1103.111903,1132.735005,1246.228246,1066.538236,1736.340338,1295.635594,0.9835715656282404,1.0099845167836639,1.111178896460839,0.9509612576312686,1.5481792736218243,1.1552321448155523
0.370,1122.779,1104.444476,1133.849497,1248.693161,1068.42772,1740.542345,1298.695007,0.9836704070881268,1.0098599074261274,1.1121450980112737,0.9515921833236994,1.550209208579783,1.1566791033676262
0.380,1123.991,1105.744459,1134.936408,1251.097602,1070.268381,1744.646117,1301.681287,0.9837662926126632,1.0097379854465027,1.1130850709658708,0.9522036929121319,1.5521886892332768,1.158088709785043
0.390,1125.174,1107.013476,1135.997121,1253.444586,1072.062719,1748.656397,1304.59804,0.983859808349642,1.0096190642513958,1.1140006665635716,0.9527972731328666,1.5541208710830503,1.1594633718873704
0.400,1126.329,1108.25303,1137.032915,1255.736907,1073.813041,1752.577588,1307.448605,0.9839514298220148,1.009503364469884,1.1148935231180233,0.9533742281340534,1.5560085800862804,1.1608052398544297
0.410,1127.457,1109.464518,1138.044977,1257.977157,1075.521489,1756.413783,1310.236085,0.984041535952147,1.0093910251122657,1.115765086384669,0.953935705751971,1.5578543421168167,1.1621162359185315
0.420,1128.561,1110.649236,1139.034411,1260.167745,1077.19005,1760.168794,1312.963363,0.9841286700497359,1.0092803233498235,1.1166146490973905,0.9544810160904018,1.5596576472162338,1.1633960087226123
0.430,1129.64,1111.808393,1140.002242,1262.310917,1078.820573,1763.846179,1315.63313,0.9842147878970291,1.0091730480507064,1.1174453073545554,0.9550127235225381,1.5614232667044365,1.1646481445416237
0.440,1130.696,1112.943116,1140.949431,1264.408764,1080.414778,1767.449261,1318.247892,0.9842991537955383,1.0090682473449981,1.1182570416805226,0.9555307332828631,1.5631515995457665,1.1658729596637825
0.450,1131.731,1114.054458,1141.87687,1266.463244,1081.974275,1770.981153,1320.809995,0.9843809686224024,1.0089649130402896,1.119049707041691,0.9560348483871167,1.5648428407457249,1.1670706157205202
0.460,1132.744,1115.143404,1142.785397,1268.476187,1083.500564,1774.444772,1323.321637,0.9844619825838848,1.008864665802688,1.1198260039338104,0.9565273036096418,1.5665011441243566,1.1682442255266858
0.470,1133.737,1116.210878,1143.675797,1270.449308,1084.995053,1777.842855,1325.784875,0.9845412807379489,1.008766404377735,1.1205855573206132,0.9570077125470898,1.5681263423527678,1.1693936733122408
0.480,1134.711,1117.257748,1144.548805,1272.384217,1086.45906,1781.177976,1328.201643,0.9846187690081439,1.0086698771757743,1.1213288819796408,0.9574764499506923,1.5697194933335448,1.1705197561317375
0.490,1135.666,1118.284828,1145.405114,1274.282426,1087.893822,1784.452558,1330.573759,0.9846951727004244,1.0085756851045995,1.122057388351857,0.9579346586056112,1.5712828930336913,1.1716241914436112
0.500,1136.604,1119.292884,1146.245373,1276.145361,1089.300503,1787.668883,1332.902934,0.9847694394881594,1.0084826139974872,1.122770429278799,0.9583817257373719,1.5728159350134259,1.1727065310345555
0.510,1137.524,1120.282639,1147.070197,1277.974362,1090.680198,1790.829106,1335.190783,0.9848430793548093,1.0083920840351501,1.12347024062789,0.9588195044675981,1.5743220415569255,1.1737693297020548
0.520,1138.428,1121.254775,1147.880162,1279.770694,1092.033939,1793.93526,1337.438826,0.9849149660760277,1.0083028193262988,1.1241560239207047,0.9592472593787221,1.575800366821617,1.1748119564873667
0.530,1139.315,1122.209936,1148.675814,1281.535553,1093.362699,1796.989269,1339.648503,0.9849865366470203,1.0082161772644087,1.1248298784796127,0.9596667286922405,1.577254112339432,1.1758367993048453
0.540,1140.188,1123.148728,1149.457671,1283.270068,1094.667398,1799.992956,1341.821174,0.9850557346683176,1.0081299496223428,1.1254898911407591,0.9600762312881734,1.5786808456149335,1.1768420418387142
