
                  X             Displacement          Force      

                0.                 0.                 1.32204    
              100.005E-06         28.0042E-03         1.97527E+03
              200.001E-06         56.0038E-03         3.68701E+03
              300.E-06            84.0113E-03         5.73642E+03
              400.005E-06        112.042E-03          7.53333E+03
              500.003E-06        140.104E-03          9.29359E+03
              600.004E-06        168.141E-03         10.7384E+03 
              700.005E-06        196.134E-03         11.6732E+03 
              800.005E-06        224.126E-03         12.4129E+03 
              900.005E-06        252.119E-03         12.9609E+03 
                1.E-03           280.05E-03          13.4016E+03 
                1.1E-03          307.783E-03         13.6784E+03 
                1.2E-03          335.516E-03         13.9481E+03 
                1.30001E-03      363.251E-03         14.1756E+03 
                1.4E-03          390.984E-03         14.3572E+03 
                1.5E-03          418.716E-03         14.5172E+03 
                1.6E-03          446.449E-03         14.6401E+03 
                1.7E-03          474.184E-03         14.7509E+03 
                1.8E-03          501.945E-03         14.8397E+03 
                1.9E-03          529.915E-03         14.9204E+03 
                2.00001E-03      557.886E-03         14.9903E+03 
                2.1E-03          585.856E-03         15.0491E+03 
                2.2E-03          613.826E-03         15.0989E+03 
                2.3E-03          641.796E-03         15.1409E+03 
                2.4E-03          669.768E-03         15.1761E+03 
                2.5E-03          697.738E-03         15.2059E+03 
                2.6E-03          725.707E-03         15.231E+03  
                2.70001E-03      753.679E-03         15.2502E+03 
                2.8E-03          781.512E-03         15.2643E+03 
                2.9E-03          809.008E-03         15.2748E+03 
                3.E-03           836.503E-03         15.2803E+03 
                3.1E-03          864.001E-03         15.2821E+03 
                3.2E-03          891.497E-03         15.2796E+03 
                3.3E-03          918.993E-03         15.2732E+03 
                3.40001E-03      946.49E-03          15.263E+03  
                3.5E-03          973.986E-03         15.249E+03  
                3.6E-03            1.00178           15.2312E+03 
                3.7E-03            1.03034           15.209E+03  
                3.8E-03            1.05889           15.1829E+03 
                3.9E-03            1.08745           15.153E+03  
                4.E-03             1.116             15.1192E+03 
                4.1E-03            1.14455           15.0815E+03 
                4.20001E-03        1.17311           15.0402E+03 
                4.3E-03            1.20166           14.9949E+03 
                4.4E-03            1.23022           14.9457E+03 
                4.5E-03            1.25877           14.8927E+03 
                4.6E-03            1.28732           14.8357E+03 
                4.7E-03            1.31588           14.7748E+03 
                4.8E-03            1.34443           14.7097E+03 
                4.9E-03            1.37298           14.6403E+03 
                5.E-03             1.40154           14.5665E+03 
                5.1E-03            1.43009           14.4879E+03 
                5.20001E-03        1.45865           14.4046E+03 
                5.3E-03            1.4872            14.316E+03  
                5.4E-03            1.51575           14.2211E+03 
                5.5E-03            1.54431           14.1195E+03 
                5.6E-03            1.57286           14.0102E+03 
                5.7E-03            1.60141           13.8927E+03 
                5.8E-03            1.62997           13.7659E+03 
                5.9E-03            1.65852           13.629E+03  
                6.E-03             1.68708           13.4815E+03 
                6.10001E-03        1.71563           13.3224E+03 
                6.20001E-03        1.74418           13.151E+03  
                6.3E-03            1.77274           12.966E+03  
                6.4E-03            1.80129           12.7668E+03 
                6.5E-03            1.82985           12.5524E+03 
                6.6E-03            1.8584            12.3223E+03 
                6.7E-03            1.88695           12.0754E+03 
                6.8E-03            1.91551           11.8108E+03 
                6.9E-03            1.94406           11.5279E+03 
                7.E-03             1.97261           11.2257E+03 
                7.10001E-03        2.00095           10.9044E+03 
                7.2E-03            2.02852           10.5639E+03 
                7.3E-03            2.05609           10.2057E+03 
                7.4E-03            2.08366            9.83144E+03
                7.5E-03            2.11141            9.44736E+03
                7.6E-03            2.13943            9.05577E+03
                7.7E-03            2.16743            8.65992E+03
                7.8E-03            2.19528            8.25356E+03
                7.9E-03            2.22519            7.84435E+03
                8.E-03             2.25399            7.43472E+03
                8.1E-03            2.28251            7.05271E+03
                8.2E-03            2.30811            6.67171E+03
                8.3E-03            2.33371            6.37687E+03
                8.4E-03            2.3644             6.04265E+03
                8.5E-03            2.39426            5.7216E+03 
                8.6E-03            2.42413            5.43861E+03
                8.7E-03            2.454              5.20609E+03
                8.8E-03            2.4826             4.99879E+03
                8.9E-03            2.5082             4.83785E+03
                9.E-03             2.5338             4.73878E+03
                9.1E-03            2.5594             4.64404E+03
                9.2E-03            2.585              4.61111E+03
                9.3E-03            2.6106             4.52512E+03
                9.4E-03            2.6362             4.46447E+03
                9.5E-03            2.6618             4.39916E+03
                9.6E-03            2.68638            4.31271E+03
                9.7E-03            2.71738            4.23261E+03
                9.8E-03            2.74938            4.13205E+03
                9.9E-03            2.78138            4.08917E+03
               10.E-03             2.81338            4.05059E+03




