Strain,Stress
0.0,0.017097519718731746
0.00011,261.94442243873016
0.0002,396.3448785079539
0.0003,494.58519706387756
0.0004,559.4077252335202
0.0005,603.7160074011853
0.0006,635.3133351899905
0.0007,658.9311313939024
0.0008,677.4489479218803
0.0009,692.628527094103
0.001,705.5557036984072
0.002,787.2385387194225
0.003,836.200339791696
0.004,870.4788510519645
0.005,896.2045896009228
0.01,968.3052647619138
0.011,977.1191487688964
0.012,984.9180949563183
0.013,991.8830658208744
0.014,998.1528493518396
0.015,1003.8359096675894
0.016,1009.0184063412539
0.017,1013.7697652085558
0.018,1018.1466378204248
0.019,1022.1957729061328
0.02,1025.9561363877876
0.021,1029.4605018173052
0.022,1032.7366607975189
0.023,1035.8083562377064
0.024,1038.6960104567568
0.025,1041.4172993865166
0.026,1043.9876098995983
0.027,1046.4204073747278
0.028,1048.727533604977
0.029,1050.9194501309405
0.03,1053.005438434263
0.031,1054.9937657483688
0.032,1056.8918232542514
0.033,1058.7062419371753
0.034,1060.4429902502666
0.035,1062.1074568677461
0.036,1063.7045211455174
0.037,1065.238613390473
0.038,1066.7137666360081
0.039,1068.1336613031335
0.04,1069.5016638743884
0.041,1070.820860506592
0.042,1072.0940863470353
0.043,1073.3239511874572
0.044,1074.5128619844875
0.045,1075.6630426890829
0.046,1076.7765517569032
0.047,1077.855297653496
0.048,1078.9010526201305
0.049,1079.915464926278
0.05,1080.9000698015082
0.051,1081.8562992117895
0.052,1082.7854906218388
0.053,1083.6888948655096
0.054,1084.5676832295735
0.055,1085.4229538421553
0.056,1086.2557374450716
0.057,1087.0670026190846
0.058,1087.8576605223143
0.059,1088.628569194523
0.06,1089.3805374735082
0.061,1090.114328564254
0.062,1090.8306632966455
0.063,1091.5302231033656
0.064,1092.2136527459393
0.065,1092.881562813722
0.066,1093.5345320178449
0.067,1094.173109299711
0.068,1094.7978157715042
0.069,1095.4091465042989
0.07,1096.007572177724
0.071,1096.5935406036645
0.072,1097.1674781352206
0.073,1097.729790970993
0.074,1098.280866363764
0.075,1098.821073741748
0.076,1099.3507657497885
0.077,1099.8702792171694
0.078,1100.3799360580774
0.079,1100.880044110184
0.08,1101.3708979163107
0.081,1101.8527794536901
0.082,1102.3259588149199
0.083,1102.7906948443524
0.084,1103.2472357333213
0.085,1103.6958195773182
0.086,1104.1366748979592
0.087,1104.5700211323438
0.088,1104.9960690921812
0.089,1105.4150213948749
0.09,1105.8270728685593
0.091,1106.2324109329336
0.092,1106.6312159575818
0.093,1107.0236615993358
0.094,1107.409915120114
