Strain,Stress
0.0,570.6734130973928
0.00011,617.0899876066469
0.0002,640.2133203419726
0.0003,659.20323331494
0.0004,674.1443371101122
0.0005,686.4969254695607
0.0006,697.0497223449784
0.0007,706.277482739366
0.0008,714.4882989637845
0.0009,721.8935144025381
0.001,728.644431037952
0.002,775.9749250737877
0.003,806.0178133005174
0.004,828.3864265230368
0.005,846.2990987708254
0.01,904.0128625289071
0.011,912.0045349236971
0.012,919.2654241570708
0.013,925.9020611859742
0.014,931.9998317038771
0.015,937.6283894353182
0.016,942.8453862819952
0.017,947.6991216508686
0.018,952.2304741361513
0.019,956.4743425509514
0.02,960.460742726551
0.021,964.2156571868545
0.022,967.7617037225718
0.023,971.118668769559
0.024,974.3039381604103
0.025,977.3328487863619
0.026,980.2189784687071
0.027,982.9743869528102
0.028,985.6098178019092
0.029,988.1348686912752
0.03,990.5581359273492
0.031,992.8873377653217
0.032,995.1294201542187
0.033,997.290647816124
0.034,999.376683008566
0.035,1001.3926538837477
0.036,1003.34321401536
0.037,1005.2325943912656
0.038,1007.0646489516803
0.039,1008.8428945763517
0.04,1010.5705462805126
0.041,1012.2505482616689
0.042,1013.8856013429031
0.043,1015.4781872773601
0.044,1017.0305903121262
0.045,1018.544916353334
0.046,1020.0231100271121
0.047,1021.466969891022
0.048,1022.8781620169102
0.049,1024.2582321367881
0.05,1025.6086165190063
0.051,1026.9306517206205
0.052,1028.2255833435338
0.053,1029.4945739063187
0.054,1030.7387099300395
0.055,1031.9590083243238
0.056,1033.156422150023
0.057,1034.3318458255017
0.058,1035.4861198358485
0.059,1036.6200349978171
0.06,1037.734336326619
0.061,1038.8297265461442
0.062,1039.9068692790825
0.063,1040.9663919495506
0.064,1042.00888842735
0.065,1043.0349214393718
0.066,1044.0450247715853
0.067,1045.0397052817862
0.068,1046.0194447417744
0.069,1046.9847015251726
0.07,1047.9359121557645
0.071,1048.8734927294354
0.072,1049.797840221545
0.073,1050.7093336903417
0.074,1051.6083353860377
0.075,1052.4951917739963
0.076,1053.3702344797784
0.077,1054.2337811630714
0.078,1055.0861363266959
0.079,1055.927592066313
0.08,1056.7584287660502
0.081,1057.5789157445688
0.082,1058.3893118557462
0.083,1059.1898660478837
0.084,1059.9808178846288
0.085,1060.76239803098
0.086,1061.534828707001
0.087,1062.298324111929
0.088,1063.053090820962
0.089,1063.7993281568342
0.09,1064.5372285380872
0.091,1065.2669778059644
0.092,1065.9887555313617
0.093,1066.70273530329
0.094,1067.4090850004068
0.095,1068.1079670466352
0.096,1068.7995386520852
0.097,1069.4839520403475
0.098,1070.1613546629887
0.099,1070.831889402274
0.1,1071.495694762867
0.11,1077.79130973656
0.12,1083.539765215297
0.13,1088.8287436740939
0.14,1093.72635725719
0.15,1098.2865949338811
0.16,1102.552984417358
0.17,1106.5611346473452
0.18,1110.3405483554088
0.19,1113.9159434328612
0.2,1117.308234953547
0.21,1120.5352774424755
0.22,1123.6124344087075
0.23,1126.5530212547674
0.24,1129.3686539164046
0.25,1132.0695263320886
0.26,1134.6646334957768
0.27,1137.161952417904
