Strain,Stress
0.0,397.7627799085908
0.00011,743.1833467496476
0.0002,764.4406521226875
0.0003,779.305462843498
0.0004,790.0942151076024
0.0005,798.613209360765
0.0006,805.6788552386558
0.0007,811.7315182479947
0.0008,817.0364432829731
0.0009,821.7660303822206
0.001,826.0387756759624
0.002,855.2841190710042
0.003,873.4947692226644
0.004,887.0217634060626
0.005,897.9036800406411
0.01,934.056785416219
0.011,939.2985946534683
0.012,944.1334673010908
0.013,948.6190661565026
0.014,952.8009713812099
0.015,956.7159416500222
0.016,960.39413264581
0.017,963.860650242475
0.018,967.1366652429502
0.019,970.2402310006717
0.02,973.186894720424
0.021,975.9901623659193
0.022,978.6618576826012
0.023,981.2124033059973
0.024,983.6510436402688
0.025,985.9860236007856
0.026,988.2247334703814
0.027,990.3738274301568
0.028,992.4393214154785
0.029,994.4266745711724
0.03,996.3408575746846
0.031,998.1864103529781
0.032,999.9674911635566
0.033,1001.6879185905035
0.034,1003.3512076864565
0.035,1004.9606012451519
0.036,1006.5190969979828
0.037,1008.0294713783965
0.038,1009.4943003799839
0.039,1010.915977940435
0.04,1012.2967322086319
0.041,1013.6386399918912
0.042,1014.9436396315896
0.043,1016.213542515682
0.044,1017.4500434041198
0.045,1018.6547297164134
0.046,1019.8290899084591
0.047,1020.9745210473606
0.048,1022.0923356776252
0.049,1023.1837680592395
0.05,1024.2499798472948
0.051,1025.292065273665
0.052,1026.3110558834624
0.053,1027.3079248723698
0.054,1028.2835910652843
0.055,1029.238922571838
0.056,1030.1747401501834
0.057,1031.091820306813
0.058,1031.9908981570447
0.059,1032.87267006809
0.06,1033.7377961042407
0.061,1034.5869022916415
0.062,1035.420582718292
0.063,1036.239401483327
0.064,1037.0438945082121
0.065,1037.8345712212515
0.066,1038.6119161256986
0.067,1039.3763902607861
0.068,1040.1284325641197
0.069,1040.8684611431063
0.07,1041.5968744623915
0.071,1042.3140524536684
0.072,1043.02035755365
0.073,1043.7161356755148
0.074,1044.40171711867
0.075,1045.0774174212797
0.076,1045.7435381596376
0.077,1046.4003676981251
0.078,1047.0481818932078
0.079,1047.6872447546345
0.08,1048.3178090667711
0.081,1048.9401169727603
0.082,1049.554400524002
0.083,1050.160882197261
0.084,1050.7597753815264
0.085,1051.3512848366067
0.086,1051.9356071252812
0.087,1052.512931020713
0.088,1053.0834378906954
0.089,1053.6473020601989
0.09,1054.2046911535776
0.091,1054.7557664177064
0.092,1055.3006830272234
0.093,1055.839590372981
0.094,1056.3726323347278
0.095,1056.8999475389762
0.096,1057.4216696029512
0.097,1057.9379273654488
0.098,1058.4488451053862
0.099,1058.9545427487678
0.1,1059.4551360647495
0.11,1064.203173031815
0.12,1068.5433351154074
0.13,1072.5447060817621
0.14,1076.259386893516
0.15,1079.727760986712
0.16,1082.9818703816848
0.17,1086.047646513926
0.18,1088.94642806243
0.19,1091.6960229191393
0.2,1094.3114708499172
0.21,1096.8056044182988
0.22,1099.189470451485
0.23,1101.4726527683038
0.24,1103.6635234348805
0.25,1105.769441233161
0.26,1107.7969104328824
0.27,1109.751709229024
0.28,1111.6389946679783
0.29,1113.463389121219
0.3,1115.2290521151303
0.31,1116.939740424034
0.32,1118.5988586725814
0.33,1120.2095022020776
0.34,1121.774493584789
0.35,1123.2964138876996
0.36,1124.7776295693402
0.37,1126.2203157237782
0.38,1127.6264762527478
0.39,1128.9979614415668
0.4,1130.3364833305145
0.41,1131.643629205965
0.42,1132.920873481147
0.43,1134.169588192192
0.44,1135.3910522990434
0.45,1136.586459951145
0.46,1137.7569278533797
0.47,1138.903501847469
0.48,1140.027162807164
0.49,1141.128831931467
0.5,1142.2093755082803
0.51,1143.2696092109102
0.52,1144.310301981429
0.53,1145.332179547739
0.54,1146.3359276150934
0.55,1147.3221947676382
0.56,1148.2915951110695
0.57,1149.244710683685
0.58,1150.1820936598076
0.59,1151.1042683667001
0.6,1152.0117331336378
0.61,1152.9049619896457
0.62,1153.7844062245495
0.63,1154.6504958263577
0.64,1155.503640806566
0.65,1156.3442324237237
0.66,1157.1726443145146
0.67,1157.9892335406187
0.68,1158.7943415587908
0.69,1159.588295120823
0.7,1160.3714071093927
0.71,1161.1439773152158
0.72,1161.9062931603835
0.73,1162.6586303723047
0.74,1163.401253612253
0.75,1164.1344170621426
0.76,1164.8583649728291
0.77,1165.573332176925
0.78,1166.279544568857
0.79,1166.9772195546477
0.8,1167.6665664736881
0.81,1168.3477869945723
0.82,1169.0210754868867
0.83,1169.6866193706903
0.84,1170.3445994452743
0.85,1170.9951901986612
0.86,1171.6385600991832
0.87,1172.2748718703747
0.88,1172.9042827503108
0.89,1173.5269447364392
0.9,1174.143004816872
0.91,1174.752605189023
0.92,1175.3558834664184
0.93,1175.9529728744383
0.94,1176.5440024356958
0.95,1177.1290971457036
0.96,1177.7083781394372
0.97,1178.2819628493517
0.98,1178.849965155376
0.99,1179.4124955273705
1.0,1179.9696611604966
1.01,1180.5215661039167
1.02,1181.0683113832206
1.03,1181.6099951169372
1.04,1182.1467126274752
1.05,1182.6785565468072
1.06,1183.2056169171954
1.07,1183.7279812872373
1.08,1184.2457348034866
1.09,1184.7589602978942
1.1,1185.2677383712994
1.11,1185.7721474731761
1.12,1186.2722639778433
1.13,1186.7681622573189
1.14,1187.2599147509986
1.15,1187.7475920323218
