Strain,Stress
0.0,0.4563598460674285
0.00011,0.4695588729511968
0.0002,0.4796403575691244
0.0003,0.4901713481030896
0.0004,0.5000704900172224
0.0005,0.5094029441104055
0.0006,0.5182243305645926
0.0007,0.526582505096286
0.0008,0.534518940069475
0.0009,0.5420698115330111
0.001,0.549266864267338
0.002,0.6066712528083116
0.003,0.6468964671550168
0.004,0.677030902734387
0.005,0.7005682590218782
0.01,0.7682850102279559
0.011,0.7763493275315341
0.012,0.7833556187709405
0.013,0.7894854666616311
0.014,0.794882770565863
0.015,0.7996632310925236
0.016,0.8039210385100546
0.017,0.8077336989040447
0.018,0.8111655872084214
0.019,0.8142706096603405
0.02,0.8170942305043098
0.021,0.8196750365718657
0.022,0.8220459604505663
0.023,0.8242352477070227
0.024,0.8262672296724105
0.025,0.828162946722685
0.026,0.829940655326169
0.027,0.8316162438055414
0.028,0.8332035757350837
0.029,0.8347147754748789
0.03,0.8361604670677139
0.031,0.8375499752655458
0.032,0.8388914955923781
0.033,0.8401922389264342
0.034,0.8414585549870992
0.035,0.8426960382590778
0.036,0.843909619216376
0.037,0.8451036431812611
0.038,0.8462819387336253
0.039,0.8474478772503318
0.04,0.8486044248839448
0.041,0.8497541880721116
0.042,0.8508994534896601
0.043,0.8520422232114555
0.044,0.8531842457332033
0.045,0.8543270433990813
0.046,0.8554719367025143
0.047,0.8566200658590475
0.048,0.8577724099921937
0.049,0.8589298042250562
0.05,0.8600929549311758
0.051,0.8612624533626558
0.052,0.8624387878446669
0.053,0.8636223547017181
0.054,0.8648134680584008
0.055,0.8660123686406251
0.056,0.8672192316868745
0.057,0.8684341740658112
0.058,0.8696572606851447
0.059,0.870888510266937
0.06,0.8721279005543892
0.061,0.8733753730098925
0.062,0.8746308370549514
0.063,0.8758941738989421
0.064,0.8771652399972822
0.065,0.8784438701756727
0.066,0.8797298804527856
0.067,0.8810230705910556
0.068,0.8823232264011267
0.069,0.8836301218238845
0.07,0.8849435208105518
0.071,0.886263179020375
0.072,0.8875888453524112
0.073,0.8889202633268667
0.074,0.890257172330081
0.075,0.8915993087351808
0.076,0.8929464069103261
0.077,0.8942982001239983
0.078,0.8956544213574915
0.079,0.897014804031997
0.08,0.8983790826588915
0.081,0.8997469934194697
0.082,0.9011182746806554
0.083,0.9024926674523783
0.084,0.9038699157920149
0.085,0.9052497671602424
0.086,0.9066319727329528
0.087,0.9080162876732061
0.088,0.9094024713665192
0.089,0.9107902876229872
0.09,0.9121795048493624
0.091,0.9135698961934793
0.092,0.9149612396638673
0.093,0.91635331822674
0.094,0.9177459198823357
0.095,0.9191388377226417
0.096,0.9205318699723648
0.097,0.9219248200145671
0.098,0.9233174964025466
0.099,0.9247097128591832
0.1,0.926101288265258
0.11,0.939945558478783
0.12,0.9535630619275537
0.13,0.9668489202506692
0.14,0.9797344391927112
0.15,0.9921789114238777
0.16,1.0041624836977405
0.17,1.015680355714366
0.18,1.0267382478252642
0.19,1.0373489568222851
0.2,1.0475297950055875
0.21,1.057300722628156
0.22,1.0666830122533213
0.23,1.0756983140938274
0.24,1.0843680192535317
0.25,1.092712841355862
0.26,1.1007525561431208
0.27,1.1085058536998247
0.28,1.115990269621875
0.29,1.1232221703660628
0.3,1.13021677474552
0.31,1.136988198577896
0.32,1.1435495132353566
0.33,1.149912811602718
0.34,1.1560892769679896
0.35,1.1620892518315173
0.36,1.167922304671876
0.37,1.1735972934551029
0.38,1.1791224251988695
0.39,1.1845053112669177
0.4,1.1897530183147325
0.41,1.1948721149693569
0.42,1.199868714428277
0.43,1.2047485132210909
0.44,1.2095168264099811
0.45,1.2141786195138593
0.46,1.2187385374403874
0.47,1.22320093069861
