Strain,Stress
0.0,311.3563602
0.00011,421.5616798899255
0.0002,501.5042352941266
0.0003,553.3262163901718
0.0004,588.7534523877238
0.0005,615.4673688499934
0.0006,636.8178638693748
0.0007,654.5538608247127
0.0008,669.6984820830083
0.0009,682.8995323871818
0.001,694.5918605110915
0.002,769.3407471635769
0.003,811.8596142699048
0.004,841.6194059399718
0.005,864.3943732230889
0.01,931.3901389568277
0.011,939.849813926643
0.012,947.3519370426329
0.013,954.0537855485165
0.014,960.0798127464466
0.015,965.5301388078208
0.016,970.4863930703575
0.017,975.0158651520812
0.018,979.174535838416
0.019,983.0093418659922
0.02,986.5599019426118
0.021,989.8598544851585
0.022,992.9379094441852
0.023,995.8186855832719
0.024,998.5233840781793
0.025,1001.070335414564
0.026,1003.4754469518052
0.027,1005.7525717346307
0.028,1007.9138142551069
0.029,1009.9697853003101
0.03,1011.9298153727153
0.031,1013.8021341766262
0.032,1015.5940221437552
0.033,1017.3119387983709
0.034,1018.9616318482242
0.035,1020.5482301679193
0.036,1022.0763232701393
0.037,1023.5500294030494
0.038,1024.9730540438811
0.039,1026.348740259981
0.04,1027.680112164993
0.041,1028.9699124980693
0.042,1030.2206351894588
0.043,1031.4345536397025
0.044,1032.6137453266044
0.045,1033.7601132599439
0.046,1034.8754047251332
0.047,1035.9612276909775
0.048,1037.0190652011765
0.049,1038.050288022413
0.05,1039.0561657823423
0.051,1040.0378767973489
0.052,1040.9965167615383
0.053,1041.9331064443368
0.054,1042.8485985235322
0.055,1043.7438836630852
0.056,1044.6197959301082
0.057,1045.4771176326085
0.058,1046.316583648657
0.059,1047.1388853082444
0.06,1047.9446738810307
0.061,1048.7345637162457
0.062,1049.5091350750386
0.063,1050.268936690411
0.064,1051.0144880854332
0.065,1051.7462816765924
0.066,1052.4647846857922
0.067,1053.1704408816504
0.068,1053.8636721682271
0.069,1054.5448800371528
0.07,1055.2144468972185
0.071,1055.8727372938677
0.072,1056.5200990295648
0.073,1057.1568641947788
0.074,1057.783350118218
0.075,1058.3998602439838
0.076,1059.006684942481
0.077,1059.6041022611653
0.078,1060.192378620577
0.079,1060.7717694605158
0.08,1061.3425198407206
0.081,1061.9048649999675
0.082,1062.4590308771005
0.083,1063.0052345971599
0.084,1063.5436849254693
0.085,1064.0745826922575
0.086,1064.5981211901485
0.087,1065.11448654664
0.088,1065.6238580734826
0.089,1066.126408594713
0.09,1066.6223047549208
0.091,1067.111707309207
0.092,1067.5947713961464
0.093,1068.0716467949683
0.094,1068.5424781680654
0.095,1069.0074052898335
0.096,1069.466563262789
0.097,1069.9200827218065
0.098,1070.3680900272736
0.099,1070.810707447883
0.1,1071.2480533337352
0.11,1075.3551175748285
0.12,1079.0414948942991
0.13,1082.3803247568783
0.14,1085.4275711607065
0.15,1088.2269610742155
0.16,1090.813275424792
0.17,1093.2146093228528
0.18,1095.453964901462
0.19,1097.550399242724
0.2,1099.5198680829012
0.21,1101.3758568069911
0.22,1103.1298597443308
0.23,1104.7917493460304
0.24,1106.370064145493
0.25,1107.8722359494361
0.26,1109.3047709600403
0.27,1110.673395552874
0.28,1111.9831746399373
0.29,1113.2386085528442
0.3,1114.4437129389512
0.31,1115.6020851072299
0.32,1116.7169594784762
0.33,1117.791254208841
0.34,1118.8276106128367
0.35,1119.8284266740031
0.36,1120.795885671223
0.37,1121.7319807466965
0.38,1122.638536083642
0.39,1123.5172252373297
0.4,1124.3695870643637
0.41,1125.1970396163358
0.42,1126.0008923006924
0.43,1126.7823565605543
0.44,1127.5425552837107
0.45,1128.282531117126
0.46,1129.0032538354958
0.47,1129.7056268894742
0.48,1130.3904932402218
0.49,1131.0586405711454
0.5,1131.7108059545374
0.51,1132.3476800397723
0.52,1132.9699108204422
0.53,1133.5781070299645
0.54,1134.1728412085513
0.55,1134.7546524787908
0.56,1135.3240490622652
0.57,1135.8815105655183
0.58,1136.4274900601529
0.59,1136.9624159787913
0.6,1137.4866938460218
0.61,1138.0007078611757
0.62,1138.5048223478216
0.63,1138.9993830831472
0.64,1139.484718518919
0.65,1139.9611409044
0.66,1140.4289473204767
0.67,1140.8884206332407
0.68,1141.3398303744025
0.69,1141.78343355513
0.7,1142.2194754192365
0.71,1142.6481901410305
0.72,1143.0698014726079
0.73,1143.4845233449005
0.74,1143.8925604263618
0.75,1144.2941086428089
0.76,1144.6893556615964
0.77,1145.0784813430057
0.78,1145.461658161461
0.79,1145.839051598949
0.8,1146.2108205128031
0.81,1146.5771174798178
0.82,1146.9380891184915
0.83,1147.2938763910315
0.84,1147.6446148866237
0.85,1147.9904350873333
0.86,1148.3314626178942
0.87,1148.667818480537
0.88,1148.9996192759136
0.89,1149.3269774110868
0.9,1149.6500012954814
0.91,1149.968795525616
0.92,1150.2834610593757
0.93,1150.5940953805214
0.94,1150.9007926540844
0.95,1151.2036438732412
0.96,1151.5027369982183
0.97,1151.7981570877396
0.98,1152.0899864234884
0.99,1152.378304628022
1.0,1152.6631887765452
1.01,1152.9447135029227
1.02,1153.2229511002774
1.03,1153.4979716165049
1.04,1153.7698429450052
1.05,1154.0386309109156
1.06,1154.3043993531078
1.07,1154.5672102021967
1.08,1154.8271235547868
1.09,1155.0841977441746
1.1,1155.3384894077037
1.11,1155.5900535509627
1.12,1155.8389436089974
1.13,1156.0852115047055
1.14,1156.3289077045642
1.15,1156.5700812718358
1.16,1156.808779917385
1.17,1157.0450500482384
1.18,1157.2789368139997
1.19,1157.5104841512361
1.2,1157.7397348259406
1.21,1157.9667304741658
1.22,1158.1915116409284
1.23,1158.414117817463
1.24,1158.6345874769172
1.25,1158.852958108558
1.26,1159.0692662505655
1.27,1159.2835475214868
1.28,1159.4958366504052
1.29,1159.7061675058994
1.3,1159.9145731238382
1.31,1160.121085734074
1.32,1160.3257367860856
1.33,1160.5285569736143
1.34,1160.7295762583462
1.35,1160.928823892682
1.36,1161.1263284416345
1.37,1161.3221178038962
1.38,1161.5162192321106
1.39,1161.7086593523884
1.4,1161.8994641830948
1.41,1162.0886591529459
1.42,1162.2762691184428
1.43,1162.4623183806698
1.44,1162.6468307014868
1.45,1162.8298293191415
1.46,1163.0113369633239
1.47,1163.1913758696905
1.48,1163.3699677938757
1.49,1163.547134025015
1.5,1163.722895398801
1.51,1163.897272310087
1.52,1164.0702847250614
1.53,1164.2419521930078
1.54,1164.4122938576677
1.55,1164.581328468222
1.56,1164.7490743899073
1.57,1164.9155496142791
1.58,1165.0807717691396
1.59,1165.244758128137
1.6,1165.4075256200579
1.61,1165.5690908378147
1.62,1165.7294700471484
1.63,1165.8886791950513
1.64,1166.0467339179233
1.65,1166.2036495494726
1.66,1166.359441128367
1.67,1166.5141234056475
1.68,1166.667710851914
1.69,1166.8202176642874
1.7,1166.9716577731615
1.71,1167.122044848747
1.72,1167.2713923074198
1.73,1167.4197133178775
1.74,1167.5670208071128
1.75,1167.7133274662076
1.76,1167.8586457559584
1.77,1168.002987912335
1.78,1168.1463659517794
1.79,1168.2887916763532
1.8,1168.4302766787328
1.81,1168.5708323470644
1.82,1168.7104698696787
1.83,1168.8492002396713
1.84,1168.9870342593551
1.85,1169.123982544587
1.86,1169.2600555289732
1.87,1169.3952634679579
1.88,1169.5296164427991
1.89,1169.6631243644356
1.9,1169.7957969772474
1.91,1169.9276438627132
1.92,1170.0586744429713
1.93,1170.1888979842815
1.94,1170.318323600397
1.95,1170.4469602558443
1.96,1170.5748167691172
1.97,1170.7019018157873
1.98,1170.8282239315313
1.99,1170.953791515079
2.0,1171.0786128310879
2.01,1171.2026960129388
2.02,1171.3260490654627
2.03,1171.4486798675985
2.04,1171.5705961749786
2.05,1171.691805622455
2.06,1171.8123157265559
2.07,1171.932133887886
2.08,1172.0512673934613
2.09,1172.1697234189912
2.1,1172.2875090311002
2.11,1172.4046311894963
2.12,1172.5210967490873
2.13,1172.6369124620433
2.14,1172.752084979811
2.15,1172.8666208550783
2.16,1172.980526543692
2.17,1173.0938084065294
2.18,1173.2064727113257
2.19,1173.318525634457
2.2,1173.429973262683
2.21,1173.5408215948469
2.22,1173.6510765435362
2.23,1173.7607439367057
2.24,1173.8698295192607
2.25,1173.9783389546067
2.26,1174.0862778261599
2.27,1174.1936516388266
2.28,1174.300465820446
2.29,1174.406725723203
2.3,1174.512436625005
2.31,1174.6176037308337
2.32,1174.7222321740608
2.33,1174.826327017738
2.34,1174.9298932558565
2.35,1175.03293581458
2.36,1175.13545955345
2.37,1175.237469266563
2.38,1175.3389696837262
2.39,1175.4399654715835
2.4,1175.54046123472
2.41,1175.640461516741
2.42,1175.7399708013295
2.43,1175.83899351328
2.44,1175.93753401951
2.45,1176.0355966300515
2.46,1176.1331855990193
2.47,1176.2303051255622
2.48,1176.3269593547898
2.49,1176.423152378685
2.5,1176.5188882369935
2.51,1176.614170918097
2.52,1176.7090043598678
2.53,1176.8033924505053
2.54,1176.8973390293572
2.55,1176.9908478877217
2.56,1177.0839227696347
2.57,1177.176567372641
2.58,1177.2687853485506
2.59,1177.3605803041771
2.6,1177.4519558020654
2.61,1177.5429153612015
2.62,1177.6334624577103
2.63,1177.7236005255384
2.64,1177.8133329571244
2.65,1177.9026631040551
2.66,1177.99159427771
2.67,1178.080129749892
2.68,1178.1682727534471
2.69,1178.2560264828712
2.7,1178.3433940949055
2.71,1178.4303787091214
2.72,1178.5169834084927
2.73,1178.603211239957
2.74,1178.6890652149689
2.75,1178.7745483100393
2.76,1178.8596634672667
2.77,1178.9444135948588
2.78,1179.028801567642
2.79,1179.1128302275645
2.8,1179.1965023841879
2.81,1179.27982081517
2.82,1179.3627882667402
2.83,1179.4454074541638
2.84,1179.5276810622004
2.85,1179.6096117455509
2.86,1179.6912021292999
2.87,1179.7724548093472
2.88,1179.853372352833
2.89,1179.9339572985548
2.9,1180.0142121573776
2.91,1180.094139412636
2.92,1180.1737415205287
2.93,1180.2530209105082
2.94,1180.3319799856615
2.95,1180.410621123084
2.96,1180.4889466742488
2.97,1180.5669589653678
2.98,1180.6446602977471
2.99,1180.7220529481356
3.0,1180.7991391690691
