Strain,Stress
0.0,311.3563602
0.00011,399.09410915587705
0.0002,510.9791896848459
0.0003,565.5228604590036
0.0004,594.9317216234709
0.0005,615.3159895949582
0.0006,631.8051832209612
0.0007,646.1429958505029
0.0008,659.0058740256178
0.0009,670.7166880368657
0.001,681.4685425439704
0.002,756.4594541360777
0.003,801.0401702231148
0.004,831.7455876850674
0.005,854.6876938038849
0.01,919.5638571898799
0.011,927.6488450471445
0.012,934.8476763747259
0.013,941.3164709099926
0.014,947.1748914203182
0.015,952.5164765469301
0.016,957.4155922052921
0.017,961.9322392979306
0.018,966.1154596259522
0.019,970.0058000487841
0.02,973.6371287679835
0.021,977.0379964355354
0.022,980.2326714138322
0.023,983.2419378047662
0.024,986.0837181159858
0.025,988.7735644940605
0.026,991.3250502004458
0.027,993.7500844934227
0.028,996.0591680737365
0.029,998.2616019547555
0.03,1000.3656595032511
0.031,1002.3787291117853
0.032,1004.3074332684205
0.033,1006.1577285186454
0.034,1007.934989852532
0.035,1009.644082315466
0.036,1011.2894220748958
0.037,1012.8750287361713
0.038,1014.4045703568333
0.039,1015.8814023379579
0.04,1017.3086011564263
0.041,1018.6889937306332
0.042,1020.0251830745729
0.043,1021.3195707841762
0.044,1022.5743768096137
0.045,1023.7916568937299
0.046,1024.9733179964728
0.047,1026.121131975519
0.048,1027.2367477522062
0.049,1028.321702157758
0.05,1029.3774296263057
0.051,1030.4052708773788
0.052,1031.406480710497
0.053,1032.3822350175917
0.054,1033.3336371046883
0.055,1034.2617234021307
0.056,1035.1674686322876
0.057,1036.0517904948385
0.058,1036.915553922167
0.059,1037.7595749508816
0.06,1038.5846242498767
0.061,1039.3914303404977
0.062,1040.1806825401932
0.063,1040.9530336573778
0.064,1041.7091024620765
0.065,1042.449475954147
0.066,1043.174711448462
0.067,1043.885338494325
0.068,1044.581860644524
0.069,1045.2647570878014
0.07,1045.934484157074
0.071,1046.5914767244728
0.072,1047.2361494931374
0.073,1047.8688981947091
0.074,1048.4901007005856
0.075,1049.1001180542048
0.076,1049.6992954309353
0.077,1050.2879630315133
0.078,1050.866436914423
0.079,1051.435019772105
0.08,1051.9940016554358
0.081,1052.5436606505195
0.082,1053.084263511473
0.083,1053.6160662525547
0.084,1054.1393147027054
