Strain,Stress
0.0,277.306
0.00011,344.4019196755693
0.0002,500.1586589649602
0.0003,601.036303499984
0.0004,659.4723216227883
0.0005,694.6642593256984
0.0006,717.0497749718052
0.0007,732.3105038005751
0.0008,743.545089778311
0.0009,752.4486793577182
0.001,759.9532318465949
0.002,810.4818474454971
0.003,844.3162254203846
0.004,869.6398878517687
0.005,889.6042409742192
0.01,950.5459439091949
0.011,958.567485561224
0.012,965.7827009301249
0.013,972.323194873701
0.014,978.2919128007552
0.015,983.7707545590043
0.016,988.8258428083828
0.017,993.5112570422035
0.018,997.8717364082016
0.019,1001.9446728379646
0.02,1005.7616053727302
0.021,1009.3493572662516
0.022,1012.7309129114828
0.023,1015.9261023673265
0.024,1018.9521416269091
0.025,1021.8240633521266
0.026,1024.5550634758147
0.027,1027.1567824935653
0.028,1029.6395355582556
0.029,1032.012502075918
0.03,1034.283882995833
0.031,1036.4610321281984
0.032,1038.550566428386
0.033,1040.5584591310908
0.034,1042.4901188111332
0.035,1044.3504568262151
0.036,1046.1439451142894
0.037,1047.874665940549
0.038,1049.5463548914447
0.039,1051.1624381770725
0.04,1052.726065114828
0.041,1054.240136515905
0.042,1055.707329574001
0.043,1057.1301197563844
0.044,1058.5108001165
0.045,1059.8514983808977
0.046,1061.154192108571
0.047,1062.4207221755235
0.048,1063.65280479978
0.049,1064.8520422906695
0.05,1066.0199326799293
0.051,1067.1578783700845
0.052,1068.2671939169177
0.053,1069.34911304706
0.054,1070.4047949983424
0.055,1071.4353302591173
0.056,1072.4417457730165
0.057,1073.425009667237
0.058,1074.386035555271
0.059,1075.3256864587938
0.06,1076.2447783880789
0.061,1077.1440836156685
0.062,1078.0243336740102
0.063,1078.8862221042582
0.064,1079.7304069803881
0.065,1080.5575132301012
0.066,1081.3681347716515
0.067,1082.162836483674
0.068,1082.9421560232856
0.069,1083.7066055061377
0.07,1084.4566730606875
0.071,1085.192824267714
0.072,1085.9155034950027
0.073,1086.6251351361348
0.074,1087.3221247614597
0.075,1088.0068601885366
0.076,1088.679712478654
0.077,1089.3410368654072
0.078,1089.9911736207644
0.079,1090.6304488635553
0.08,1091.259175314872
0.081,1091.8776530044668
0.082,1092.4861699318803
0.083,1093.0850026856983
0.084,1093.6744170240536
0.085,1094.2546684192134
0.086,1094.8260025688667
0.087,1095.3886558764932
0.088,1095.942855903018
0.089,1096.4888217917587
0.09,1097.0267646685256
0.091,1097.5568880185765
0.092,1098.0793880420024
0.093,1098.5944539889906
0.094,1099.102268476306
0.095,1099.6030077862263
0.096,1100.0968421490707
0.097,1100.5839360103876
0.098,1101.0644482837727
0.099,1101.5385325902294
0.1,1102.0063374849137
0.11,1106.368477912899
0.12,1110.2355185080548
0.13,1113.6978938505197
0.14,1116.8241670748953
0.15,1119.6674398234456
0.16,1122.2695966617407
0.17,1124.6642009993284
0.18,1126.8785226706655
0.19,1128.9349899004967
0.2,1130.8522498903983
0.21,1132.6459572688557
0.22,1134.3293695125872
0.23,1135.913802989261
0.24,1137.40898673243
0.25,1138.8233400804095
0.26,1140.1641928795686
0.27,1141.4379618329908
0.28,1142.650292991218
0.29,1143.8061778351123
0.3,1144.9100485666354
0.31,1145.965856885597
0.32,1146.9771395433822
0.33,1147.9470732285063
0.34,1148.8785207842575
0.35,1149.7740703369566
0.36,1150.6360685898512
0.37,1151.4666492874283
0.38,1152.267757659896
0.39,1153.0411715044559
0.4,1153.78851943893
0.41,1154.511296766998
0.42,1155.2108793171833
0.43,1155.8885355556529
0.44,1156.5454372226152
0.45,1157.1826687012015
0.46,1157.801235294235
0.47,1158.4020705568041
0.48,1158.9860428098366
0.49,1159.553960941058
0.5,1160.1065795840302
0.51,1160.644603752872
0.52,1161.168692999271
0.53,1161.6794651491311
0.54,1162.1774996683903
0.55,1162.663340700894
0.56,1163.137499815587
0.57,1163.6004584954596
