Strain,Stress
0.0,665.1026689350376
0.00011,700.2602706576097
0.0002,718.0914523822692
0.0003,732.2365851393256
0.0004,742.9122356962371
0.0005,751.4450408826065
0.0006,758.576142778815
0.0007,764.7502711437237
0.0008,770.247941302872
0.0009,775.252632448191
0.001,779.8876761222159
0.002,816.4642271621558
0.003,844.2026929425683
0.004,866.1834603456359
0.005,883.9114517223459
0.01,939.3135541275856
0.011,946.8246314484095
0.012,953.6505005594124
0.013,959.9026262946602
0.014,965.6675677062542
0.015,971.0138350193338
0.016,975.9965562611874
0.017,980.6607343317614
0.018,985.0435733122615
0.019,989.1761747756034
0.02,993.0847978114161
0.021,996.7918105764918
0.022,1000.3164196152018
0.023,1003.6752363551711
0.024,1006.8827224690383
0.025,1009.9515438624437
0.026,1012.8928548629042
0.027,1015.7165284724595
0.028,1018.4313444990421
0.029,1021.0451444717096
0.03,1023.5649601255882
0.031,1025.997120680087
0.032,1028.3473429693206
0.033,1030.6208076063813
0.034,1032.8222236958477
0.035,1034.9558840968234
0.036,1037.0257128423941
0.037,1039.0353060121647
0.038,1040.987967111457
0.039,1042.8867378183586
0.04,1044.7344248065042
0.041,1046.5336232285583
0.042,1048.2867373462384
0.043,1049.995998712295
0.044,1051.6634822443214
0.045,1053.2911204765162
0.046,1054.8807162312903
0.047,1056.4339539159955
0.048,1057.952409619644
0.049,1059.4375601591153
0.05,1060.8907912030825
0.051,1062.3134045840245
0.052,1063.7066248935996
0.053,1065.0716054438801
0.054,1066.4094336660924
0.055,1067.7211360092529
0.056,1069.007682393168
0.057,1070.2699902634845
0.058,1071.5089282906317
0.059,1072.7253197494633
0.06,1073.9199456120443
0.061,1075.0935473822587
0.062,1076.2468296976208
0.063,1077.3804627208174
0.064,1078.495084341011
0.065,1079.5913022027373
0.066,1080.6696955783214
0.067,1081.7308170980468
0.068,1082.7751943508226
0.069,1083.8033313667875
0.07,1084.8157099921261
0.071,1085.812791165348
0.072,1086.7950161033698
0.073,1087.762807404921
0.074,1088.7165700780884
0.075,1089.656692498154
0.076,1090.583547301316
0.077,1091.4974922193642
0.078,1092.3988708599195
0.079,1093.2880134364368
0.08,1094.1652374517917
