strain,m_estimated
0.0,-0.051864904177887285
0.00011,-0.009634887146760019
0.0002,0.002295341837317167
0.0003,0.010710258334755638
0.0004,0.016714065876184816
0.0005,0.021328971013579074
0.0006,0.025040461070716728
0.0007,0.02811996026833126
0.0008,0.03073537875583542
0.0009,0.032997929616267005
0.001,0.034984951337623235
0.002,0.04727683069437393
0.003,0.05408310080311588
0.004,0.05883766871705594
0.005,0.06247485628354392
0.01,0.07320550136648657
0.011,0.07458344049401057
0.012,0.07581702405971186
0.013,0.07693108203415416
0.014,0.07794496166107703
0.015,0.07887398096913702
0.016,0.07973043222951792
0.017,0.08052429441190755
0.018,0.0812637510289877
0.019,0.08195557404055707
0.02,0.08260541327792419
0.021,0.08321801779941869
0.022,0.08379740730023355
0.023,0.08434700628952198
0.024,0.08486975012609546
0.025,0.08536816952574272
0.026,0.08584445842324645
0.027,0.08630052884318307
0.028,0.08673805554596639
0.029,0.08715851256607052
0.03,0.08756320327713489
0.031,0.08795328525706603
0.032,0.08832979095228166
0.033,0.08869364493009482
0.034,0.0890456783468373
0.035,0.08938664113300779
0.036,0.08971721229867087
0.037,0.09003800868433881
0.038,0.09034959242138751
0.039,0.09065247731699164
0.04,0.09094713433932655
0.041,0.09123399634736837
0.042,0.0915134621843161
0.043,0.09178590023275458
0.044,0.09205165151326264
0.045,0.09231103239425772
0.046,0.09256433696975963
0.047,0.09281183915269307
0.048,0.09305379452334671
0.049,0.09329044196687028
0.05,0.09352200512816602
0.051,0.09374869370819149
0.052,0.09397070462227408
0.053,0.09418822303789606
0.054,0.09440142330694054
0.055,0.09461046980517948
0.056,0.0948155176900662
0.057,0.09501671358645067
0.058,0.09521419620830554
0.059,0.09540809692381212
0.06,0.09559854026986933
0.061,0.09578564442154372
0.062,0.09596952162123575
0.063,0.09615027857165204
0.064,0.09632801679629681
0.065,0.096502832970786
0.066,0.09667481922763754
0.067,0.09684406343735365
0.068,0.09701064946776308
0.069,0.09717465742378564
0.07,0.09733616386939004
0.071,0.09749524203324678
0.072,0.09765196199961748
0.073,0.09780639088568574
0.074,0.09795859300647035
0.075,0.098108630028468
0.076,0.09825656111274587
0.077,0.09840244304860207
0.078,0.09854633037830123
0.079,0.09868827551379653
