
                  X             Displacement          Force      

                0.                 0.                 5.29491    
               50.002E-06          9.99954E-03        1.00891E+03
              100.006E-06         20.0004E-03         2.14927E+03
              150.002E-06         29.993E-03          2.94988E+03
              200.002E-06         39.9816E-03         4.14226E+03
              250.003E-06         49.9728E-03         4.9573E+03 
              300.005E-06         59.9838E-03         5.90613E+03
              350.E-06            69.9909E-03         6.7069E+03 
              400.002E-06         79.9877E-03         7.66195E+03
              450.004E-06         89.9846E-03         8.3984E+03 
              500.006E-06         99.9814E-03         9.07235E+03
              550.001E-06        109.977E-03          9.7504E+03 
              600.003E-06        119.974E-03         10.3708E+03 
              650.005E-06        129.99E-03          10.8958E+03 
              700.E-06           140.013E-03         11.3457E+03 
              750.002E-06        150.038E-03         11.7679E+03 
              800.004E-06        160.064E-03         12.1266E+03 
              850.006E-06        170.089E-03         12.4572E+03 
              900.001E-06        180.113E-03         12.7865E+03 
              950.003E-06        190.138E-03         13.0466E+03 
                1.E-03           200.121E-03         13.2944E+03 
                1.05E-03         210.057E-03         13.4883E+03 
                1.10001E-03      219.996E-03         13.6894E+03 
                1.15001E-03      229.933E-03         13.8494E+03 
                1.20001E-03      239.869E-03         14.0036E+03 
                1.25001E-03      249.79E-03          14.1615E+03 
                1.3E-03          259.731E-03         14.3107E+03 
                1.35001E-03      269.789E-03         14.4451E+03 
                1.4E-03          279.845E-03         14.5622E+03 
                1.45E-03         289.903E-03         14.6667E+03 
                1.5E-03          299.959E-03         14.7611E+03 
                1.55E-03         310.017E-03         14.8469E+03 
                1.6E-03          320.073E-03         14.9242E+03 
                1.65E-03         330.131E-03         14.9942E+03 
                1.70001E-03      340.188E-03         15.0566E+03 
                1.75E-03         350.245E-03         15.1171E+03 
                1.8E-03          360.303E-03         15.1752E+03 
                1.85E-03         370.359E-03         15.2268E+03 
                1.9E-03          380.417E-03         15.2694E+03 
                1.95001E-03      390.474E-03         15.3115E+03 
                2.E-03           400.53E-03          15.3518E+03 
                2.05E-03         410.589E-03         15.3845E+03 
                2.1E-03          420.645E-03         15.4171E+03 
                2.15E-03         430.702E-03         15.4458E+03 
                2.2E-03          440.759E-03         15.4712E+03 
