Strain,Tmp298.15K,Tmp373.15K_StrRt0.1,Tmp473.15K,Tmp573.15K_StrRt0.1,Tmp673.15K,Tmp298.15K_ref,Tmp373.15K_StrRt0.1_ref,Tmp473.15K_ref,Tmp573.15K_StrRt0.1_ref,Tmp673.15K_ref
0,377.306,346.0651971401362,382.8681082796693,374.38610628626975,447.0701370892348,1,0.917200355,1.014741638,0.992261205,1.184900683
0.00011,451.27575832901823,513.7254790476584,585.3324989729311,523.1478313,552.8489262636867,0.970910476,1.10526976,1.259330785,1.125541756,1.189443049
0.0002,532.6380048656391,567.4510594420673,655.3936026774754,591.4086886,584.6986715654493,0.919936342,0.980063096,1.131951509,1.021441093,1.009852005
0.0003,584.6394731072651,605.1199061650058,693.6659495700909,637.8434890905264,607.7977000412066,0.930050147,0.962630618,1.103490523,1.014687612,0.966890479
0.0004,619.7916684140366,631.8762380184901,714.5051708,667.3784273934662,624.7985985870473,0.948893335,0.967394661,1.093898529,1.021748071,0.956558883
0.0005,646.0491274804259,652.4831729096519,728.0472232501868,687.6933164,638.3087229382363,0.964774712,0.974382966,1.087226219,1.026963884,0.953215612
0.0006,666.8601336,669.1703313717081,738.3090263525635,702.8044512,649.5516858902411,0.976557431,0.97994051,1.081187987,1.029194691,0.951210746
0.0007,684.0171512293238,683.1537067154383,746.9145128226231,714.8412152554783,659.2009041,0.985086144,0.983842656,1.075667673,1.029477367,0.949347067
0.0008,698.5651556863156,695.1663186114355,754.5458118,724.9543574351146,667.6669194570277,0.991295075,0.986471974,1.07073412,1.028742528,0.947449101
0.0009,711.1638757716596,705.6826246337373,761.5097991,733.7825469618529,675.2186451791204,0.995881447,0.988205753,1.066383581,1.027555602,0.945545386
0.001,722.2550514797215,715.0265453518687,767.9602802173438,741.6932399288917,682.0418805,0.999322682,0.989321215,1.062561107,1.026217645,0.943683149
0.002,791.5037339640205,775.1733405263194,815.6229920139355,796.4272513145133,728.5843222896219,1.010284229,0.989439932,1.04107032,1.016568661,0.929973187
0.003,829.6209708060078,809.6340891549053,846.7460060072656,830.7799449151562,757.0871899501071,1.011289763,0.986926193,1.032164805,1.012702527,0.922872676
