Strain,Tmp77.15K,Tmp233.15K,Tmp298.15K,Tmp373.15K,Tmp473.15K,Tmp573.15K,Tmp673.15K,Tmp77.15K_ref,Tmp233.15K_ref,Tmp298.15K_ref,Tmp373.15K_ref,Tmp473.15K_ref,Tmp573.15K_ref,Tmp673.15K_ref
0.045,1461.4449129126144,1084.6632118741677,1032.785805,1018.544916353334,1069.6844712001707,1079.5316948326292,930.0286663,1.4150513163885075,1.05023055760741,1.0,0.9862111886339626,1.0357273173406665,1.0452619406718406,0.900504888620153
0.046,1463.822911056367,1086.097501788642,1034.14809,1020.023110027112,1071.3852763320406,1081.6186182970614,931.3581209953408,1.4154867423836437,1.0502340160862667,1.0,0.9863414339692027,1.036007595712951,1.0459030275799877,0.9006042074644656
0.047,1466.1654805150476,1087.4799249111566,1035.475412,1021.466969891022,1073.046904305726,1083.6585639035436,932.6587564590154,1.4159346166252065,1.0502228370741424,1.0,0.9864714874475667,1.0362842920945436,1.0465323959846413,0.9007058454991256
0.048,1468.473886966288,1088.813174078174,1036.769376,1022.8781620169102,1074.671046075256,1085.6535451004086,933.9318213,1.416393964713603,1.050198047205991,1.0,0.9866014426113896,1.0365574745479906,1.0471504755368166,0.9008096139020217
0.049,1470.7493252127913,1090.0997720784153,1038.031482,1024.258232136788,1076.2592869478472,1087.6054497380244,935.1784818391316,1.4168638916221148,1.0501606078248167,1.0,0.9867313755873041,1.0368272115159674,1.047757672669531,0.9009153364378707
0.05,1472.9929246008037,1091.342083237823,1039.263134,1025.6086165190063,1077.8131151444877,1089.516050257189,936.3998295380152,1.417343573933417,1.0501114179210584,1.0,0.9868613472043032,1.037093571284602,1.0483543720672275,0.9010228486927307
0.051,1475.2057539055447,1092.5423242628922,1040.465648,1026.9306517206203,1079.3339295141946,1091.387012867647,937.5968874096288,1.4178322530313319,1.0500513172760626,1.0,0.9869914049489312,1.0373566216135128,1.0489409380939474,0.9011319972090311
0.052,1477.3888257492113,1093.7025743731572,1041.640258,1028.2255833435338,1080.8230465001252,1093.2199058342962,938.7706158882938,1.418329230655764,1.0499810908548404,1.0,0.9871215858321155,1.0376164306239066,1.0495177173099395,0.9012426398445651
0.053,1479.543100607283,1094.8247847557277,1042.788126,1029.4945739063187,1082.2817064427268,1095.0162069730122,939.921918,1.418833858688647,1.0499014684366743,1.0,0.9872519145910554,1.0378730630489812,1.050085036136106,0.9013546420071148
0.054,1481.6694904507576,1095.9107873760831,1043.910342,1030.7387099300397,1083.7110792940134,1096.7773104447008,941.0516441,1.4193455422733592,1.0498131336417809,1.0,0.9873824105959856,1.0381265858692044,1.0506432078672718,0.9014678811372482
0.055,1483.7688620652184,1096.962303180001,1045.007935,1031.9590083243238,1085.1122698076074,1098.504533,942.1605957427528,1.4198637277000372,1.0497167212227925,1.0,0.9875130836440239,1.0383770624742743,1.051192528026115,0.9015822408494465
0.056,1485.8420400820582,1097.980949721574,1046.081874,1033.156422150023,1086.486322261055,1100.1991192160265,943.2495299486328,1.4203879036738365,1.0496128238252735,1.0,0.9876439386139512,1.0386245563232606,1.0517332787816056,0.9016976141091542
0.057,1487.8898097524957,1098.9682482519047,1047.133074,1034.3318458255017,1087.834224759971,1101.8622473627129,944.3191621275035,1.420917595572476,1.0495019931458154,1.0,0.9877749748409739,1.0388691292163033,1.052265728895039,0.9018139008065592
0.058,1489.9129194910915,1099.925630302332,1048.162399,1035.4861198358485,1089.1569131675487,1103.4950333200818,945.3701693593176,1.4214523635960838,1.0493847435776331,1.0,0.9879061878424132,1.039110842181192,1.0527901347852888,0.9019310082686124
0.059,1491.9120832121198,1100.8544437950225,1049.170666,1036.6200349978171,1090.4552746977956,1105.098535222843,946.4031931283536,1.421991799389595,1.0492615543589954,1.0,0.9880375696643974,1.0393497550357509,1.0533067412531367,0.9020488503901363
0.06,1493.8879824793216,1101.7559587125272,1050.158649,1037.734336326619,1091.7301512063457,1106.673757294309,947.4188418440754,1.4225355225154381,1.0491328712682224,1.0,0.9881691088434954,1.0395859256560251,1.0538157814041953,0.9021673465682949
0.061,1495.8412684871273,1102.6313723565331,1051.127082,1038.8297265461442,1092.982342208807,1108.2216534314723,948.4176931350958,1.4230831781452733,1.0489991088979793,1.0,0.9883007909657724,1.0398194099700755,1.054317477314767,0.9022864212864946
0.062,1497.7725638893464,1103.4818142245504,1052.07666,1039.9068692790825,1094.2126076532013,1109.7431304977265,949.4002959420322,1.4236344373321108,1.048860654531154,1.0,0.9884326007945871,1.0400502636882005,1.0548120424016691,0.9024060052259236
0.063,1499.6824644895296,1104.3083505317388,1053.008042,1040.9663919495506,1095.4216704700784,1111.2390513513255,950.3671724291636,1.424188994455495,1.0487178696511217,1.0,0.9885645222351974,1.0402785418329012,1.0552996815111937,0.9025260344869841
0.064,1501.5715408056149,1105.1119884035325,1053.921855,1042.008888,1096.6102189213116,1112.7102376345963,951.3188197349664,1.424746563212331,1.0485710901246397,1.0,0.9886965367085969,1.040504297086914,1.055780589761654,0.9026464488061748
0.065,1503.4403395201427,1105.8936797631409,1054.818695,1043.0349214393718,1097.778909,1114.157472346184,952.2557115774836,1.4253068765719428,1.0484206290666294,1.0,0.9888286265530892,1.0407275811508063,1.0562549541712323,0.902767192211628
0.066,1505.2893848261049,1106.654324936499,1055.699131,1044.0450247715853,1098.928365262241,1115.5815022162428,953.1782997,1.4258696825867756,1.0482667764330091,1.0,0.988960769326981,1.0409484416467147,1.056722952077757,0.9028882109594158
0.067,1507.1191796774635,1107.3947759957236,1056.5637,1045.0397052817862,1100.0591850136452,1116.9830399023851,954.0870153767756,1.4264347522799274,1.0481098072891617,1.0,0.9890929484722845,1.0411669310744305,1.057184758384549,0.9030094592278494
0.068,1508.9302069524592,1108.115839860718,1057.412919,1046.0194447417744,1101.171937684172,1118.3627660223435,954.9822703679674,1.4270018644934477,1.047949972947813,1.0,0.9892251418026927,1.041383094435384,1.0576405356196934,0.9031308897484421
0.069,1510.7229305370015,1108.818281177177,1058.247277,1046.9847015251726,1102.267167583178,1119.7213310376849,955.8644583718268,1.4275708176823418,1.0477875117435118,1.0,0.9893573310136404,1.0415969797795928,1.0580904438629468,0.9032524620158573
0.07,1512.4977963347442,1109.502824987929,1059.067243,1047.9359121557643,1103.345395137614,1121.0593570014569,956.7339559451792,1.428141420038939,1.047622643719072,1.0,0.9894894956691285,1.0418086315390025,1.0585346345203286,0.9033741363155156
0.071,1514.2552332097914,1110.170159213343,1059.873263,1048.8734927294354,1104.407118259102,1122.3774391813745,957.5911235,1.4287134944074833,1.0474555760289455,1.0,0.9896216173625991,1.0420180948173443,1.0589732549762174,0.903495877223577
0.072,1515.995653867421,1110.8209369553094,1060.665766,1049.797840221545,1105.452813614985,1123.676147569021,958.4363063304336,1.4292868710042075,1.047286499256458,1.0,0.9897536753548288,1.0422254107284772,1.0594064441305073,0.9036176494551192
0.073,1517.7194556777222,1111.4557786382666,1061.445159,1050.7093336903415,1106.482937811319,1124.9560282845018,959.2698352,1.4298613949189645,1.0471155944461437,1.0,0.9898856523875685,1.042430622467344,1.0598343388219285,0.9037394226789252
0.074,1519.4270214465705,1112.0752739996703,1062.211834,1051.6083353860377,1107.4979284949989,1126.2176048851322,960.0920275831012,1.4304369173941727,1.0469430281264127,1.0,0.9900175292022191,1.0426337695038321,1.0602570681632344,0.9038611667200661
0.075,1521.118720137988,1112.6799839413793,1062.966164,1052.4951917739963,1108.498205381547,1127.461379585885,960.9031878306414,1.431013301885297,1.046768958058179,1.0,0.9901492892430359,1.0428348925145534,1.0606747587742456,0.9039828551218507
0.076,1522.7949075515537,1113.2704422525233,1063.708507,1053.3702344797784,1109.484171214484,1128.687834398643,961.7036083412822,1.4315904193023001,1.0465935309592511,1.0,0.9902809158221562,1.0430340303882555,1.061087531942285,0.9041044628416065
0.077,1524.4559269582232,1113.8471572136082,1064.439207,1054.2337811630714,1110.4562126616602,1129.897432196639,962.4935699708294,1.432168147258243,1.046416883076732,1.0,0.9904123920184307,1.0432312201195162,1.0614955037038947,0.9042259657867239
0.078,1526.1021096976149,1114.4106130908358,1065.158593,1055.086136326696,1111.4147011534392,1131.0906177098911,963.2733427,1.4327463719739382,1.0462391426164233,1.0,0.9905437023749345,1.0434264986053952,1.0618987868503174,0.9043473422929048
0.079,1527.7337757395626,1114.9612715289147,1065.866982,1055.927592066313,1112.359993667188,1132.2678184569193,964.0431861,1.4333249847677172,1.046060428137847,1.0,0.9906748308170344,1.043619900468207,1.0622974888783254,0.9044685710134888
0.08,1529.3512342124943,1115.499572849989,1066.564676,1056.7584287660502,1113.2924334621428,1133.4294456175792,964.80335,1.4339038865867093,1.0458808527519516,1.0,0.9908057640998137,1.0438114617084344,1.0626917158632574,0.9045896340936009
0.081,1530.954783900994,1116.0259372656951,1067.251966,1057.5789157445688,1114.212350768351,1134.575895,965.5540749,1.434482983094354,1.0457005213571986,1.0,0.9909364886984605,1.0440012164553378,1.0630815694369964,0.9047105141617514
0.082,1532.5447137146875,1116.5407660088238,1067.929133,1058.3893118557462,1115.1200634330892,1135.7075470654647,966.2955923755072,1.4350621837700979,1.0455195307503833,1.0,0.9910669904495865,1.044189196618807,1.06346714587237,0.904831193864909
0.083,1534.121303,1117.0444423905242,1068.596446,1059.1898660478837,1116.015877527856,1136.8247691355027,967.0281256620656,1.4356414048938357,1.0453379726012342,1.0,0.991197256937053,1.0443754344358507,1.0638485401957838,0.9049516581136613
0.084,1535.6848226097416,1117.5373327885443,1069.254163,1059.9808178846288,1116.9000879187806,1137.9279145835806,967.7518899006536,1.4362205692059966,1.0451559334153784,1.0,0.9913272770532376,1.0445599620441044,1.0642258444810755,0.9050718934639804
0.085,1537.2355339927542,1118.0197875715496,1069.902533,1060.762398,1117.7729788030567,1139.0173242154715,968.4670926072868,1.4367996023734568,1.0449734934607822,1.0,0.9914570395731553,1.0447428100472185,1.064599147196777,0.9051918868644148
0.086,1538.773690870917,1118.492141964169,1070.541797,1061.534828707001,1118.6348242137929,1140.093326720552,969.1739340130008,1.4373784332223667,1.044790726619494,1.0,0.9915865328021386,1.0449240070294918,1.064968532677059,0.9053116251312519
0.087,1540.2995389391792,1118.9547168570589,1071.172185,1062.298324111929,1119.4858884954815,1141.1562392368278,969.8726074,1.4379569974916586,1.0446077040891975,1.0,0.9917157474658747,1.0451035829458937,1.0653340846754977,0.9054310978024509
0.088,1541.8133163293917,1119.4078195659272,1071.79392,1063.053090820962,1120.326426752103,1142.206367883493,970.5632994,1.4385352329012946,1.0444244911987624,1.0,0.991844673667268,1.0452815656503285,1.065695882920751,0.9055502940341367
0.089,1543.3152539260027,1119.8517445431596,1072.407216,1063.7993281568342,1121.1566852697356,1143.2440082632322,971.2461904028314,1.439113082139129,1.0442411500363864,1.0,0.991973302944312,1.0454579832571134,1.0660540056112715,0.9056692046753547
0.09,1544.8055756651952,1120.2867740454094,1073.01228,1064.5372285380872,1121.9769019153782,1144.269445936298,971.9214546207222,1.4396904904622296,1.0440577381326983,1.0,0.9921016267754991,1.045632862575793,1.0664085279026798,0.9057878206395944
0.091,1546.2844988185018,1120.7131787602375,1073.609312,1065.2669778059644,1122.787306513581,1145.2829568682434,972.5892605758272,1.440267405969092,1.0438743090561395,1.0,0.9922296368885858,1.0458062294765014,1.0667595223580209,0.9059061333624379
0.092,1547.752234261871,1121.131218394672,1074.198504,1065.9887555313617,1123.5881212023337,1146.2848078530492,973.2497712432524,1.440843781199188,1.043690913941798,1.0,0.9923573264735823,1.0459781102081425,1.0671070603660506,0.9060241357804502
0.093,1549.2089867310767,1121.541142228314,1074.780042,1066.702735,1124.3795607695745,1147.275256913238,973.9031443119748,1.4414195706948907,1.0435076000679158,1.0,0.9924846883228596,1.0461485297747781,1.0674512105549854,0.9061418208880127
0.094,1550.6549550643017,1121.9431896334372,1075.354107,1067.4090850004068,1125.161832971556,1148.2545536784678,974.5495324117946,1.4419947298944027,1.0433244103780943,1.0,0.9926117155754784,1.0463175112712484,1.0677920381797246,0.9062591811087903
0.095,1552.0903324326737,1122.3375905643225,1075.920871,1068.1079670466352,1125.935138834242,1149.2229397439726,975.1890833,1.4425692207179739,1.043141387824535,1.0,0.9927384028287292,1.046485080067047,1.0681296094533819,0.9063762118431848
0.096,1553.515306559464,1122.7245660179194,1076.480502,1068.7995386520852,1126.6996729387904,1150.1806490101194,975.8219401998213,1.4431430050736433,1.0429585709467124,1.0,0.9928647445693218,1.0466512592150885,1.0684639869214458,0.9064929075694688
0.097,1554.9300599286269,1123.104328,1077.033164,1069.4839520403475,1127.4556236921264,1151.1279080042652,976.4482417231776,1.4437160450600823,1.0427759938504548,1.0,0.9929907339792441,1.0468160697158686,1.068795229785761,0.906609261776806
0.098,1556.3347699832948,1123.4770822728472,1077.579012,1070.1613546629887,1128.203173583527,1152.0649361860053,977.0681223227292,1.4442883098611194,1.0425936936055018,1.0,0.9931163680301791,1.0469795356254832,1.0691233991721485,0.9067252715968166
0.099,1557.7296093148148,1123.8430240633652,1078.118198,1070.831889402274,1128.9424994280675,1152.991946,977.6817123309592,1.4448597678849449,1.0424117004500886,1.0,0.9932416421397556,1.0471416784563612,1.0694485522449184,0.9068409327888548
0.1,1559.1147458428663,1124.202343104402,1078.65087,1071.495694762867,1129.673772597739,1153.9091443351315,978.2891382,1.4454303882801915,1.042230043447146,1.0,0.9933665512761021,1.0473025183744014,1.0697707445738505,0.9069562408084834
0.11,1572.466380355857,1127.468288859812,1083.64853,1077.79131,1136.5778260013676,1162.5826640334444,984.0496570010436,1.4510852336558395,1.0404372429313515,1.0,0.9945949080002906,1.0488436006104005,1.0728410843997958,0.908089320253167
0.12,1585.0034797610874,1130.236594597045,1088.126956,1083.539765215297,1142.8319448434731,1170.4621166879317,989.3087922299746,1.4566346978367544,1.038699196233353,1.0,0.9957843239160568,1.0502744542278144,1.075666869783834,0.9091850787951389
0.13,1596.8377990900372,1132.614906,1092.176924,1088.828743674094,1148.543967216622,1177.6776698797828,994.1468814408872,1.4620687948997877,1.0370251203000147,1.0,0.9969343974842065,1.0516098097093853,1.078284702781161,0.9102434409618484
0.14,1608.0585135637516,1134.6816667253513,1095.867843,1093.726357,1153.7972282196763,1184.330115143102,998.6263769,1.4673836118428303,1.0354183435286286,1.0,0.998045853782754,1.0528616526068428,1.0807234856905112,0.9112653348474976
0.15,1618.738041854908,1136.4954337261763,1099.253898,1098.2865949338811,1158.6574249598298,1190.499063408561,1002.7967899831128,1.4725788508005893,1.033878920778843,1.0,0.9991200367195616,1.054039860188724,1.0830064515346034,0.9122522028874469
0.16,1628.936085,1138.1008332086544,1102.378154,1102.552984417358,1163.1772410661945,1196.248473162151,1006.698036507354,1.477656355116776,1.0324051044362899,1.0,1.0001585938697384,1.055152659589256,1.0851525575153504,0.9132057206091495
0.17,1638.7025010147777,1139.5324895759145,1105.27537,1106.5611346473452,1167.3995530067914,1201.630488441608,1010.3627667565596,1.482619214625924,1.030994194302832,1.0,1.0011632980180722,1.0562069731154793,1.0871774772666905,0.9141276411113364
0.18,1648.079406664192,1140.8176922703644,1107.97398,1110.3405483554088,1171.3597090668693,1206.6881704371642,1013.818028298323,1.4874712190120132,1.0296430357239656,1.0,1.0021359421774587,1.057208680177552,1.089094321905614,0.9150197085840618
