PEEQ_fit,CT1,CT2,CT3,CT4,CT5,CT6,CT7,CT8,CT9
0.0025522448979591835,,0.009217153787404996,0.7676583599339498,,328.64164126006654,69.97319100279037,,528.7458123253238,171.52884663856094
0.003366326530612245,,0.009084329087346979,0.7676583620268094,,324.8328913440346,70.950990121225,,528.8570865057704,169.99495348526762
0.004180408163265306,,0.008957188979633778,0.7676583641185419,,321.530956182105,71.9167463172322,,528.9743050974773,168.4610408787412
0.004994489795918367,,0.008835296942408876,0.7676583662091505,,318.7159643927007,72.86947722638263,,529.097780289216,166.92710881914172
0.0058085714285714286,,0.008718250404681457,0.7676583682986377,,316.3677445682115,73.80812058859817,,529.2278403837884,165.3931573065929
0.00662265306122449,,0.008605678072883916,0.7676583703870064,,314.4658225639141,74.731527825434,,529.3648306152679,163.85918634125846
0.007436734693877551,,0.008497237470529483,0.7676583724742593,,312.98941884882515,75.63845710709529,,529.5091140069528,162.32519592324752
0.008250816326530613,,0.008392612673787143,0.7676583745603992,,311.91744573781034,76.52756586911482,,529.6610722720244,160.79118605270924
0.009064897959183674,,0.00829151222717115,0.7676583766454288,,311.2285046893521,77.39740273550865,,529.8211067589978,159.25715672977458
0.009878979591836735,,0.00819366722485752,0.7676583787293508,,310.9008835385903,78.24639880188556,,529.9896394441512,157.72310795460726
0.010693061224489797,,0.00809882954429638,0.7676583808121681,,310.9125537550426,79.07285822842607,,530.1671139732277,156.18903972733096
0.011507142857142858,,0.0080067702198953,0.7676583828938832,,311.24116760719335,79.87494808868883,,530.3539967548102,154.65495204807667
0.01232122448979592,,0.007917277945521144,0.7676583849744989,,311.86405537783867,80.65068741609775,,530.5507781078877,153.12084491698988
0.013135306122448981,,0.007830157695506584,0.7676583870540178,,312.75822252355283,81.39793538544984,,530.7579734662511,151.5867183342125
0.013949387755102042,,0.007745229454652938,0.7676583891324427,,313.90034685184946,82.11437856191355,,530.9761246424794,150.0525722998791
0.014763469387755104,,0.007662327048527802,0.7676583912097761,,315.26677560427925,82.79751714483427,,531.2058011544151,148.51840681414615
0.015577551020408165,,0.007581297066029072,0.7676583932860207,,316.8335226023919,83.44465012803357,,531.4476016171598,146.98422187711913
0.016391632653061223,,0.007501997866847906,0.7676583953611792,,318.5762653145357,84.05285929225829,,531.7021552037697,145.45001748896175
0.017205714285714286,,0.007424298667075207,0.7676583974352542,,320.4703419650323,84.61899193897159,,531.9701231779802,143.91579364980134
0.018019795918367346,,0.007348078696703014,0.7676583995082482,,322.4907485283329,85.1396422676545,,532.2522005024457,142.38155035978343
0.01883387755102041,,0.007273226423317826,0.767658401580164,,324.6121357990778,85.61113129134833,,532.5491175261525,140.84728761905353
0.01964795918367347,,0.007199638836712218,0.767658403651004,,326.80880637135124,86.02948517701304,,532.8616417548267,139.31300542772078
