Strain,Tmp298.15K,Tmp373.15K_StrRt0.1,Tmp473.15K,Tmp573.15K_StrRt0.1,Tmp673.15K,Tmp298.15K_ref,Tmp373.15K_StrRt0.1_ref,Tmp473.15K_ref,Tmp573.15K_StrRt0.1_ref,Tmp673.15K_ref
0.0,377.306,537.8084003329277,668.6095700071284,663.1938575050821,512.3386669734318,1.0,1.4253905327053578,1.7720618543228266,1.7577082196018141,1.3578863494708058
0.00011,470.9662536371053,598.8582180400845,700.0194344,687.9167583113174,598.8076827052573,1.0,1.2715522893950786,1.4863473316697284,1.4606497875352646,1.2714449880025969
0.0002,600.6512941195246,625.5944931628765,716.1123804235483,702.7533844828603,626.5290819869842,1.0,1.0415269213394693,1.1922264838757644,1.1699856328670761,1.0430828804013368
0.0003,663.8275387008804,646.8434006677708,729.5100843896498,716.0714578630376,646.9415937476733,1.0,0.9744148336082172,1.0989451956411918,1.0787010422381682,0.9745627531719261
0.0004,697.3208385329432,663.3574658443104,740.1459107984755,727.2131656,662.127938611753,1.0,0.9512944819488163,1.0614137279414018,1.0428673939100195,0.9495312659876469
0.0005,719.5317053573287,676.9706537912716,748.9893864435708,736.8368884504109,674.2997890099068,1.0,0.9408489559957323,1.0409400737547945,1.0240506192628276,0.9371370072914866
0.0006,736.5247070420343,688.6157581792213,756.5722641,745.3382278375617,684.5039035141235,1.0,0.9349526928224572,1.027219123630596,1.011966361360671,0.9293699138256581
0.0007,750.5445357668789,698.8327903544996,763.2185664879742,752.9738291525285,693.3193746505422,1.0,0.9311010300547427,1.016886447262114,1.0032367078432827,0.9237551425807582
0.0008,762.5737524375535,707.9627883658395,769.1407240436464,759.9198407,701.1005085057404,1.0,0.9283859903423755,1.008611588826788,0.9965197966372823,0.9193871494589017
0.0009,773.1309940226985,716.2351046717376,774.4857359248456,766.3025073455397,708.0800009090162,1.0,0.9264084743842381,1.001752279901622,0.9911677494112229,0.915860321709244
0.001,782.5365081512831,723.8115197707084,779.3596437601508,772.2154679845253,714.4189629335888,1.0,0.9249555927821047,0.9959402988128471,0.9868107876638996,0.9129528852543637
0.002,843.0588058506496,777.8658269636799,813.4287548,815.9102755003793,758.570658968325,1.0,0.9226708997823826,0.9648541111900815,0.9677975840334443,0.8997838035781196
0.003,876.8885804248899,812.5585848598275,834.8662571649257,845.2161755862055,786.4477364994236,1.0,0.9266383472186491,0.9520779216447287,0.9638809245031589,0.8968616470274435
0.004,900.0238417585072,837.9935658661416,850.7580901655771,867.4493037630518,807.0029750856629,1.0,0.9310792969982128,0.9452617260708644,0.9638070276762783,0.8966462194033706
0.005,917.4416772,857.7652616,863.509107,885.2955543,823.2110328657436,1.0,0.9349534503575962,0.9412141702951622,0.9649611264684326,0.8972897714633534
0.01,968.5210623,915.3696369,906.0509127,941.1906261165894,872.6389524564147,1.0,0.9451210433423323,0.9354994413320773,0.9717812681135632,0.9010015232751998
0.011,975.1859369455436,922.513464,912.3299354,948.5893234432926,879.0532832805766,1.0,0.9459872513025329,0.9355445980461737,0.9727266232062818,0.9014212059229734
0.012,981.1955097172704,928.848488,918.1706065164964,955.2279051838304,884.787272634916,1.0,0.9466497541021625,0.935767232344006,0.9735347295454679,0.9017441110078722
0.013,986.6609136535916,934.5242795,923.6393176032326,961.2287159,889.9542763725331,1.0,0.9471585086303558,0.9361263883282952,0.9742239736046536,0.9019859447731083
0.014,991.6676687911638,939.656938,928.7876720597694,966.6898306726628,894.6443169407721,1.0,0.947552257245046,0.9365916640117503,0.9748122895355166,0.9021614247355039
0.015,996.2829326,944.3375306348316,933.6565619406098,971.6907844711576,898.9297777285101,1.0,0.9478607930885593,0.9371399743886467,0.9753161001517268,0.9022836267831796
0.016,1000.560365198102,948.6381563981412,938.27894,976.2966933293662,902.8694569343644,1.0,0.9481068703039415,0.9377534555990824,0.9757499170338096,0.9023638036627648
0.017,1004.5434902661232,952.6163863502444,942.6817562898696,980.5612972,906.5115325522492,1.0,0.9483077592766818,0.9384180629552781,0.9761262769621156,0.902411434981373
