Strain,Stress,Strain Rate,Temperature,Normalized Stress
0.0519,1069.4667969,0.001,473,1.8430115500699487
0.05201,1069.5700684,0.001,473,1.8431895177897928
0.05212,1069.770874,0.001,473,1.8435355659711776
0.05222,1069.876709,0.001,473,1.8437179513691786
0.05232,1070.0024414,0.001,473,1.8439346259457898
0.05243,1070.1131592,0.001,473,1.844125425870378
0.05253,1070.244873,0.001,473,1.84435240819036
0.05262,1070.3240967,0.001,473,1.8444889343495285
0.05273,1070.440918,0.001,473,1.844690252432351
0.05282,1070.5283203,0.001,473,1.8448408727684564
0.05293,1070.626709,0.001,473,1.845010425961713
0.05303,1070.7980957,0.001,473,1.8453057765687109
0.05314,1070.9293213,0.001,473,1.8455319175738978
0.05325,1071.0490723,0.001,473,1.8457382844071386
0.05334,1071.1590576,0.001,473,1.845927822014875
0.05344,1071.3027344,0.001,473,1.846175420166257
0.05355,1071.4334717,0.001,473,1.846400719684319
0.05365,1071.5819092,0.001,473,1.846656521947425
0.05375,1071.6723633,0.001,473,1.8468124014488123
0.05386,1071.8469238,0.001,473,1.8471132214636259
0.05396,1071.9296875,0.001,473,1.8472558481028714
0.05406,1072.0224609,0.001,473,1.8474157244526885
0.05415,1072.2105713,0.001,473,1.8477398950028108
0.05425,1072.2919922,0.001,473,1.847880207595546
0.05434,1072.4945068,0.001,473,1.848229200895702
0.05444,1072.5688477,0.001,473,1.848357312528284
0.05454,1072.7087402,0.001,473,1.8485983891975317
0.05464,1072.8426514,0.001,473,1.8488291582957397
0.05475,1072.9793701,0.001,473,1.8490647655571721
0.05484,1073.0843506,0.001,473,1.8492456783957876
0.05494,1073.2033691,0.001,473,1.849450782912176
0.05504,1073.3380127,0.001,473,1.8496828141549062
0.05515,1073.4283447,0.001,473,1.8498384832414299
0.05525,1073.557373,0.001,473,1.8500608376407206
0.05535,1073.6499023,0.001,473,1.8502202933331402
0.05545,1073.8101807,0.001,473,1.8504965010127832
0.05555,1073.927002,0.001,473,1.8506978190956054
0.05566,1074.0379639,0.001,473,1.8508890396775914
0.05576,1074.1987305,0.001,473,1.851166088672029
0.05586,1074.2930908,0.001,473,1.8513286997257543
0.05598,1074.4971924,0.001,473,1.8516804279021482
0.05608,1074.5612793,0.001,473,1.8517908688221008
0.05618,1074.7198486,0.001,473,1.852064131210642
0.05627,1074.7644043,0.001,473,1.8521409140242455
0.05638,1074.9422607,0.001,473,1.8524474138617382
0.05649,1075.0618896,0.001,473,1.8526535702801157
0.05659,1075.1578369,0.001,473,1.8528189162100783
0.0567,1075.3143311,0.001,473,1.853088602579917
0.05681,1075.4676514,0.001,473,1.8533528193696103
0.0569,1075.6212158,0.001,473,1.8536174568167008
0.057,1075.6954346,0.001,473,1.8537453580344185
0.0571,1075.8419189,0.001,473,1.8539977943490256
0.0572,1075.8864746,0.001,473,1.8540745771626288
0.0573,1076.0172119,0.001,473,1.8542998766806906
0.0574,1076.1308594,0.001,473,1.8544957253556975
0.05749,1076.2104492,0.001,473,1.8546328824147977
0.0576,1076.3383789,0.001,473,1.854853343597305
0.0577,1076.4085693,0.001,473,1.8549743026754912
0.05781,1076.5107422,0.001,473,1.8551503771785522
0.05792,1076.6259766,0.001,473,1.855348960557467
0.05802,1076.7113037,0.001,473,1.8554960047025395
0.05812,1076.9104004,0.001,473,1.855839107937483
0.05821,1077.0454102,0.001,473,1.8560717702524738
0.05832,1077.1915283,0.001,473,1.8563235754948197
0.05843,1077.2425537,0.001,473,1.856411507538918
0.05854,1077.3803711,0.001,473,1.8566490081894638
0.05864,1077.4794922,0.001,473,1.8568198235272426
0.05874,1077.6037598,0.001,473,1.8570339738148096
0.05884,1077.6943359,0.001,473,1.8571900635587304
0.05894,1077.8197021,0.001,473,1.857406107063081
0.05906,1077.9559326,0.001,473,1.8576408730097185
0.05916,1078.0339355,0.001,473,1.8577752953649105
0.05926,1078.1801758,0.001,473,1.8580273111944499
0.05938,1078.2817383,0.001,473,1.8582023337955222
0.05948,1078.4150391,0.001,473,1.8584320509917418
0.05958,1078.4846191,0.001,473,1.8585519581679395
0.05968,1078.6054688,0.001,473,1.8587602183902934
0.05978,1078.7539062,0.001,473,1.8590160204810695
0.05988,1078.8538818,0.001,473,1.859188308378234
0.05999,1079.0218506,0.001,473,1.8594777689200188
0.06008,1079.0943604,0.001,473,1.8596027250189648
0.06018,1079.2368164,0.001,473,1.8598482193663703
0.0,573.2112427,0.01,473,0.9878146231264718
0.0,584.0003052,0.01,473,1.0064074086711603
1e-05,594.6355591,0.01,473,1.024735135939031
3e-05,599.8815308,0.01,473,1.0337755161195707
4e-05,605.0584106,0.01,473,1.0426968302663773
6e-05,615.2992554,0.01,473,1.0603448725464955
6e-05,625.3253174,0.01,473,1.0776227797440625
8e-05,630.2626953,0.01,473,1.0861313603967173
0.0001,635.1533813,0.01,473,1.0945594769234692
0.00012,639.9980469,0.01,473,1.1029082865199036
0.00012,649.4786987,0.01,473,1.119246288616125
0.00014,654.154541,0.01,473,1.1273041651113889
0.00017,658.7561646,0.01,473,1.135234140561265
0.00019,663.2979126,0.01,473,1.1430609324221905
0.00022,672.1741943,0.01,473,1.1583574238534284
0.00025,676.5179443,0.01,473,1.1658430058685239
0.00028,680.7982788,0.01,473,1.1732193039869223
0.00031,689.1002197,0.01,473,1.1875260342295526
0.00034,693.1204834,0.01,473,1.194454152479604
0.00038,697.0570068,0.01,473,1.2012379611161603
0.0004,700.9320679,0.01,473,1.2079158518045185
0.00043,704.7253418,0.01,473,1.2144527986555507
0.00046,708.4328003,0.01,473,1.2208418598743853
0.00049,712.0481567,0.01,473,1.2270722015943278
0.00052,715.5668335,0.01,473,1.233135935412115
0.00057,722.3980713,0.01,473,1.2449082038015296
0.00062,725.6861572,0.01,473,1.250574560446624
0.00066,728.9285278,0.01,473,1.256162135940065
0.0007,732.1034546,0.01,473,1.2616334855696072
0.00074,735.1624756,0.01,473,1.2669050947969798
0.00078,738.1589355,0.01,473,1.272068892514711
0.00082,741.0897827,0.01,473,1.2771196199021786
0.00086,743.9659424,0.01,473,1.2820761043506075
0.00091,746.7982178,0.01,473,1.286956963008688
0.00096,749.5370483,0.01,473,1.2916767881213658
0.00101,752.2026367,0.01,473,1.296270395162905
0.00105,754.8280029,0.01,473,1.3007946873090368
0.00108,757.3652954,0.01,473,1.305167202095808
0.00114,759.8668213,0.01,473,1.3094780803202304
0.00121,762.3348999,0.01,473,1.3137313188307345
0.00127,764.7284546,0.01,473,1.3178561303448564
0.00132,767.0551758,0.01,473,1.321865767724738
0.00137,769.3145752,0.01,473,1.325759389483255
0.00143,771.5476074,0.01,473,1.3296075726603365
0.0015,773.7545776,0.01,473,1.3334108432069776
0.00155,775.8887329,0.01,473,1.337088631876008
0.0016,777.9432983,0.01,473,1.3406292633136085
0.00165,779.9939575,0.01,473,1.344163163198871
0.00173,782.0125122,0.01,473,1.3476417374167258
0.00181,783.9750366,0.01,473,1.3510237546490311
0.00186,785.8929443,0.01,473,1.354328883946466
0.00191,787.760376,0.01,473,1.357547027980524
0.00197,789.5983887,0.01,473,1.3607144742678647
0.00204,791.4128418,0.01,473,1.3638413203093254
0.00211,793.159668,0.01,473,1.3668516249507567
0.00217,794.8864746,0.01,473,1.3698274298263846
0.00224,796.5930786,0.01,473,1.3727684195724081
0.00231,798.2675171,0.01,473,1.3756539785297568
0.00237,799.9299316,0.01,473,1.378518816534438
0.00243,801.5471802,0.01,473,1.3813058201681871
0.0025,803.1363525,0.01,473,1.3840444399294
0.00257,804.7087402,0.01,473,1.3867541347985515
0.00263,806.2593384,0.01,473,1.3894262798341912
0.0027,807.7764282,0.01,473,1.3920406798623153
0.00277,809.2971191,0.01,473,1.3946612856641132
0.00285,810.7841797,0.01,473,1.3972239363881918
0.00293,812.2531128,0.01,473,1.3997553480013691
0.003,813.6886597,0.01,473,1.4022292251942245
0.00305,815.0662842,0.01,473,1.4046032847466285
0.0031,816.4376221,0.01,473,1.4069665106046678
0.00317,817.821167,0.01,473,1.4093507727791752
0.00326,819.1855469,0.01,473,1.411702007919595
0.00334,820.5375366,0.01,473,1.414031891035086
0.00342,821.861084,0.01,473,1.4163127595504394
0.00349,823.1408081,0.01,473,1.4185181073967115
0.00357,824.4504395,0.01,473,1.4207749944768253
0.00365,825.7332764,0.01,473,1.4229857066096463
0.00372,826.9764404,0.01,473,1.4251280504554509
0.00377,828.2197876,0.01,473,1.427270710009716
0.00384,829.4555054,0.01,473,1.429400221823106
0.00393,830.6792603,0.01,473,1.4315091179774255
0.00402,831.8952026,0.01,473,1.4336045506824093
0.00409,833.0732422,0.01,473,1.4356346656850754
0.00415,834.2211304,0.01,473,1.4376128207965022
0.00421,835.4007568,0.01,473,1.4396456703307459
0.0043,836.5601196,0.01,473,1.4416435996141188
0.00439,837.7268677,0.01,473,1.4436542559809693
0.00447,838.8632812,0.01,473,1.4456126367481201
0.00452,839.9556885,0.01,473,1.447495181654719
0.00459,841.0406494,0.01,473,1.4493648941842434
0.00469,842.1553955,0.01,473,1.451285935532746
0.00479,843.2561035,0.01,473,1.4531827850311452
0.00487,844.3358154,0.01,473,1.4550434519618214
0.00493,845.3900146,0.01,473,1.4568601528704481
0.005,846.4157715,0.01,473,1.4586278391789373
0.00509,847.4613037,0.01,473,1.460429604251173
0.00518,848.4816284,0.01,473,1.4621879292523534
0.00526,849.4835205,0.01,473,1.4639144893639682
0.00532,850.4761963,0.01,473,1.4656251670307998
0.00539,851.4712524,0.01,473,1.4673399466673285
0.00548,852.4832153,0.01,473,1.4690838617831117
0.00558,853.4875488,0.01,473,1.47081462915802
0.00567,854.4564209,0.01,473,1.472484285921574
0.00571,855.4042358,0.01,473,1.4741176548238082
0.00578,856.3636475,0.01,473,1.4757710084851818
0.00587,857.3209839,0.01,473,1.4774207857831931
0.00597,858.2831421,0.01,473,1.4790788724865247
0.00605,859.2424927,0.01,473,1.4807321208543016
0.00613,860.1539307,0.01,473,1.482302801464529
0.00622,861.0875244,0.01,473,1.4839116629805291
0.00631,862.0093994,0.01,473,1.485500329667186
0.00639,862.921875,0.01,473,1.4870727983729297
0.00646,863.8436279,0.01,473,1.4886612546447229
0.00655,864.7352295,0.01,473,1.490197751197607
0.00663,865.6034546,0.01,473,1.491693963040741
0.0067,866.4838257,0.01,473,1.4932111060790767
0.00676,867.3396606,0.01,473,1.4946859658972824
0.00685,868.196106,0.01,473,1.4961618777898065
0.00696,869.0883789,0.01,473,1.4976995311936157
0.00704,869.9147339,0.01,473,1.4991235883161675
0.0071,870.7376709,0.01,473,1.5005417552011764
0.00717,871.557251,0.01,473,1.5019541371422387
0.00727,872.37323,0.01,473,1.5033603133096276
0.00737,873.2087402,0.01,473,1.5048001475833654
0.00746,874.0357666,0.01,473,1.5062253617291725
0.00754,874.8185425,0.01,473,1.5075743190123703
0.0076,875.6066284,0.01,473,1.508932427015683
0.00767,876.3883057,0.01,473,1.5102794910820978
0.00776,877.1785278,0.01,473,1.51164128039771
0.00786,877.984314,0.01,473,1.5130298913183966
0.00795,878.7539062,0.01,473,1.5143561291385468
0.00801,879.5040283,0.01,473,1.5156488141459448
0.00809,880.2713623,0.01,473,1.516971160411262
0.00818,881.0352783,0.01,473,1.518287616439036
0.00828,881.8190308,0.01,473,1.5196382566964832
0.00837,882.6037598,0.01,473,1.5209905797558498
0.00845,883.343811,0.01,473,1.5222659095867492
0.00854,884.0788574,0.01,473,1.5235326146485277
0.00863,884.821167,0.01,473,1.5248118363789205
0.00871,885.5440674,0.01,473,1.526057610245498
0.00877,886.2627563,0.01,473,1.527296126436413
0.00885,886.9660645,0.01,473,1.5285081370753748
0.00894,887.6784058,0.01,473,1.5297357144506587
0.00905,888.4066772,0.01,473,1.530990744158618
0.00914,889.1074219,0.01,473,1.532198337119422
0.00921,889.7888794,0.01,473,1.533372692458945
0.00927,890.4906616,0.01,473,1.5345820733429356
0.00937,891.2020874,0.01,473,1.535808073037567
0.00946,891.9019165,0.01,473,1.5370140881453886
0.00953,892.5860596,0.01,473,1.5381930715779324
0.00959,893.2369995,0.01,473,1.5393148359539548
0.00969,893.9229126,0.01,473,1.5404968696265369
0.00982,894.6503906,0.01,473,1.5417505320687073
0.00992,895.3289795,0.01,473,1.5429199439514083
0.00997,895.9592896,0.01,473,1.544006157004299
0.01004,896.5811157,0.01,473,1.5450777495845989
0.01015,897.2146606,0.01,473,1.5461695371665718
0.01026,897.8734741,0.01,473,1.5473048701131966
0.01032,898.4873047,0.01,473,1.5483626840526903
0.01037,899.0797119,0.01,473,1.5493835790586028
0.01046,899.7481689,0.01,473,1.5505355306435387
0.01059,900.4194946,0.01,473,1.551692425857626
0.01069,901.0419312,0.01,473,1.552765070512244
0.01075,901.6489258,0.01,473,1.5538111039766513
0.0108,902.2230225,0.01,473,1.5548004445078618
0.01089,902.8495483,0.01,473,1.5558801360786183
0.011,903.5064087,0.01,473,1.5570121032490742
0.0111,904.1068115,0.01,473,1.5580467770681232
0.01117,904.6975708,0.01,473,1.559064832248861
0.01123,905.3044434,0.01,473,1.5601106554707347
0.01133,905.8920288,0.01,473,1.5611232410713272
0.01144,906.5116577,0.01,473,1.5621910472180605
0.01153,907.1186523,0.01,473,1.563237080682468
0.0116,907.6686401,0.01,473,1.5641848743594065
0.01168,908.2572632,0.01,473,1.565199248227845
0.01178,908.8388062,0.01,473,1.5662014209638
0.01188,909.4151001,0.01,473,1.567194547928577
0.01197,910.0151978,0.01,473,1.5682286959689613
0.01204,910.5521851,0.01,473,1.5691540858913129
0.01213,911.1011353,0.01,473,1.5701000914727352
0.01224,911.6781006,0.01,473,1.5710943754607671
0.01234,912.2268066,0.01,473,1.5720399602124622
0.01242,912.7685547,0.01,473,1.5729735544188672
0.01249,913.3444824,0.01,473,1.5739660503113828
0.01258,913.8968506,0.01,473,1.5749179461303484
0.01268,914.440918,0.01,473,1.5758555371851835
0.01276,914.9862061,0.01,473,1.5767952318716651
0.01284,915.5060425,0.01,473,1.5776910656573648
0.01293,916.0825195,0.01,473,1.5786845081582719
0.01303,916.6360474,0.01,473,1.5796384024876173
0.01312,917.1478271,0.01,473,1.5805203521665838
0.0132,917.6811523,0.01,473,1.581439431193995
0.01329,918.2140503,0.01,473,1.5823577740278782
0.01338,918.7110596,0.01,473,1.5832142698845493
0.01347,919.229248,0.01,473,1.584107263672744
0.01356,919.7317505,0.01,473,1.5849732259579907
0.01364,920.2216187,0.01,473,1.5858174155609117
0.01372,920.7215576,0.01,473,1.586678959995671
0.0138,921.1999512,0.01,473,1.5875033754266459
0.01389,921.6943359,0.01,473,1.588355348311563
0.01399,922.2279663,0.01,473,1.5892749532899684
0.01409,922.7092896,0.01,473,1.5901044174713614
0.01418,923.1918945,0.01,473,1.5909360902333383
0.01427,923.6812744,0.01,473,1.5917794383491344
0.01436,924.1651001,0.01,473,1.592613214915088
0.01444,924.6605835,0.01,473,1.593467081189118
0.01452,925.1450195,0.01,473,1.59430190948473
0.0146,925.6213989,0.01,473,1.5951228538459392
0.01471,926.1325073,0.01,473,1.5960036466739804
0.01481,926.607666,0.01,473,1.5968224874035426
0.01488,927.0487671,0.01,473,1.5975826366895278
0.01496,927.5197754,0.01,473,1.598394325037025
0.01506,927.9934692,0.01,473,1.5992106413052134
0.01517,928.4835815,0.01,473,1.6000552515655315
0.01527,928.9638062,0.01,473,1.6008828225301415
0.01535,929.4020386,0.01,473,1.6016380281869753
0.01543,929.8286133,0.01,473,1.6023731441357327
0.01552,930.2858276,0.01,473,1.6031610612905238
0.01562,930.7250977,0.01,473,1.603918055215204
0.0157,931.1858521,0.01,473,1.604712073022402
0.0158,931.6452637,0.01,473,1.6055037767830893
0.01591,932.0977783,0.01,473,1.606283594947424
0.01601,932.5456543,0.01,473,1.6070554194148985
0.01608,932.9775391,0.01,473,1.6077996862561008
0.01616,933.3909302,0.01,473,1.6085120829141406
0.01624,933.8256226,0.01,473,1.6092611880908978
0.01633,934.2581787,0.01,473,1.6100066117830256
0.01641,934.6682129,0.01,473,1.610713223497119
0.01649,935.0977173,0.01,473,1.611453388196295
