strain,StrRt0.0001,StrRt0.001,StrRt0.01,StrRt0.1,ref_StrRt0.0001,ref_StrRt0.001,ref_StrRt0.01,ref_StrRt0.1
0.0,450.4427462177701,447.0701370892348,345.4139601071365,512.3386669734318,0.7762477398372207,0.7704357243583119,0.5952516897935807,0.8829129464481796
0.00011,542.8857664046227,552.8489262636867,485.555922679021,598.8076827052573,0.935554746302097,0.9527242542743629,0.8367582577563486,1.031924954281309
0.0002,573.3587431582273,584.6986715654493,534.6963677965105,626.5290819869842,0.9880688105859999,1.0076109030493257,0.9214419601299342,1.0796972266028222
0.0003,595.7895874231472,607.7977000412066,572.4168609742774,646.9415937476733,1.0267238723213414,1.0474174462721872,0.9864456655301117,1.1148740970301576
0.0004,612.4224198284792,624.7985985870473,600.6663657539757,662.127938611753,1.0553872233690422,1.0767150854998608,1.0351280217693661,1.1410447168838767
0.0005,625.6984465490677,638.3087229382363,622.910452472046,674.2997890099068,1.0782657930039345,1.0999970754543846,1.073461244325685,1.1620204600622022
0.0006,636.7800286402926,649.5516858902411,640.9589606232475,684.5039035141235,1.0973626774012586,1.1193720674014145,1.1045642286171238,1.1796052050435522
0.0007,646.3125248994329,659.200904135243,655.916515818215,693.3193746505422,1.11379002302575,1.136000559960728,1.1303405753583602,1.1947969016636082
0.0008,654.6917119426071,667.6669194570277,668.520986450254,701.1005085057404,1.1282298715049455,1.15059003956528,1.152061852750703,1.2082061254088794
0.0009,662.1779371662997,675.2186451791204,679.2936400371836,708.0800009090162,1.1411308793657633,1.163603924399405,1.170626360824412,1.2202338808755744
0.001,668.9516541605117,682.041880477278,688.6164991661208,714.4189629335888,1.1528040221818137,1.1753624020817424,1.1866924388963176,1.231157810688642
0.002,715.4303935839562,728.5843222896219,742.3720114593161,758.570658968325,1.2329008085789228,1.255568966771033,1.2793292840264894,1.3072444044782436
0.003,744.2083921037847,757.0871899501071,769.8776343418285,786.4477364994236,1.2824939177934198,1.3046879431250986,1.3267297089964651,1.355284957042321
0.004,765.2535196717945,777.7191206984571,788.9642702537822,807.0029750856629,1.3187609746978186,1.3402429381746626,1.3596216982940061,1.3907077885305854
0.005,781.8203651373624,793.8107796004042,803.7416445419658,823.2110328657436,1.3473106104880737,1.3679736852179927,1.385087539376472,1.4186391256973652
0.01,832.9851110476884,842.6902769752778,849.7093015286373,872.6389524564147,1.4354827893181772,1.4522076964884978,1.4643035776879547,1.5038182326744034
0.011,839.783153120603,849.1272584793041,856.0372008702252,879.0532832805766,1.4471978515291404,1.4633005432172557,1.4752084431854453,1.5148720454988567
0.012,845.9055678938166,854.926663577673,861.8152679959312,884.787272634916,1.457748605581589,1.473294654872531,1.4851657831240235,1.5247534262379856
0.013,851.4617723509436,860.1964940635953,867.1314650801942,889.9542763725331,1.46732360970394,1.4823761508858886,1.494327182671111,1.5336577209718532
0.014,856.5384888463304,865.0212526853429,872.0542002255097,894.6443169407721,1.476072312482324,1.4906906547975156,1.5028105294725733,1.5417400653350597
0.015,861.2054681847221,869.4680209825747,876.6377256319392,898.9297777285101,1.4841149154406634,1.498353768188262,1.5107093163153018,1.5491251975823317
0.016,865.5194951314479,873.5907123511424,880.9257926228456,902.8694569343644,1.4915492757341995,1.5054583999839086,1.518098939831078,1.5559144446174025
0.017,869.5272739008069,877.4331268620444,884.954198208754,906.5115325522492,1.4984558787100601,1.5120800308230107,1.525041088988692,1.5621908315510094
0.018,873.2675573893939,881.0311928708106,888.7526036186609,909.8957789263804,1.5049015072138934,1.5182805760211335,1.531586878967959,1.5680229014889315
0.019,876.7727502993075,884.4146413117996,892.3458611139795,913.0552536110044,1.5109420042512205,1.5241112708813052,1.5377791376574699,1.5734676224964412
0.02,880.0701367588481,887.6082749578054,895.7550004781224,916.017600041174,1.5166243885455182,1.529614858008406,1.543654105671555,1.578572632490147
0.021,883.1828339491622,890.6329428247409,898.9979748436017,918.8060657729802,1.5219884979224974,1.534827266500232,1.5492427216337183,1.5833779939708306
0.022,886.1305419757264,893.5062963581295,902.090233043302,921.440306493314,1.5270682815632228,1.5397789150832637,1.5545716085092771,1.5879175795730318
0.023,888.9301397087402,896.243381840759,905.0451647617156,923.937026323023,1.5318928268155394,1.5444957330084552,1.559663840734242,1.592220175499133
0.024,891.5961625247728,898.8571083879797,907.8744509703248,926.3104914895956,1.5364871824859918,1.548999966547276,1.5645395481204227,1.596310366731214
0.025,894.1411883782712,901.3586204444872,910.5883428467204,928.5729450324144,1.540873024156645,1.5533108209152153,1.5692163965165922,1.6002092516923911
0.026,896.5761519595399,903.7575963070268,913.1958860064624,930.734943476942,1.5450691955733604,1.5574449747157966,1.57370997422713,1.603935022437259
0.027,898.9106019058963,906.06248888158,915.705102431355,932.8056315205469,1.5490921518976393,1.561416994837305,1.578034105528922,1.6075034380178246
0.028,901.1529125542728,908.2807210067986,918.1231393229682,934.7929671509772,1.5529563246197675,1.5652396730535567,1.5822011071905502,1.6109282124300508
0.029,903.3104591402808,910.4188448083588,920.4563918458298,936.7039069041784,1.5566744234792673,1.5689243006391698,1.5862219999955707,1.614221333868553
0.03,905.3897634195746,912.4826724086888,922.7106050699948,938.544558904454,1.5602576874141143,1.5724808936215668,1.5901066844200888,1.6173933284606248
0.031,907.396615218022,914.4773836963576,924.8909592039416,940.3203097484948,1.5637160940280816,1.5759183784999051,1.5938640875145604,1.6204534789254172
0.032,909.3361742929555,916.4076156288502,927.002141302568,942.0359300677374,1.5670585351281765,1.5792447461404988,1.5975022864781447,1.6234100064894932
0.033,911.213056014909,918.2775365990236,929.0484059434384,943.6956626451864,1.5702929643799326,1.5824671799324943,1.6010286132220468,1.6262702227384993
0.034,913.0314036954078,920.0909086578758,931.0336268508108,945.3032962105935,1.5734265219498509,1.585592163016332,1.6044497433331764,1.6290406567883584
0.035,914.7949498550151,921.8511398264671,932.9613410381136,946.8622274388616,1.57646564008859,1.588625568432854,1.6077717721448523,1.6317271621270852
0.036,916.5070682896184,923.561328277632,934.834786735708,948.3755132041116,1.5794161328567693,1.5915727352616227,1.6110002800976972,1.6343350066641913
0.037,918.1708184654708,925.2242998225264,936.656936123618,949.845914759586,1.5822832726309213,1.594438533221468,1.614140389147932,1.6368689488658896
0.038,919.7889834883972,926.8426398595328,938.4305237008956,951.2759352097636,1.5850718555358017,1.5972274177280172,1.6171968116562865,1.6393333023307688
0.039,921.36410268076,928.4187207230134,940.158070972422,952.6678513937512,1.587786257584258,1.5999434770237884,1.6201738929307534,1.641731990734424
0.04,922.8984996160144,929.954725195188,941.841908010887,954.0237411005656,1.5904304829891636,1.602590472696195,1.6230756483843327,1.6440685947295397
0.041,924.394306317554,931.4526668060572,943.4841923570492,955.3455063738802,1.5930082058652737,1.6051718746603931,1.6259057961058416,1.6463463921069441
0.042,925.8534842106748,932.9144074312644,945.0869256447768,956.634893533046,1.5955228063357358,1.6076908914856676,1.6286677855098377,1.648568392297827
0.043,927.2778423148555,934.3416726083378,946.6519682694924,957.8935104290722,1.5979774018828348,1.610150496789903,1.6313648226147424,1.6507373661109581
0.044,928.6690530887572,935.7360649206676,948.1810523718596,959.12284136549,1.6003748746536723,1.6125534523041851,1.6339998924176196,1.6528558714458068
0.045,930.028666269267,937.099075735081,949.6757933621992,960.3242600433005,1.6027178953089842,1.614902328100157,1.636575778754198,1.654926275600562
0.046,931.3581209953408,938.4320955344592,951.137700179359,961.4990408270968,1.605008943916151,1.6171995203962128,1.6390950819779737,1.6569507746870347
0.047,932.6587564590154,939.7364230450476,952.568184447242,962.648368583672,1.6072503283040829,1.619447267286585,1.6415602347396525,1.6589314105855255
0.048,933.931821288541,941.0132733253412,953.9685686664887,963.7733473007976,1.6094442002331641,1.6216476626809184,1.6439735161038693,1.6608700857975613
0.049,935.1784818391316,942.263784959563,955.3400935627288,964.8750076621654,1.611592569682702,1.6238026687007856,1.6463370642124278,1.6627685764997884
0.05,936.3998295380152,943.4890264727292,956.6839246929158,965.9543137267174,1.6136973175086453,1.6259141267347665,1.6486528876689923,1.6646285440544573
0.051,937.5968874096288,944.690002070507,958.0011583972956,967.0121688356156,1.6157602066884507,1.6279837673299422,1.6509228757961139,1.6664515451889024
0.052,938.7706158882938,945.8676567869844,959.2928271738348,968.0494208536692,1.6177828923380622,1.6300132190630428,1.6531488078969763,1.668239041028088
0.053,939.921918009466,947.0228811168928,960.5599045405396,969.0668668333964,1.6197669306579903,1.632004016523155,1.6553323616346316,1.6699924051321864
0.054,941.051644058316,948.1565151914256,961.8033094446872,970.06525717795,1.6217137869442075,1.6339576075079083,1.657475120630423,1.6717129306705427
0.055,942.1605957427528,949.2693525545184,963.0239102662308,971.0452993677172,1.623624842779518,1.6358753595311357,1.6595785813630521,1.673401836843724
0.056,943.2495299486328,950.3621435838868,964.2225284610176,972.0076613053096,1.6255014025049068,1.6377585657183467,1.661644159446934,1.675060274647938
0.057,944.3191621275035,951.4355985983276,965.3999418827008,972.952974326181,1.627344699057637,1.639608450161538,1.6636731953568467,1.676689332063229
0.058,945.3701693593176,952.4903906852704,966.5568878140766,973.881835915934,1.6291558992492232,1.6414261727919113,1.6656669596518325,1.6782900387362114
0.059,946.4031931283536,953.5271582794376,967.6940657410304,974.7948121685768,1.6309361085491743,1.6432128338236769,1.6676266577555376,1.6798633702163823
0.06,947.4188418440754,954.5465075186804,968.8121398926014,975.6924400159623,1.6326863754291885,1.6449694778138644,1.6695534343335043,1.681410251798112
0.061,948.4176931350958,955.549014399934,969.9117415711517,976.575229254784,1.6344076953163404,1.6466970973776793,1.6714483773087503,1.682931562013765
0.062,949.4002959420322,956.5352267569396,970.9934712937102,977.4436643930676,1.6361010141996986,1.6483966365967102,1.6733125215519453,1.6844281358157593
0.063,950.3671724291636,957.5056660755072,972.057900761487,978.298206336476,1.63776723192468,1.6500689941471705,1.6751468522754738,1.6859007674825732
0.064,951.3188197349664,958.4608291644254,973.105574674206,979.13929393093,1.6394072052097521,1.6517150261793752,1.6769523081600746,1.6873502132771434
0.065,952.2557115774836,959.4011896938318,974.1370124049718,979.9673453771392,1.6410217504129605,1.6533355489688153,1.6787297842411362,1.6887771938845257
0.066,953.178299729654,960.3271996151308,975.1527095453348,980.7827595296258,1.6426116460743652,1.6549313413631002,1.6804801345713083,1.6901823966505019
0.067,954.0870153767756,961.2392904729932,976.1531393367331,981.5859170918412,1.644177635255356,1.656503147042927,1.6822041746873042,1.6915664776411223
0.068,954.9822703679674,962.1378746186384,977.1387539935532,982.3771817182424,1.6457204276952964,1.658051676612928,1.6839026838899303,1.6929300635419153
0.069,955.8644583718268,963.0233463339972,978.109985931078,983.1569010310924,1.6472407018030655,1.6595776095389403,1.6855764073602084,1.694273753410138
0.07,956.7339559451792,963.896082874504,979.067248904612,983.9254075612408,1.6487391064988366,1.661081595945049,1.6872260581224308,1.6955981202960229
0.071,957.59112352191,964.7564454369711,980.0109390680444,984.6830196187076,1.6502162629181285,1.6625642582815243,1.6888523188683788,1.6969037127430544
0.072,958.4363063304336,965.6047800597152,980.941435958026,985.430042100692,1.65167276599288,1.6640261928760096,1.690455843653357,1.6981910561804103
0.073,959.269835246203,966.4414184603957,981.859103410854,986.1667672412876,1.6531091859205798,1.6654679713773672,1.6920372594762583,1.699460654214945
