strain,StrRt0.0001,ref_StrRt0.0001
0.073,1111.4557786382666,1.0471158507864267
0.074,1112.0752739996703,1.0469432909939425
0.075,1112.6799839413793,1.046769227157474
0.076,1113.2704422525233,1.0465938057157969
0.077,1113.8471572136082,1.0464171635308173
0.078,1114.4106130908358,1.0462394285420198
0.079,1114.9612715289147,1.0460607203731045
0.08,1115.499572849989,1.0458811508944295
0.081,1116.0259372656951,1.0457008247445885
0.082,1116.5407660088238,1.0455198398142322
0.083,1117.0444423905242,1.0453382876949957
0.084,1117.5373327885443,1.0451562540961894
0.085,1118.0197875715496,1.0449738192317026
0.086,1118.492141964169,1.0447910581793785
0.087,1118.9547168570589,1.0446080412149552
0.088,1119.4078195659272,1.044424834122491
0.089,1119.8517445431596,1.0442414984830557
0.09,1120.2867740454094,1.044058091943319
0.091,1120.7131787602375,1.0438746684655449
0.092,1121.131218394672,1.0436912785603858
0.093,1121.541142228314,1.0435079695037497
0.094,1121.9431896334372,1.0433247855389265
0.095,1122.3375905643225,1.0431417680650539
0.096,1122.7245660179194,1.0429589558129349
0.097,1123.10432846775,1.0427763850091187
0.098,1123.4770822728472,1.042594089529107
0.099,1123.8430240633652,1.0424121010404652
0.1,1124.202343104402,1.0422304491365635
0.11,1127.468288859812,1.040437697647052
0.12,1130.236594597045,1.0386996970055766
0.13,1132.61490615744,1.0370256642373268
0.14,1134.6816667253513,1.0354189291330882
0.15,1136.4954337261763,1.0338795454504859
0.16,1138.1008332086544,1.0324057655770473
0.17,1139.5324895759145,1.0309948905351471
0.18,1140.8176922703644,1.0296437661554807
0.19,1141.9782498789418,1.0283490738547807
0.2,1143.0318071603233,1.0271074998654968
0.21,1143.9927985201707,1.0259158315079162
0.22,1144.873150116753,1.0247710092742788
0.23,1145.682804826945,1.0236701520634042
0.24,1146.43012022542,1.0226105661645968
0.25,1147.1221741065692,1.021589744539424
0.26,1147.765001731973,1.020605360476156
0.27,1148.3637820058427,1.019655258159908
0.28,1148.92298499108,1.0187374417424373
0.29,1149.4464898406302,1.017850063889878
0.3,1149.9376798591336,1.0169914144019323
0.31,1150.3995197196548,1.0161599092508875
0.32,1150.8346186347048,1.0153540802327852
0.33,1151.2452823819865,1.0145725653242057
0.34,1151.6335564191768,1.0138140997762646
0.35,1152.0012618234682,1.013077507939454
0.36,1152.3500254149508,1.0123616957905222
0.37,1152.6813051359206,1.0116656441201448
0.38,1152.9964115377272,1.0109884023341233
0.39,1153.2965260560927,1.0103290828188742
0.4,1153.5827166227716,1.0096868558225265
0.41,1153.855951056929,1.009060944804956
0.42,1154.1171085970784,1.0084506222129674
0.43,1154.3669898687842,1.00785520564006
0.44,1154.606325530856,1.0072740543336174
0.45,1154.835783800569,1.006706566015681
0.46,1155.0559770243335,1.0061521739866592
0.47,1155.267467432534,1.0056103444843083
0.48,1155.4707721946372,1.0050805742730826
0.49,1155.666367872132,1.0045623884414676
0.5,1155.8546943515787,1.0040553383871933
0.51,1156.0361583274332,1.0035589999722994
0.52,1156.2111363938068,1.0030729718318716
0.53,1156.379977795593,1.0025968738219366
0.54,1156.5430068820765,1.002130345593495
0.55,1156.700525299999,1.0016730452809943
0.56,1156.8528139578932,1.0012246482947547
0.57,1157.000134789109,1.0007848462078928
0.58,1157.142732337278,1.0003533457292675
0.59,1157.2808351847768,0.9999298677547896
0.6,1157.4146572421002,0.9995141464902184
0.61,1157.5443989137252,0.999105928639228
0.62,1157.6702481540956,0.998704972651126
0.63,1157.792381425656,0.9983110480231694
0.64,1157.9109645694025,0.9979239346528748
0.65,1158.0261535971572,0.9975434222361829
0.66,1158.138095413682,0.9971693097077032
0.67,1158.246928475792,0.9968014047196231
0.68,1158.3527833948087,0.9964395231561795
0.69,1158.4557834879747,0.9960834886808688
0.7,1158.5560452838129,0.9957331323138237
0.71,1158.6536789858746,0.9953882920370192
0.72,1158.7487888988276,0.9950488124251674
0.73,1158.841473820415,0.9947145443003557
0.74,1158.9318274024477,0.9943853444086449
0.75,1159.0199384836408,0.99406107511699
0.76,1159.1058913968511,0.9937416041290068
0.77,1159.1897662529732,0.9934268042181981
0.78,1159.271639203549,0.9931165529773938
0.79,1159.3515826839405,0.992810732583255
0.8,1159.429665638717,0.9925092295747732
0.81,1159.5059537307752,0.9922119346447981
0.82,1159.580509535533,0.9919187424436928
0.83,1159.6533927214448,0.991629551394292
0.84,1159.7246602179414,0.9913442635173982
0.85,1159.794366371813,0.9910627842671139
0.86,1159.862563092955,0.9907850223753583
0.87,1159.9292999903107,0.9905108897049701
0.88,1159.9946244987789,0.9902403011108353
0.89,1160.0585819977769,0.9899731743085308
0.9,1160.121215922095,0.989709429750001
0.91,1160.182567865626,0.9894489905058296
0.92,1160.242677678494,0.9891917821536916
0.93,1160.3015835580748,0.9889377326726082
0.94,1160.3593221343476,0.9886867723426459
0.95,1160.4159285499911,0.9884388336497328
0.96,1160.4714365355971,0.9881938511952854
0.97,1160.5258784803436,0.9879517616103567
0.98,1160.5792854984509,0.9877125034740445
0.99,1160.6316874917077,0.987476017235906
1.0,1160.6831132083364,0.9872422451421502
1.01,1160.73359029845,0.9870111311653932
1.02,1160.7831453663246,0.9867826209377679
1.03,1160.8318040197016,0.9865566616872065
1.04,1160.8795909163166,0.9863332021767128
1.05,1160.926529807833,0.9861121926464645
1.06,1160.972643581351,0.9858935847585854
1.07,1161.017954298642,0.9856773315444421
1.08,1161.0624832332635,0.9854633873543378
1.09,1161.1062509056735,0.9852517078094614
1.1,1161.1492771164792,0.985042249755983
1.11,1161.1915809779332,0.9848349712211791
1.12,1161.233180943782,0.9846298313714825
1.13,1161.2740948375676,0.9844267904723552
1.14,1161.314339879478,0.9842258098498928
1.15,1161.3539327118274,0.9840268518540746
1.16,1161.392889423253,0.9838298798235685
1.17,1161.4312255717005,0.9836348580520234
1.18,1161.4689562062672,0.9834417517557662
1.19,1161.5060958879733,0.9832505270428383
1.2,1161.5426587095185,0.9830611508833079
1.21,1161.5786583140796,0.9828735910807893
1.22,1161.6141079132128,0.9826878162451209
1.23,1161.649020303896,0.9825037957661361
1.24,1161.683407884772,0.9823214997884839
1.25,1161.717282671627,0.9821408991874441
1.26,1161.7506563121522,0.9819619655456926
1.27,1161.7835401000257,0.9817846711309763
1.28,1161.815944988345,0.9816089888746464
1.29,1161.8478816024567,0.9814348923510212
1.3,1161.8793602522007,0.9812623557575337
1.31,1161.9103909436146,0.9810913538956318
1.32,1161.940983390114,0.9809218621524001
1.33,1161.9711470231814,0.9807538564828594
1.34,1162.000891002588,0.9805873133929318
1.35,1162.0302242261737,0.9804222099230274
1.36,1162.0591553392028,0.9802585236322324
1.37,1162.0876927433233,0.9800962325830717
1.38,1162.115844605143,0.9799353153268204
1.39,1162.1436188644448,0.9797757508893419
1.4,1162.1710232420614,0.9796175187574281
1.41,1162.198065247418,0.9794605988656251
1.42,1162.224752185767,0.9793049715835176
1.43,1162.2510911651266,0.9791506177034608
1.44,1162.277089102934,0.9789975184287321
1.45,1162.3027527324346,0.9788456553620954
1.46,1162.328088608811,0.9786950104947537
1.47,1162.3531031150692,0.9785455661956758
1.48,1162.3778024676917,0.9783973052012862
1.49,1162.4021927220688,0.978250210605498
1.5,1162.4262797777174,0.9781042658500794
1.51,1162.4500693832963,0.9779594547153373
1.52,1162.4735671414314,0.9778157613111107
1.53,1162.4967785133513,0.9776731700680538
1.54,1162.5197088233515,0.9775316657292065
1.55,1162.5423632630873,0.9773912333418361
1.56,1162.5647468957045,0.9772518582495375
1.57,1162.586864659818,0.9771135260845895
1.58,1162.6087213733442,0.9769762227605534
1.59,1162.6303217371872,0.9768399344651008
1.6,1162.6516703387942,0.9767046476530692
1.61,1162.6727716555815,0.9765703490397345
1.62,1162.693630058234,0.976437025594289
1.63,1162.7142498138878,0.9763046645335218
1.64,1162.7346350892,0.9761732533156933
1.65,1162.7547899533065,0.9760427796345925
1.66,1162.774718380679,0.9759132314137791
1.67,1162.79442425388,0.9757845968009957
1.68,1162.8139113662205,0.9756568641627454
1.69,1162.8331834243274,0.9755300220790339
1.7,1162.8522440506233,0.9754040593382659
1.71,1162.8710967857176,0.9752789649322914
1.72,1162.8897450907198,0.9751547280515953
1.73,1162.9081923494734,0.9750313380806299
1.74,1162.9264418707137,0.9749087845932793
1.75,1162.9444968901528,0.9747870573484548
1.76,1162.9623605724992,0.9746661462858194
1.77,1162.9800360134054,0.9745460415216297
1.78,1162.9975262413543,0.9744267333446959
1.79,1163.014834219483,0.9743082122124583
1.8,1163.0319628473485,0.974190468747172
1.81,1163.0489149626328,0.9740734937321951
1.82,1163.0656933427992,0.9739572781083855
1.83,1163.082300706688,0.973841812970591
1.84,1163.098739716068,0.9737270895642388
1.85,1163.1150129771345,0.973613099282018
1.86,1163.1311230419626,0.97349983366065
1.87,1163.1470724099138,0.9733872843777482
1.88,1163.1628635289983,0.97327544324876
1.89,1163.1784987971982,0.9731643022239934
1.9,1163.193980563744,0.9730538533857175
1.91,1163.209311130358,0.9729440889453457
1.92,1163.224492752456,0.9728350012406882
1.93,1163.2395276403145,0.9727265827332782
1.94,1163.254417960201,0.9726188260057687
1.95,1163.269165835472,0.9725117237593952
1.96,1163.2837733476365,0.9724052688115024
1.97,1163.298242537389,0.9722994540931397
1.98,1163.3125754056116,0.9721942726467115
1.99,1163.326773914347,0.9720897176236917
2.0,1163.3408399877428,0.9719857822823941
2.01,1163.3547755129662,0.9718824599857987
2.02,1163.3685823410965,0.9717797441994341
2.03,1163.3822622879875,0.9716776284893106
2.04,1163.3958171351085,0.9715761065199062
2.05,1163.409248630359,0.9714751720522008
2.06,1163.4225584888595,0.9713748189417599
2.07,1163.4357483937251,0.9712750411368646
2.08,1163.4488199968098,0.9711758326766875
2.09,1163.4617749194356,0.9710771876895122
2.1,1163.474614753099,0.9709791003909954
2.11,1163.4873410601588,0.9708815650824728
2.12,1163.499955374503,0.9707845761493035
2.13,1163.5124592022,0.9706881280592522
2.14,1163.52485402213,0.9705922153609161
2.15,1163.5371412866,0.9704968326821793
2.16,1163.549322421942,0.9704019747287136
2.17,1163.561398829094,0.9703076362825053
2.18,1163.573371884169,0.9702138122004238
2.19,1163.585242939003,0.9701204974128169
2.2,1163.597013321693,0.9700276869221441
2.21,1163.6086843371208,0.9699353758016375
2.22,1163.6202572674576,0.9698435591939927
2.23,1163.6317333726631,0.9697522323100947
2.24,1163.6431138909657,0.9696613904277667
2.25,1163.6544000393314,0.9695710288905497
2.26,1163.665593013924,0.9694811431065109
2.27,1163.6766939905476,0.9693917285470749
2.28,1163.6877041250823,0.9693027807458855
2.29,1163.6986245539078,0.9692142952976892
2.3,1163.7094563943144,0.9691262678572451
2.31,1163.7202007449052,0.969038694138257
2.32,1163.7308586859883,0.968951569912333
2.33,1163.741431279958,0.9688648910079611
2.34,1163.7519195716677,0.968778653309515
2.35,1163.762324588792,0.9686928527562731
2.36,1163.7726473421806,0.9686074853414658
2.37,1163.782888826205,0.9685225471113391
2.38,1163.7930500190937,0.9684380341642398
2.39,1163.8031318832604,0.9683539426497179
2.4,1163.8131353656263,0.9682702687676524
2.41,1163.8230613979308,0.9681870087673912
2.42,1163.8329108970374,0.9681041589469106
2.43,1163.8426847652308,0.9680217156519934
2.44,1163.8523838905085,0.9679396752754228
2.45,1163.8620091468636,0.9678580342561944
2.46,1163.8715613945612,0.9677767890787419
2.47,1163.8810414804102,0.9676959362721813
2.48,1163.890450238025,0.9676154724095702
2.49,1163.899788488086,0.9675353941071825
2.5,1163.9090570385877,0.9674556980237943
2.51,1163.9182566850875,0.9673763808599896
2.52,1163.9273882109444,0.9672974393574775
2.53,1163.9364523875531,0.9672188702984216
2.54,1163.9454499745746,0.9671406705047864
2.55,1163.9543817201577,0.9670628368376927
2.56,1163.9632483611588,0.9669853661967891
2.57,1163.9720506233573,0.9669082555196357
2.58,1163.980789221661,0.9668315017810967
2.59,1163.9894648603135,0.9667551019927498
2.6,1163.998078233091,0.9666790532023016
2.61,1164.0066300234987,0.9666033524930205
2.62,1164.0151209049618,0.9665279969831764
2.63,1164.0235515410106,0.9664529838254912
2.64,1164.031922585464,0.9663783102066024
2.65,1164.0402346826074,0.9663039733465368
2.66,1164.0484884673658,0.9662299704981905
2.67,1164.0566845654764,0.9661562989468238
2.68,1164.0648235936535,0.9660829560095621
2.69,1164.072906159753,0.9660099390349095
2.7,1164.0809328629307,0.9659372454022668
2.71,1164.0889042937993,0.9658648725214639
2.72,1164.0968210345804,0.9657928178322981
2.73,1164.1046836592557,0.9657210788040804
2.74,1164.1124927337105,0.9656496529351924
2.75,1164.1202488158792,0.9655785377526495
2.76,1164.127952455885,0.9655077308116746
2.77,1164.135604196175,0.9654372296952753
2.78,1164.1432045716588,0.965367032013835
2.79,1164.1507541098345,0.965297135404705
2.8,1164.1582533309213,0.9652275375318083
2.81,1164.1657027479846,0.9651582360852502
2.82,1164.1731028670588,0.9650892287809351
2.83,1164.1804541872684,0.9650205133601883
2.84,1164.1877572009464,0.9649520875893892
2.85,1164.1950123937495,0.964883949259606
2.86,1164.2022202447745,0.9648160961862424
2.87,1164.2093812266637,0.9647485262086833
2.88,1164.2164958057206,0.9646812371899559
2.89,1164.2235644420118,0.964614227016388
2.9,1164.2305875894738,0.9645474935972781
2.91,1164.2375656960146,0.9644810348645696
2.92,1164.2444992036146,0.964414848772529
2.93,1164.2513885484243,0.9643489332974329
2.94,1164.2582341608622,0.9642832864372585
2.95,1164.2650364657077,0.9642179062113787
2.96,1164.2717958821934,0.9641527906602636
2.97,1164.2785128240987,0.9640879378451891
2.98,1164.285187699836,0.9640233458479457
2.99,1164.2918209125396,0.9639590127705572
