strain,StrRt0.0001,StrRt0.001,StrRt0.01,StrRt0.1,StrRt1,ref_StrRt0.0001,ref_StrRt0.001,ref_StrRt0.01,ref_StrRt0.1,ref_StrRt1
0.039,1023.7720032970616,1038.710007922255,1051.1624381770723,1055.7988240559332,1058.0924007420383,1.0,1.014591143904195,1.0267544285170915,1.0312831574371335,1.0335234772336495
0.04,1025.3850361627835,1040.1650469079295,1052.726065114828,1057.2681496084545,1059.0907695089047,1.0,1.0144141080900264,1.0266641583286222,1.0310937963021038,1.0328712943503209
0.041,1026.9506324969375,1041.5667280730424,1054.240136515905,1058.6960439527318,1060.0653920615523,1.0,1.0142325201558786,1.0265733358112996,1.0309123052766502,1.0322457170936243
0.042,1028.471279894081,1042.918233629275,1055.707329574001,1060.084641545846,1061.017392156617,1.0,1.0140470171774576,1.0264820712180949,1.0307382055967773,1.0316451347731246
0.043,1029.9492808555144,1044.2225083704527,1057.1301197563844,1061.435919433938,1061.947815161924,1.0,1.0138581848448716,1.026390463497671,1.0305710573944666,1.0310680680118833
0.044,1031.3867704432405,1045.482280439965,1058.5108001165,1062.7517122000315,1062.8576352022894,1.0,1.0136665607904463,1.0262986015048485,1.030410455762693,1.0305131553563793
0.045,1032.7857318962426,1046.7000799716816,1059.8514983808975,1064.0337251894916,1063.7477615078462,1.0,1.013472637785082,1.026206565068401,1.030256027294138,1.0299791415154003
0.046,1034.14801048337,1047.8782558619075,1061.154192108571,1065.2835462449548,1064.6190440694836,1.0,1.0132768667921335,1.0261144259346184,1.0301074270278119,1.0294648669989426
0.047,1035.4753258251312,1049.0189908931625,1062.4207221755237,1066.50265614706,1065.4722786903117,1.0,1.0130796598723768,1.0260222486025157,1.0299643357481303,1.028969258964502
0.048,1036.769282881924,1050.1243153998298,1063.65280479978,1067.6924379278737,1066.308211509019,1.0,1.0128813929370888,1.0259300910643565,1.0298264575894764,1.0284913231080546
0.049,1038.0313817772324,1051.1961196399996,1064.8520422906695,1068.8541851993937,1067.1275430600947,1.0,1.012682408348992,1.0258380054633,1.0296935179063555,1.0280301364618152
0.05,1039.263026600093,1052.236165016056,1066.0199326799293,1069.989109619024,1067.930931926739,1.0,1.012483017372805,1.0257460386783608,1.029565261375121,1.0275848409814325
0.051,1040.4655333107837,1053.2460942681996,1067.1578783700843,1071.098347596722,1068.7189980345834,1.0,1.0122835024786914,1.0256542328455274,1.0294414502981797,1.027154637822453
0.052,1041.640136856542,1054.2274407494235,1068.2671939169177,1072.1829663340352,1069.4923256278378,1.0,1.0120841195029864,1.0255626258227055,1.029321863085715,1.0267387822202665
0.053,1042.7879975896424,1055.1816368771165,1069.34911304706,1073.2439692730047,1070.2514659639482,1.0,1.0118850996713824,1.025471251605132,1.0292062928934356,1.0263365788998209
0.054,1043.9102070678437,1056.1100218449933,1070.4047949983424,1074.2823010225209,1070.9969397581622,1.0,1.0116866514902816,1.025380140697079,1.0290945463978047,1.0259473779515964
0.055,1045.0077933067778,1057.0138486692165,1071.435330259117,1075.2988518208913,1071.7292394053743,1.0,1.0114889625123724,1.025289320444887,1.0289864426927016,1.0255705711189391
0.056,1046.0817255448983,1057.894290634029,1072.4417457730165,1076.2944615858285,1072.448831003196,1.0,1.0112922009826504,1.0251988153357592,1.0288818122935783,1.0252055884491846
0.057,1047.1329185739664,1058.752447194862,1073.425009667237,1077.2699235966134,1073.1561561972371,1.0,1.011096517371185,1.0251086472661717,1.0287804962369904,1.0248518952672314
0.058,1048.1622366814838,1059.5893493904553,1074.386035555271,1078.2259878476343,1073.851633867048,1.0,1.0109020457988929,1.025018835783297,1.0286823452649214,1.0245089894355452
0.059,1049.1704972458128,1060.4059648099208,1075.3256864587938,1079.163364107741,1074.5356616689662,1.0,1.0107089053624767,1.0249293983024124,1.0285872190846603,1.0241763988691444
0.06,1050.158474019856,1061.203202155797,1076.2447783880789,1080.0827247157113,1075.2086174502217,1.0,1.0105172013645365,1.0248403503029102,1.0284949856961203,1.023853679278021
0.061,1051.1269001349217,1061.981915439834,1077.1440836156685,1080.984707138569,1075.8708605469892,1.0,1.0103270264546735,1.0247517055052129,1.0284055207794747,1.0235404121128395
0.062,1052.0764708527415,1062.7429078444625,1078.0243336740102,1081.8699163163976,1076.5227329776478,1.0,1.0101384616871771,1.0246634760306321,1.0283187071368562,1.0232362026926538
0.063,1053.007846090412,1063.486935279578,1078.8862221042582,1082.7389268145755,1077.1645605412525,1.0,1.0099515775006545,1.0245756725459616,1.0282344341825644,1.0229406784959192
0.064,1053.9216527402384,1064.2147096613023,1079.730406980388,1083.5922848020446,1077.796653830114,1.0,1.0097664346247195,1.0244883043943975,1.02815259747692,1.0226534875982476
0.065,1054.818486804044,1064.9269019367805,1080.5575132301012,1084.4305098721288,1078.4193091644438,1.0,1.0095830849185852,1.0244013797141942,1.02807309829941,1.0223742972422745
0.066,1055.6989153593534,1065.6241448767369,1081.3681347716515,1085.2540967206558,1079.0328094561469,1.0,1.009401572146169,1.0243149055463039,1.0279958432573002,1.0221027925266466
0.067,1056.5634783730102,1066.3070356554576,1082.162836483674,1086.063516694527,1079.637425008132,1.0,1.0092219326920626,1.0242288879321138,1.027920743926284,1.021838675202604
0.068,1057.4126903761262,1066.9761382359898,1082.9421560232856,1086.8592192225096,1080.2334142548275,1.0,1.0090441962224435,1.0241433320022653,1.027847716520131,1.021581662567889
0.069,1058.2470420128195,1067.631985576735,1083.7066055061375,1087.6416331387932,1080.8210244490306,1.0,1.0088683862948153,1.0240582420574436,1.027776681586621,1.02133148644883
0.07,1059.067001473918,1068.2750816740945,1084.4566730606875,1088.4111679087682,1081.4004922996878,1.0,1.0086945209201699,1.0239736216419115,1.0277075637273294,1.0210878922624234
0.071,1059.8730158256626,1068.9059034545303,1085.192824267714,1089.1682147655354,1081.9720445647686,1.0,1.0085226130809934,1.023889473610503,1.027640291339101,1.0208506381511093
0.072,1060.665512242459,1069.5249025281769,1085.915503495003,1089.9131477648,1082.535898602968,1.0,1.008352671208275,1.0238058001896944,1.0275747963752546,1.020619494183676
0.073,1061.444899151816,1070.132506815098,1086.6251351361348,1090.6463247650545,1083.0922628876351,1.0,1.0081846996205117,1.023722603033318,1.0275110141247774,1.0203942416164204
0.074,1062.2115672988298,1070.7291220542857,1087.3221247614597,1091.3680883392824,1083.6413374859846,1.0,1.00801869892748,1.0236398832734286,1.0274488830079271,1.0201746722092757
0.075,1062.9658907368605,1071.3151332046368,1088.0068601885366,1092.0787666238257,1084.1833145063792,1.0,1.007854666401373,1.023557641566765,1.02738834438684,1.019960587592148
0.076,1063.7082277504253,1071.8909057463486,1088.679712478654,1092.7786741095106,1084.7183785161972,1.0,1.007692596317722,1.0234758781372213,1.0273293423898437,1.0197517986771665
0.077,1064.438921715761,1072.4567868904503,1089.3410368654072,1093.4681123796702,1085.2467069325864,1.0,1.0075324802683516,1.0233945928146886,1.0272718237483438,1.0195481251129803
0.078,1065.1583019040063,1073.0131067035518,1089.9911736207644,1094.1473707992611,1085.7684703881855,1.0,1.0073743074484842,1.0233137850706027,1.027215737645227,1.0193493947776004
0.079,1065.8666842315188,1073.560179154284,1090.630448863555,1094.8167271588975,1086.283833073718,1.0,1.007218064919922,1.0232334540504855,1.0271610355738359,1.0191554433066081
