strain,StrRt0.0001,StrRt0.001,StrRt0.01,StrRt0.1,StrRt1,ref_StrRt0.0001,ref_StrRt0.001,ref_StrRt0.01,ref_StrRt0.1,ref_StrRt1
0.064,1053.9216527402384,1064.2147096613023,1079.730406980388,1083.5922848020446,1077.796653830114,1.8162226115849123,1.8339606309848937,1.8606988237453914,1.8673539956973428,1.8573663879921083
0.065,1054.818486804044,1064.9269019367805,1080.5575132301012,1084.4305098721288,1078.4193091644438,1.8177681252398297,1.8351879515463003,1.862124175496166,1.868798508505222,1.8584394095914778
0.066,1055.6989153593534,1065.6241448767369,1081.3681347716515,1085.2540967206558,1079.0328094561469,1.8192853672908689,1.8363895099259238,1.863521119158319,1.870217795273844,1.8594966543108626
0.067,1056.5634783730102,1066.3070356554576,1082.162836483674,1086.063516694527,1079.637425008132,1.8207752682625975,1.8375663352338873,1.864890628186896,1.8716126682750684,1.8605385879631184
0.068,1057.4126903761262,1066.9761382359898,1082.9421560232856,1086.8592192225096,1080.2334142548275,1.8222387148462011,1.8387193993474034,1.8662336291261143,1.872983902009246,1.8615656559081555
0.069,1058.2470420128195,1067.631985576735,1083.7066055061375,1087.6416331387932,1080.8210244490306,1.823676552568422,1.8398496207133959,1.867551004504597,1.8743322354861018,1.8625782842365846
0.07,1059.067001473918,1068.2750816740945,1084.4566730606875,1088.4111679087682,1081.4004922996878,1.8250895882622593,1.8409578678685896,1.868843595513851,1.8756583743371211,1.8635768808688047
0.071,1059.8730158256626,1068.9059034545303,1085.192824267714,1089.1682147655354,1081.9720445647686,1.8264785923567233,1.8420449627000972,1.8701122044889782,1.876962992774094,1.8645618365767012
0.072,1060.665512242459,1069.5249025281769,1085.915503495003,1089.9131477648,1082.535898602968,1.8278443010012353,1.843111683467418,1.8713575972087424,1.878246735407014,1.8655335259343955
0.073,1061.444899151816,1070.132506815098,1086.6251351361348,1090.6463247650545,1083.0922628876351,1.8291874180386989,1.8441587676049653,1.872580505030371,1.879510218933227,1.8664923082038964
0.074,1062.2115672988298,1070.7291220542857,1087.3221247614597,1091.3680883392824,1083.6413374859846,1.830508616839927,1.845186914322524,1.8737816268730279,1.8807540337085686,1.867438528160927
0.075,1062.9658907368605,1071.3151332046368,1088.0068601885366,1092.0787666238257,1084.1833145063792,1.8318085420108707,1.8461967870195517,1.8749616310625015,1.8819787452102197,1.8683725168657237
0.076,1063.7082277504253,1071.8909057463486,1088.679712478654,1092.7786741095106,1084.7183785161972,1.8330878109830446,1.8471890155278736,1.8761211570485086,1.8831848954000494,1.8692945923831494
0.077,1064.438921715761,1072.4567868904503,1089.3410368654072,1093.4681123796702,1085.2467069325864,1.8343470154965307,1.848164198196068,1.8772608170049112,1.8843730039964524,1.870205060456079
0.078,1065.1583019040063,1073.0131067035518,1089.9911736207644,1094.1473707992611,1085.7684703881855,1.8355867229841039,1.8491229038277441,1.8783811973222069,1.885543569661901,1.8711042151356452
0.079,1065.8666842315188,1073.560179154284,1090.630448863555,1094.8167271588975,1086.283833073718,1.836807477864251,1.8500656734848735,1.879482860000798,1.8866970711128095,1.8719923393716331
