PEEQ,C1,C2,R_squared
0.0,1.7986541866427955e-05,0.0022662754729405096,0.024633322784586964
0.00011,1.480524742807917e-05,0.0019344909566195929,0.07771261365584103
0.0002,1.4467054123197618e-05,0.001847044581073218,0.1399831295016204
0.0003,1.4446315974358017e-05,0.0017896266236608134,0.2394462700216612
0.0004,1.447230454267504e-05,0.0017497141160916006,0.36689088833824046
0.0005,1.4466081985424377e-05,0.001718795124077976,0.5074643009392912
0.0006,1.4413930216388698e-05,0.0016932486452169572,0.6411368744727148
0.0007,1.4320135942721481e-05,0.0016712668077329934,0.7525553318509942
0.0008,1.4193456602409815e-05,0.0016518433607754495,0.8361862116565062
0.0009,1.4042793297599647e-05,0.0016343698062319528,0.8943847857022116
0.001,1.3875851571249516e-05,0.0016184521753210106,0.9328832775181073
0.002,1.2151175402854235e-05,0.001508362946205842,0.9975917131472722
0.003,1.0939457480321527e-05,0.0014431487611057427,0.9957489307027639
0.004,1.0122450465329584e-05,0.0013982927653041282,0.9883542856355269
0.005,9.528146366301282e-06,0.0013647134753740264,0.9774869155354674
0.01,7.885211189525218e-06,0.0012697024198064255,0.9286028831317249
0.011,7.680460441649971e-06,0.0012579911247782242,0.9240588011539527
0.012,7.4976654665352834e-06,0.0012476198033211428,0.9212245304808495
0.013,7.332966651246221e-06,0.0012383517735684803,0.9198760496385044
0.014,7.183430124258851e-06,0.001230003554371962,0.9197811133735695
0.015,7.04677271831395e-06,0.001222430416987148,0.9207175393709914
0.016,6.921181548946907e-06,0.0012155165366420093,0.9224822539127043
0.017,6.80519204224309e-06,0.0012091680773162888,0.9248949832519202
0.018,6.697603234868308e-06,0.0012033082118644155,0.9277989342889659
0.019,6.597417542012384e-06,0.001197873457766846,0.9310598500343146
0.02,6.503797019183367e-06,0.0011928109305592016,0.9345642481318122
0.021,6.416030975731719e-06,0.001188076251947416,0.9382173090780124
0.022,6.333511535761485e-06,0.0011836319340034493,0.9419406795906482
0.023,6.255714934466938e-06,0.001179446116172978,0.9456703388166003
0.024,6.1821869393456725e-06,0.001175491567122639,0.9493546057233245
0.025,6.112531376596274e-06,0.001171744888849302,0.9529523252774034
0.026,6.046400934403654e-06,0.001168185876338094,0.9564312469056737
0.027,5.983489760921096e-06,0.0011647969989521194,0.9597665946616101
0.028,5.923527396346566e-06,0.0011615629772925168,0.9629398202896002
0.029,5.866273779021958e-06,0.0011584704359743597,0.9659375259621508
0.03,5.8115150905643675e-06,0.001155507617178897,0.9687505412196749
0.031,5.759060274875124e-06,0.0011526641431187509,0.9713731378882368
