PEEQ,C1,C2,R_squared
0.0,2.5499721257183306e-05,0.00149406910893106,0.060119902032286454
0.00011,1.0986391567452319e-05,0.0014724355677936947,0.08987834518472104
0.0002,5.5973701608077104e-06,0.0014320285802658407,0.08552740749804189
0.0003,2.7933997998489714e-06,0.0013930845501463768,0.047074616344805476
0.0004,1.3997935201376783e-06,0.001361792771601323,0.016929129043270152
0.0005,5.954358355628406e-07,0.0013366549104054022,0.0037312803659655946
0.0006,5.374990250410147e-08,0.00131606507867705,3.479180988019692e-05
0.0007,-3.60538605841686e-07,0.0012987737167651815,0.0017363141024158146
0.0008,-7.070034768370404e-07,0.0012838824325422393,0.00726279376844341
0.0009,-1.0138628448685781e-06,0.001270762281532699,0.016011461614437117
0.001,-1.295486307655832e-06,0.0012589765029436162,0.027684607953023854
0.002,-3.5107816525395e-06,0.001176503937365521,0.23266120812327162
0.003,-5.04308555627427e-06,0.0011238256043578085,0.4131973943241325
0.004,-6.098878730253121e-06,0.0010862453534160785,0.5229046994445652
0.005,-6.84064569835597e-06,0.001057871168497492,0.5920072206836158
0.01,-8.413095264851948e-06,0.000978704631797894,0.735927165038164
0.011,-8.524387921265187e-06,0.0009691669179708236,0.7492036906117322
0.012,-8.6023059835242e-06,0.000960770019399731,0.7601084813465246
0.013,-8.654059776949912e-06,0.0009533080081676706,0.7691109322198166
0.014,-8.685115752590471e-06,0.000946622483240498,0.7765514200909652
0.015,-8.699686383494342e-06,0.0009405894031865834,0.7826840894172102
0.016,-8.701063329797471e-06,0.0009351101191524481,0.7877034414863014
0.017,-8.691849540369864e-06,0.0009301051110510306,0.7917615120685618
0.018,-8.674124414546928e-06,0.0009255095135450131,0.7949793535016898
0.019,-8.649563662525473e-06,0.0009212698566005691,0.7974549428965598
0.02,-8.550621965988001e-06,0.0009178705203133058,0.7940050110491875
0.021,-8.553987650561628e-06,0.0009139265704710426,0.7981156785795054
0.022,-8.554661556979641e-06,0.000910219349063171,0.8017309279106843
0.023,-8.553105799261907e-06,0.0009067242201315899,0.8048924598168578
0.024,-8.549699200968915e-06,0.0009034200445110056,0.8076374922495843
0.025,-8.544753524547553e-06,0.0009002885719626237,0.8099993891140829
0.026,-8.538526267606477e-06,0.0008973139564047406,0.812008176575984
0.027,-8.531230728264045e-06,0.0008944823664205362,0.8136909727911148
0.028,-8.523044069276778e-06,0.0008917816693115846,0.8150723496025725
0.029,-8.514113782837028e-06,0.0008892011731170615,0.8161746397501067
0.03,-8.504562874408558e-06,0.0008867314146628597,0.8170181996882245
0.031,-8.494494113064182e-06,0.0008843639838985245,0.8176216357266608
0.032,-8.48399346383519e-06,0.000882091377855269,0.818001999489754
0.033,-8.473132911323845e-06,0.0008799068783082284,0.8181749574504759
0.034,-8.461972775803637e-06,0.0008778044488137172,0.8181549384103186
0.035,-8.450563634061858e-06,0.0008757786476617327,0.8179552620689668
0.036,-8.438947896445739e-06,0.0008738245539077168,0.817588251349017
0.037,-8.427161136642e-06,0.000871937704194792,0.8170653306856235
0.038,-8.415233171729896e-06,0.0008701140387600231,0.8163971121873507
0.039,-8.403188992748886e-06,0.0008683498548105965,0.8155934712820964
0.04,-8.391049530274726e-06,0.0008666417663720555,0.8146636132554645
0.041,-8.37883228776e-06,0.0008649866695303973,0.8136161318848885
0.042,-8.366551901564998e-06,0.0008633817120436086,0.8124590612142502
0.043,-8.354220583815113e-06,0.0008618242670402661,0.8111999213878843
0.044,-8.341848502927263e-06,0.0008603119099074368,0.8098457593160248
0.045,-8.329444119413867e-06,0.0008588423979891012,0.8084031848679916
0.046,-8.317014453051598e-06,0.0008574136527799007,0.8068784031810774
0.047,-8.304565316306313e-06,0.0008560237441655985,0.8052772435985698
