Tmp77.15K_StrRt0.0001_RD_E,Tmp77.15K_StrRt0.0001_RD_S
0,1068.820021
4.77303E-05,1076.404664
0.000112172,1083.665372
0.00018209,1090.704205
0.000253291,1097.675355
0.000327973,1104.393531
0.000405802,1111.013422
0.000482433,1117.697418
0.000562505,1124.130472
0.000649558,1130.26134
0.000747841,1135.795521
0.000843817,1141.383973
0.000942915,1146.875178
0.001042089,1152.362473
0.001136794,1158.019126
0.001241821,1163.195469
0.001347368,1168.344187
0.001456945,1173.209955
0.001573027,1177.798062
0.001691547,1182.256291
0.001806724,1186.82382
0.001924822,1191.304275
0.002044045,1195.724678
0.002165664,1199.948688
0.002292166,1203.98097
0.002423162,1207.773458
0.002549058,1211.768753
0.002679454,1215.592565
0.002812593,1219.269692
0.00294034,1223.16532
0.003072096,1226.915493
0.003208932,1230.394222
0.0033489,1233.636663
0.003492837,1236.735356
0.003635771,1239.886972
0.00377469,1243.183651
0.003914307,1246.511155
0.00405714,1249.460235
0.004201662,1252.52454
0.004351309,1255.314303
0.004500233,1258.073227
0.004650144,1260.847285
0.004802759,1263.475956
0.004951454,1266.244708
0.005100271,1269.074913
0.005252877,1271.701553
0.005405119,1274.278085
0.005563594,1276.588913
0.005720996,1278.956126
0.005879205,1281.210388
0.006037353,1283.535675
0.006192827,1286.003209
0.00635203,1288.20119
0.006510656,1290.497875
0.006675589,1292.455357
0.006840854,1294.32503
0.007005888,1296.274746
0.0071699,1298.278123
0.007329155,1300.466767
0.007492771,1302.48913
0.007658394,1304.402561
0.007825818,1306.149283
0.007996454,1307.790985
0.008164035,1309.595509
0.008332996,1311.255727
0.008502944,1312.930463
0.008669152,1314.804993
0.008836415,1316.552714
0.009004269,1318.336232
0.009180555,1319.66469
0.009353686,1321.092638
0.009525807,1322.642405
0.009698366,1324.167196
0.009866117,1325.880713
0.01004123,1327.265112
0.01021447,1328.749067
0.010387844,1330.155411
0.010566337,1331.353216
0.010745094,1332.53519
0.010918544,1333.933033
0.011092483,1335.371939
0.011265546,1336.856751
0.011438741,1338.263966
0.011617478,1339.439441
0.011799178,1340.453271
0.011973208,1341.810938
0.012152645,1342.943832
0.012332996,1344.025729
0.012506978,1345.38142
0.012682431,1346.725089
0.012860252,1347.939133
0.013040769,1348.936699
0.01322405,1349.851922
0.01340477,1350.904197
0.013582279,1352.059653
0.013759559,1353.295078
0.013941813,1354.259318
0.014119912,1355.37807
0.014301238,1356.389279
0.014485048,1357.26412
0.014666348,1358.20428
0.014846959,1359.249294
0.015028211,1360.257789
0.015203075,1361.54247
0.015381783,1362.685938
0.015566996,1363.474349
0.015750644,1364.276917
0.015931628,1365.291732
0.016117315,1366.049057
0.016299285,1366.937642
0.016478333,1368.052687
0.016658819,1369.087772
0.016837096,1370.172387
0.01702267,1370.927139
0.017209091,1371.634027
0.017392834,1372.415789
0.017574246,1373.391939
0.017756094,1374.342709
0.017937824,1375.228948
0.018121222,1376.091779
0.018306772,1376.835381
0.018492726,1377.485954
0.018677562,1378.264939
0.018863337,1378.990853
0.019044582,1379.893083
0.019223814,1380.972843
0.019405245,1381.930801
0.01958881,1382.701186
0.019776016,1383.339942
0.019961634,1384.063718
0.02014767,1384.693493
0.020332008,1385.483652
0.02051381,1386.410777
0.020697353,1387.171592
0.020878294,1388.142469
0.02106843,1388.607924
0.021254924,1389.201635
0.021441024,1389.88442
0.02162594,1390.63027
0.021805827,1391.5808
0.021988761,1392.431799
0.022173638,1393.174414
0.022360059,1393.761183
0.022548595,1394.299271
0.022734355,1394.987877
0.022920116,1395.605253
0.023104594,1396.360605
0.023286125,1397.276147
0.023467566,1398.125561
0.02365216,1398.869171
0.023843914,1399.21718
0.024030556,1399.77503
0.024216794,1400.422598
0.024401344,1401.161237
0.024580669,1402.11636
0.024768025,1402.696875
0.024952007,1403.461388
0.025138529,1404.014703
0.025326954,1404.53064
0.025515103,1405.05985
0.025699563,1405.721153
0.025883309,1406.489501
0.026065992,1407.314734
0.02625021,1407.98394
0.026438576,1408.491785
0.026628668,1408.902298
0.026811235,1409.657143
0.026996818,1410.313002
0.027183832,1410.887879
0.027365424,1411.691159
0.027548175,1412.498109
0.027734502,1413.105425
0.027922805,1413.531979
0.028111503,1414.004243
0.028299926,1414.489799
0.028483504,1415.172159
0.028667342,1415.907875
0.028854639,1416.450112
0.029038429,1417.115223
0.029224623,1417.714772
0.02941262,1418.212474
0.029599922,1418.677166
0.02978569,1419.294658
0.029972408,1419.8575
0.030153529,1420.65967
0.030337652,1421.362943
0.030526263,1421.815037
0.030713685,1422.261579
0.030897687,1422.965963
0.031084968,1423.486204
0.031271922,1423.952994
0.031455167,1424.693893
0.031640486,1425.31757
0.031822761,1426.039095
0.032011147,1426.488271
0.032201875,1426.805046
0.032389976,1427.196438
0.032573777,1427.895197
0.032758571,1428.536731
0.032942197,1429.17185
0.033126967,1429.811007
0.033314446,1430.297149
0.033501309,1430.746056
0.033688721,1431.232047
0.033876863,1431.675388
0.03406246,1432.189125
0.034245227,1432.928776
0.034428418,1433.642931
0.034615228,1434.083261
0.034804379,1434.460435
0.034990429,1435.009076
0.035176973,1435.45841
0.035363204,1435.993113
0.035545434,1436.749822
0.035729378,1437.33893
0.035912714,1438.030103
0.036102131,1438.378708
0.036292629,1438.594919
0.036482383,1438.920595
0.036668627,1439.441076
0.036850532,1440.133079
0.03703372,1440.821154
0.037218847,1441.398604
0.037404432,1441.878583
0.037592099,1442.309608
0.037779117,1442.775076
0.037966406,1443.153549
0.038152378,1443.673871
0.038334869,1444.387964
0.038516406,1445.083924
0.038702529,1445.590111
0.038895024,1445.735938
0.03908356,1446.032462
0.039270159,1446.505913
0.039454846,1447.085025
0.039633918,1447.908557
0.039820715,1448.365145
0.040004518,1448.988448
0.040192121,1449.325739
0.040382005,1449.602459
0.040571338,1449.9081
0.040755915,1450.410056
0.040940018,1451.006841
0.041122812,1451.67563
0.041306297,1452.233516
0.041494074,1452.617209
0.04168358,1452.901198
0.041867047,1453.454374
0.042052904,1453.940565
0.042239822,1454.364872
0.04242145,1455.016291
0.042604668,1455.646002
0.04279086,1456.105531
0.042979998,1456.326361
0.043169497,1456.594758
0.043355727,1457.046158
0.043539625,1457.557695
0.043721389,1458.258296
0.043908429,1458.658007
0.044092308,1459.164869
0.04427946,1459.554363
0.044468506,1459.834364
0.044655831,1460.139882
0.044840388,1460.670574
0.045026708,1461.099313
0.045207115,1461.791698
0.0453915,1462.326414
0.045579243,1462.668497
0.045765969,1462.99621
0.045950401,1463.522451
0.046136787,1463.935649
0.046322678,1464.304887
0.046505384,1464.923521
0.046690857,1465.382787
0.046873504,1465.930885
0.047061323,1466.252714
0.047251047,1466.463989
0.047436813,1466.828522
0.047619664,1467.42739
0.047803255,1467.982208
0.047986772,1468.469089
0.048170964,1468.985829
0.048357701,1469.355446
0.048541175,1469.83902
0.048729946,1470.088546
0.048918045,1470.374392
0.049102448,1470.799045
0.049284586,1471.421378
0.049468132,1471.961374
0.049654293,1472.279774
0.049841798,1472.589575
0.050026907,1473.034384
0.050212482,1473.380294
0.050397308,1473.837374
0.050580568,1474.382073
0.050764432,1474.820057
0.050946798,1475.412163
0.051136472,1475.583756
0.051324502,1475.777152
0.051511766,1476.082723
0.051696493,1476.531648
0.051877948,1477.095994
0.052061933,1477.583602
0.052245628,1478.085976
0.052431039,1478.417575
0.052618292,1478.711796
0.052804197,1479.081372
0.052990005,1479.384159
0.053173595,1479.882757
0.053352144,1480.669134
0.053532022,1481.306969
0.053714675,1481.853776
0.053904177,1482.004738
0.054091784,1482.192273
0.054279887,1482.419546
0.054466453,1482.733237
0.054647097,1483.315487
0.054833538,1483.632389
0.055017527,1484.088541
0.055203858,1484.337377
0.055392176,1484.54002
0.05557983,1484.7789
0.05576268,1485.222332
0.055944341,1485.802897
0.056126671,1486.343002
0.056308855,1486.819087
0.056496435,1487.052241
0.056685083,1487.221656
0.056868542,1487.618223
0.057054353,1487.94743
0.057240385,1488.26179
0.05742069,1488.834795
0.057602796,1489.372304
0.057786609,1489.809142
0.057972741,1490.03933
0.058160077,1490.268348
0.058344741,1490.649948
0.058527037,1491.096161
0.058709892,1491.578609
0.058895105,1491.9225
0.05907844,1492.302705
0.059263451,1492.654309
0.059452341,1492.778984
0.05963824,1493.004454
0.05982025,1493.524126
0.060003942,1493.944256
0.060183811,1494.513758
0.060366809,1494.970361
0.060552477,1495.269883
0.060739631,1495.410451
0.060923312,1495.821348
0.061108499,1496.142746
0.061293259,1496.41633
0.06147458,1496.958554
0.061657729,1497.392557
0.061838984,1497.864172
0.062025084,1498.122504
0.062213919,1498.219519
0.062398253,1498.505908
0.062580457,1498.985033
0.062762524,1499.470234
0.062945743,1499.815675
0.063129027,1500.226015
0.063314845,1500.486607
0.063499553,1500.73919
0.063685327,1500.99829
0.063868624,1501.399887
0.064052494,1501.695376
0.064231875,1502.32174
0.064414111,1502.779496
0.064599557,1502.976999
0.06478598,1503.186069
0.064969597,1503.557087
0.065154922,1503.755588
0.065338831,1504.105529
0.065519425,1504.647443
0.0657009,1505.065172
0.065881907,1505.579164
0.066067623,1505.815412
0.066255294,1505.864423
0.066441469,1506.069637
0.066624461,1506.459376
0.066804991,1506.920632
0.066986322,1507.403834
0.067169267,1507.790449
0.067354889,1507.947257
0.067540473,1508.174998
0.06772459,1508.486846
0.067907856,1508.775751
0.068090368,1509.17781
0.068270097,1509.741379
0.0684501,1510.216112
0.068633557,1510.556814
0.06882183,1510.612354
0.069006049,1510.833329
0.069191477,1511.051937
0.069373697,1511.457289
0.069552613,1511.984306
0.069736357,1512.296038
0.06991785,1512.738338
0.070102452,1512.924645
0.07028945,1513.038648
0.070475548,1513.20363
0.070657265,1513.553796
0.070837907,1514.03635
0.071018641,1514.511546
0.071200669,1514.837521
0.071385504,1515.066838
0.071571773,1515.209446
0.071752468,1515.6081
0.07193609,1515.902948
0.072119895,1516.184939
0.072299172,1516.661509
0.072478521,1517.202891
0.072661762,1517.512303
0.072848175,1517.561125
0.073033831,1517.723577
0.073218192,1517.960581
0.073398373,1518.371933
0.073577665,1518.904992
0.073761546,1519.164397
0.073942284,1519.536913
0.07412531,1519.842977
0.074311374,1519.966981
0.074496194,1520.091588
0.074679013,1520.403794
0.074860745,1520.778477
0.075040057,1521.223691
0.075221581,1521.606775
0.07540723,1521.743097
0.07559124,1521.903498
0.075772095,1522.320325
0.075954398,1522.649163
0.076137143,1522.878674
