Tmp298.15K_StrRt0.0001_RD_E,Tmp298.15K_StrRt0.0001_RD_S,Tmp298.15K_StrRt0.0001_RD_U,Tmp298.15K_StrRt0.0001_RD_L,Tmp298.15K_StrRt0.0001_DD_E,Tmp298.15K_StrRt0.0001_DD_S,Tmp298.15K_StrRt0.0001_DD_U,Tmp298.15K_StrRt0.0001_DD_L,Tmp298.15K_StrRt0.0001_TD_E,Tmp298.15K_StrRt0.0001_TD_S,Tmp298.15K_StrRt0.0001_TD_U,Tmp298.15K_StrRt0.0001_TD_L,Tmp298.15K_StrRt0.001_RD_E,Tmp298.15K_StrRt0.001_RD_S,Tmp298.15K_StrRt0.001_RD_U,Tmp298.15K_StrRt0.001_RD_L,Tmp298.15K_StrRt0.001_DD_E,Tmp298.15K_StrRt0.001_DD_S,Tmp298.15K_StrRt0.001_DD_U,Tmp298.15K_StrRt0.001_DD_L,Tmp298.15K_StrRt0.001_TD_E,Tmp298.15K_StrRt0.001_TD_S,Tmp298.15K_StrRt0.001_TD_U,Tmp298.15K_StrRt0.001_TD_L,Tmp298.15K_StrRt0.01_RD_E,Tmp298.15K_StrRt0.01_RD_S,Tmp298.15K_StrRt0.01_RD_U,Tmp298.15K_StrRt0.01_RD_L,Tmp298.15K_StrRt0.01_DD_E,Tmp298.15K_StrRt0.01_DD_S,Tmp298.15K_StrRt0.01_DD_U,Tmp298.15K_StrRt0.01_DD_L,Tmp298.15K_StrRt0.01_TD_E,Tmp298.15K_StrRt0.01_TD_S,Tmp298.15K_StrRt0.01_TD_U,Tmp298.15K_StrRt0.01_TD_L,Tmp298.15K_StrRt0.1_RD_E,Tmp298.15K_StrRt0.1_RD_S,Tmp298.15K_StrRt0.1_RD_U,Tmp298.15K_StrRt0.1_RD_L,Tmp298.15K_StrRt0.1_DD_E,Tmp298.15K_StrRt0.1_DD_S,Tmp298.15K_StrRt0.1_DD_U,Tmp298.15K_StrRt0.1_DD_L,Tmp298.15K_StrRt0.1_TD_E,Tmp298.15K_StrRt0.1_TD_S,Tmp298.15K_StrRt0.1_TD_U,Tmp298.15K_StrRt0.1_TD_L,Tmp298.15K_StrRt1_RD_E,Tmp298.15K_StrRt1_RD_S
0.0066,888.3414667,3.502233333,2.913566667,0.0066,880.3640667,0.797233333,1.762766667,0.0066,896.2401,8.7847,2.7589,0.0066,900.9176058,4.239169092,7.075784469,0.0066,892.4675764,6.33540482,4.314286684,0.0066,904.548759,7.65235044,5.083135429,0.0165,991.2037116,5.987932014,4.39267632,0.0165,980.3110301,4.680207929,2.51292149,0.0165,1011.826059,4.703879114,2.57158653,0.033,1045.418756,5.275070364,3.429413882,0.033,1046.043655,1.230679661,2.369646522,0.033,1076.54374,1.579679235,1.738520257,0.0198,1030.2703
0.0068,890.9213667,3.451633333,2.929266667,0.0068,883.2479,0.8227,1.5817,0.0068,899.5624,8.6632,2.8058,0.0068,903.4392819,3.973126305,7.197853011,0.0068,895.3545525,6.144489349,4.186779766,0.0068,907.9727142,7.349798313,5.128121159,0.017,993.551634,6.002016069,4.340281791,0.017,982.5247311,4.76121142,2.544517698,0.017,1014.142687,4.608026942,2.469057778,0.034,1047.300161,5.220294019,3.424632692,0.034,1047.619762,1.205331402,2.324437948,0.034,1078.092533,1.600386977,1.772787117,0.0207,1032.4373
0.007,893.4977667,3.455433333,2.947266667,0.007,886.0291,0.8422,1.5718,0.007,902.7118333,8.528366667,2.798533333,0.007,905.9052487,3.738051174,7.036478721,0.007,898.2134253,6.01540967,4.082757263,0.007,911.3895107,7.115025627,5.208818139,0.0175,995.8144966,6.091770773,4.35239793,0.0175,984.656161,4.762137202,2.58713846,0.0175,1016.354251,4.475303345,2.364811862,0.035,1049.147872,5.165070133,3.408598471,0.035,1049.141419,1.178127295,2.280007712,0.035,1079.57997,1.597718771,1.795234389,0.0215,1034.4535
0.0072,895.82,3.6017,2.9697,0.0072,888.8092667,0.838533333,1.555166667,0.0072,905.7301667,8.171833333,2.724666667,0.0072,909.0264193,3.574015936,6.881751214,0.0072,900.9925518,6.004276621,4.112721643,0.0072,914.6916936,7.068347928,5.380802976,0.018,998.0047012,6.099763716,4.368362115,0.018,986.6972931,4.75536692,2.484393305,0.018,1018.507922,4.355979993,2.243973354,0.036,1050.94783,5.123064742,3.399134606,0.036,1050.622693,1.157389051,2.241166827,0.036,1081.017043,1.592111565,1.814584678,0.0224,1036.331
0.0074,898.1611,3.6507,3.1426,0.0074,891.3691,0.9015,1.4983,0.0074,908.6558333,8.082866667,2.789533333,0.0074,911.00142,3.700501219,6.912944009,0.0074,903.6606884,6.001784536,4.161856408,0.0074,917.9355508,7.145500522,5.495031374,0.0185,1000.082366,6.083570259,4.359520543,0.0185,988.6897831,4.730734727,2.451088885,0.0185,1020.576608,4.25313428,2.133452278,0.037,1052.688814,5.07295683,3.380842898,0.037,1052.056864,1.132571713,2.206718395,0.037,1082.408228,1.59106361,1.832224567,0.0233,1038.0807
0.0076,900.4830667,3.724833333,3.174366667,0.0076,893.8913,0.9301,1.429,0.0076,911.5259,8.1041,2.7872,0.0076,913.5453034,3.858702975,6.434961826,0.0076,906.2542336,5.997985133,4.08404058,0.0076,921.0242985,6.940110861,5.523093667,0.019,1002.117185,6.108138803,4.319153416,0.019,990.6103521,4.723127546,2.46891499,0.019,1022.555025,4.176049577,2.046847761,0.038,1054.373659,5.030133792,3.362874454,0.038,1053.448585,1.112672518,2.172474419,0.038,1083.764128,1.602522181,1.860401246,0.0242,1039.7132
0.0078,902.9626333,3.479366667,3.302933333,0.0078,896.4044667,0.860433333,1.265066667,0.0078,914.2606333,7.972466667,2.774133333,0.0078,915.6174569,3.67655301,7.209353118,0.0078,908.7390697,5.882015289,4.150732234,0.0078,923.8996331,6.733817076,5.551089626,0.0195,1004.077699,6.153766878,4.362904759,0.0195,992.4291723,4.779831952,2.5266482,0.0195,1024.459012,4.082723043,1.968296998,0.039,1056.027914,4.967984854,3.312470364,0.039,1054.799303,1.094655598,2.147259474,0.039,1085.079801,1.628560371,1.89143828,0.0251,1041.2382
0.008,905.0175667,3.508833333,3.171866667,0.008,898.7708333,0.863066667,1.234433333,0.008,916.9095333,8.036566667,2.820733333,0.008,918.1936969,4.027702973,7.076224349,0.008,911.0723716,5.784336052,4.064296785,0.008,926.6859971,6.637538492,5.600834082,0.02,1005.963781,6.213446598,4.435666334,0.02,994.207199,4.756503093,2.508707058,0.02,1026.28499,3.971359183,1.873137262,0.04,1057.630611,4.90645638,3.274345658,0.04,1056.105573,1.052774685,2.112385973,0.04,1086.35077,1.641374896,1.916685137,0.026,1042.6647
0.0082,907.099,3.7315,3.2261,0.0082,901.1118333,0.905766667,1.113833333,0.0082,919.4821333,7.827766667,2.909933333,0.0082,920.1577507,4.15884171,7.15660647,0.0082,913.4269198,5.68137277,4.002197316,0.0082,929.4044983,6.46108604,5.576158191,0.0205,1007.797849,6.23257888,4.458396301,0.0205,995.9257849,4.725492923,2.457531767,0.0205,1028.090162,3.850128302,1.768851248,0.041,1059.186191,4.85643022,3.244839693,0.041,1057.365027,1.007835667,2.06629077,0.041,1087.571172,1.633548297,1.932375723,0.0269,1044.0016
0.0084,909.1656333,3.678266667,3.161733333,0.0084,903.3743667,0.992033333,1.115766667,0.0084,922.0774,7.6052,2.8278,0.0084,921.9293709,3.887945686,7.137115515,0.0084,915.7164506,5.558788612,4.026643215,0.0084,932.0412014,6.338126377,5.575041745,0.021,1009.59524,6.272359249,4.496219278,0.021,997.6017701,4.738548786,2.479633109,0.021,1029.822253,3.779835815,1.692176068,0.042,1060.706007,4.802668488,3.21206181,0.042,1058.575154,0.97774116,2.023025133,0.042,1088.755625,1.62789796,1.956954047,0.0278,1045.259
0.0086,911.1735,3.6975,3.0496,0.0086,905.5909667,0.966933333,1.043566667,0.0086,924.4963667,7.492633333,2.840166667,0.0086,924.5763956,3.764271593,7.020112907,0.0086,917.8931518,5.563000156,4.057047672,0.0086,934.6647584,6.28119043,5.553634461,0.0215,1011.361005,6.320147497,4.491343559,0.0215,999.2172883,4.741260415,2.533010879,0.0215,1031.478363,3.750685305,1.647997231,0.043,1062.182552,4.746052019,3.176800185,0.043,1059.76133,0.989791814,1.994439968,,,,,0.0287,1046.4489
0.0088,913.1359333,3.737966667,3.102533333,0.0088,907.6180667,1.086333333,1.032766667,0.0088,926.8454333,7.445266667,2.876833333,0.0088,926.0715525,3.889143431,7.155491662,0.0088,920.0622926,5.530444055,4.035502715,0.0088,937.124672,6.277193786,5.598525442,0.022,1013.095229,6.344644046,4.524215702,0.022,1000.753467,4.757891168,2.528157769,0.022,1033.089129,3.643061566,1.589283871,0.044,1063.624712,4.693780226,3.144267963,0.044,1060.949093,1.073170464,2.00778222,,,,,0.0296,1047.5853
0.009,915.0535667,3.755333333,3.037366667,0.009,909.6295333,1.067466667,0.969233333,0.009,929.1632333,7.358866667,2.859833333,0.009,928.2858618,3.713038195,6.531733633,0.009,922.1351881,5.384000297,3.941975917,0.009,939.512877,6.106647724,5.589163429,0.0225,1014.711309,6.373113773,4.57960258,0.0225,1002.263818,4.758628257,2.506459587,0.0225,1034.653538,3.514284117,1.514593227,0.045,1065.026899,4.62905589,3.105156442,,,,,,,,,0.0306,1048.683
0.0092,916.9255667,3.667433333,3.013766667,0.0092,911.5704667,1.202233333,0.967566667,0.0092,931.3877333,7.344966667,2.916933333,0.0092,929.7997174,3.76687491,6.874109819,0.0092,924.108458,5.251197826,3.879549007,0.0092,941.8348556,6.015835999,5.534537028,0.023,1016.261042,6.410283748,4.588641185,0.023,1003.733479,4.771796889,2.539920119,0.023,1036.147408,3.467463595,1.442433318,0.046,1066.391153,4.573500375,3.065147318,,,,,,,,,0.0315,1049.7563
0.0094,918.7883,3.7026,3.162,0.0094,913.5104333,1.112966667,0.813433333,0.0094,933.5425,7.2917,2.9448,0.0094,932.0992557,3.882847111,6.758654646,0.0094,926.050313,5.226969172,3.780546224,0.0094,944.1304009,5.880633149,5.482502133,0.0235,1017.862474,6.431779948,4.582052561,0.0235,1005.152249,4.807607265,2.581535521,0.0235,1037.606919,3.416668415,1.403044534,0.047,1067.724542,4.511158543,3.017716723,,,,,,,,,0.0325,1050.8162
0.0096,920.6021333,3.746466667,3.205733333,0.0096,915.4244667,1.131333333,0.758366667,0.0096,935.6392,7.0308,2.9026,0.0096,933.6295597,3.696956148,6.772666776,0.0096,927.9822734,5.138450633,3.919784303,0.0096,946.330821,5.716004825,5.414593784,0.024,1019.403506,6.468872026,4.60966533,0.024,1006.527056,4.810966652,2.578600338,0.024,1039.020597,3.321067928,1.307423069,0.048,1069.018685,4.445263109,2.963978509,,,,,,,,,0.0334,1051.8707
0.0098,922.2459667,3.740833333,3.139266667,0.0098,917.2623333,1.145766667,0.704833333,0.0098,937.7050667,6.894033333,2.938066667,0.0098,935.6414371,3.214553327,6.277719373,0.0098,929.8854088,5.099552634,3.921401933,0.0098,948.4931582,5.676638907,5.359935509,0.0245,1020.814862,6.483169009,4.649853065,0.0245,1007.861508,4.791847689,2.565022323,0.0245,1040.400378,3.206542736,1.220236688,,,,,,,,,,,,,0.0344,1052.9266
0.01,923.9901333,3.756666667,3.136833333,0.01,919.088,1.0773,0.5951,0.01,939.6381667,6.789133333,2.910966667,0.01,937.4241597,3.920039919,6.635060547,0.01,931.6773507,5.149338158,4.016318995,0.01,950.6024849,5.667715416,5.306387433,0.025,1022.184201,6.477654374,4.634153295,0.025,1009.183355,4.797105051,2.538380068,0.025,1041.751286,3.180639951,1.168813633,,,,,,,,,,,,,0.0354,1053.9899
0.0102,925.6552667,3.793633333,3.196066667,0.0102,920.7984333,1.230866667,0.638133333,0.0102,941.5573333,6.656866667,2.792733333,0.0102,938.9994426,3.806446469,6.933574175,0.0102,933.3918434,4.994921618,4.030053268,0.0102,952.5588951,5.479082896,5.300844939,0.0255,1023.585697,6.502451848,4.583566089,0.0255,1010.466307,4.813533075,2.572633758,0.0255,1043.027316,3.134955106,1.124079297,,,,,,,,,,,,,0.0363,1055.0639
0.0104,927.2863667,3.813733333,3.072566667,0.0104,922.5436,1.2621,0.7292,0.0104,943.4819333,6.648766667,2.810933333,0.0104,940.5464358,3.469840084,6.661703379,0.0104,935.1390797,4.907266999,3.912312811,0.0104,954.4666848,5.37131881,5.252926534,0.026,1024.990334,6.503957105,4.544323015,0.026,1011.693551,4.813244093,2.597889892,0.026,1044.259917,3.049570911,1.080411578,,,,,,,,,,,,,0.0373,1056.1483
0.0106,928.8569,3.8841,3.1926,0.0106,924.1978667,1.267133333,0.746366667,0.0106,945.2433,6.5036,2.8305,0.0106,942.4422847,3.971303247,6.80726226,0.0106,936.7646553,4.790201063,3.846032171,0.0106,956.4402269,5.305482797,5.387716796,0.0265,1026.312504,6.508157573,4.54478333,0.0265,1012.888,4.805174195,2.578001956,0.0265,1045.495892,2.972778153,1.019293889,,,,,,,,,,,,,0.0383,1057.2388
0.0108,930.4493,3.8961,3.2835,0.0108,925.7565333,1.313066667,0.845833333,0.0108,947.0568333,6.339466667,2.747333333,0.0108,943.825028,3.744027401,6.804093095,0.0108,938.3849996,4.707047357,3.818390495,0.0108,958.1841982,5.226034546,5.561930089,0.027,1027.566166,6.51132066,4.539554195,0.027,1014.078599,4.768225147,2.554600179,0.027,1046.67517,2.927515011,0.980369316,,,,,,,,,,,,,0.0393,1058.3282
0.011,931.9957667,3.902533333,3.235966667,0.011,927.3903,1.2112,0.8572,0.011,948.8181333,6.330966667,2.778933333,0.011,945.4230081,3.923491857,6.79945612,0.011,939.9877573,4.715016554,3.884263419,0.011,960.1254758,5.163855759,5.33869585,0.0275,1028.794689,6.544017514,4.531179068,0.0275,1015.220156,4.784601262,2.577310811,0.0275,1047.819587,2.911127879,0.975371243,,,,,,,,,,,,,0.0403,1059.4063
0.0112,933.4548333,3.937866667,3.274833333,0.0112,928.9727333,1.267166667,0.890533333,0.0112,950.4676667,6.195933333,2.779466667,0.0112,946.7431609,3.821342914,6.730030735,0.0112,941.5772908,4.637159613,3.833693063,0.0112,961.934917,5.084530808,5.367050914,0.028,1030.034943,6.583007829,4.554465067,0.028,1016.329684,4.807551586,2.608951187,0.028,1048.924911,2.871794511,0.93936794,,,,,,,,,,,,,,
0.0114,934.9568667,3.949633333,3.336066667,0.0114,930.4816667,1.301933333,0.921666667,0.0114,952.2096,6.1751,2.7914,0.0114,948.3836123,3.420668024,6.768582139,0.0114,943.0993005,4.656303376,3.844784517,0.0114,963.6667432,5.043993379,5.270075012,0.0285,1031.252791,6.602442182,4.58600084,0.0285,1017.398199,4.807457579,2.593680991,0.0285,1050.012592,2.799735208,0.884954633,,,,,,,,,,,,,,
0.0116,936.3952333,3.877066667,3.221733333,0.0116,931.9666,1.2543,0.9554,0.0116,953.7977333,6.157766667,2.792633333,0.0116,949.8574458,3.716073149,6.76743833,0.0116,944.6036563,4.647595668,3.811889477,0.0116,965.3462973,4.92113149,5.228390549,0.029,1032.392342,6.603033638,4.614291481,0.029,1018.449404,4.778208287,2.569434562,0.029,1051.093039,2.729761308,0.810964262,,,,,,,,,,,,,,
0.0118,937.8098667,3.805533333,3.207166667,0.0118,933.4007667,1.346533333,1.075766667,0.0118,955.4321667,6.027933333,2.744566667,0.0118,951.3736812,3.849164177,6.998577367,0.0118,946.016337,4.487738591,3.704418083,0.0118,966.9251559,4.796094222,5.303515577,0.0295,1033.498187,6.608220932,4.616774282,0.0295,1019.481232,4.759125209,2.575157981,0.0295,1052.137595,2.68760972,0.791971312,,,,,,,,,,,,,,
0.012,939.2146333,3.861866667,3.127133333,0.012,934.8525333,1.251766667,1.044133333,0.012,956.9825,5.9753,2.747,0.012,952.6948287,3.871171336,6.965613048,0.012,947.4155455,4.421772184,3.697601239,0.012,968.4800009,4.733284131,5.329658632,0.03,1034.635562,6.63787686,4.600914361,0.03,1020.48197,4.813070925,2.60312658,0.03,1053.148624,2.67258993,0.774771992,,,,,,,,,,,,,,
0.0122,940.5977667,3.852833333,3.133366667,0.0122,936.2318667,1.258233333,1.057166667,0.0122,958.5127,5.8005,2.7574,0.0122,954.1342219,3.80607971,6.851630712,0.0122,948.7564503,4.379708129,3.652980592,0.0122,969.9997982,4.722559006,5.406155388,0.0305,1035.745082,6.639363655,4.599420427,0.0305,1021.470301,4.856164531,2.628046778,0.0305,1054.118475,2.603628788,0.724190895,,,,,,,,,,,,,,
0.0124,941.8943333,3.875366667,3.254733333,0.0124,937.5857667,1.300733333,1.194466667,0.0124,959.9729,5.7861,2.6384,0.0124,955.6096251,3.574112027,6.528701962,0.0124,950.1196926,4.291976945,3.610356398,0.0124,971.5514585,4.630088108,5.285162471,0.031,1036.794655,6.638072197,4.6277179,0.031,1022.426135,4.834477583,2.620121762,0.031,1055.077026,2.492422854,0.664497872,,,,,,,,,,,,,,
0.0126,943.2156,3.9214,3.2246,0.0126,938.9574667,1.256933333,1.149166667,0.0126,961.4305333,5.775066667,2.672633333,0.0126,956.8463373,3.537938373,6.638701301,0.0126,951.4423801,4.256063885,3.557802521,0.0126,973.0427808,4.648947914,5.301114153,0.0315,1037.789918,6.640475924,4.626521585,0.0315,1023.382285,4.805165525,2.612728618,0.0315,1056.033102,2.458549664,0.638563179,,,,,,,,,,,,,,
0.0128,944.5377,3.9374,3.2732,0.0128,940.2197,1.3342,1.224,0.0128,962.8151,5.793,2.6937,0.0128,958.1766045,3.622435794,6.595003043,0.0128,952.6997917,4.234874685,3.556491416,0.0128,974.4865745,4.634852279,5.320200833,0.032,1038.762303,6.654227435,4.625023981,0.032,1024.313374,4.788845155,2.615894797,0.032,1056.937559,2.446552175,0.613518851,,,,,,,,,,,,,,
0.013,945.8291333,3.827366667,3.244933333,0.013,941.461,1.3226,1.2167,0.013,964.2159667,5.763333333,2.632566667,0.013,959.2639313,3.780968556,6.678750259,0.013,953.9788612,4.233020357,3.47908807,0.013,975.9056334,4.503965267,5.249974547,0.0325,1039.773835,6.677088184,4.626557325,0.0325,1025.207776,4.805717273,2.629091187,0.0325,1057.796927,2.41795799,0.57006738,,,,,,,,,,,,,,
0.0132,947.0266667,3.880033333,3.159466667,0.0132,942.7035667,1.385033333,1.286666667,0.0132,965.5117,5.658,2.6565,0.0132,960.8382989,3.634878199,7.007017031,0.0132,955.219522,4.172206873,3.519457921,0.0132,977.2683663,4.40820163,5.280642528,0.033,1040.768632,6.68502001,4.63538865,0.033,1026.077009,4.810880104,2.652945909,0.033,1058.656141,2.365673827,0.534036029,,,,,,,,,,,,,,
0.0134,948.2596667,3.803433333,3.194766667,0.0134,944.0013333,1.352466667,1.324733333,0.0134,966.9019333,5.611766667,2.623133333,0.0134,962.0437531,3.762670327,6.816480589,0.0134,956.3977889,4.117832974,3.453586732,0.0134,978.5776211,4.297486847,5.265890618,0.0335,1041.751807,6.68652339,4.643354853,0.0335,1026.93076,4.80629346,2.650762398,0.0335,1059.518695,2.286639366,0.501399911,,,,,,,,,,,,,,
0.0136,949.375,3.862,3.1184,0.0136,945.2071,1.3009,1.3403,0.0136,968.1715667,5.504933333,2.610066667,0.0136,962.9988843,3.77759356,6.618996538,0.0136,957.5991384,4.154661951,3.574629152,0.0136,979.8957196,4.272354954,5.246014573,0.034,1042.69587,6.714008076,4.62473832,0.034,1027.776737,4.782678414,2.618404661,0.034,1060.382094,2.264495108,0.491363445,,,,,,,,,,,,,,
0.0138,950.5761667,3.911333333,3.198566667,0.0138,946.3678,1.4204,1.4582,0.0138,969.4556,5.4402,2.5584,0.0138,964.2047975,3.968388235,6.66373984,0.0138,958.7765968,4.045175221,3.480429592,0.0138,981.1711624,4.181725915,5.164441655,0.0345,1043.621702,6.699750717,4.598174731,0.0345,1028.602325,4.757615637,2.618929163,0.0345,1061.177098,2.257556676,0.47971289,,,,,,,,,,,,,,
0.014,951.6750333,3.918466667,3.253533333,0.014,947.5584,1.3404,1.4387,0.014,970.6995333,5.404566667,2.564533333,0.014,965.6942738,3.422326645,6.728938557,0.014,959.9081966,4.034230468,3.428244688,0.014,982.4249573,4.194511446,5.154722451,0.035,1044.536191,6.688371779,4.580180762,0.035,1029.39372,4.79506373,2.661521964,0.035,1061.95221,2.215658836,0.441659749,,,,,,,,,,,,,,
0.0142,952.7944667,4.009033333,3.233866667,0.0142,948.6697,1.4027,1.4746,0.0142,971.9111,5.3745,2.5843,0.0142,966.6993102,3.490098925,6.666079938,0.0142,961.0129462,4.027461213,3.457380762,0.0142,983.6711245,4.157319546,5.162399563,0.0355,1045.420885,6.705997786,4.5796029,0.0355,1030.182781,4.808830281,2.696516164,0.0355,1062.714945,2.12418134,0.38008691,,,,,,,,,,,,,,
0.0144,953.9576333,3.959066667,3.307433333,0.0144,949.7478,1.3769,1.471,0.0144,973.1061667,5.360633333,2.545566667,0.0144,967.8148353,3.755945197,6.830686958,0.0144,962.1203443,3.978457871,3.343676254,0.0144,984.8513352,4.046369483,5.096654945,0.036,1046.254453,6.721582605,4.594830551,0.036,1030.948012,4.805860019,2.684341821,0.036,1063.492332,2.060066349,0.322865424,,,,,,,,,,,,,,
0.0146,955.075,4.0044,3.2678,0.0146,950.7977667,1.392733333,1.485366667,0.0146,974.2543,5.2037,2.4757,0.0146,968.8618342,3.72759255,6.604789467,0.0146,963.2149281,3.918356407,3.299830702,0.0146,986.0759881,3.99543401,5.163851889,0.0365,1047.095405,6.728679589,4.585279281,0.0365,1031.704021,4.791483901,2.664575201,0.0365,1064.264715,2.055793042,0.322649472,,,,,,,,,,,,,,
0.0148,956.1908,3.9571,3.193,0.0148,951.9208667,1.373033333,1.561766667,0.0148,975.3724667,5.243333333,2.534766667,0.0148,970.0766896,3.858075955,6.630386065,0.0148,964.237034,3.843647143,3.276979457,0.0148,987.2218769,3.899094634,5.161322227,0.037,1047.958344,6.716587695,4.579243482,0.037,1032.455115,4.791071733,2.670125612,0.037,1064.970865,2.04170802,0.311539363,,,,,,,,,,,,,,
0.015,957.2361667,3.864633333,3.245566667,0.015,952.9314,1.3075,1.5499,0.015,976.5232667,5.088833333,2.426966667,0.015,971.1965244,3.754975778,6.576730322,0.015,965.3041715,3.845583717,3.301929392,0.015,988.3279218,3.898324264,5.148805747,0.0375,1048.781835,6.711973916,4.597382795,0.0375,1033.17928,4.828646976,2.708753903,0.0375,1065.642561,1.992337281,0.27822594,,,,,,,,,,,,,,
0.0152,958.3408667,3.834633333,3.232066667,0.0152,953.9524667,1.405333333,1.627466667,0.0152,977.6203333,5.139466667,2.452133333,0.0152,972.2152273,3.63812008,6.718418662,0.0152,966.3345706,3.859681458,3.332251288,0.0152,989.4404779,3.858927724,5.060689673,0.038,1049.567648,6.715063015,4.606614615,0.038,1033.901698,4.841913084,2.729773043,0.038,1066.342668,1.895375061,0.213370405,,,,,,,,,,,,,,
0.0154,959.3415333,3.780566667,3.227133333,0.0154,955.0192,1.3611,1.6173,0.0154,978.7234667,5.045433333,2.423366667,0.0154,973.1488075,4.037611944,6.983585982,0.0154,967.3616608,3.761810829,3.260243949,0.0154,990.5298905,3.804841081,4.987636249,0.0385,1050.321137,6.721111667,4.586625828,0.0385,1034.600356,4.829237453,2.730643202,0.0385,1067.058925,1.833053706,0.158061581,,,,,,,,,,,,,,
0.0156,960.3194667,3.843033333,3.255466667,0.0156,956.0234,1.4014,1.636,0.0156,979.8283,4.9912,2.4506,0.0156,974.4944001,3.590042296,7.031312934,0.0156,968.321485,3.791947535,3.315691185,0.0156,991.6184153,3.838414571,5.065196862,0.039,1051.082421,6.715002108,4.555381222,0.039,1035.283293,4.809684792,2.712809777,0.039,1067.725695,1.821016667,0.140528299,,,,,,,,,,,,,,
0.0158,961.3117667,3.881633333,3.219666667,0.0158,957.0617,1.3527,1.6371,0.0158,980.8727667,4.971633333,2.386166667,0.0158,975.2456485,3.785309365,6.940479156,0.0158,969.2864075,3.76688662,3.240707743,0.0158,992.6181077,3.716817142,4.952306538,0.0395,1051.868561,6.707813995,4.548181472,0.0395,1035.957458,4.814450739,2.72426227,0.0395,1068.370113,1.797553399,0.132950999,,,,,,,,,,,,,,
0.016,962.3238,3.8312,3.2937,0.016,957.9615667,1.431133333,1.700866667,0.016,981.8733667,4.873733333,2.362066667,0.016,976.3094331,3.742266425,6.556224907,0.016,970.2501012,3.719374945,3.209306507,0.016,993.6323272,3.659309426,4.998955954,0.04,1052.629156,6.73288413,4.57082808,0.04,1036.615653,4.841325389,2.757933178,0.04,1068.996394,1.758506407,0.108463047,,,,,,,,,,,,,,
0.0162,963.2608333,3.990866667,3.257833333,0.0162,958.9605667,1.419233333,1.734766667,0.0162,982.8428667,4.882033333,2.381266667,0.0162,977.3354067,3.875872325,6.856257448,0.0162,971.1609726,3.619107577,3.182917639,0.0162,994.6644071,3.600435508,5.006116972,0.0405,1053.341912,6.737572389,4.560970787,0.0405,1037.262102,4.839066911,2.781460853,0.0405,1069.639769,1.73033481,0.093317167,,,,,,,,,,,,,,
0.0164,964.2437333,3.962166667,3.315233333,0.0164,959.8616667,1.444033333,1.763966667,0.0164,983.8747,4.7566,2.3467,0.0164,978.2750158,3.779700025,6.848822719,0.0164,972.079008,3.581347865,3.131730511,0.0164,995.6542867,3.616547658,5.085522601,0.041,1054.031823,6.73170806,4.525684688,0.041,1037.908751,4.811315291,2.77667613,0.041,1070.274107,1.681119201,0.066948514,,,,,,,,,,,,,,
0.0166,965.23,4.0163,3.3588,0.0166,960.8048667,1.449933333,1.734266667,0.0166,984.8097333,4.837366667,2.347533333,0.0166,979.2637253,3.70765405,6.823565312,0.0166,972.9585348,3.587040608,3.137553375,0.0166,996.6829587,3.611533347,5.026112176,0.0415,1054.732708,6.717567708,4.488663968,0.0415,1038.53458,4.782446139,2.754374753,0.0415,1070.89237,1.647590762,1.619713605,,,,,,,,,,,,,,
0.0168,966.2280667,4.009733333,3.370766667,0.0168,961.6982333,1.406666667,1.728433333,0.0168,985.7886,4.7157,2.3272,0.0168,980.1432695,3.664408521,6.825174475,0.0168,973.8768804,3.555094284,3.047574825,0.0168,997.5485007,3.63544024,5.132826072,0.042,1055.442535,6.721887205,4.486652399,0.042,1039.154015,4.825661858,2.779297423,,,,,,,,,,,,,,,,,,
0.017,967.0774667,3.977033333,3.372066667,0.017,962.5486667,1.440533333,1.779966667,0.017,986.7820667,4.764033333,2.361366667,0.017,981.1195754,3.74702438,6.557534646,0.017,974.712495,3.496690083,3.055743884,0.017,998.6082216,3.569371333,5.03731972,0.0425,1056.138673,6.732817426,4.50796771,0.0425,1039.767708,4.870797058,2.813200966,,,,,,,,,,,,,,,,,,
0.0172,968.0709333,3.914066667,3.286733333,0.0172,963.4686,1.3857,1.7676,0.0172,987.7313667,4.765133333,2.320166667,0.0172,981.9909506,3.733768204,6.729167107,0.0172,975.5780756,3.587384693,3.082210426,0.0172,999.4792025,3.469970335,4.930422772,0.043,1056.808223,6.743279854,4.510956296,0.043,1040.337295,4.871966651,2.83799861,,,,,,,,,,,,,,,,,,
0.0174,968.8759,3.8982,3.3666,0.0174,964.3086,1.4134,1.7982,0.0174,988.6535,4.719,2.2974,0.0174,982.809484,3.8530878,6.91983047,0.0174,976.4544573,3.54010727,3.086707559,0.0174,1000.387075,3.408915884,4.94577284,0.0435,1057.447963,6.730922512,4.488242305,0.0435,1040.931353,4.849615858,2.85108118,,,,,,,,,,,,,,,,,,
0.0176,969.7976667,3.948733333,3.384366667,0.0176,965.2209,1.4437,1.8401,0.0176,989.4654,4.6649,2.2872,0.0176,983.8508774,3.919406654,6.928388386,0.0176,977.2879266,3.386777647,3.042019886,0.0176,1001.267933,3.311671216,4.857868847,0.044,1058.083906,6.720206118,4.46679968,0.044,1041.518959,4.828454576,2.827615512,,,,,,,,,,,,,,,,,,
