Tmp298.15K_StrRt0.0001_RD_E,Tmp298.15K_StrRt0.0001_RD_S,Tmp298.15K_StrRt0.0001_RD_U,Tmp298.15K_StrRt0.0001_RD_L,Tmp298.15K_StrRt0.0001_DD_E,Tmp298.15K_StrRt0.0001_DD_S,Tmp298.15K_StrRt0.0001_DD_U,Tmp298.15K_StrRt0.0001_DD_L,Tmp298.15K_StrRt0.0001_TD_E,Tmp298.15K_StrRt0.0001_TD_S,Tmp298.15K_StrRt0.0001_TD_U,Tmp298.15K_StrRt0.0001_TD_L,Tmp298.15K_StrRt0.001_RD_E,Tmp298.15K_StrRt0.001_RD_S,Tmp298.15K_StrRt0.001_RD_U,Tmp298.15K_StrRt0.001_RD_L,Tmp298.15K_StrRt0.001_DD_E,Tmp298.15K_StrRt0.001_DD_S,Tmp298.15K_StrRt0.001_DD_U,Tmp298.15K_StrRt0.001_DD_L,Tmp298.15K_StrRt0.001_TD_E,Tmp298.15K_StrRt0.001_TD_S,Tmp298.15K_StrRt0.001_TD_U,Tmp298.15K_StrRt0.001_TD_L,Tmp298.15K_StrRt0.01_RD_E,Tmp298.15K_StrRt0.01_RD_S,Tmp298.15K_StrRt0.01_RD_U,Tmp298.15K_StrRt0.01_RD_L,Tmp298.15K_StrRt0.01_DD_E,Tmp298.15K_StrRt0.01_DD_S,Tmp298.15K_StrRt0.01_DD_U,Tmp298.15K_StrRt0.01_DD_L,Tmp298.15K_StrRt0.01_TD_E,Tmp298.15K_StrRt0.01_TD_S,Tmp298.15K_StrRt0.01_TD_U,Tmp298.15K_StrRt0.01_TD_L,Tmp298.15K_StrRt0.1_RD_E,Tmp298.15K_StrRt0.1_RD_S,Tmp298.15K_StrRt0.1_RD_U,Tmp298.15K_StrRt0.1_RD_L,Tmp298.15K_StrRt0.1_DD_E,Tmp298.15K_StrRt0.1_DD_S,Tmp298.15K_StrRt0.1_DD_U,Tmp298.15K_StrRt0.1_DD_L,Tmp298.15K_StrRt0.1_TD_E,Tmp298.15K_StrRt0.1_TD_S,Tmp298.15K_StrRt0.1_TD_U,Tmp298.15K_StrRt0.1_TD_L,Tmp298.15K_StrRt1_RD_E,Tmp298.15K_StrRt1_RD_S
0.0178,970.5936333,3.996466667,3.354333333,0.0178,966.0162667,1.443533333,1.883066667,0.0178,990.3918333,4.554266667,2.261333333,0.0178,984.7468067,3.723170132,6.81668281,0.0178,978.1035806,3.379732607,3.016959462,0.0178,1002.18719,3.358588721,4.987973993,0.0445,1058.733677,6.701494484,4.45745249,,,,,,,,,,,,,,,,,,,,,,
0.018,971.4675333,3.995766667,3.373833333,0.018,966.8927,1.4418,1.8908,0.018,991.2536667,4.547133333,2.206866667,0.018,985.5843515,3.662947975,6.898406819,0.018,978.8723403,3.375691246,2.997621009,0.018,1003.019997,3.382514058,4.949620827,0.045,1059.364413,6.711838758,4.470425599,,,,,,,,,,,,,,,,,,,,,,
0.0182,972.3210333,4.095266667,3.416033333,0.0182,967.652,1.4372,1.874,0.0182,992.1255667,4.551733333,2.187966667,0.0182,986.3208047,3.601145823,6.688371556,0.0182,979.6598237,3.377330803,2.883403657,0.0182,1003.830285,3.355438707,4.912529839,0.0455,1059.989991,6.730845563,4.480470883,,,,,,,,,,,,,,,,,,,,,,
0.0184,973.1443667,4.071833333,3.492866667,0.0184,968.4665,1.4889,1.9581,0.0184,992.9580333,4.562666667,2.210233333,0.0184,987.2830133,3.611643794,6.713561624,0.0184,980.440986,3.322306583,2.885826037,0.0184,1004.649596,3.358145472,4.847516614,0.046,1060.598205,6.717641897,4.452236988,,,,,,,,,,,,,,,,,,,,,,
0.0186,973.9573333,4.075466667,3.455233333,0.0186,969.2268667,1.491133333,1.974866667,0.0186,993.7670333,4.520766667,2.193033333,0.0186,988.1298995,3.708367041,6.696191256,0.0186,981.2088592,3.249691589,2.873320125,0.0186,1005.460683,3.306848586,4.897760165,0.0465,1061.184833,6.708917791,4.423781292,,,,,,,,,,,,,,,,,,,,,,
0.0188,974.7932333,4.026466667,3.511033333,0.0188,970.0161667,1.445533333,1.963466667,0.0188,994.6327667,4.533333333,2.188666667,0.0188,988.9505527,3.721304888,6.815587846,0.0188,981.958566,3.255442321,2.904039398,0.0188,1006.277405,3.273030687,4.922946229,0.047,1061.789039,6.681956265,4.406017368,,,,,,,,,,,,,,,,,,,,,,
0.019,975.5944667,4.031533333,3.415866667,0.019,970.7968,1.4402,1.9779,0.019,995.3521,4.4715,2.16,0.019,989.7223041,3.792096397,6.907682503,0.019,982.7496748,3.194638061,2.807188276,0.019,1007.04975,3.198398032,4.901423357,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0192,976.3731333,4.055866667,3.452933333,0.0192,971.4968667,1.451833333,2.007666667,0.0192,996.1901,4.4287,2.2023,0.0192,990.5400837,3.74548827,6.886163393,0.0192,983.5047267,3.187031964,2.805253306,0.0192,1007.88615,3.192094048,4.858156585,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0194,977.1484333,3.981166667,3.400633333,0.0194,972.3043667,1.428433333,2.008766667,0.0194,996.9707,4.4155,2.2047,0.0194,991.3705094,3.739841128,6.710708639,0.0194,984.2232438,3.124765505,2.797216484,0.0194,1008.690784,3.056807986,4.882470006,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0196,977.9613333,4.020666667,3.385933333,0.0196,972.9988,1.3896,1.9789,0.0196,997.8021333,4.385366667,2.188133333,0.0196,992.0388791,3.718402774,6.814645789,0.0196,984.9333724,3.173893687,2.784419642,0.0196,1009.45948,3.08376203,4.875767891,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0198,978.6467667,4.025733333,3.423466667,0.0198,973.7681667,1.450333333,2.037466667,0.0198,998.5237667,4.337533333,2.121766667,0.0198,992.762824,3.768809059,6.697908977,0.0198,985.6028566,3.01129393,2.736066152,0.0198,1010.159515,2.993808585,4.785263318,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,979.338,4.1031,3.4544,0.02,974.4422667,1.477433333,2.079066667,0.02,999.2912,4.3241,2.15,0.02,993.5517951,3.684705083,6.781984705,0.02,986.350649,3.062834445,2.723509398,0.02,1010.915238,2.980966274,4.782414836,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0202,980.0606333,4.035166667,3.478533333,0.0202,975.2384,1.4314,2.0771,0.0202,1000.007567,4.244233333,2.088866667,0.0202,994.3848325,3.731105981,6.928161842,0.0202,987.017126,3.022894238,2.736737323,0.0202,1011.62153,2.989427346,4.787573276,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0204,980.8357667,4.106833333,3.383666667,0.0204,975.8607333,1.455066667,2.091933333,0.0204,1000.730733,4.253266667,2.074733333,0.0204,995.105216,3.633977573,6.735799322,0.0204,987.7121684,3.027631962,2.618082806,0.0204,1012.326578,3.015348621,4.878949922,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0206,981.5763667,4.087133333,3.497166667,0.0206,976.5834333,1.451066667,2.060333333,0.0206,1001.446833,4.187666667,2.001633333,0.0206,995.8245213,3.706721958,6.873967481,0.0206,988.3810107,2.973077886,2.602915997,0.0206,1013.027251,2.976626888,4.794045597,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0208,982.2813333,4.097266667,3.522233333,0.0208,977.1671667,1.509933333,2.115166667,0.0208,1002.1091,4.2296,2.0977,0.0208,996.4952037,3.923672034,6.965196473,0.0208,989.0702517,2.900357445,2.533584087,0.0208,1013.763348,2.926142325,4.835574261,,,,,,,,,,,,,,,,,,,,,,,,,,
0.021,982.9991,4.0668,3.5129,0.021,977.8555,1.4858,2.1566,0.021,1002.8252,4.2305,2.1072,0.021,997.1711502,3.871750264,6.725914008,0.021,989.6868841,2.949217567,2.627857658,0.021,1014.491675,2.954270144,4.7839086,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0212,983.7162,4.0308,3.5124,0.0212,978.4629,1.4634,2.1752,0.0212,1003.506167,4.293333333,2.149966667,0.0212,997.9153936,3.645534346,6.823381714,0.0212,990.2963144,2.957183232,2.577930627,0.0212,1015.129533,2.897164522,4.789281669,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0214,984.3611333,4.098566667,3.514833333,0.0214,979.1887333,1.418166667,2.085833333,0.0214,1004.217867,4.182233333,2.098466667,0.0214,998.7320985,3.677047176,6.666620126,0.0214,990.9757771,2.931750185,2.588308915,0.0214,1015.801965,2.919070083,4.716876478,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0216,984.9948667,4.063533333,3.481366667,0.0216,979.8321667,1.474333333,2.138566667,0.0216,1004.846533,4.163966667,2.123033333,0.0216,999.4217579,3.732269367,6.68138124,0.0216,991.6071972,2.856717217,2.563645568,0.0216,1016.451357,2.817148576,4.705213783,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0218,985.6667667,4.117233333,3.440366667,0.0218,980.4926333,1.430166667,2.129533333,0.0218,1005.565867,4.098733333,2.060066667,0.0218,1000.094723,3.791401231,6.899901452,0.0218,992.2468299,2.840269905,2.564515848,0.0218,1017.134616,2.807805946,4.666364066,,,,,,,,,,,,,,,,,,,,,,,,,,
0.022,986.3575667,4.083733333,3.540966667,0.022,981.1448,1.4279,2.1719,0.022,1006.153467,4.131633333,2.037366667,0.022,1000.671884,3.913715476,6.926423538,0.022,992.8132339,2.825600318,2.564776804,0.022,1017.738467,2.707667593,4.703340637,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0222,987.0062,4.1662,3.5539,0.0222,981.7225333,1.460566667,2.174333333,0.0222,1006.799,4.1195,2.0657,0.0222,1001.365288,3.747849237,6.757969951,0.0222,993.4478976,2.827580184,2.456717805,0.0222,1018.352078,2.700700331,4.624113823,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0224,987.6249,4.1507,3.5834,0.0224,982.319,1.5233,2.2789,0.0224,1007.403233,4.020366667,2.019433333,0.0224,1002.099055,3.685098181,6.661608405,0.0224,994.0212183,2.733550571,2.475896198,0.0224,1018.946654,2.659151981,4.634869113,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0226,988.3069667,4.158433333,3.511666667,0.0226,982.8977667,1.454533333,2.205666667,0.0226,1008.058033,4.046966667,2.061933333,0.0226,1002.657191,3.677980405,6.747745069,0.0226,994.630746,2.765676087,2.443530998,0.0226,1019.581172,2.70073239,4.596636768,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0228,988.9841667,4.152733333,3.627666667,0.0228,983.5342333,1.449766667,2.240033333,0.0228,1008.6421,4.0236,2.0047,0.0228,1003.335035,3.685923605,6.679064689,0.0228,995.1795295,2.747681041,2.395968854,0.0228,1020.186251,2.698718977,4.66168116,,,,,,,,,,,,,,,,,,,,,,,,,,
0.023,989.5799,4.1483,3.5718,0.023,984.0609333,1.479166667,2.204633333,0.023,1009.2525,4.1161,2.0768,0.023,1003.885029,3.678171085,6.67907699,0.023,995.7712339,2.742784571,2.359089893,0.023,1020.777155,2.64698185,4.561227615,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0232,990.1379333,4.178966667,3.592233333,0.0232,984.6638333,1.481166667,2.250733333,0.0232,1009.865133,4.047866667,2.028033333,0.0232,1004.549706,3.746467798,6.815858273,0.0232,996.3220763,2.713102377,2.400626713,0.0232,1021.381884,2.663992199,4.639797615,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0234,990.7456,4.0995,3.5319,0.0234,985.1919667,1.421533333,2.197766667,0.0234,1010.452833,4.063566667,2.096333333,0.0234,1005.142037,3.704189722,6.723775291,0.0234,996.9007229,2.702229551,2.430674971,0.0234,1021.962495,2.610123885,4.620077521,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0236,991.3897333,4.157666667,3.559233333,0.0236,985.7973333,1.351966667,2.147833333,0.0236,1011.028133,4.016366667,2.022433333,0.0236,1005.838824,3.871179264,6.82519443,0.0236,997.4622932,2.706917176,2.42523202,0.0236,1022.499404,2.515783285,4.628790271,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0238,991.9448333,4.138966667,3.602133333,0.0238,986.3315333,1.431366667,2.230433333,0.0238,1011.6096,4.0671,2.0619,0.0238,1006.39994,3.851846486,6.823383518,0.0238,998.0158364,2.637472103,2.379405117,0.0238,1023.063109,2.555317382,4.541727634,,,,,,,,,,,,,,,,,,,,,,,,,,
0.024,992.5196,4.1988,3.6085,0.024,986.9305,1.4426,2.2903,0.024,1012.1894,3.9549,1.9939,0.024,1007.02744,3.771459977,6.777920301,0.024,998.5500353,2.591821409,2.346323855,0.024,1023.63611,2.572594075,4.620184874,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0242,993.1104,4.1608,3.6206,0.0242,987.4664,1.4562,2.3004,0.0242,1012.765833,3.969766667,2.015733333,0.0242,1007.584283,3.669902652,6.737913079,0.0242,999.0359871,2.60886138,2.360253623,0.0242,1024.194459,2.55439192,4.511700801,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0244,993.688,4.2573,3.6424,0.0244,988.0229,1.4136,2.3062,0.0244,1013.281733,3.915266667,1.963833333,0.0244,1008.122143,3.718307951,6.761865553,0.0244,999.5921713,2.625454622,2.348640311,0.0244,1024.738389,2.526071564,4.533228037,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0246,994.2307333,4.201166667,3.677133333,0.0246,988.5464667,1.448833333,2.279066667,0.0246,1013.8173,3.986,2.0028,0.0246,1008.653646,3.748545166,6.687453476,0.0246,1000.102321,2.543124276,2.305549089,0.0246,1025.234159,2.463774202,4.462110344,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0248,994.7707333,4.204066667,3.571933333,0.0248,989.0733333,1.464766667,2.322033333,0.0248,1014.348167,3.902033333,1.960466667,0.0248,1009.344663,3.754367093,6.749984682,0.0248,1000.621037,2.519261449,2.238201063,0.0248,1025.759802,2.503908134,4.583420431,,,,,,,,,,,,,,,,,,,,,,,,,,
0.025,995.3407333,4.181766667,3.629633333,0.025,989.5304,1.5473,2.344,0.025,1014.8689,3.9526,2.0085,0.025,1009.929556,3.770343536,6.741638921,0.025,1001.080725,2.493629873,2.234090265,0.025,1026.319208,2.47198045,4.484418379,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0252,995.9446667,4.193633333,3.568966667,0.0252,990.0699667,1.434433333,2.302166667,0.0252,1015.389067,3.887533333,1.995066667,0.0252,1010.409863,3.689020298,6.821676249,0.0252,1001.611527,2.520106538,2.207033579,0.0252,1026.883775,2.508654418,4.596397858,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0254,996.4476333,4.178466667,3.615233333,0.0254,990.5356,1.4896,2.3313,0.0254,1015.9179,4.0064,2.0331,0.0254,1011.060827,3.737801692,6.804578858,0.0254,1002.092335,2.473716745,2.194566887,0.0254,1027.361037,2.445895949,4.499928518,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0256,996.9483333,4.187066667,3.556533333,0.0256,991.0877,1.4572,2.3112,0.0256,1016.426933,3.987066667,2.115333333,0.0256,1011.529972,3.772221773,6.75364091,0.0256,1002.580896,2.469614609,2.180735599,0.0256,1027.891936,2.432432908,4.563778528,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0258,997.4823667,4.174233333,3.584566667,0.0258,991.5962667,1.433533333,2.287966667,0.0258,1016.996433,3.964566667,2.030433333,0.0258,1012.111658,3.824616504,6.735438026,0.0258,1003.034852,2.449012801,2.235328294,0.0258,1028.352271,2.381405047,4.463353128,,,,,,,,,,,,,,,,,,,,,,,,,,
0.026,998.0161,4.2109,3.5647,0.026,992.1094333,1.348866667,2.282033333,0.026,1017.503,3.8395,1.9702,0.026,1012.611732,3.871268348,6.819393486,0.026,1003.577725,2.491600763,2.223536181,0.026,1028.89196,2.398687007,4.499232582,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0262,998.5404333,4.291966667,3.665033333,0.0262,992.5455667,1.454233333,2.429566667,0.0262,1018.001067,3.895433333,1.952266667,0.0262,1013.250678,3.822581432,6.867918003,0.0262,1004.035952,2.40728017,2.205440213,0.0262,1029.34541,2.326760551,4.445670928,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0264,999.0337,4.2566,3.6332,0.0264,993.0595,1.4131,2.3856,0.0264,1018.448433,3.874266667,2.046333333,0.0264,1013.770527,3.731762189,6.682446219,0.0264,1004.527642,2.392307789,2.158178034,0.0264,1029.865145,2.307499715,4.492480614,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0266,999.5886333,4.255266667,3.647733333,0.0266,993.5317,1.4923,2.4944,0.0266,1018.977433,3.854266667,1.943133333,0.0266,1014.296289,3.768865803,6.733675718,0.0266,1004.963557,2.322249644,2.16876902,0.0266,1030.273131,2.32993669,4.335936685,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0268,1000.093067,4.259133333,3.651166667,0.0268,994.0293333,1.371866667,2.362233333,0.0268,1019.387567,3.800833333,1.983866667,0.0268,1014.721683,3.773963543,6.708262463,0.0268,1005.441033,2.349717156,2.137258553,0.0268,1030.824585,2.307363216,4.442697576,,,,,,,,,,,,,,,,,,,,,,,,,,
0.027,1000.627067,4.254533333,3.634966667,0.027,994.4878667,1.413133333,2.360166667,0.027,1019.883167,3.909233333,1.985366667,0.027,1015.334481,3.732818613,6.690699551,0.027,1005.865312,2.283310186,2.086436317,0.027,1031.186264,2.315884392,4.349955379,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0272,1001.094933,4.210866667,3.674433333,0.0272,994.9277667,1.361733333,2.367766667,0.0272,1020.304267,3.868933333,2.045066667,0.0272,1015.797573,3.766660396,6.657830365,0.0272,1006.317536,2.311534994,2.048427675,0.0272,1031.705706,2.248544954,4.473940286,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0274,1001.617933,4.243166667,3.668133333,0.0274,995.3917333,1.407666667,2.330333333,0.0274,1020.807867,3.865133333,1.940966667,0.0274,1016.293359,3.808422324,6.724699883,0.0274,1006.751241,2.261195431,2.061548733,0.0274,1032.128853,2.237444364,4.324035333,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0276,1002.087233,4.188066667,3.646433333,0.0276,995.8907667,1.278333333,2.164166667,0.0276,1021.249933,3.777666667,1.997833333,0.0276,1016.759723,3.800933077,6.762935614,0.0276,1007.181151,2.240636533,2.074438277,0.0276,1032.645169,2.259046088,4.420437837,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0278,1002.553333,4.276066667,3.643333333,0.0278,996.2543,1.4357,2.417,0.0278,1021.693567,3.836233333,1.980466667,0.0278,1017.293967,3.769785937,6.748544356,0.0278,1007.646864,2.280074933,2.048824742,0.0278,1033.084692,2.145468145,4.367983155,,,,,,,,,,,,,,,,,,,,,,,,,,
0.028,1002.949833,4.257666667,3.674133333,0.028,996.7193667,1.344033333,2.348066667,0.028,1022.108333,3.784966667,2.050533333,0.028,1017.743154,3.755746412,6.637248248,0.028,1008.047033,2.289400669,2.052983412,0.028,1033.52783,2.098962254,4.450129421,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0282,1003.442367,4.295833333,3.609766667,0.0282,997.2014333,1.366666667,2.300833333,0.0282,1022.620867,3.799633333,1.956466667,0.0282,1018.240008,3.821003815,6.744783832,0.0282,1008.466959,2.220419478,2.022293538,0.0282,1033.929439,2.056344676,4.339725848,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0284,1003.8908,4.2772,3.6829,0.0284,997.6661,1.2979,2.2637,0.0284,1023.0617,3.675,1.905,0.0284,1018.738558,3.760883931,6.768180877,0.0284,1008.917636,2.209224808,2.084744555,0.0284,1034.394445,2.11756707,4.343060684,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0286,1004.397533,4.350766667,3.613733333,0.0286,998.0640333,1.348166667,2.339333333,0.0286,1023.520267,3.835633333,1.950566667,0.0286,1019.232521,3.791690981,6.710473964,0.0286,1009.358388,2.148963983,1.994050602,0.0286,1034.792999,2.061078357,4.261666884,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0288,1004.8421,4.314,3.7001,0.0288,998.5365667,1.239733333,2.230166667,0.0288,1023.888,3.8229,2.0154,0.0288,1019.654894,3.701223083,6.515480017,0.0288,1009.748923,2.164409215,1.990899255,0.0288,1035.208477,2.072420596,4.331789485,,,,,,,,,,,,,,,,,,,,,,,,,,
0.029,1005.3062,4.3583,3.6432,0.029,998.9593,1.324,2.228,0.029,1024.2787,3.7646,1.9536,0.029,1020.158364,3.74703557,6.697716214,0.029,1010.132607,2.103394974,1.940341083,0.029,1035.640443,2.003790598,4.254463599,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0292,1005.738933,4.338766667,3.698633333,0.0292,999.3468333,1.282566667,2.245833333,0.0292,1024.7016,3.6506,1.9441,0.0292,1020.569194,3.782692602,6.623329815,0.0292,1010.536213,2.104667176,2.007341804,0.0292,1036.057219,2.082155459,4.310332533,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0294,1006.214933,4.334666667,3.678733333,0.0294,999.7055,1.3292,2.3482,0.0294,1025.149833,3.718166667,1.919033333,0.0294,1020.949565,3.854647038,6.652311657,0.0294,1010.973684,2.094444387,1.921038708,0.0294,1036.481045,2.032266644,4.283115408,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0296,1006.6418,4.2935,3.7469,0.0296,1000.121567,1.235933333,2.284066667,0.0296,1025.522,3.7884,2.0426,0.0296,1021.485536,3.751974317,6.762176694,0.0296,1011.342055,2.140433158,1.907669973,0.0296,1036.867086,2.04637466,4.385378247,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0298,1007.093167,4.260633333,3.618566667,0.0298,1000.518867,1.350833333,2.342266667,0.0298,1025.949767,3.825333333,2.029366667,0.0298,1021.94523,3.824366204,6.754231191,0.0298,1011.723311,2.080425517,1.921040814,0.0298,1037.281614,1.975367331,4.28694584,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,1007.516133,4.278566667,3.659033333,0.03,1000.859833,1.314066667,2.345533333,0.03,1026.398867,3.712933333,1.936566667,0.03,1022.443452,3.891748276,6.735255378,0.03,1012.060753,1.958369597,1.970799157,0.03,1037.680292,2.006617514,4.296888,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0302,1007.923367,4.321033333,3.615766667,0.0302,1001.250767,1.315433333,2.378366667,0.0302,1026.803533,3.852266667,2.025733333,0.0302,1022.84827,3.862191569,6.752726881,0.0302,1012.539684,2.091054406,1.931611971,0.0302,1038.101323,1.937985959,4.243433917,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0304,1008.318967,4.327633333,3.709266667,0.0304,1001.6998,1.2238,2.2963,0.0304,1027.171167,3.796033333,2.039666667,0.0304,1023.262767,3.784968732,6.673566112,0.0304,1012.922214,2.100195774,1.887851372,0.0304,1038.446843,1.952258478,4.243985997,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0306,1008.746267,4.367833333,3.652566667,0.0306,1002.0964,1.2863,2.2946,0.0306,1027.542267,3.739133333,1.949666667,0.0306,1023.760214,3.785658921,6.712931197,0.0306,1013.29027,2.034714524,1.880733644,0.0306,1038.836491,1.837089771,4.130653315,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0308,1009.1621,4.3789,3.7377,0.0308,1002.482067,1.294933333,2.360066667,0.0308,1027.9886,3.6981,1.9866,0.0308,1024.196345,3.747506907,6.638813279,0.0308,1013.642665,2.020181373,1.937067753,0.0308,1039.224741,1.883085042,4.174555761,,,,,,,,,,,,,,,,,,,,,,,,,,
0.031,1009.589667,4.375933333,3.691566667,0.031,1002.871867,1.351633333,2.406266667,0.031,1028.403033,3.759366667,1.950833333,0.031,1024.587938,3.771462025,6.649398028,0.031,1014.047148,1.994898101,1.874036922,0.031,1039.622594,1.839431455,4.140735734,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0312,1009.998033,4.387966667,3.740533333,0.0312,1003.2524,1.2232,2.327,0.0312,1028.772933,3.743966667,1.974633333,0.0312,1025.00903,3.75965233,6.66908062,0.0312,1014.404988,2.005027524,1.80391958,0.0312,1039.957165,1.887082837,4.152231776,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0314,1010.401,4.3736,3.6808,0.0314,1003.619067,1.345233333,2.361766667,0.0314,1029.034833,3.683166667,1.962333333,0.0314,1025.367461,3.797484793,6.718449509,0.0314,1014.725137,1.929074444,1.79043718,0.0314,1040.322359,1.784474623,4.162261662,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0316,1010.820367,4.345933333,3.715166667,0.0316,1003.9507,1.2988,2.3661,0.0316,1029.452433,3.690066667,2.014333333,0.0316,1025.793908,3.787981843,6.662515484,0.0316,1015.061318,1.937189774,1.780111095,0.0316,1040.693179,1.887574984,4.182515797,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0318,1011.221767,4.339533333,3.672666667,0.0318,1004.3052,1.3283,2.3775,0.0318,1029.824167,3.717433333,2.011066667,0.0318,1026.165314,3.830731179,6.726228518,0.0318,1015.448798,1.91474446,1.812131776,0.0318,1041.068022,1.895827436,4.180191112,,,,,,,,,,,,,,,,,,,,,,,,,,
0.032,1011.608533,4.307966667,3.698833333,0.032,1004.622467,1.241333333,2.381966667,0.032,1030.1666,3.6399,1.9831,0.032,1026.59872,3.804780096,6.712416133,0.032,1015.794409,1.99601437,1.799159182,0.032,1041.435057,1.912505124,4.173071779,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0322,1011.979867,4.343433333,3.649066667,0.0322,1005.013067,1.270333333,2.346666667,0.0322,1030.473,3.66,1.9447,0.0322,1027.014234,3.846651277,6.749200192,0.0322,1016.128178,1.983979365,1.836029045,0.0322,1041.734045,1.82233132,4.183510037,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0324,1012.354433,4.302766667,3.694033333,0.0324,1005.372867,1.228433333,2.341866667,0.0324,1030.9206,3.7569,2.0697,0.0324,1027.448722,3.837672214,6.704642643,0.0324,1016.464507,1.931760034,1.769604511,0.0324,1042.085433,1.871595582,4.271182061,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0326,1012.7202,4.3573,3.6719,0.0326,1005.686833,1.312466667,2.368233333,0.0326,1031.279667,3.731933333,2.023366667,0.0326,1027.809707,3.8661054,6.738218431,0.0326,1016.80687,1.939270907,1.818642562,0.0326,1042.458331,1.805846109,4.203705734,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0328,1013.091767,4.372833333,3.731866667,0.0328,1006.037333,1.248966667,2.404533333,0.0328,1031.6925,3.7146,2.0265,0.0328,1028.272483,3.79236337,6.747488619,0.0328,1017.212844,1.920257456,1.745746632,0.0328,1042.857606,1.773457474,4.129223729,,,,,,,,,,,,,,,,,,,,,,,,,,
0.033,1013.495767,4.397433333,3.698966667,0.033,1006.4316,1.3243,2.3514,0.033,1031.929,3.6829,1.9554,0.033,1028.581208,3.808392268,6.709214061,0.033,1017.540932,1.864353574,1.808313964,0.033,1043.1284,1.724556634,4.093076288,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0332,1013.840967,4.381733333,3.733666667,0.0332,1006.8124,1.2823,2.4348,0.0332,1032.296633,3.615966667,2.051533333,0.0332,1028.937374,3.813558637,6.634465231,0.0332,1017.840378,1.867751937,1.658656875,0.0332,1043.514294,1.708780232,4.064470455,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0334,1014.240733,4.414366667,3.713133333,0.0334,1007.151767,1.347333333,2.345266667,0.0334,1032.606567,3.585633333,1.958366667,0.0334,1029.331474,3.860354145,6.697138658,0.0334,1018.228096,1.777880379,1.75554266,0.0334,1043.824177,1.712542164,4.094183609,,,,,,,,,,,,,,,,,,,,,,,,,,
