Tmp673.15K_StrRt0.0001_RD_E,Tmp673.15K_StrRt0.0001_RD_S,Tmp673.15K_StrRt0.001_RD_E,Tmp673.15K_StrRt0.001_RD_S,Tmp673.15K_StrRt0.01_RD_E,Tmp673.15K_StrRt0.01_RD_S,Tmp673.15K_StrRt0.1_RD_E,Tmp673.15K_StrRt0.1_RD_S
0,447.4371033,0,460.5176392,0,344.2111511,0,506.641571
8.48828E-06,458.3511658,8.90227E-06,463.1949158,2.04593E-05,349.3031311,7.45697E-06,535.6741333
2.87109E-05,469.5160217,1.66787E-05,465.8864746,3.10308E-05,354.3710938,5.98496E-05,564.6417847
3.61119E-06,480.3172302,2.6115E-05,469.8120728,5.99682E-06,369.7060242,0.000103589,593.0072632
5.39918E-05,490.6715393,1.41863E-05,476.8317566,1.2821E-05,374.8657227,0.000162902,620.3286743
2.88659E-05,501.4120483,2.71562E-05,480.1445313,8.27017E-06,380.0116577,0.000271259,646.3248901
4.65409E-05,512.0706177,2.2327E-05,484.5037842,3.92096E-06,385.153656,0.000448368,670.7445679
6.7468E-05,522.7324219,3.74583E-05,488.8321228,1.33023E-05,390.3373718,0.00069611,693.4068604
0.000110455,532.520813,4.22942E-05,491.631958,2.45165E-05,395.5032959,0.001005938,714.1918335
0.000116931,543.0077515,7.48411E-06,492.7290955,2.18879E-05,400.6994629,0.001381573,732.9941406
0.000134865,553.3786011,4.18969E-05,493.8422852,2.34024E-05,405.9176025,0.001792848,749.8881226
0.000138523,563.4041138,4.77291E-05,496.5006409,2.89488E-05,411.1177063,0.002223711,764.9572754
0.000205631,569.2062378,5.39202E-05,499.7781982,4.52345E-05,416.3395386,0.002677899,778.3898926
0.000256429,577.9616089,4.7881E-05,506.2399292,5.36576E-05,421.5559082,0.003186648,790.5554199
0.000307945,586.4885254,4.78965E-05,510.4963379,5.14368E-05,426.7558289,0.00373675,801.6504517
0.000329422,596.0505371,4.96599E-05,513.7610474,5.21117E-05,431.9910278,0.004284506,811.8410034
0.000382878,604.6344604,1.95636E-05,515.3466187,5.91876E-05,437.2060852,0.004836066,821.2849121
0.000424311,613.649353,4.39074E-05,516.390686,7.36113E-05,442.4342957,0.005438591,830.0217896
0.000436816,622.2647705,6.41914E-05,516.9401245,8.22908E-05,447.6645813,0.00611655,838.2147217
0.000499212,628.8374023,7.73039E-05,521.1273804,6.4066E-05,458.0394287,0.006815388,845.8256836
0.000542842,636.6738892,7.32719E-05,527.4542847,6.9808E-05,463.2244263,0.00750549,852.8488159
0.000606045,643.8569336,7.00234E-05,531.624939,8.83579E-05,468.4066467,0.008213506,859.4122314
0.000674093,649.4029541,6.72125E-05,537.4483032,0.0001029,473.6026917,0.008985618,865.5476074
0.000746688,655.2331543,7.79281E-05,540.5574951,0.000100382,478.7437134,0.00981351,871.3138428
0.000813875,660.8273315,9.57863E-05,541.6018066,9.54507E-05,483.8838501,0.010628722,876.6974487
0.000884378,666.7075806,9.35133E-05,546.3028564,9.63477E-05,489.0258789,0.011424568,881.6644897
0.000962963,670.3939819,0.000104783,549.7893677,0.000107853,494.12323,0.012254666,886.3626709
0.001041088,675.104187,0.000110558,552.3832397,0.000120366,499.2385254,0.013168104,890.8135986
0.001116909,679.3131104,0.000108223,556.4729614,0.000124141,504.331543,0.014115722,894.967041
0.001201504,682.793396,7.8062E-05,557.4713135,0.000129812,509.3603516,0.015020643,898.8563232
0.001281944,686.1908569,9.92804E-05,558.4925537,0.000141336,514.413269,0.015900694,902.4671021
0.00136351,689.3662109,0.000125757,558.9831543,0.00014764,519.4052734,0.01685551,905.9191284
0.001445078,692.9821777,0.000134469,562.5526733,0.00015959,524.392334,0.017863743,909.2348633
0.001526167,696.454834,0.000143852,565.595459,0.000172523,529.3944092,0.018840607,912.3062134
0.0016022,700.8839722,0.000148508,569.0280762,0.000188901,534.3340454,0.019739727,915.1664429
0.001685961,703.8920898,0.000157454,573.5179443,0.000191112,539.2804565,0.020660697,917.8890381
0.001777023,706.9396973,0.000166873,575.4934692,0.000194644,544.2112427,0.021686986,920.5315552
0.001857682,710.2595215,0.000173661,579.843811,0.000213034,549.1224976,0.0227408,923.1361694
0.00194583,712.4490967,0.000185326,581.8016357,0.00024554,554.0457153,0.023701711,925.5095215
0.002030201,715.6158447,0.000186471,585.7094116,0.000266245,558.9354858,0.024596617,927.730957
0.002119042,718.8751831,0.000203338,586.6661377,0.00027646,563.7819824,0.025530126,929.913269
0.002201923,722.8615112,0.000209374,589.9296265,0.000277128,568.6311035,0.026598083,932.1021729
0.002289406,725.5756226,0.000224106,592.3086548,0.000296817,573.4211426,0.027660718,934.2227173
0.002374273,728.4893188,0.000234937,596.0757446,0.000329007,578.2146606,0.028620567,936.1395264
0.002466417,731.1433105,0.00025478,598.8477783,0.000353944,582.9804077,0.029539913,937.9265137
0.002553178,733.9813232,0.000270392,599.7860107,0.000363262,587.6782227,0.030541357,939.7602539
0.002640489,736.2561035,0.000240198,600.6824341,0.000368036,592.3811646,0.031651322,941.614502
0.002729668,738.2390137,0.000257092,602.1150513,0.000392011,597.0177002,0.032696154,943.3479614
0.002822255,740.6950073,0.00026673,604.850647,0.000422856,601.6253662,0.033613626,944.9216309
0.002916148,742.8190308,0.000279395,607.0568848,0.000438446,606.1945801,0.034560367,946.4337769
0.003012488,745.1509399,0.000309598,607.9518433,0.000445701,610.6907959,0.035612073,948.0175171
0.00310193,747.4696045,0.000275116,609.3151855,0.000458937,615.1595459,0.036748935,949.6317139
0.003196366,749.055603,0.000314048,610.7262573,0.00048043,619.5788574,0.037771992,951.0779419
0.0032871,751.3427734,0.000329235,614.2839355,0.000498721,623.9180298,0.038694859,952.4152832
0.003380426,753.0032349,0.000342008,616.4158936,0.000502971,628.2200317,0.039670896,953.7214355
0.003474819,754.9506226,0.000312745,617.6972656,0.000520283,632.447937,0.040756013,955.1051025
0.003564664,756.7495728,0.000334197,618.5817261,0.000553833,636.6065063,0.041874878,956.494812
0.003656266,758.3840942,0.000352491,619.0541992,0.000591472,640.7364502,0.042890776,957.703125
0.003745343,760.383606,0.000364777,621.6436157,0.00061591,644.7443237,0.043839905,958.8508911
0.003836633,762.065979,0.000387371,622.5175781,0.000632068,648.7105713,0.044867158,960.036438
0.003925604,764.0202026,0.000391422,626.3057861,0.000664914,652.6282349,0.045967098,961.227356
0.004018659,765.5830078,0.000422334,628.0599365,0.00070671,656.4436646,0.047063161,962.3980713
0.00411019,767.1289673,0.000427591,630.9177856,0.000737908,660.2363281,0.048091706,963.4519653
0.004202687,768.7845459,0.000445157,631.7467041,0.000762085,663.9371948,0.049115866,964.5007324
0.004294609,770.4659424,0.000412094,632.5328979,0.000790903,667.5609131,0.050217159,965.5823975
0.004385615,772.2377319,0.000438891,633.3588867,0.000830027,671.1522827,,
0.004479968,773.7911987,0.000460197,633.77771,0.000871784,674.6445313,,
0.00457127,775.6055298,0.000512506,642.1878662,0.000909328,678.0778809,,
0.004662209,777.119751,0.0005827,649.1571045,0.000949642,681.4594116,,
0.004755353,778.8828735,0.000659459,656.1727295,0.000993391,684.7373657,,
0.004855012,780.5164795,0.000730384,662.949646,0.001034119,687.977478,,
0.004946902,781.9871216,0.000811458,668.7518311,0.001075725,691.1369019,,
0.00504224,783.4365845,0.0008843,675.0006104,0.001118188,694.2080688,,
0.005142472,784.9852295,0.000967706,679.7521973,0.001182431,697.2462158,,
0.005238975,786.4575195,0.001041829,685.5622559,0.001261588,700.2023926,,
0.005331818,787.7467651,0.001121394,689.3051758,0.001328391,703.0889893,,
0.005426112,788.8614502,0.001213422,694.3818359,0.001370442,705.9039307,,
0.005525192,790.1206055,0.001291066,698.4866943,0.001408565,708.6242676,,
0.005627313,790.9090576,0.001378219,702.4865723,0.001474318,711.3347778,,
0.00572373,792.0993652,0.001468117,706.8728638,0.001557382,713.9860229,,
0.00581862,793.2839355,0.001549724,710.2856445,0.001618028,716.5512695,,
0.005913294,794.1557617,0.001634474,714.0924072,0.0016466,719.0706787,,
0.006007076,795.2476807,0.001715567,717.4684448,0.001673427,721.4987793,,
0.006106091,796.4788208,0.001802281,721.085083,0.001733226,723.9144897,,
0.006205577,797.3684082,0.001894491,724.5976563,0.001817059,726.3147583,,
0.006309042,798.2265625,0.001975944,728.321228,0.001877238,728.6138916,,
0.006410164,799.4401245,0.002066058,730.6617432,0.001901847,730.883667,,
0.006508925,800.6954346,0.002150385,733.6833496,0.001932508,733.0957031,,
0.006605058,801.6384277,0.002249457,736.2392578,0.002009694,735.2810669,,
0.00669912,802.7511597,0.002345355,738.8386841,0.002101901,737.4768066,,
0.006793288,803.87146,0.00242938,741.8756714,0.00215591,739.572998,,
0.006893182,804.9435425,0.002523991,744.3482666,0.002184221,741.6328125,,
0.006987984,806.116394,0.002610953,746.7202148,0.002236119,743.7043457,,
0.007079468,807.5125122,0.002704081,749.111084,0.002325848,745.7280273,,
0.007175871,808.4522705,0.002792903,751.3100586,0.002402099,747.7271729,,
0.007269389,809.711853,0.002888309,753.7444458,0.00245044,749.6741943,,
0.007365246,810.6981201,0.002979946,755.6378174,0.002505598,751.5578003,,
0.007458487,811.9274292,0.003074352,758.3710327,0.002591036,753.4810181,,
0.00755838,813.0376587,0.003165322,759.9835815,0.00267618,755.3483887,,
0.00765995,814.2719727,0.003261123,762.4008179,0.002732769,757.1657715,,
0.007761685,815.0897827,0.00334833,764.7572632,0.002779326,758.9733276,,
0.007860425,816.0005493,0.003442257,766.6220703,0.002850655,760.7230225,,
0.007957221,816.9021606,0.003533111,768.4430542,0.002937078,762.4785156,,
0.008053157,817.5224609,0.003629085,770.0696411,0.003008745,764.199585,,
0.008152693,818.2269287,0.003731829,772.3464355,0.003056624,765.8577881,,
0.00825505,818.9606323,0.00382472,773.9888916,0.003105588,767.5297852,,
0.008352019,819.6588745,0.003926435,776.0440674,0.003178567,769.1729126,,
0.00844767,820.6746216,0.004021804,778.0621338,0.003267634,770.7987061,,
0.008548988,821.3395996,0.004124276,779.5900269,0.003340941,772.4268188,,
0.008648644,821.9503784,0.00421815,781.3493652,0.003397896,773.9750977,,
0.008744354,822.6401978,0.004322301,782.8704834,0.003462574,775.5341187,,
0.00884071,823.2584839,0.004413288,784.5803223,0.003556625,777.0988159,,
0.008937251,823.8812256,0.004509544,785.9915161,0.003648882,778.6115723,,
0.009035831,824.4552002,0.004610198,787.5438843,0.003710194,780.1130371,,
0.009132333,825.2835083,0.004704362,789.1757813,0.003754483,781.5618896,,
0.009229634,826.0444946,0.004800416,790.6255493,0.003824998,783.0028687,,
0.009326641,826.765625,0.004900794,791.8330688,0.00392041,784.472229,,
0.009421491,827.6722412,0.004998365,793.5357056,0.003996797,785.8708496,,
0.009519767,828.2982178,0.005096229,794.65271,0.004039261,787.2425537,,
0.009618154,829.0543823,0.005190756,795.8532715,0.00409334,788.6159668,,
0.009716031,829.8005981,0.005286397,797.4387817,0.00418906,789.9711914,,
