PEEQ,m0,m1,R_squared
0.0,1.7587678543982341,3.9623318703434856,-0.6012719155574484
0.00011,0.2505823631227125,0.6510207965018612,0.056595923990747754
0.0002,0.024366433524853598,0.1155352824690401,-0.42111415629532467
0.0003,0.006954140409748679,-0.1504415254232442,-3.0058418155104105
0.0004,0.0039633888298331345,-0.2737165771433692,-8.81124150625751
0.0005,0.002993203456121904,-0.34026325311334654,-16.924207765644507
0.0006,0.00257505141282166,-0.3802837004574121,-24.22554954100672
0.0007,0.0023705595432798525,-0.4061520585701608,-28.982720579731872
0.0008,0.002267408409166957,-0.42372820022583807,-31.712245870127234
0.0009,0.0022189241068176742,-0.43610839521344613,-33.410987755941285
0.001,0.0022027320800704804,-0.4450558730146326,-34.73302611417887
0.002,0.002525606561048734,-0.47051951723816915,-56.2682557526124
0.003,0.0029338211589813932,-0.47136467304168045,-109.20479749415274
0.004,0.003265045141273005,-0.4703199557968724,-226.48616346824886
0.005,0.0035200981057721633,-0.46969389499946407,-477.37599076645
0.01,0.004117140194900694,-0.4729268355722087,-1707.3657476591763
0.011,0.004165720007137487,-0.4740358726091327,-1668.493328541012
0.012,0.0042032485814827575,-0.47514200268112233,-1691.467921766105
0.013,0.004232665658780883,-0.4762145152622808,-1780.0678112499638
0.014,0.004256158181036951,-0.477234071142221,-1937.4128897414644
0.015,0.00427537657210547,-0.4781884357933645,-2171.222063112222
0.016,0.004291559928063664,-0.47907065446102304,-2494.860192903366
0.017,0.004305636202021764,-0.4798775261335937,-2927.1220577521385
0.018,0.004318287580919101,-0.48060883170141994,-3490.41173139454
0.019,0.004330047717807476,-0.48126517364772997,-4205.136545966548
0.02,0.004341286046781276,-0.48184935897569414,-5076.454804229286
0.021,0.00435227872715772,-0.48236468259397747,-6069.759808328609
0.022,0.00436322447020331,-0.48281491697165024,-7079.801706542012
0.023,0.004374364253399069,-0.4832007412318045,-7921.429218788112
0.024,0.004385487432181339,-0.4835364419264453,-8386.645278445414
0.025,0.00439696358462465,-0.4838159323432185,-8361.952901573542
0.026,0.004408753837710291,-0.48404576017753687,-7901.074085866034
0.027,0.004420814095288588,-0.48423185215257253,-7173.271944320401
0.028,0.0044332023394025805,-0.4843761502935327,-6354.620374695333
0.029,0.004445898088507066,-0.4844826452891395,-5563.856476986835
0.03,0.004458889638266797,-0.4845545955047352,-4858.0874860592885
0.031,0.004472160374629137,-0.4845950453835262,-4253.571933497276
0.032,0.004485580133906172,-0.4846103908753028,-3745.9565996934684
0.033,0.004499322881043705,-0.4845969214783731,-3322.935213434848
0.034,0.004513273414357656,-0.484560053809247,-2970.6086865975885
0.035,0.004527415317366209,-0.4845018089218445,-2676.1583992029678
0.036,0.004541723624685136,-0.4844243107417837,-2428.6981801480483
0.037,0.004556177730328217,-0.4843293948091511,-2219.334026227263
0.038,0.004570741120545374,-0.4842192708167717,-2040.930869370119
0.039,0.004585418018138844,-0.484094744089694,-1887.8071916032989
0.04,0.00460017736184956,-0.48395763966320876,-1755.44519471552
0.041,0.0046150010821282015,-0.4838092832763011,-1640.2448372218273
0.042,0.004629865872949778,-0.4836510872316994,-1539.3254589669468
0.043,0.0046447653611265075,-0.4834838656507056,-1450.3697440738713
0.044,0.004659681577634311,-0.4833087359624723,-1371.502447762666
0.045,0.00467460104963956,-0.48312662134375983,-1301.1965847541112
0.046,0.0046895114250846024,-0.4829383625009645,-1238.2008919687537
0.047,0.004704401411106342,-0.48274472480859676,-1181.4836194051315
0.048,0.004719260687793587,-0.48254640556178663,-1130.1888097498822
0.049,0.00473407978751567,-0.4823440417137615,-1083.6021309253297
0.05,0.004748850407077893,-0.4821382039101106,-1041.124032645518
0.051,0.004763564722115912,-0.48192942061309574,-1002.2485387671929
0.052,0.00477821579171386,-0.48171816851004956,-966.546396077323
0.053,0.0047927974623715045,-0.4815048779682264,-933.6516076376458
0.054,0.00480727283838455,-0.48129088511356044,-903.2506097192818
0.055,0.00482169771258276,-0.4810747125903267,-875.0735249621379
0.056,0.004836049973270236,-0.4808572209276256,-848.8870551104463
0.057,0.004850303625623216,-0.48063936488003617,-824.4886757250591
0.058,0.004864465820779895,-0.48042109111820797,-801.7018703066234
0.059,0.004878533613963156,-0.48020263706971333,-780.3721985819129
0.06,0.004892504433619067,-0.4799842176939468,-760.3640377481287
0.061,0.004906376196728867,-0.47976602311412947,-741.5578692530196
0.062,0.004920147128066403,-0.4795482249190338,-723.8480099901726
0.063,0.004933815622350142,-0.47933098104049365,-707.1407071980167
0.064,0.00494737467360669,-0.4791145996814553,-691.3525323447668
0.065,0.004960827387358843,-0.4788990845066099,-676.409021867642
0.066,0.004974175259454574,-0.4786844807794488,-662.2435225482685
0.067,0.004987417728788327,-0.47847088813195915,-648.7962072345747
0.068,0.005000554339951606,-0.4782583975177456,-636.0132328902708
0.069,0.005013585016220116,-0.4780470837673398,-623.8460180107714
0.07,0.005026509641146146,-0.4778370181469471,-612.2506204969532
0.071,0.005039339917272341,-0.4776279277927453,-601.1872003800521
0.072,0.005052124283851406,-0.4774184836013494,-590.6195544434626
0.073,0.0050647284832364605,-0.47721259890334455,-580.5147119239707
0.074,0.005077228436261036,-0.477008141324408,-570.8425823996014
0.075,0.005089574252629579,-0.4768065815528001,-561.5756481552097
0.076,0.005101871747435248,-0.47660494814064464,-552.6886948427743
0.077,0.005114066549958931,-0.47640483767547775,-544.1585749518136
0.078,0.005126274880816536,-0.47620300103802243,-535.9639997068033
0.079,0.005138259493072042,-0.47600620071605526,-528.0853553687273
