PEEQ,m0,m1,R_squared
0.0,19.505512248132558,1.189595405063383,0.08407062904627438
0.00011,-1.2903756532717758,4.238387464524791,-0.689373449091123
0.0002,-3.876219241920706,4.741341893669573,-3.7010742165325548
0.0003,-2.3282396942280124,4.196093195076695,-11.650959653462568
0.0004,-2.0715888329219636,4.291255513668257,-25.031173738617984
0.0005,-1.7831774661585602,4.037587856464601,-43.00603449253349
0.0006,-1.7406335476058405,4.040553414579937,-64.67965513078205
0.0007,-1.7250828862941991,4.044766450154578,-89.78105355374801
0.0008,-1.742655612667982,4.05219479123151,-118.52611822260525
0.0009,-1.735043730294816,4.056102507281057,-151.33182480020741
0.001,-1.734698890766702,4.06027770997699,-188.62680520319515
0.002,-1.705807123060964,4.087791318218119,-812.3180224204032
0.003,-1.6939918930782807,4.106424760199515,-1589.8554381421966
0.004,-1.6771304296135536,4.11930005686327,-2301.9856064921405
0.005,-1.7019652229216249,4.132006792797907,-3114.0605094495377
0.01,-1.6817413412103281,3.885568348882872,-22107.096065278005
0.011,-1.6772347075322462,3.8895625957771074,-39547.57616974468
0.012,-1.6748751654318847,3.8932967576391255,-76901.6699864679
0.013,-1.6777677725328346,3.897046976287285,-141990.24295212672
0.014,-1.6785661308802293,3.9004288925855644,-159194.9310256596
0.015,-1.6545702238091329,3.9007345420542348,-102118.27645956627
0.016,-1.668037104593148,3.905086634513495,-59490.469367617436
0.017,-1.6704124919176853,3.9079129481453623,-37456.599308076766
0.018,-1.6722238867866621,3.910467715272776,-25687.71635474081
0.019,-1.6690685922385953,3.9123719018705043,-18845.566496083065
0.02,-1.667394428613153,3.914265501615551,-14549.964100712996
0.021,-1.664563063371328,3.915953478809426,-11680.190397367629
0.022,-1.640125403106112,3.9148167743203346,-9665.63590175204
0.023,-1.6373293302526677,3.91615611850916,-8194.039658023785
0.024,-1.659703598151191,3.920736687428368,-7083.655704617036
0.025,-1.65810215051991,3.922157122061889,-6223.07424417843
0.026,-1.65471810270447,3.923339523255658,-5540.953426689547
0.027,-1.649084414319301,3.924175124077293,-4989.8852065967485
0.028,-1.647511527295453,3.9254106184758766,-4537.351439900533
0.029,-1.6531261194515827,3.9273490040404067,-4160.428485847931
0.03,-1.6556680754988284,3.928853337119041,-3842.566755508533
0.031,-1.6480566036171702,3.929363755699527,-3571.566030964088
0.032,-1.651747973106838,3.9308972712576917,-3338.26477512676
0.033,-1.6444507400705284,3.9313291414915836,-3135.669361966732
0.034,-1.6439106764654583,3.9323864844826577,-2958.3620442090732
0.035,-1.643842108553253,3.933452323397253,-2802.0900051994513
0.036,-1.647879795328472,3.9348900413120593,-2663.4747309355294
0.037,-1.6419846971803933,3.935314952105089,-2539.802970471503
0.038,-1.6353454101285276,3.9355296813998177,-2428.874051818069
0.039,-1.6446470977560035,3.937517888472122,-2328.8867848166074
0.04,-1.639015557391736,3.9378769482829754,-2238.354603477838
0.041,-1.641263857122169,3.939006793527063,-2156.041139776804
0.042,-1.6414474437748734,3.939906657552869,-2080.9107736051747
0.043,-1.611351332210821,3.9364094481821823,-2012.0902930755162
0.044,-1.6116550873753404,3.937277474054251,-1948.838889569534
0.045,-1.6356794264833758,3.9418127980310826,-1890.524470759282
0.046,-1.6335066249280477,3.9423792111900076,-1836.6048088684568
0.047,-1.6329833226143904,3.9431172254121045,-1786.6124230692283
0.048,-1.6342251612685506,3.944022562299354,-1740.1423702653124
0.049,-1.6338992135275214,3.944731034996955,-1696.8423187177327
0.05,-1.6276395203882927,3.9447975393625567,-1656.4044270984218
0.051,-1.6289449464595858,3.945636073433045,-1618.558661320676
0.052,-1.632248787537399,3.9466991125479716,-1583.0672639289376
0.053,-1.6333567423497717,3.947491854047956,-1549.7201531740252
0.054,-1.6324187163436332,3.9480663816952837,-1518.3310764042772
0.055,-1.6301672511560132,3.948496286797149,-1488.7343789098813
0.056,-1.6293363726985999,3.949057194209625,-1460.7822775660873
0.057,-1.63038192464099,3.9497939869568466,-1434.3425505997184
0.058,-1.6271907148589648,3.9500861420083098,-1409.296572019492
0.059,-1.6270945171335205,3.950687332604377,-1385.5376328167986
0.06,-1.6256616338360286,3.951135418848798,-1362.9695018022978
0.061,-1.6261011898817614,3.951769871937695,-1341.505187520422
0.062,-1.6256106454875183,3.9522951620137223,-1321.065869552182
0.063,-1.6258724418584771,3.952888790056647,-1301.5799730514143
0.064,-1.6248329082319666,3.9533407117875825,-1282.98236483516
0.065,-1.624033796954316,3.9538080352863205,-1265.2136529883921
0.066,-1.622598176075018,3.954200366374322,-1248.21957491297
0.067,-1.6213630347370802,3.954595318347317,-1231.950461186432
0.068,-1.6214520468817535,3.9551349942947924,-1216.3607646005808
0.069,-1.6203807080977912,3.955529925224095,-1201.4086454054511
0.07,-1.6210731183632188,3.956117241049203,-1187.0556051567287
0.071,-1.6210917814278925,3.95661786086084,-1173.2661627106354
0.072,-1.6213043586652407,3.9571279961617294,-1160.0075668604215
0.073,-1.6267285625413679,3.9581229839214656,-1147.2495409130813
0.074,-1.6261135381369611,3.9585379781818553,-1134.9640551711595
0.075,-1.616542247193373,3.9580622987801095,-1123.1251238616942
0.076,-1.6162966266737953,3.958499858304567,-1111.7086235205456
0.077,-1.6161521101361513,3.9589436221150094,-1100.6921302525213
0.078,-1.6169291134283148,3.9594818241567356,-1090.054773641796
0.079,-1.6172761822778314,3.959960376118283,-1079.7771053668457
