PEEQ,m0,m1,R_squared
0.0,999.9999999767767,1.8807188052900132,0.06014708411846792
0.00011,0.04372940388917207,3.977907144386516,-2.818274564568093
0.0002,-3.862467617911364,4.757069440884937,-22.02673062648375
0.0003,-2.296093601578835,4.216817563243267,-67.11987561360438
0.0004,-1.947814160069318,4.3021574071943585,-112.891196857702
0.0005,-1.7731301693100623,4.0376780392510625,-152.4818958571316
0.0006,-1.7325345448687177,4.039891463438684,-188.31525908884572
0.0007,-1.722621976350731,4.044360355987982,-221.95830042478926
0.0008,-1.7280110873017693,4.0502584775319495,-253.95475349004988
0.0009,-1.712048627481778,4.0523618672817525,-284.2721660695365
0.001,-1.7062344827724507,4.055603258017099,-312.59349962723593
0.002,-1.7085827175988066,4.082875963221224,-447.82498375940884
0.003,-1.6883348987326323,4.09665472965362,-431.60475035999235
0.004,-1.6828646861916945,4.107665225148372,-401.10670721693896
0.005,-1.6824575549625278,4.116709810268589,-379.64815554129603
0.01,-1.6571673626928725,4.142718987461168,-356.72212891458065
0.011,-1.653457758370093,4.146418334644445,-359.5274674811428
0.012,-1.692424301264002,3.874168133524453,-363.3933942516845
0.013,-1.6895954040758785,3.877345488163157,-368.05906027511423
0.014,-1.6879301161316578,3.880393603686532,-373.33297565048207
0.015,-1.6816115322127503,3.882766723867511,-379.07060425783874
0.016,-1.6806863509926075,3.8855040246440953,-385.160023329857
0.017,-1.679284135590979,3.888025701033263,-391.512520645954
0.018,-1.6765615278629769,3.890263732639662,-398.056293212544
0.019,-1.6739184020692195,3.8923815742198284,-404.7321406644438
0.02,-1.6721113998285526,3.894658175830199,-415.6964656015133
0.021,-1.6765854833524534,3.8970427942070063,-420.22958529582434
0.022,-1.674040093970379,3.8987309019210725,-424.623119871581
0.023,-1.6766870464859434,3.900871693417307,-428.86993429151494
0.024,-1.676855295394392,3.902653789569956,-432.9657114638684
0.025,-1.6705589431296948,3.9036671185683307,-436.90832075107613
0.026,-1.6730846442499083,3.9055872705296197,-440.697330143672
0.027,-1.6697560538248204,3.9068233967088113,-444.3336264855372
0.028,-1.6487085137542632,3.9058923344050114,-447.81911782740326
0.029,-1.6494866510347825,3.907310492838733,-451.15649877694653
0.03,-1.644777186751557,3.90830200391311,-454.3490645623571
0.031,-1.6663154396409998,3.9121047765465797,-457.40056303280863
0.032,-1.667597421059292,3.913536589272815,-460.31507639804244
0.033,-1.6667740227379444,3.914678938978798,-463.096926402004
0.034,-1.6650594950796194,3.915723220655281,-465.7505980982085
0.035,-1.6628598705847732,3.9166795966883914,-468.2806784133132
0.036,-1.6407147476491775,3.9150351457962356,-470.69180657784557
0.037,-1.656736014851105,3.9182627332267486,-472.9886340741547
0.038,-1.6612349313624142,3.91978871046763,-475.1757923262114
0.039,-1.6590258166393186,3.9205960882881508,-477.2578666034457
0.04,-1.6534607000730979,3.92100829031587,-479.2393750654277
0.041,-1.658492491674314,3.9225118074046783,-481.12475197918525
0.042,-1.6561310520206112,3.9232494194785255,-482.9183343832636
0.043,-1.6566056259348256,3.9242026344113317,-484.6243516138844
0.044,-1.6549189516950242,3.9249443312794954,-486.2469171909988
0.045,-1.6528113711330226,3.9256080062053074,-487.7900226910693
0.046,-1.6489993288336375,3.9260284624639423,-489.2575332754148
0.047,-1.6529021690169006,3.927300150939593,-490.65318461214906
0.048,-1.6500263625562006,3.927826410545541,-491.9805809704015
0.049,-1.6502690357992724,3.9286454347676996,-493.2431943092852
0.05,-1.6503863509490884,3.929434391099162,-494.4443642004227
0.051,-1.6533122786191208,3.9304739059576526,-495.58729846628455
0.052,-1.6485712579122545,3.930754299212447,-496.6750744065583
0.053,-1.646473245642211,3.9312801062714584,-497.71064053132176
0.054,-1.6207995558730097,3.9285206119874663,-498.6968187226004
0.055,-1.6472903949914832,3.9327597218402968,-499.6363067254232
0.056,-1.6431900837569593,3.9330543720567626,-500.5316809733136
0.057,-1.6435304802875952,3.933750572393179,-501.3853995883825
0.058,-1.64388630480456,3.934443033667144,-502.19980562392385
0.059,-1.640781283406038,3.9347847570716654,-502.9771304266674
0.06,-1.6464093159377435,3.9359779242341157,-503.71949711764495
0.061,-1.6453558083978,3.936497989188846,-504.4289241595613
0.062,-1.6461493795174695,3.937168107394259,-505.10732896620306
0.063,-1.6446392463227868,3.937636596212582,-505.7565315483401
0.064,-1.639379429160402,3.937695645716873,-506.37825815676723
0.065,-1.6399734492470834,3.938328936807862,-506.9741449257454
0.066,-1.642529486771825,3.939171790879667,-507.54574147542735
0.067,-1.6384784159544639,3.9393092682398194,-508.09451447764775
0.068,-1.6405815781041986,3.9400937960350193,-508.6218511697616
0.069,-1.6351756497404002,3.940082439756211,-509.12906279621103
0.07,-1.6388007269898082,3.9409972334080834,-509.6173879843835
0.071,-1.6381662461603055,3.9414619727805063,-510.08799603492594
0.072,-1.6072735078604663,3.9375149482173812,-510.5419901298833
0.073,-1.6367828311896506,3.942354938053981,-510.98041042846484
0.074,-1.6325252206932248,3.9424076576546407,-511.40423712897905
0.075,-1.6368186483387832,3.9433618876115957,-511.81439334726326
0.076,-1.6388217465452553,3.9440467614365633,-512.211747961326
0.077,-1.6367472868705175,3.944326673662183,-512.5971183295934
0.078,-1.635251457448569,3.944654780800626,-512.9712729151454
0.079,-1.634470109200712,3.9450475384804107,-513.3349338050676
