PEEQ,m0,m1,R_squared
0.0,999.9999977208059,2.2261030217219115,-0.8286027070401241
0.00011,999.9999997286259,2.212880278044398,-0.04296478188757957
0.0002,999.9999947205862,2.199182614690947,0.8133924763376202
0.0003,0.8405517369155754,0.6592392787538907,0.9237194594448813
0.0004,0.10467415121561173,0.21146434385356724,0.7239971200391158
0.0005,0.04551627770998694,0.03390467454074341,0.4583635068877058
0.0006,0.02991766715408278,-0.05617157551172572,0.1528588554985163
0.0007,0.02331174462782012,-0.11052390385730348,-0.19991693528333432
0.0008,0.01975213588447265,-0.1472861755062798,-0.6064605360922937
0.0009,0.01753803740650506,-0.17418491317752682,-1.069343688817531
0.001,0.016026029340183382,-0.19499218302800994,-1.588530947230753
0.002,0.011084503837695606,-0.28772294933072584,-9.51167761238542
0.003,0.010008769539521808,-0.3201003584707559,-21.212249168104318
0.004,0.009635719226062274,-0.33645335759912004,-35.10367988055505
0.005,0.009502587785589853,-0.34610664417184733,-49.87179659243687
0.01,0.00970305888169427,-0.36320170667275753,-112.36969856594062
0.011,0.00978911017905414,-0.36431311180501186,-120.4601475346653
0.012,0.009878831978949527,-0.3651006602005397,-126.92448811475418
0.013,0.009970586652434402,-0.3656413806758291,-131.84714274413753
0.014,0.010063472368111127,-0.36598782677526337,-135.35502595770484
0.015,0.010156848059258981,-0.366179555166495,-137.60109006508847
0.016,0.010250282419841359,-0.36624640026184146,-138.750111724453
0.017,0.010343481000767245,-0.36621132025016373,-138.96740540706645
0.018,0.010436005688413621,-0.3660958962892548,-138.4106551443222
0.019,0.01052836229697569,-0.3659044887764287,-137.22463740927319
0.02,0.010313204441931808,-0.36983285927596027,-171.3982730601718
0.021,0.01028562839123307,-0.3711307785177819,-185.56232313455996
0.022,0.01026205563993361,-0.3723122488947475,-199.97053071588937
0.023,0.010241990197647734,-0.37339031229821695,-214.57731726466142
0.024,0.010224939589078455,-0.37437726957396533,-229.3384184865498
0.025,0.010210685217568573,-0.375280573154902,-244.21124246436193
0.026,0.010198846586961597,-0.3761097122743701,-259.1551488462722
0.027,0.010189154834873823,-0.3768720213771104,-274.1316555677577
0.028,0.010181375850313855,-0.377573938150484,-289.10458096662285
0.029,0.0101753044335002,-0.3782211441112514,-304.040130070015
0.03,0.010170760350222926,-0.37881866738013553,-318.9069339041969
0.031,0.010167584480368945,-0.37937097735110087,-333.67605031318874
0.032,0.01016563583558364,-0.3798820603794959,-348.3209340731222
0.033,0.010164789134402167,-0.38035548236003763,-362.81738319755095
0.034,0.010164932631165725,-0.3807944436919459,-377.1434673554995
0.035,0.010165966603921809,-0.38120182093871796,-391.27944334960125
0.036,0.010167801525263444,-0.38158021093848377,-405.20766168445925
0.037,0.010170357345679702,-0.38193195541090325,-418.9124674303222
0.038,0.010173561947721737,-0.3822591767688263,-432.380097871214
0.039,0.010177350384850401,-0.3825638001582989,-445.5985788287757
0.04,0.010181664108562569,-0.38284757440539813,-458.5576210648242
0.041,0.01018645009373041,-0.38311209346453595,-471.2485177807723
0.042,0.010191660463493533,-0.38335880913162357,-483.6640439372687
0.043,0.01019725185531152,-0.383589046990877,-495.79835789607046
0.044,0.010203184939884886,-0.38380401928696434,-507.6469057279047
0.045,0.010209424016277755,-0.3840048359892853,-519.2063284180291
0.046,0.010215936754700922,-0.38419251304923413,-530.4743721268204
0.047,0.010222693639437352,-0.3843679848493529,-541.4498016132998
0.048,0.010229667992132046,-0.38453210723059406,-552.1323168995125
0.049,0.010236835395305814,-0.3846856694860822,-562.5224732345583
0.05,0.010244173759343013,-0.38482939604791616,-572.6216044059146
0.051,0.0102516628358573,-0.38496395648416076,-582.43174943654
0.052,0.010259284292024913,-0.3850899665696668,-591.9555826998205
0.053,0.010267021371654793,-0.3852079955269298,-601.1963474766499
0.054,0.010274858882203189,-0.3853185680350675,-610.1577929695031
0.055,0.010282782929927873,-0.38542216997167184,-618.8441147787765
0.056,0.010290780776086254,-0.3855192521069098,-627.2598988337119
0.057,0.010298840985509244,-0.385610229167484,-635.4100687578949
0.058,0.010306953005437386,-0.38569548756845656,-643.2998366346495
0.059,0.01031510706981535,-0.385775387988741,-650.9346571229814
0.06,0.010323294973823526,-0.3858502544921829,-658.3201848613021
0.061,0.01033150847608562,-0.3859204000368876,-665.4622350809881
0.062,0.010339740392745383,-0.3859861104998024,-672.3667473395931
0.063,0.010347984185035344,-0.3860476517957575,-679.0397522721
0.064,0.010356233936825453,-0.38610527094841834,-685.4873412466468
0.065,0.010364484143592095,-0.3861591999763648,-691.7156388041283
0.066,0.01037272998887786,-0.3862096522608573,-697.7307777527997
0.067,0.010380967031067435,-0.3862568279066521,-703.5388767836292
0.068,0.010389191142111044,-0.3863009151821832,-709.146020468601
0.069,0.010397398769206864,-0.38634208699068945,-714.558241501657
0.07,0.010405586584570378,-0.386380506660299,-719.7815050408744
0.071,0.010413751629469246,-0.3864163261454905,-724.8216950118485
0.072,0.010421891269938777,-0.38644968707093263,-729.6846022329353
0.073,0.010430003034123317,-0.3864807235548816,-734.3759142265063
0.074,0.01043808484193802,-0.38650955903259676,-738.9012065840412
0.075,0.010446134720514524,-0.38653631087308893,-743.2659357565267
0.076,0.010454150974024502,-0.38656108807536654,-747.475433148411
0.077,0.010462132130628217,-0.3865839923284555,-751.5349003967344
0.078,0.010470076762832087,-0.38660512097197963,-755.4494057246534
0.079,0.010477983744448156,-0.386624563313258,-759.223881264209
