PEEQ,CT1,CT2,CT3
0.00011,2.9664671568049137,0.010221350983092351,0.3787647915036607
0.0002,2.86124731874643,0.010096060498958297,0.380750685448366
0.0003,2.75428947105072,0.009959172835622098,0.38296945374493785
0.0004,2.656902049483907,0.009824690022588041,0.385201157124507
0.0005,2.568229100614662,0.00969256991265139,0.38744587099664096
0.0006,2.487491221926658,0.009562771097051675,0.38970367121053445
0.0007,2.4139787159529913,0.009435252892539757,0.3919746340575707
0.0008,2.3470453565978913,0.009309975328671323,0.39425883627390057
0.0009,2.2861027129040026,0.009186899135322791,0.3965563550430346
0.001,2.230614980418269,0.009065985730425843,0.398867267998452
0.002,1.8872307388321568,0.007967785446234367,0.4227304841887479
0.003,1.7529701570331104,0.007048094511037673,0.44802195983967963
0.004,1.7006468609615872,0.006277980179870082,0.4748271790249038
0.005,1.6804291706160124,0.005633198118227362,0.5032367422041144
0.01,1.6696383996448123,0.00368285757457358,0.14979418753681192
0.011,1.670069732031247,0.0034617304982792357,0.0003973534420786302
0.012,1.6705554481587157,0.003276945271177073,0.00016321808610048305
0.013,1.671067994142566,0.003122611118930805,0.0001629299109050569
0.014,1.6715966180952126,0.0029937924248814632,0.00016292677057012348
0.015,1.6721371473002862,0.0028863539140330163,0.00016292395308476084
0.016,1.672687984469261,0.0027968309216061076,0.00016292111128631307
0.017,1.6732485397504728,0.0027223206831041603,0.00016291824453708718
0.018,1.6738186166689597,0.002660391240734828,0.00016291535261942362
0.019,1.674398171641084,0.002609005112433271,0.00016291243531439556
0.02,1.674987219779435,0.002566455331875393,0.00016290949240119377
0.021,1.675585797981534,0.0025313118551944323,0.00016290652365711064
0.022,1.6761939504485865,0.002502376654731553,0.00016290352885752428
0.023,1.676811722986788,0.002478646092209619,0.00016290050777588205
0.024,1.677439160747623,0.002459279391726363,0.0001628974601836844
0.025,1.6780763073150782,0.0024435722240491644,0.00016289438585046832
0.026,1.678723204320756,0.0024309345738354393,0.0001628912845437908
0.027,1.6793798912662976,0.0024208721956096536,0.0001628881560292118
0.028,1.680046405427669,0.0024129710767989846,0.00016288500007027778
0.029,1.6807227817922326,0.002406884420383894,0.00016288181642850437
0.03,1.6814090530094419,0.0024023217387069465,0.00016287860486335925
0.031,1.6821052493476911,0.0023990397161752293,0.0001628753651322449
0.032,1.6828113986544417,0.0023968345540607092,0.000162872096990481
0.033,1.6835275263185272,0.00239553555708538,0.000162868800191287
0.034,1.684253655234253,0.002394999760429445,0.00016286547448576428
0.035,1.6849898057671626,0.0023951074284409134,0.0001628621196228782
0.036,1.6857359957214715,0.0023957582836760657,0.00016285873534944016
0.037,1.6864922403091827,0.002396868347819086,0.00016285532141008924
0.038,1.6872585521209404,0.0023983672952336906,0.00016285187754727415
0.039,1.68803494109866,0.0024001962359916323,0.00016284840350123432
0.04,1.6888214145099865,0.002402305858706731,0.00016284489900998168
0.041,1.6896179769246298,0.002404654874801223,0.0001628413638092815
0.042,1.6904246301926196,0.002407208715297891,0.00016283779763263362
0.043,1.6912413734245237,0.002409938439163391,0.00016283420021125328
0.044,1.692068202973671,0.0024128198188741777,0.0001628305712740519
0.045,1.6929051124204182,0.0024158325744448373,0.00016282691054761748
0.046,1.6937520925584946,0.002418959731824146,0.00016282321775619522
0.047,1.6946091313834566,0.002422187085473115,0.00016281949262166758
0.048,1.6954762140832862,0.002425502748214288,0.0001628157348635345
0.049,1.6963533230311558,0.002428896774185448,0.0001628119441988933
0.05,1.6972404377803847,0.002432360843029703,0.00016280812034241823
0.051,1.6981375350616115,0.002435887995379873,0.00016280426300634035
0.052,1.6990445887821952,0.0024394724113086064,0.00016280037190042671
0.053,1.6999615700278634,0.0024431092247674505,0.00016279644673195977
0.054,1.7008884470666161,0.002446794368170505,0.00016279248720571626
0.055,1.7018251853548945,0.0024505244422270292,0.0001627884930239464
0.056,1.7027717475460202,0.0024542966069221223,0.00016278446388635223
0.057,1.7037280935009056,0.0024581084902103975,0.0001627803994900665
0.058,1.7046941803010291,0.0024619581115453,0.00016277629952963094
0.059,1.7056699622636775,0.0024658438178339565,0.0001627721636969743
0.06,1.706655390959439,0.0024697642297988134,0.0001627679916813906
0.061,1.7076504152319392,0.002473718197055181,0.0001627637831695168
0.062,1.7086549812198002,0.0024777047604884247,0.00016275953784531067
0.063,1.7096690323808084,0.0024817231207446017,0.00016275525539002792
0.064,1.7106925095182626,0.0024857726118410104,0.00016275093548219984
0.065,1.7117253508094805,0.0024898526790645484,0.00016274657779761007
0.066,1.7127674918364326,0.002493962860460958,0.00016274218200927195
0.067,1.7138188656184719,0.002498102771331276,0.00016273774778740474
0.068,1.7148794026471204,0.00250227209124665,0.0001627332747994104
0.069,1.7159490309228786,0.00250647055317214,0.00016272876270985012
0.07,1.7170276759940108,0.002510697934356635,0.00016272421118042
0.071,1.718115260997266,0.0025149540487017725,0.00016271961986992739
0.072,1.7192117067004817,0.0025192387403693926,0.00016271498843426657
0.073,1.7203169315470248,0.0025235518784261822,0.00016271031652639406
0.074,1.7214308517020112,0.0025278933523568596,0.00016270560379630437
0.075,1.7225533811002545,0.0025322630683047255,0.00016270084989100477
0.076,1.7236844314958781,0.0025366609459213066,0.00016269605445449047
0.077,1.7248239125135383,0.002541086915726104,0.00016269121712771928
0.078,1.7259717317011862,0.00254554091689352,0.00016268633754858616
0.079,1.7271277945843115,0.0025500228953975516,0.0001626814153518975
0.08,1.7282920047215993,0.002554532802456122,0.0001626764501693454
0.081,1.7294642637619249,0.0025590705932263735,0.0001626714416294813
0.082,1.7306444715026292,0.002563636225710178,0.00016266638935768995
0.083,1.7318325259489862,0.002568229659835749,0.00016266129297616268
0.084,1.7330283233748074,0.002572850856686777,0.00016265615210387077
0.085,1.7342317583840905,0.002577499777855189,0.0001626509663565385
0.086,1.7354427239736545,0.0025821763848975056,0.0001626457353466158
0.087,1.73666111159667,0.002586880638878027,0.00016264045868325113
0.088,1.7378868112270154,0.002591612499984828,0.0001626351359722636
0.089,1.739119711424382,0.002596371927206812,0.00016262976681611532
0.09,1.740359699400043,0.0026011588780619904,0.00016262435081388312
0.091,1.7416066610832175,0.0026059733083687643,0.0001626188875612304
0.092,1.7428604811879393,0.00261081517205331,0.00016261337665037854
0.093,1.7441210432803649,0.002615684420987317,0.0001626078176700781
0.094,1.7453882298464303,0.002620581004851244,0.00016260221020557988
0.095,1.7466619223597848,0.0026255048710190545,0.0001625965538386056
0.096,1.7479420013499254,0.002630455964461066,0.00016259084814731852
0.097,1.7492283464704488,0.00263543422766207,0.0001625850927062936
0.098,1.7505208365673508,0.0026404396005523683,0.0001625792870864876
0.099,1.7518193497472916,0.0026454720204497407,0.00016257343085520894
0.1,1.7531237634457586,0.0026505314220106975,0.00016256752357608715
0.11,1.7664651199769201,0.0027025930862793483,0.00016250554445939152
0.12,1.7802592861697113,0.0027572603326560165,0.00016243795202065638
0.13,1.7943827607025613,0.002814421347500732,0.0001623642441302909
0.14,1.8087185320459334,0.002873936572029605,0.00016228387446008742
0.15,1.8231603217293957,0.0029356403514914733,0.0001621962486768646
0.16,1.8376154039383437,0.002999343417126249,0.00016210072031838
0.17,1.8520060434218986,0.003064836083466811,0.00016199658632622834
0.18,1.866269738444784,0.0031318920400983863,0.00016188308220858912
0.19,1.880358535311484,0.0032002725908122907,0.00016175937680371535
0.2,1.8942377026146104,0.0032697311715186405,0.00016162456661297092
0.21,1.9078840323728152,0.003340017967257026,0.00016147766967001067
0.22,1.9212839893255977,0.003410884449512489,0.00016131761891036256
0.23,1.934431874190726,0.003482087667371015,0.0001611432550032063
0.24,1.947328112606941,0.0035533941482165854,0.00016095331860454891
0.25,1.9599777351286298,0.003624583293223296,0.0001607464419882711
0.26,1.9723890776209445,0.003695450186895541,0.00016052114000866553
0.27,1.984572705800187,0.0037658077753221814,0.0001602758003451017
0.28,1.9965405511364291,0.0038354884018444385,0.00016000867297634723
0.29,2.0083052359701905,0.003904344719205493,0.00015971785882884672
0.3,2.019879561541578,0.003972250022331103,0.00015940129753992636
0.31,2.031276131983559,0.004039098064779726,0.0001590567542734549
0.32,2.0425070888408685,0.004104802434366156,0.00015868180552197714
0.33,2.0535839333513275,0.004169295569835817,0.00015827382382575236
0.34,2.0645174168871923,0.004232527501491824,0.00015782996133550885
0.35,2.0753174831661623,0.0042944643953510405,0.00015734713214209356
0.36,2.085993248850535,0.004355086973831501,0.0001568219932925877
0.37,2.0965530118291564,0.004414388877237724,0.0001562509244089218
0.38,2.1070042787719996,0.004472375020395346,0.0001556300058216066
0.39,2.1173538054625523,0.004529059988515934,0.00015495499512796084
0.4,2.1276076449775574,0.004584466506389544,0.00015422130208124344
0.41,2.137771200038717,0.004638624005765791,0.00015342396171446005
0.42,2.147849276852595,0.004691567307587708,0.0001525576056004305
0.43,2.157846138527581,0.0047433354287385165,0.00015161643114807664
0.44,2.1677655567509317,0.004793970517190638,0.0001505941688339728
0.45,2.177610860859763,0.004843516914868144,0.00014948404726814184
0.46,2.187384983777299,0.004892020344052369,0.0001482787559940748
0.47,2.1970905045342586,0.0049395272106472,0.00014697040592521029
0.48,2.206729687275013,0.004986084015932637,0.00014555048732388073
0.49,2.2163045167751316,0.0050317368674277115,0.00014400982523430318
0.5,2.225816730583841,0.0050765310790195535,0.0001423385322888861
0.51,2.2352678479617416,0.0051205108504702185,0.00014052595881731798
0.52,2.2446591958186115,0.0051637190166781855,0.0001385606402010241
0.53,2.253991931874302,0.00520619685755621,0.0001364302414321179
0.54,2.2632670652721183,0.005247983960016232,0.00013412149885647917
0.55,2.2724854748722487,0.005289118124265885,0.00013162015910571324
0.56,2.2816479254453266,0.005329635307373465,0.0001289109152531828
0.57,2.2907550819750493,0.0053695695978146244,0.00012597734026589024
0.58,2.299807522265433,0.005408953215449441,0.0001228018178676397
0.59,2.3088057480337554,0.005447816532075988,0.00011936547098067259
0.6,2.317750194655281,0.0054861881083549755,0.00011564808797402523
0.61,2.326641239711104,0.005524094743493512,0.00011162804701855551
0.62,2.33547921047609,0.005561561534612002,0.0001072822389323974
0.63,2.3442643904703426,0.00559861194319666,0.00010258598899825792
0.64,2.352997025184858,0.0056352678664631,9.751297834733957e-05
0.65,2.361677327080308,0.0056715497118271395,9.203516563591427e-05
0.66,2.370305479947019,0.005707476473001075,8.612270989206553e-05
0.67,2.378881642704402,0.00574306580651168,7.974389558454482e-05
0.68,2.3874059527091562,0.005778334107674304,7.286506116605589e-05
0.69,2.3958785286335145,0.0058132965852601606,6.54505325729127e-05
0.7,2.40429947296758,0.0058479673342652265,5.746256342565971e-05
0.71,2.412668874193379,0.005882359406333067,4.886128397503303e-05
0.72,2.4209868086724584,0.005916484877503947,3.960466117918071e-05
0.73,2.429253342283784,0.005950354913061934,2.9648472686461246e-05
0.74,2.43746853184415,0.005983979829333378,1.8946297939039235e-05
0.75,2.4456324263392974,0.006017369152356622,7.4495301121435835e-06
0.76,2.4537450679904214,0.006050531673396437,-4.892586830912741e-06
0.77,2.461806493177613,0.006083475501319358,-1.8132891049480777e-05
0.78,2.469816733239054,0.006116208111879722,-3.232620006385516e-05
0.79,2.4777758151623646,0.00614873639399209,-4.752916587271388e-05
0.8,2.485683762182401,0.006181066693085272,-6.380008059104277e-05
0.81,2.4935405942979583,0.006213204851647439,-8.119862422879305e-05
0.82,2.5013463287181823,0.006245156247081749,-9.978554508732916e-05
0.83,2.509100980248126,0.0062769258269983075,-0.00011962226197316408
0.84,2.516804561621615,0.006308518142071789,-0.00014077037600361084
0.85,2.5244570837885223,0.00633993737659533,-0.00016329107819318595
0.86,2.5320585561626165,0.006371187376860676,-0.00018724443724855625
0.87,2.5396089868353244,0.006402271677492569,-0.00021268855004895543
0.88,2.547108382760035,0.006433193525862287,-0.00023967853513342602
0.89,2.5545567499109647,0.006463955904701238,-0.00026826534714128784
0.9,2.5619540934200473,0.006494561553031092,-0.00029849438754381394
0.91,2.5693004176948646,0.0065250129855218926,-0.0003304038841502816
0.92,2.576595726520214,0.006555312510384434,-0.0003640230087594314
0.93,2.5838400231455685,0.006585462245897828,-0.00039936969894982315
0.94,2.591033310360365,0.006615464135667746,-0.00043644814635586024
0.95,2.5981755905588217,0.0066453199627054494,-0.00047524590986235235
0.96,2.6052668657957234,0.00667503136241247,-0.0005157306079791864
0.97,2.61230713783444,0.006704599834550542,-0.0005578461402492655
0.98,2.619296408188272,0.0067340267542714384,-0.0006015083829311376
0.99,2.626234678156071,0.006763313382276562,-0.0006466002994338576
1.0,2.6331219488529447,0.006792460874171439,-0.0006929664011393463
1.01,2.6399582212367827,0.006821470289075986,-0.0007404064894285455
1.02,2.6467434961312226,0.006850342597547129,-0.0007886686050695679
1.03,2.6534777742456335,0.0068790786888664685,-0.0008374411068103669
1.04,2.660161056192606,0.006907679377741947,-0.0008863437972820058
1.05,2.666793342503446,0.006936145410468927,-0.0009349180114656295
1.06,2.673374633642105,0.006964477470592844,-0.0009826155813939998
1.07,2.6799049300180053,0.006992676184112437,-0.0010287865909348482
1.08,2.686384231998235,0.007020742124259759,-0.001072665837048032
1.09,2.6928125399196365,0.007048675815890376,-0.0011133579195773183
1.1,2.699189854101384,0.007076477739514713,-0.0011498208913598735
1.11,2.70551617485881,0.007104148334999115,-0.001180848415346599
1.12,2.711791502519383,0.007131688004963033,-0.00120505039689781
1.13,2.718015837442044,0.007159097117896717,-0.0012208320891001338
1.14,2.724189180041469,0.007186376011021866,-0.0012263717088043763
1.15,2.730311530819326,0.007213524992916028,-0.0012195966534207492
1.16,2.7363828904053364,0.00724054434591984,-0.0011981584760178427
1.17,2.7424032596118546,0.007267434328344716,-0.00115940686204331
1.18,2.7483726395070467,0.007294195176497251,-0.0011003629585055802
1.19,2.754291031513479,0.007320827106535258,-0.0010176925395834185
1.2,2.7601584375413415,0.0073473303161692115,-0.0009076796555116135
1.21,2.7659748601687664,0.00737370498622176,-0.0007662016085217254
1.22,2.771740302886096,0.007399951282056954,-0.0005887063347967143
1.23,2.777454770426839,0.007426069354889897,-0.000370193548557567
1.24,2.783118269216005,0.007452059342986705,-0.00010520132625043994
1.25,2.7887308079772115,0.007477921372763789,0.0002121998237574552
1.26,2.7942923985542816,0.007503655559794814,0.0005884029495264141
1.27,2.7998030570223196,0.007529262009732978,0.0010302477971991927
1.28,2.805262805188992,0.00755474081915564,0.001544987728266562
1.29,2.810671672621185,0.007580092076337738,0.002140236558359954
1.3,2.816029699378106,0.0076053158619599475,0.0028238910164626006
1.31,2.8213369396930217,0.007630412249756994,0.0036040241535427227
1.32,2.8265934669269983,0.007655381307111149,0.004488744803351721
1.33,2.8317993802254255,0.007680223095595465,0.005486018204471532
1.34,2.8369548134500717,0.007704937671470958,0.006603443246258932
1.35,2.8420599471460144,0.007729525086141634,0.007847982644027696
1.36,2.8471150245473393,0.007753985386570834,0.00922564384843966
1.37,2.8521203729441718,0.007778318615662226,0.010741110837992635
1.38,2.8570764321461724,0.007802524812608344,0.012397330324527816
