PEEQ,CT1,CT2,CT3,CT4,CT5
0.00011,2.9664671568049137,0.010221350983092351,0.3787647915036607,0.6984500997355084,504.454362017525
0.0002,2.86124731874643,0.010096060498958297,0.380750685448366,0.6982839893047736,505.7327658502957
0.0003,2.75428947105072,0.009959172835622098,0.38296945374493785,0.6980992965968834,507.137601802601
0.0004,2.656902049483907,0.009824690022588041,0.385201157124507,0.6979144717265371,508.52607953096077
0.0005,2.568229100614662,0.00969256991265139,0.38744587099664096,0.6977295147027729,509.8982808087761
0.0006,2.487491221926658,0.009562771097051675,0.38970367121053445,0.697544425534632,511.25429027353664
0.0007,2.4139787159529913,0.009435252892539757,0.3919746340575707,0.6973592042311596,512.5941953219543
0.0008,2.3470453565978913,0.009309975328671323,0.39425883627390057,0.6971738508014039,513.918086006057
0.0009,2.2861027129040026,0.009186899135322791,0.3965563550430346,0.6969883652544172,515.2260549303114
0.001,2.230614980418269,0.009065985730425843,0.398867267998452,0.6968027475992551,516.51819714984
0.002,1.8872307388321568,0.007967785446234367,0.4227304841887479,0.6949393070927833,528.591617301809
0.003,1.7529701570331104,0.007048094511037673,0.44802195983967963,0.6930626657564236,539.2014217722385
0.004,1.7006468609615872,0.006277980179870082,0.4748271790249038,0.6911728327044416,548.4686656851406
0.005,1.6804291706160124,0.005633198118227362,0.5032367422041144,0.6892698170864373,556.5204542095913
0.01,1.6696383996448123,0.00368285757457358,0.14979418753681192,0.6795573231970976,582.8028182718438
0.011,1.670069732031247,0.0034617304982792357,0.0003973534420786302,0.6775754062848172,586.008756424248
0.012,1.6705554481587157,0.003276945271177073,0.00016321808610048305,0.6755803718306921,588.7350022735528
0.013,1.671067994142566,0.003122611118930805,0.0001629299109050569,0.6735722292616392,591.049712263522
0.014,1.6715966180952126,0.0029937924248814632,0.00016292677057012348,0.6715509880385466,593.012404347532
0.015,1.6721371473002862,0.0028863539140330163,0.00016292395308476084,0.669516657656114,594.6747422895498
0.016,1.672687984469261,0.0027968309216061076,0.00016292111128631307,0.6674692476426911,596.0813491684934
0.017,1.6732485397504728,0.0027223206831041603,0.00016291824453708718,0.6654087675601164,597.2706070836767
0.018,1.6738186166689597,0.002660391240734828,0.00016291535261942362,0.6633352270035527,598.2754156716628
0.019,1.674398171641084,0.002609005112433271,0.00016291243531439556,0.6612486356013222,599.1238935022
0.02,1.674987219779435,0.002566455331875393,0.00016290949240119377,0.6591490030147393,599.840014552
0.021,1.675585797981534,0.0025313118551944323,0.00016290652365711064,0.6570363389379429,600.444177519539
0.022,1.6761939504485865,0.002502376654731553,0.00016290352885752428,0.6549106530977247,600.9537093879735
0.023,1.676811722986788,0.002478646092209619,0.00016290050777588205,0.6527719552533612,601.3833068894191
0.024,1.677439160747623,0.002459279391726363,0.0001628974601836844,0.6506202551964384,601.745420779992
0.025,1.6780763073150782,0.0024435722240491644,0.00016289438585046832,0.6484555627506793,602.0505884099102
0.026,1.678723204320756,0.0024309345738354393,0.0001628912845437908,0.6462778877717668,602.3077201947846
0.027,1.6793798912662976,0.0024208721956096536,0.0001628881560292118,0.6440872401471681,602.5243454277421
0.028,1.680046405427669,0.0024129710767989846,0.00016288500007027778,0.6418836297959563,593.3809958140725
0.029,1.6807227817922326,0.002406884420383894,0.00016288181642850437,0.6396670666686295,593.3238487085334
0.03,1.6814090530094419,0.0024023217387069465,0.00016287860486335925,0.637437560746931,593.2667260453196
0.031,1.6821052493476911,0.0023990397161752293,0.0001628753651322449,0.6351951220436658,593.2096278244311
0.032,1.6828113986544417,0.0023968345540607092,0.000162872096990481,0.6329397606025142,593.1525540458678
0.033,1.6835275263185272,0.00239553555708538,0.000162868800191287,0.6306714864978303,593.0955047096297
0.034,1.684253655234253,0.002394999760429445,0.00016286547448576428,0.6283903098343026,593.0384798157169
0.035,1.6849898057671626,0.0023951074284409134,0.0001628621196228782,0.6260962407454511,592.9814793641294
0.036,1.6857359957214715,0.0023957582836760657,0.00016285873534944016,0.6237892893822155,592.924503354867
0.037,1.6864922403091827,0.002396868347819086,0.00016285532141008924,0.6214694658180895,592.8675517879301
0.038,1.6872585521209404,0.0023983672952336906,0.00016285187754727415,0.6191367792630799,592.8106246633183
0.039,1.68803494109866,0.0024001962359916323,0.00016284840350123432,0.6167912316760131,592.7537219810318
0.04,1.6888214145099865,0.002402305858706731,0.00016284489900998168,0.6144327673200842,592.6968437410707
0.041,1.6896179769246298,0.002404654874801223,0.0001628413638092815,0.6120608907663437,592.6399899434347
0.042,1.6904246301926196,0.002407208715297891,0.00016283779763263362,0.6096719626340498,592.583160588124
0.043,1.6912413734245237,0.002409938439163391,0.00016283420021125328,0.6072423853394449,592.5263556751385
0.044,1.692068202973671,0.0024128198188741777,0.0001628305712740519,0.6046576951179362,592.4695752044782
0.045,1.6929051124204182,0.0024158325744448373,0.00016282691054761748,0.6019089774485396,592.4128191761433
0.046,1.6937520925584946,0.002418959731824146,0.00016282321775619522,0.6014979808669331,592.3560875901336
0.047,1.6946091313834566,0.002422187085473115,0.00016281949262166758,0.603419103260807,592.2993804464492
0.048,1.6954762140832862,0.002425502748214288,0.0001628157348635345,0.6052213181998173,592.24269774509
0.049,1.6963533230311558,0.002428896774185448,0.0001628119441988933,0.6068903107202265,592.1860394860562
0.05,1.6972404377803847,0.002432360843029703,0.00016280812034241823,0.6085285582873494,592.1294056693475
0.051,1.6981375350616115,0.002435887995379873,0.00016280426300634035,0.6101575892435446,592.0727962949641
0.052,1.6990445887821952,0.0024394724113086064,0.00016280037190042671,0.6117807695535474,592.016211362906
0.053,1.6999615700278634,0.0024431092247674505,0.00016279644673195977,0.6133985773695211,591.9596508731731
0.054,1.7008884470666161,0.002446794368170505,0.00016279248720571626,0.6150110846453323,591.9031148257654
0.055,1.7018251853548945,0.0024505244422270292,0.0001627884930239464,0.6166183098089264,591.8466032206832
0.056,1.7027717475460202,0.0024542966069221223,0.00016278446388635223,0.6182202645368382,591.7901160579261
0.057,1.7037280935009056,0.0024581084902103975,0.0001627803994900665,0.6198169596975263,591.7336533374942
0.058,1.7046941803010291,0.0024619581115453,0.00016277629952963094,0.621408406084592,591.6772150593877
0.059,1.7056699622636775,0.0024658438178339565,0.0001627721636969743,0.6229946145051587,591.6208012236063
0.06,1.706655390959439,0.0024697642297988134,0.0001627679916813906,0.6245755957901833,591.5644118301502
0.061,1.7076504152319392,0.002473718197055181,0.0001627637831695168,0.6261513607954745,591.5080468790194
0.062,1.7086549812198002,0.0024777047604884247,0.00016275953784531067,0.6277219204016171,591.4517063702139
0.063,1.7096690323808084,0.0024817231207446017,0.00016275525539002792,0.6292872855137661,591.3953903037336
0.064,1.7106925095182626,0.0024857726118410104,0.00016275093548219984,0.630847467061428,591.3390986795786
0.065,1.7117253508094805,0.0024898526790645484,0.00016274657779761007,0.6324024759982398,591.2828314977488
0.066,1.7127674918364326,0.002493962860460958,0.00016274218200927195,0.6339523233017416,591.2265887582442
0.067,1.7138188656184719,0.002498102771331276,0.00016273774778740474,0.635497019973155,591.1703704610651
0.068,1.7148794026471204,0.00250227209124665,0.0001627332747994104,0.637036577037157,591.114176606211
0.069,1.7159490309228786,0.00250647055317214,0.00016272876270985012,0.6385710055416529,591.0580071936823
0.07,1.7170276759940108,0.002510697934356635,0.00016272421118042,0.6401003165575494,591.0018622234788
0.071,1.718115260997266,0.0025149540487017725,0.00016271961986992739,0.6416245211785256,590.9457416956006
0.072,1.7192117067004817,0.0025192387403693926,0.00016271498843426657,0.6431436305208054,590.8896456100476
0.073,1.7203169315470248,0.0025235518784261822,0.00016271031652639406,0.6446576557229253,590.8335739668199
0.074,1.7214308517020112,0.0025278933523568596,0.00016270560379630437,0.6461666079455052,590.7775267659175
0.075,1.7225533811002545,0.0025322630683047255,0.00016270084989100477,0.6476704983710161,590.7215040073404
0.076,1.7236844314958781,0.0025366609459213066,0.00016269605445449047,0.6491693382035468,590.6655056910885
0.077,1.7248239125135383,0.002541086915726104,0.00016269121712771928,0.6506631386685724,590.6095318171617
0.078,1.7259717317011862,0.00254554091689352,0.00016268633754858616,0.6521519110127175,590.5535823855604
0.079,1.7271277945843115,0.0025500228953975516,0.0001626814153518975,0.6536356665035234,590.4976573962842
0.08,1.7282920047215993,0.002554532802456122,0.0001626764501693454,0.6551144164292113,590.4417568493333
0.081,1.7294642637619249,0.0025590705932263735,0.0001626714416294813,0.6565881720984452,590.3858807447077
0.082,1.7306444715026292,0.002563636225710178,0.00016266638935768995,0.6580569448400972,590.3300290824073
0.083,1.7318325259489862,0.002568229659835749,0.00016266129297616268,0.6595207460030057,590.2742018624322
0.084,1.7330283233748074,0.002572850856686777,0.00016265615210387077,0.6609795869557403,590.2183990847824
0.085,1.7342317583840905,0.002577499777855189,0.0001626509663565385,0.6624334790863593,590.1626207494578
0.086,1.7354427239736545,0.0025821763848975056,0.0001626457353466158,0.6638824338021717,590.1068668564584
0.087,1.73666111159667,0.002586880638878027,0.00016264045868325113,0.6653264625294968,590.0511374057844
0.088,1.7378868112270154,0.002591612499984828,0.0001626351359722636,0.6667655767134197,589.9954323974356
0.089,1.739119711424382,0.002596371927206812,0.00016262976681611532,0.668199787817552,589.939751831412
0.09,1.740359699400043,0.0026011588780619904,0.00016262435081388312,0.6696291073237894,589.8840957077136
0.091,1.7416066610832175,0.0026059733083687643,0.0001626188875612304,0.6710535467320653,589.8284640263406
0.092,1.7428604811879393,0.00261081517205331,0.00016261337665037854,0.6724731175601113,589.7728567872929
0.093,1.7441210432803649,0.002615684420987317,0.0001626078176700781,0.6738878313432068,589.7172739905703
0.094,1.7453882298464303,0.002620581004851244,0.00016260221020557988,0.6752976996339413,589.6617156361731
0.095,1.7466619223597848,0.0026255048710190545,0.0001625965538386056,0.676702734001961,589.606181724101
0.096,1.7479420013499254,0.002630455964461066,0.00016259084814731852,0.6781029460337292,589.5506722543544
0.097,1.7492283464704488,0.00263543422766207,0.0001625850927062936,0.6794983473322759,589.4951872269328
0.098,1.7505208365673508,0.0026404396005523683,0.0001625792870864876,0.6808889495169503,589.4397266418366
0.099,1.7518193497472916,0.0026454720204497407,0.00016257343085520894,0.6822747642231759,589.3842904990656
0.1,1.7531237634457586,0.0026505314220106975,0.00016256752357608715,0.6836558031021994,589.3288787986199
0.11,1.7664651199769201,0.0027025930862793483,0.00016250554445939152,0.6972060954860179,588.776106122052
0.12,1.7802592861697113,0.0027572603326560165,0.00016243795202065638,0.7102917293910005,588.22577767801
0.13,1.7943827607025613,0.002814421347500732,0.0001623642441302909,0.7229245778244143,587.6778934664937
0.14,1.8087185320459334,0.002873936572029605,0.00016228387446008742,0.7351166164965609,587.1324534875035
0.15,1.8231603217293957,0.0029356403514914733,0.0001621962486768646,0.7468798982970569,586.589457741039
0.16,1.8376154039383437,0.002999343417126249,0.00016210072031838,0.7582265277850861,586.0489062271005
0.17,1.8520060434218986,0.003064836083466811,0.00016199658632622834,0.7691686358400255,585.5107989456878
0.18,1.866269738444784,0.0031318920400983863,0.00016188308220858912,0.7797183546146339,584.975135896801
0.19,1.880358535311484,0.0032002725908122907,0.00016175937680371535,0.7898877929274405,584.44191708044
0.2,1.8942377026146104,0.0032697311715186405,0.00016162456661297092,0.799689012224237,583.911142496605
0.21,1.9078840323728152,0.003340017967257026,0.00016147766967001067,0.8091340032307276,583.3828121452958
0.22,1.9212839893255977,0.003410884449512489,0.00016131761891036256,0.8182346634096063,582.8569260265125
0.23,1.934431874190726,0.003482087667371015,0.0001611432550032063,0.8270027753257165,582.333484140255
0.24,1.947328112606941,0.0035533941482165854,0.00016095331860454891,0.8354499860126661,581.8124864865234
0.25,1.9599777351286298,0.003624583293223296,0.0001607464419882711,0.8435877874235018,581.2939330653177
0.26,1.9723890776209445,0.003695450186895541,0.00016052114000866553,0.8514274980368661,580.7778238766379
0.27,1.984572705800187,0.0037658077753221814,0.0001602758003451017,0.8589802456787258,580.2641589204839
0.28,1.9965405511364291,0.0038354884018444385,0.00016000867297634723,0.8662569516083144,579.7529381968557
0.29,2.0083052359701905,0.003904344719205493,0.00015971785882884672,0.873268315905586,579.2441617057534
0.3,2.019879561541578,0.003972250022331103,0.00015940129753992636,0.8800248041863248,578.7378294471771
0.31,2.031276131983559,0.004039098064779726,0.0001590567542734549,0.8865366356602239,578.2339414211266
0.32,2.0425070888408685,0.004104802434366156,0.00015868180552197714,0.8928137725368522,577.7324976276019
0.33,2.0535839333513275,0.004169295569835817,0.00015827382382575236,0.8988659107745545,577.2334980666031
0.34,2.0645174168871923,0.004232527501491824,0.00015782996133550885,0.9047024721580559,576.7369427381302
0.35,2.0753174831661623,0.0042944643953510405,0.00015734713214209356,0.9103325976819536,576.2428316421832
0.36,2.085993248850535,0.004355086973831501,0.0001568219932925877,0.9157651422093961,575.7511647787621
0.37,2.0965530118291564,0.004414388877237724,0.0001562509244089218,0.9210086703681569,575.2619421478668
0.38,2.1070042787719996,0.004472375020395346,0.0001556300058216066,0.9260714536399747,574.7751637494974
0.39,2.1173538054625523,0.004529059988515934,0.00015495499512796084,0.9309614685935306,574.2908295836538
0.4,2.1276076449775574,0.004584466506389544,0.00015422130208124344,0.9356863962067136,573.8089396503361
0.41,2.137771200038717,0.004638624005765791,0.00015342396171446005,0.9402536222199118,573.3294939495444
0.42,2.147849276852595,0.004691567307587708,0.0001525576056004305,0.9446702384589275,572.8524924812784
0.43,2.157846138527581,0.0047433354287385165,0.00015161643114807664,0.948943045063713,572.3779352455383
0.44,2.1677655567509317,0.004793970517190638,0.0001505941688339728,0.9530785535574613,571.9058222423241
0.45,2.177610860859763,0.004843516914868144,0.00014948404726814184,0.9570829906895553,571.4361534716359
0.46,2.187384983777299,0.004892020344052369,0.0001482787559940748,0.960962302985521,570.9689289334734
0.47,2.1970905045342586,0.0049395272106472,0.00014697040592521029,0.9647221619373118,570.5041486278368
0.48,2.206729687275013,0.004986084015932637,0.00014555048732388073,0.9683679697679819,570.0418125547261
0.49,2.2163045167751316,0.0050317368674277115,0.00014400982523430318,0.9719048657059957,569.5819207141412
0.5,2.225816730583841,0.0050765310790195535,0.0001423385322888861,0.9753377327060337,569.1244731060823
0.51,2.2352678479617416,0.0051205108504702185,0.00014052595881731798,0.9786712045551386,568.6694697305492
0.52,2.2446591958186115,0.0051637190166781855,0.0001385606402010241,0.9819096733053193,568.2169105875419
0.53,2.253991931874302,0.00520619685755621,0.0001364302414321179,0.9850572969762961,567.7667956770606
0.54,2.2632670652721183,0.005247983960016232,0.00013412149885647917,0.9881180074748075,567.319124999105
0.55,2.2724854748722487,0.005289118124265885,0.00013162015910571324,0.9910955186798519,566.8738985536754
0.56,2.2816479254453266,0.005329635307373465,0.0001289109152531828,0.993993334646249,566.4311163407717
0.57,2.2907550819750493,0.0053695695978146244,0.00012597734026589024,0.996814757882064,565.9907783603937
0.58,2.299807522265433,0.005408953215449441,0.0001228018178676397,0.9995628976585821,565.5528846125418
0.59,2.3088057480337554,0.005447816532075988,0.00011936547098067259,1.0022406783147166,565.1174350972157
0.6,2.317750194655281,0.0054861881083549755,0.00011564808797402523,1.0048508475208924,564.6844298144154
0.61,2.326641239711104,0.005524094743493512,0.00011162804701855551,1.007395984470555,564.253868764141
0.62,2.33547921047609,0.005561561534612002,0.0001072822389323974,1.0098785079705128,563.8257519463924
0.63,2.3442643904703426,0.00559861194319666,0.00010258598899825792,1.0123006844042675,563.4000793611698
0.64,2.352997025184858,0.0056352678664631,9.751297834733957e-05,1.0146646355453481,562.976851008473
0.65,2.361677327080308,0.0056715497118271395,9.203516563591427e-05,1.01697234620039,562.556066888302
0.66,2.370305479947019,0.005707476473001075,8.612270989206553e-05,1.0192256716643056,562.1377270006569
0.67,2.378881642704402,0.00574306580651168,7.974389558454482e-05,1.021426344972364,561.7218313455378
0.68,2.3874059527091562,0.005778334107674304,7.286506116605589e-05,1.023575983936296,561.3083799229445
0.69,2.3958785286335145,0.0058132965852601606,6.54505325729127e-05,1.025676097953741,560.897372732877
0.7,2.40429947296758,0.0058479673342652265,5.746256342565971e-05,1.0277280945823362,560.4888097753354
