PEEQ,C1,C2,C3,C4,R_squared
0.0,-1.4034279243263799,0.2104690910691467,-0.4388919901209726,-0.26624757058401194,1.0
0.00011,-0.5198271659622777,0.5049955221513821,-0.30602818525433395,-0.1393037932354011,1.0
0.0002,-0.26432496865799776,0.6040547864722087,-0.26101744596658233,-0.09367525712133923,1.0
0.0003,-0.1463437745016212,0.6945909990398984,-0.23161668236937952,-0.07201581489790003,1.0
0.0004,-0.08396512524607071,0.7579415448822421,-0.21282787775744927,-0.05983742259313285,1.0
0.0005,-0.045956996461354115,0.8014980663536105,-0.1998818949738253,-0.051946106660148005,1.0
0.0006,-0.020284880177580664,0.8325726414135499,-0.19031098416276898,-0.04633314660706049,1.0
0.0007,-0.0014522370097394923,0.8560538187992487,-0.18273222905752523,-0.04202610347692639,1.0
0.0008,0.013226784430146691,0.8748018143105675,-0.17636494503878597,-0.03851731924757775,1.0
0.0009,0.025129594941386925,0.8904086936734049,-0.1707717310537544,-0.03553366901731091,1.0
0.001,0.035005355219240565,0.9037590692448746,-0.16570797969105036,-0.03292421875339878,1.0
0.002,0.07735453230642564,0.9737189693951941,-0.12940869490210916,-0.017384518390035828,1.0
0.003,0.08061129001459032,0.9943400322194326,-0.10755856206006101,-0.01091356970396326,1.0
0.004,0.0760430663393624,1.0022920725702207,-0.09251987194503074,-0.007599361881468313,1.0
0.005,0.06951630226874522,1.0073739811940736,-0.07982058803304787,-0.0053940897579350415,1.0
0.01,-0.08377620055688337,1.026574715004474,0.0880483052052482,-0.00258498575638335,1.0
0.011,-0.09221933063464295,1.0293735104734483,0.0984801071046472,-0.003002727084820727,1.0
0.012,-0.09854162724172198,1.0317333582725408,0.10653633530355969,-0.0033298038910906727,1.0
0.013,-0.1035714599400004,1.0337167283339121,0.11308528216766653,-0.0035982792374916624,1.0
0.014,-0.107740492332133,1.0353862089779462,0.1185959593125724,-0.0038262495510934034,1.0
0.015,-0.11130210252178528,1.036799408780007,0.12335399926010211,-0.004024921799226455,1.0
0.016,-0.11441689264833163,1.0380071296034639,0.1275470629649023,-0.004201669311655474,1.0
0.017,-0.11719233481027781,1.039053037437812,0.13130503098844304,-0.004361559462342441,1.0
0.018,-0.11970332546230684,1.0399740187399944,0.1347212333277364,-0.004508193119245425,1.0
0.019,-0.12200372933526199,1.0408008273346159,0.13786463591627063,-0.004644197735264209,1.0
0.02,-0.12413326945136613,1.0415588256868529,0.1407872939624887,-0.004771532046820094,1.0
0.021,-0.12612184350170083,1.0422687234715111,0.1435291463651815,-0.0048916822062679225,1.0
0.022,-0.12799233784130679,1.0429472672258155,0.14612122979293,-0.005005792436457082,1.0
0.023,-0.129762524441336,1.0436078614082758,0.14858790851782763,-0.005114754672117114,1.0
0.024,-0.1314463764494881,1.0442611151324404,0.15094846628628822,-0.005219271656380504,1.0
0.025,-0.13305500281299554,1.0449153160621742,0.15321827007214073,-0.005319902348262952,1.0
0.026,-0.13459732596556162,1.0455768365489664,0.15540963766545987,-0.005417095227296553,1.0
0.027,-0.13608058173622833,1.0462504786474973,0.15753249487599846,-0.005511213118111278,1.0
0.028,-0.13751069345911868,1.0469397651307832,0.15959487982320963,-0.005602551944914133,1.0
0.029,-0.13889255531472278,1.0476471834638263,0.16160333389571996,-0.00569135505859022,1.0
0.03,-0.1402302490433156,1.0483743892551523,0.16356320731390586,-0.005777824279923926,1.0
0.031,-0.14152721117510395,1.049122375040956,0.1654788995343566,-0.005862128479235217,1.0
0.032,-0.14278636270592998,1.0498916097502116,0.167354049188018,-0.005944410268296002,1.0
0.033,-0.14401021053676072,1.0506821533103312,0.16919168489586073,-0.006024791259370734,1.0
0.034,-0.14520092699871906,1.0514937504660347,0.1709943452436041,-0.006103376202655543,1.0
0.035,-0.14636041253704307,1.0523259071913762,0.172764174476394,-0.0061802562545610375,1.0
0.036,-0.14749034529324587,1.0531779526142366,0.17450299894297147,-0.006255511564765986,1.0
0.037,-0.1485922204588852,1.0540490889241763,0.17621238823358623,-0.006329213327887377,1.0
0.038,-0.1496673816133312,1.0549384313484185,0.17789370411669128,-0.006401425413137329,1.0
0.039,-0.1507170457593976,1.0558450399477337,0.17954813973145442,-0.00647220566060573,1.0
0.04,-0.15174232339096783,1.0567679446987108,0.18117675098798636,-0.006541606913772523,1.0
0.041,-0.15274423463519093,1.0577061650858468,0.18278048173044145,-0.006609677843084879,1.0
0.042,-0.1537237222866581,1.0586587252209305,0.18436018390497982,-0.006676463603912782,1.0
0.043,-0.15468166239103526,1.0596246653265948,0.185916633730368,-0.0067420063639722074,1.0
0.044,-0.15561887278993908,1.0606030503229964,0.1874505446384071,-0.006806345722214148,1.0
0.045,-0.15653612027350955,1.0615929759874239,0.18896257769972263,-0.00686951905422928,1.0
0.046,-0.15743412631085332,1.0625935733032117,0.19045334993339763,-0.006931561782338689,1.0
0.047,-0.15831357188116987,1.0636040112764638,0.19192344100570874,-0.006992507598913334,1.0
0.048,-0.15917510148624064,1.0646234985812666,0.19337339860137398,-0.007052388647198541,1.0
0.049,-0.16001932652592413,1.0656512842889254,0.19480374274798146,-0.007111235669610656,1.0
0.05,-0.16084682815557738,1.0666866578804617,0.19621496929345386,-0.007169078129898087,1.0
0.051,-0.1616581597286733,1.0677289487238557,0.19760755271682884,-0.007225944314794098,1.0
0.052,-0.1624538489019542,1.068777525147339,0.1989819484043012,-0.007281861419353944,1.0
0.053,-0.1632343994652114,1.0698317932177956,0.2003385944986313,-0.0073368556192758465,1.0
0.054,-0.164000292945864,1.0708911953141034,0.2016779134102023,-0.007390952132872447,1.0
0.055,-0.1647519900287914,1.0719552085636899,0.20300031305956964,-0.007444175274849461,1.0
0.056,-0.165489931822429,1.0730233431971345,0.204306187906109,-0.007496548503468659,1.0
0.057,-0.1662145409969972,1.074095140863111,0.20559591980732647,-0.007548094462428806,1.0
0.058,-0.16692622281542932,1.0751701729370997,0.20686987874435125,-0.00759883501849442,1.0
0.059,-0.16762536607319325,1.0762480388482423,0.2081284234409882,-0.007648791295654108,1.0
0.06,-0.1683123439605196,1.077328364443384,0.20937190189888888,-0.007697983706456999,1.0
0.061,-0.16898751485758487,1.0784108004015531,0.21060065186594798,-0.007746431981002725,1.0
0.062,-0.16965122307167205,1.079495020708835,0.21181500125221422,-0.007794155193993492,1.0
0.063,-0.17030379952317143,1.08058072119953,0.2130152685036357,-0.007841171790127811,1.0
0.064,-0.17094556238648878,1.0816676181677565,0.2142017629424944,-0.007887499608084053,1.0
0.065,-0.17157681769054753,1.0827554470510716,0.21537478508083627,-0.007933155903270627,1.0
0.066,-0.17219785988329347,1.0838439611871158,0.21653462691279615,-0.007978157369508809,1.0
0.067,-0.17280897236319218,1.084932930641965,0.2176815721890166,-0.00802252015973505,1.0
0.068,-0.1734104279808776,1.0860221411085171,0.2188158966764612,-0.008066259905830696,1.0
0.069,-0.17400248951375075,1.0871113928728644,0.21993786840580035,-0.00810939173767248,1.0
0.07,-0.17458541011689183,1.088200499845256,0.22104774790743895,-0.008151930301541994,1.0
0.071,-0.1751594337281915,1.089289288668983,0.22214578845989855,-0.008193889776460891,1.0
0.072,-0.17572479551900994,1.0903775978394565,0.22323223626260938,-0.008235283893982728,1.0
0.073,-0.17628172222602304,1.0914652769529958,0.2243073307026335,-0.008276125951366745,1.0
0.074,-0.17683043254170847,1.092552185949791,0.22537130453413518,-0.00831642882887316,1.0
0.075,-0.17737113745459854,1.0936381944312732,0.2264243840855229,-0.008356205004525552,1.0
0.076,-0.17790404057809578,1.094723181020072,0.22746678945511517,-0.008395466568649637,1.0
0.077,-0.17842933846334225,1.0958070327637612,0.22849873470140053,-0.00843422523787783,1.0
0.078,-0.1789472208969864,1.0968896445795386,0.22952042802801528,-0.00847249236863405,1.0
0.079,-0.17945787118464118,1.0979709187369544,0.23053207196350192,-0.008510278970114105,1.0
