strain,C1,C2,C3,C4
0.0,-0.473534317550201,1.3551963254725419,-0.33795614607974594,-0.24018143536867176
0.00011,0.16170502293465155,1.3958744252917379,-0.1285458877952899,-0.05734629732949809
0.0002,0.07018935696980122,1.3924033284815405,0.007263050706959484,-0.010057423543813646
0.0003,-0.034095721414234614,1.387381810094664,0.12427285136226279,-0.0026361548546395422
0.0004,-0.11710174648702032,1.3821526738485832,0.20928477217821456,-0.005919183817532814
0.0005,-0.17764584973956055,1.3769643229062243,0.26610030214432584,-0.008473133029082777
0.0006,-0.2156803538330644,1.3718876802922013,0.298520930250108,-0.009350206521685486
0.0007,-0.2312033370588915,1.3669419040773811,0.3103481454850721,-0.009476613618759747
0.0008,-0.2242147219596129,1.3621282898423006,0.30538343683872876,-0.00943246276298921
0.0009,-0.1947145054131869,1.3574416136463237,0.28742829330058967,-0.009394856752258603
0.001,-0.14270268729377533,1.352874428851358,0.26028420386016543,-0.009381428654643434
0.002,-0.20365446512982938,1.3122514155149139,0.31977886252269877,-0.009380667365342757
0.003,-0.20609281068572838,1.3448466911749273,0.3577780540594051,-0.011034623927899112
0.004,-0.20816468766554178,1.3345488795870686,0.36116044464775665,-0.011203008195124653
0.005,-0.2098931748786814,1.326304832409695,0.36403352719051774,-0.011339036232532074
0.01,-0.2142197033981517,1.298625448675478,0.3717150178850039,-0.011640253721246996
0.011,-0.21439268020572588,1.294505669723736,0.3721056713529447,-0.011644157134157673
0.012,-0.21439246350373614,1.2906698390647915,0.3721781565082025,-0.011635130125958293
0.013,-0.21424365612284507,1.2870793448081093,0.371959779026907,-0.011615401045159679
0.014,-0.21397061290764255,1.2837053079173146,0.3714778445851878,-0.011587055106586197
0.015,-0.213597300531811,1.2805259806809757,0.3707596588591745,-0.011552032321467953
0.016,-0.21314714142789642,1.2775249865441158,0.36983252752499673,-0.011512125460787503
0.017,-0.2126428405332715,1.2746900945444364,0.36872375625878423,-0.011468978052927348
0.018,-0.2121061934675616,1.2720123446362133,0.3674606507366665,-0.011424082416653825
0.019,-0.21155787466584078,1.269485409867084,0.3660705166347733,-0.011378777730469913
0.02,-0.2110172038961101,1.2671051223961038,0.36458065962923414,-0.01133424813936812
0.021,-0.21050188948876755,1.264869115319951,0.36301838539617876,-0.011291520900011953
0.022,-0.21002774649978562,1.2627765479397761,0.3614109996117367,-0.011251464565368963
0.023,-0.20960838791796146,1.2608278921868052,0.35978580795203774,-0.011214787209808508
0.024,-0.20925488690970245,1.2590247645714112,0.35817011609321137,-0.011182034695682352
0.025,-0.20897540797220607,1.2573697924934264,0.35659122971138735,-0.011153588982388385
0.026,-0.20877480473739274,1.2558665068193067,0.3550764544826952,-0.01112966647892688
0.027,-0.20865418203441188,1.2545192547722905,0.3536530960832647,-0.011110316440932744
0.028,-0.20861041967779367,1.2533331286988125,0.3523484601892253,-0.011095419413181373
0.029,-0.20863565530120884,1.2523139073652232,0.3511898524767067,-0.011084685718542264
0.03,-0.20871672340320313,1.2514680072335684,0.3502045786218386,-0.011077653994352898
0.031,-0.20883454761104014,1.2508024417512227,0.34941994430075063,-0.011073689777179263
0.032,-0.20896348300181558,1.2503247871262624,0.3488632551895724,-0.01107198413692001
