strain,C1,C2,C3,C4
0.0,-1.1477241107876863,0.10041603156467993,-0.39499477063630606,-0.2047369664588083
0.00011,-0.3816155684581365,0.6737465894928756,-0.33706237407713735,-0.11006995942332691
0.0002,-0.0825069454381929,0.7839945639969289,-0.28102626909355133,-0.06518398855607432
0.0003,0.06058130325967476,0.8711063155586188,-0.21137291071413317,-0.03641048268713401
0.0004,0.09379750765455985,0.9412153914691909,-0.13569548497111084,-0.02096440031679069
0.0005,0.06993526359335434,1.0014845783398407,-0.05581049514580161,-0.013050222653624332
0.0006,0.01864256943903264,1.0551145989868274,0.026465555480477132,-0.009220362241477705
0.0007,-0.0434307559652225,1.1037829484515,0.10931616362640828,-0.007507695658167434
0.0008,-0.10693445348498742,1.1484525206985432,0.1909248260106744,-0.006834895349793562
0.0009,-0.16661757434392177,1.1897062831553125,0.2694750393519584,-0.0066372364789220265
0.001,-0.21953127373940196,1.2279074035305761,0.3431503003689428,-0.006633480836372782
0.002,-0.21080588294585167,1.4664589101020544,0.41214981081251245,-0.006917436617242496
0.003,-0.2120307753543776,1.4648430595071824,0.3887261823575529,-0.01095971119433857
0.004,-0.19665247884608245,1.2952621496946572,0.3033569405698065,-0.010212489042237136
0.005,-0.16872148864118014,1.0862238881655863,0.22812389240712216,-0.009497213829695261
0.01,0.02316699004284814,0.8738555620063109,-0.01315945376025851,-0.006476941203657091
0.011,0.05051962839716785,0.890327221435784,-0.03787194601050403,-0.005998580876418427
0.012,0.06996019569071614,0.9057280153987485,-0.055880446581665466,-0.005566496296909036
0.013,0.08102941674777021,0.9198972087422843,-0.06767527003745322,-0.005182298587272496
0.014,0.08386297855863487,0.9329589492646072,-0.07374673094157924,-0.004847423014501771
0.015,0.07909265647551146,0.9450550276269405,-0.07458514385775394,-0.004563100749019416
0.016,0.0677315242399165,0.9563058458588312,-0.07068082334968928,-0.004330327782574514
0.017,0.051052825947990516,0.9668108695560647,-0.06252408398109532,-0.004149830760874808
0.018,0.03047102786851108,0.9766528727731599,-0.0506052403156837,-0.004022029466912401
0.019,0.007432137680676659,0.9859014612114868,-0.03541460691716558,-0.003946995670000293
0.02,-0.016681276344927262,0.9946157345084431,-0.01744249834925171,-0.003924408033013846
0.021,-0.040626676067970116,1.0028463079752328,0.002820770824346508,-0.003953502746105592
0.022,-0.06335777170121658,1.0106368692092929,0.024884886039917675,-0.004033019529110449
0.023,-0.0840599570170475,1.018025392491836,0.04825953273375172,-0.004161142616847968
0.024,-0.10216590964320353,1.0250450975945569,0.07245439634213657,-0.004335436311415822
0.025,-0.11735339758527076,1.0317252150449576,0.09697916230136194,-0.004552774653198602
0.026,-0.12952813274117358,1.0380916029934042,0.12134351604771576,-0.004809264727529128
0.027,-0.13879501310950026,1.0441672489824896,0.1450571430174873,-0.005100163086553991
0.028,-0.14542131178474088,1.0499726815020267,0.1676297286469658,-0.005419784725685758
0.029,-0.14979533242185633,1.0555263101555283,0.1885709583724401,-0.0057614040108709685
0.03,-0.15238379875563507,1.0608447088211506,0.20739051763019944,-0.006117146906542442
0.031,-0.15369082817231705,1.0659428529197612,0.22359809185653046,-0.006477873804336287
0.032,-0.1542208074451787,1.0708343194509098,0.23670336648772416,-0.006833052199176362
0.033,-0.15444689310478443,1.0755314566065408,0.2462160269600716,-0.0071706184019103975
0.034,-0.15478624635694743,1.0800455283574593,0.25164575870985717,-0.007476827416026011
0.035,-0.15558252376312243,1.0843868383298059,0.2525022471733719,-0.007736090039785801
0.036,-0.15709561315048864,1.0885648364319422,0.24829517778690546,-0.007930796184065253
0.037,-0.15949815393327832,1.0925882110465182,0.23853423598674495,-0.008041123319915258
0.038,-0.1628780279083369,1.0964649690713486,0.22272910720918093,-0.008044828888015776
0.039,-0.16724575789495383,1.100202505686184,0.20038947689050224,-0.007917025414354864
0.04,-0.17254560696407134,1.1038076653916278,0.17102503046699502,-0.007629936982214883
0.041,-0.1679233657009955,1.107286795599066,0.24130538877884172,-0.008408196552121563
0.042,-0.16923809243894397,1.1106457938413996,0.24353027762011384,-0.00841227979022359
0.043,-0.17033810776636782,1.113890149490885,0.24568533260561237,-0.008416363262447088
0.044,-0.17125847675685135,1.117024980741462,0.24777055373533735,-0.008420446968805506
0.045,-0.17202853791647857,1.1200550674828946,0.24978594100928872,-0.008424530909312236
0.046,-0.17267283840432404,1.1229848806038945,0.25173149442746645,-0.008428615083980726
0.047,-0.17321191651967643,1.1258186081832946,0.25360721398987063,-0.00843269949282438
0.048,-0.17366295639925758,1.128560178954217,0.2554130996965013,-0.008436784135856648
0.049,-0.1740403357941521,1.1312132833800206,0.25714915154735823,-0.008440869013090949
0.05,-0.1743560843878756,1.1337813926249964,0.25881536954244166,-0.008444954124540702
0.051,-0.17462026726533827,1.136267775668216,0.26041175368175146,-0.008449039470219355
0.052,-0.17484130575650442,1.1386755147775602,0.2619383039652876,-0.008453125050140328
0.053,-0.17502624588224702,1.141007519525715,0.2633950203930503,-0.008457210864317027
0.054,-0.1751809829596187,1.1432665395110462,0.26478190296503934,-0.008461296912762942
0.055,-0.1753104495262569,1.145455175928305,0.26609895168125475,-0.008465383195491463
0.056,-0.17541877257437047,1.1475758921045554,0.26734616654169663,-0.008469469712516026
0.057,-0.17550940510643875,1.1496310231184452,0.26852354754636487,-0.008473556463850063
0.058,-0.1755852362062108,1.151622784588767,0.2696310946952596,-0.008477643449507036
0.059,-0.17564868313372584,1.1535532807242816,0.27066880798838056,-0.00848173066950035
0.06,-0.17570176838005874,1.1554245117017672,0.2716366874257281,-0.008485818123843442
0.061,-0.1757461841380568,1.157238380445051,0.272534733007302,-0.00848990581254977
0.062,-0.17578334624419395,1.1589966988548213,0.2733629447331023,-0.00849399373563274
0.063,-0.1758144393110422,1.16070119355129,0.27412132260312905,-0.008498081893105844
0.064,-0.17584045448904265,1.1623535111652927,0.2748098666173821,-0.008502170284982472
0.065,-0.17586222106130453,1.163955223227049,0.27542857677586163,-0.008506258911276085
0.066,-0.17588043287857608,1.1655078306845326,0.2759774530785676,-0.008510347772000118
0.067,-0.1758956704770524,1.167012768087261,0.2764564955254999,-0.008514436867168004
0.068,-0.175908419584067,1.1684714074626754,0.2768657041166587,-0.008518526196793205
0.069,-0.1759190866015713,1.1698850619144423,0.2772050788520438,-0.00852261576088914
