PEEQ,C1,C2,C3,C4,R_squared
0.0,-0.0009643845058816823,0.0001102689307740345,-0.4573130996251048,-0.00017212329184277197,1.0
0.00011,-0.0004546456261785553,0.0007156264114775582,-0.27752131203002833,-0.00013774554294769566,1.0
0.0002,9.590633997217492e-05,0.0018909435675702633,2.3475729933284026e-07,8.093983451915216e-06,0.3090680636437153
0.0003,3.391507889410809e-05,0.0013812521502475671,-0.1881821236688635,-6.814346670219382e-05,1.0
0.0004,7.206962727479853e-05,0.0018372884734904169,7.557531105385477e-11,6.3704153850382235e-06,0.7230515146975323
0.0005,0.00019612706196370713,0.001699749891386016,-0.12484420288021308,-2.1662963971189872e-05,1.0
0.0006,6.284381792772703e-05,0.0018173011962496063,-1.9077168474651746e-06,5.709627874567386e-06,0.9990521498492928
0.0007,-0.00019830011461776615,0.0019183744379406033,0.17618531747733043,-5.678651653008536e-06,1.0
0.0008,-0.0002588213744288939,0.002032099650665658,0.24099145341371242,-1.038924375767485e-05,1.0
0.0009,5.5637571640095844e-05,0.001804465104752708,1.9073629939103527e-05,5.160287559179733e-06,0.816108085893013
0.001,5.394048346033852e-05,0.0018020789922006133,1.4290375331444674e-05,5.0184020817408255e-06,0.7436926402833051
0.002,4.17957636615426e-05,0.001791923716379217,-4.7657892684219344e-07,3.8624625604276335e-06,0.4208862717549299
0.003,-0.00036406619827941857,0.002420129043866036,0.38151596507927454,-2.0062950267696365e-05,1.0
0.004,-0.0003455210268222567,0.0022326940507066888,0.32946473887383515,-1.846577348567815e-05,1.0
0.005,1.6216307464376254e-05,0.0017716609511908875,1.907129180261199e-05,1.261605953255998e-06,0.28303064228040176
0.01,8.905368932701626e-05,0.001725588079920372,-0.05901810739724723,-5.047923433781533e-06,1.0
0.011,-8.33701518991815e-06,0.0017299484175642822,5.046885823691773e-11,-9.92141495490772e-07,0.9716302236763179
0.012,0.00011094440807557924,0.0016940999412885598,-0.08364497146029684,-1.0788395614691267e-05,1.0
0.013,0.00011155525155104882,0.001686186080454368,-0.0865956672634086,-1.170368305911347e-05,1.0
0.014,-1.2093076074336271e-05,0.001717299417803561,-3.052591389667149e-05,-1.2611674341413763e-06,0.928866479428333
0.015,-1.2683697680957214e-05,0.0017142747088062557,-2.383734012721009e-06,-1.2835919719773029e-06,0.9313316406264116
0.016,0.0001059950877240966,0.0016826723242167935,-0.08226104765336677,-1.0491886130737184e-05,1.0
0.017,0.00010143040749009784,0.0016861409294536,-0.0772420020922998,-9.15920778270345e-06,1.0
0.018,9.39408446031932e-05,0.0016911638144644341,-0.06988252623215097,-7.4317121565016535e-06,1.0
0.019,8.020854345974546e-05,0.0016974257245482949,-0.058398075743623094,-5.240315753382314e-06,1.0
0.02,3.856271517769434e-05,0.0017047443170700419,-0.030206946486780326,-2.0405784224685272e-06,1.0
0.021,-0.00012339173184568836,0.0017141174027574962,0.06888656619010756,-3.796220184010607e-06,1.0
0.022,-0.0001572980287038312,0.0017247462785055232,0.0931098646332694,-5.3882736451552626e-06,1.0
0.023,-0.00018009821657008078,0.0017360933595634664,0.11090229126468233,-6.608331002048668e-06,1.0
0.024,-9.619041356030607e-06,0.0017046955009888687,1.5253087226014114e-05,-8.100273877150219e-07,0.7789155242410599
0.025,-0.0002117004941436305,0.0017600264993835268,0.13826963324253833,-8.476601119343021e-06,1.0
0.026,-0.00022349802779103543,0.0017722788175931947,0.14951276920186538,-9.22278201354922e-06,1.0
0.027,-0.00023353209145543445,0.0017845513177152093,0.15961880979974016,-9.876952316900273e-06,1.0
0.028,-0.00024217779199595346,0.0017967458278912336,0.16878680893846254,-1.0454416068077171e-05,1.0
0.029,-0.00024969729187654795,0.0018087830767477434,0.17715562491826675,-1.0966622101041144e-05,1.0
0.03,-0.0002562834108404795,0.0018205997566026549,0.18482828457074457,-1.1422525466784315e-05,1.0
0.031,-0.0002620834043555435,0.0018321460870497665,0.19188495282213336,-1.182935445403736e-05,1.0
0.032,-0.000267212987845899,0.0018433837445607246,0.19839036243276434,-1.2193078129904686e-05,1.0
0.033,-0.00027176513361754827,0.0018542840827723834,0.20439832331412228,-1.2518710009923904e-05,1.0
0.034,-0.00027581587001979986,0.0018648265951432062,0.20995459214449633,-1.2810515818693576e-05,1.0
0.035,-0.0002794282635721709,0.0018749975853393148,0.21509877361432525,-1.3072161852352753e-05,1.0
0.036,-0.00028265524768874856,0.0018847890183282582,0.21986562546660207,-1.3306824732428168e-05,1.0
0.037,-0.00028554169007411834,0.0018941975297703296,0.22428598333821656,-1.3517274994311191e-05,1.0
0.038,-0.00028812594051398047,0.0019032235744868052,0.22838743568677178,-1.3705942291893808e-05,1.0
0.039,-0.00029044101366409384,0.0019118706970888842,0.23219482995961466,-1.3874967276247356e-05,1.0
0.04,-0.0002925155089554072,0.0019201449097611166,0.2357306619955971,-1.4026243552155214e-05,1.0
0.041,-0.0002943743369938156,0.0019280541637934825,0.23901538277727039,-1.4161452074801505e-05,1.0
0.042,-0.0002960393007776645,0.001935607902859873,0.24206764540146272,-1.4282089671590711e-05,1.0
0.043,-0.00029752956615292027,0.0019428166873560041,0.24490450790591944,-1.4389492921393766e-05,1.0
0.044,-0.00029886204650310757,0.0019496918802706102,0.24754160282550827,-1.4484858311516547e-05,1.0
0.045,-0.0003000517201544205,0.0019562453861276213,0.24999328116952382,-1.4569259373225338e-05,1.0
0.046,-0.0003011118943762596,0.001962489435543284,0.25227273635110264,-1.4643661338584836e-05,1.0
0.047,-0.00030205442654958553,0.001968436408825284,0.254392112105703,-1.4708933745037371e-05,1.0
0.048,-0.0003028899106587765,0.00197409869285163,0.25636259739159467,-1.4765861327051373e-05,1.0
0.049,-0.0003036278354734967,0.001979488566207155,0.2581945105296308,-1.4815153468119738e-05,1.0
0.05,-0.000304276719439447,0.0019846181082039467,0.2598973743083627,-1.485745243512555e-05,1.0
0.051,-0.0003048442262751322,0.0019894991280109547,0.26147998340082396,-1.4893340577287192e-05,1.0
0.052,-0.0003053372644824337,0.0019941431106221402,0.2629504651546417,-1.4923346640129889e-05,1.0
0.053,-0.0003057620733680104,0.001998561176860175,0.26431633461092424,-1.4947951319751491e-05,1.0
0.054,-0.00030612429769161437,0.0020027640550110176,0.26558454444923785,-1.4967592162188478e-05,1.0
0.055,-0.0003064290526793233,0.0020067620620465624,0.26676153043965906,-1.4982667896253487e-05,1.0
0.056,-0.00030668098083416306,0.002010565092683425,0.26785325288604717,-1.4993542274410775e-05,1.0
0.057,-0.0003068843017359049,0.0020141826148107234,0.2688652344779022,-1.500054748526986e-05,1.0
0.058,1.7658075223227355e-05,0.0017371767230996691,1.9073534282256978e-05,1.8205126487479383e-06,0.5320782774159609
