strain,C1,C2,C3,C4
0.0,-0.0005466901088879705,0.00520451751886538,0.6514745210764842,-4.005582302949025e-05
0.00011,-0.00021054257149699662,0.0029305262019252726,0.2272306777165628,-4.658950458876271e-06
0.0002,-0.00019142978853470272,0.002616333826430955,0.20537083208587825,-4.658950401067628e-06
0.0003,-0.00017785258423619332,0.0024200492743285205,0.19008790859940794,-4.6589503637760035e-06
0.0004,-0.00016790598673110946,0.0022938158373355506,0.1790219984765148,-4.65895033821897e-06
0.0005,-0.00016000652496517276,0.002205029409948306,0.17031233198545037,-4.658950318896336e-06
0.0006,-0.00015343010490953546,0.0021390498182399568,0.16311466861580837,-4.658950303426503e-06
0.0007,-0.00014778267174486714,0.002088132333237042,0.1569724133673306,-4.658950290566118e-06
0.0008,-0.00014282515655950068,0.0020477328808178484,0.15160999002604858,-4.658950279585898e-06
0.0009,-0.00013840122375496922,0.002014985870036479,0.14684799738094023,-4.65895027002235e-06
0.001,-0.00013440285063925916,0.0019879850016134635,0.14256296674241375,-4.658950261563042e-06
0.002,-0.00010710459720941756,0.0018614344330145241,0.11378651704199283,-4.65895020809725e-06
0.003,-9.030612506089053e-05,0.0018223247278306156,0.09649298703992426,-4.658950178516001e-06
0.004,-7.79997088365958e-05,0.0018058298937801286,0.08402368156186146,-4.658950158253565e-06
0.005,-6.822614948653882e-05,0.0017976822887766735,0.07424072646314006,-4.658950142939789e-06
0.01,-3.654841135847242e-05,0.0017873388405207826,0.04325817891078154,-4.658950097532204e-06
0.011,-3.203170160981372e-05,0.001786877483700623,0.038930398838547875,-4.658950091536111e-06
0.012,-2.787337658838318e-05,0.0017865565009697923,0.034965714352639954,-4.658950086112931e-06
0.013,-2.4018440159756516e-05,0.001786328787084533,0.03130712850964534,-4.6589500811665685e-06
0.014,-2.0423808079650385e-05,0.0017861644811717188,0.027910157665854807,-4.658950076622966e-06
0.015,-1.7055079564620712e-05,0.0017860441488958187,0.024739408166751242,-4.658950072423876e-06
0.016,-1.3884336885983117e-05,0.0017859548496151805,0.021766250794599595,-4.658950068522687e-06
0.017,-1.0888602820169346e-05,0.0017858877922676721,0.018967195499535627,-4.658950064881528e-06
0.018,-8.048732725196572e-06,0.0017858368979016175,0.016322727437027118,-4.658950061469235e-06
0.019,-5.348601799681774e-06,0.0017857978959032858,0.013816455443412923,-4.658950058259854e-06
0.02,-2.774497705915202e-06,0.001785767743066757,0.011434477317946112,-4.658950055231557e-06
0.021,-3.1465913818973235e-07,0.0017857442427350741,0.009164898801581778,-4.658950052365808e-06
0.022,2.0410799160819337e-06,0.0017857257906363987,0.00699746360189879,-4.658950049646746e-06
0.023,4.301568070186335e-06,0.0017857112025238073,0.0049232650231177955,-4.6589500470606894e-06
0.024,6.474556221047756e-06,0.0017856995955705078,0.0029345184890932074,-4.658950044595761e-06
0.025,8.566873099580263e-06,0.0017856903056588437,0.0010243801365720229,-4.658950042241584e-06
0.026,1.0584566944138452e-05,0.0017856828289895123,-0.000813199294989575,-4.658950039989045e-06
0.027,1.2533020868232825e-05,0.0017856767803919329,-0.002583593219142366,-4.658950037830091e-06
0.028,1.441704759019835e-05,0.0017856718632464155,-0.004291596534486186,-4.658950035757581e-06
0.029,1.6240967811387286e-05,0.0017856678475726112,-0.005941506014705555,-4.658950033765147e-06
0.03,1.800867552748109e-05,0.001785664553922432,-0.0075371871804051915,-4.65895003184709e-06
0.031,1.9723692807338544e-05,0.0017856618414397014,-0.0090821302949462,-4.6589500299982915e-06
0.032,2.138921602024002e-05,0.0017856595989386265,-0.01057949754248011,-4.658950028214134e-06
0.033,2.3008155069614844e-05,0.001785657738188394,-0.012032163005480934,-4.6589500264904435e-06
0.034,2.4583166867153672e-05,0.0017856561888231037,-0.013442746722978294,-4.6589500248234284e-06
0.035,2.611668403740275e-05,0.0017856548944583028,-0.014813643852170655,-4.658950023209641e-06
0.036,2.7610939647093602e-05,0.0017856538097097236,-0.016147049755561027,-4.658950021645931e-06
0.037,2.906798860369264e-05,0.0017856528978911956,-0.01744498167896169,-4.658950020129418e-06
0.038,3.048972624886126e-05,0.0017856521292271361,-0.018709297562214844,-4.65895001865746e-06
0.039,3.1877904578481164e-05,0.0017856514794572737,-0.01994171242650733,-4.658950017227626e-06
0.04,3.323414644373912e-05,0.001785650928742085,-0.02114381270394461,-4.658950015837675e-06
0.041,3.455995802970069e-05,0.0017856504608000365,-0.022317068812198748,-4.65895001448554e-06
0.042,3.58567398551779e-05,0.0017856500622244536,-0.023462846226263934,-4.658950013169309e-06
0.043,3.712579650105852e-05,0.0017856497219402693,-0.024582415258073587,-4.658950011887204e-06
0.044,3.836834523995858e-05,0.0017856494307702223,-0.02567695972101358,-4.65895001063758e-06
0.045,3.958552371208235e-05,0.0017856491810870814,-0.026747584628676324,-4.658950009418902e-06
0.046,4.077839677307793e-05,0.0017856489665337785,-0.02779532305435728,-4.658950008229742e-06
0.047,4.194796261758338e-05,0.0017856487817973687,-0.0288211422588579,-4.658950007068768e-06
0.048,4.309515826939059e-05,0.0017856486224258313,-0.029825949178402866,-4.658950005934732e-06
0.049,4.422086451549845e-05,0.0017856484846790895,-0.03081059535130093,-4.658950004826467e-06
0.05,4.532591035089073e-05,0.0017856483654074729,-0.03177588135092524,-4.65895000374288e-06
0.051,4.641107699021596e-05,0.0017856482619522532,-0.03272256078327673,-4.658950002682945e-06
0.052,4.74771014966624e-05,0.0017856481720640081,-0.03365134389951696,-4.658950001645696e-06
0.053,4.852468007243704e-05,0.0017856480938354196,-0.034562900867181834,-4.658950000630225e-06
0.054,4.955447104537658e-05,0.0017856480256458035,-0.035457864738097644,-4.658949999635678e-06
0.055,5.056709758743949e-05,0.001785647966115199,-0.03633683414616673,-4.658949998661248e-06
0.056,5.1563150192945884e-05,0.0017856479140662726,-0.03720037576403201,-4.6589499977061735e-06
0.057,5.254318893987975e-05,0.0017856478684926261,-0.03804902654405429,-4.6589499967697345e-06
0.058,5.350774555956672e-05,0.0017856478285323705,-0.038883295765958836,-4.658949995851249e-06
0.059,5.445732533115866e-05,0.0017856477934460363,-0.03970366691084848,-4.658949994950075e-06
0.06,5.5392408821131056e-05,0.001785647762598069,-0.04051059937897539,-4.658949994065598e-06
0.061,5.6313453480449915e-05,0.0017856477354412932,-0.0413045300666629,-4.65894999319724e-06
0.062,5.722089511461803e-05,0.0017856477115038415,-0.042085874816028435,-4.65894999234445e-06
0.063,5.811514923814709e-05,0.0017856476903781327,-0.04285502974963751,-4.658949991506705e-06
0.064,5.8996612324224706e-05,0.0017856476717115623,-0.04361237250088856,-4.6589499906835055e-06
0.065,5.9865662959235344e-05,0.0017856476551986213,-0.04435826334976323,-4.658949989874379e-06
0.066,6.072266291079487e-05,0.0017856476405742137,-0.045093046272556614,-4.6589499890788735e-06
0.067,6.156795811662619e-05,0.0017856476276079775,-0.04581704991329316,-4.65894998829656e-06
0.068,6.240187960182553e-05,0.0017856476160994527,-0.046530588483745916,-4.658949987527025e-06
0.069,6.322474433029246e-05,0.00178564760587396,-0.04723396259827162,-4.658949986769879e-06
0.07,6.403685599565279e-05,0.0017856475967790823,-0.047927460049050796,-4.658949986024746e-06
0.071,6.483850575755845e-05,0.001785647588681654,-0.04861135652677295,-4.658949985291269e-06
0.072,6.562997292691719e-05,0.0017856475814651814,-0.04928591629131207,-4.658949984569104e-06
0.073,6.6411525605381e-05,0.0017856475750276284,-0.04995139279650762,-4.658949983857925e-06
0.074,6.71834212812028e-05,0.0017856475692795153,-0.05060802927276942,-4.658949983157416e-06
0.075,6.794590738690154e-05,0.0017856475641422793,-0.05125605927088395,-4.6589499824672766e-06
0.076,6.86992218195126e-05,0.0017856475595468644,-0.051895707170082184,-4.658949981787219e-06
0.077,6.944359342819784e-05,0.0017856475554325008,-0.05252718865315642,-4.6589499811169654e-06
0.078,7.017924247076923e-05,0.0017856475517456529,-0.05315071115115788,-4.658949980456249e-06
0.079,7.09063810416799e-05,0.0017856475484391069,-0.053766474259988706,-4.658949979804817e-06
