PEEQ,C1,C2,C3,C4,R_squared
0.0,0.5512509788707313,-0.0372896707397417,1.0,0.28991670721988494,0.24064749246627648
0.00011,0.4647405797832391,-0.04958174651000685,1.0,0.19988405160390657,0.2816953476419606
0.0002,0.38756078841247316,-0.04948550862256173,1.0,0.1352819979578631,0.2969554788596951
0.0003,0.34318103404908773,-0.04230898596198994,1.0,0.09034153071790106,0.31559808630396424
0.0004,0.32686810031922275,-0.033586077888730116,1.0,0.06315639933430038,0.3414362556340039
0.0005,0.32459429438391174,-0.026115248625646403,1.0,0.04647946005868196,0.36987909012328446
0.0006,0.3288709070269005,-0.020744635692299906,1.0,0.03638649759507548,0.39698798672691293
0.0007,0.3360038282584574,-0.017410956082864026,1.0,0.030547122375276285,0.4219936807093122
0.0008,0.34420958112972105,-0.015639800639698092,1.0,0.027383497052714333,0.4456417174510541
0.0009,0.3526650575444009,-0.014888714995588522,1.0,0.025813426876550756,0.4688497217532027
0.001,1.0,0.027688388968468973,0.3646240002487661,-0.0438289054844275,0.4958935888418664
0.002,1.0,0.01864914850540923,0.4258095497751961,-0.02675109230698153,0.7353986745738212
0.003,0.47039735780801073,0.004837822781314476,1.0,2.442438947526069e-07,0.8835055934795023
0.004,0.736582926878057,0.0046272926618754345,0.7716991762093125,-0.00010184801429156602,0.9301133180282246
0.005,0.6602682685157898,0.004337106117021616,0.8780450274381624,-0.00011940730370463442,0.9400218782594093
0.01,0.6296834416263267,0.0019151780855718476,0.9976839232877305,9.538489032503142e-07,0.8950571801429412
0.011,0.6385834081221541,0.0014043292399061246,1.0,2.025240314169289e-07,0.8158316878523346
0.012,0.6485595654262747,0.0008918355281620912,1.0,6.391845944945008e-06,0.6179768623960055
0.013,1.0,0.00039926574000262953,0.6575052616973043,7.357966583089239e-07,0.21622634077074365
0.014,1.0,-9.180767721750522e-05,0.6655890843042366,4.728552826138382e-06,0.011325251703078631
0.015,0.6729598740208601,-0.0005622944194402882,0.9999957778303834,-1.7245286652304233e-06,0.28691052792050786
0.016,0.9858664294390126,-0.001041950296262394,0.6938377254119897,2.1947943058849702e-05,0.5363391188388752
0.017,1.0,-0.0014731153313713506,0.6859237467421136,-4.263329446273806e-06,0.6771622058508456
0.018,1.0,-0.0019179902292249132,0.691690378619497,9.630792769926146e-06,0.757298842788896
0.019,0.6970531921450848,-0.0023316304051693767,1.0,-2.383146651804276e-06,0.8063104559976398
0.02,1.0,-0.0027413814849279214,0.7020860206737093,9.506656243409493e-07,0.8383895066422475
0.021,1.0,-0.0031348489334814197,0.7068106042980119,2.3033451588854444e-07,0.8605634566380538
0.022,1.0,-0.0035202232943439245,0.7112566405881848,4.592085641235381e-06,0.8765603600114309
0.023,0.7154740262975062,-0.0038904498577052617,1.0,5.332222262517209e-06,0.88849532349377
0.024,0.7194879715100035,-0.0042416555580400556,1.0,2.1072633679998893e-06,0.8976401798257924
