Row,R_squared
0.0,-62.40656262628371
0.00011,-2063.2799158395414
0.0002,-2499.8383575892635
0.0003,-584.4435792897065
0.0004,-92.76039031786702
0.0005,-1049.8071755078308
0.0006,-1378.3253572988078
0.0007,-810.8470387919266
0.0008,-192.62611578533517
0.0009,-2.4340737447134404
0.001,-260.3986151259509
0.002,-147.07004678542606
0.003,-11.93824157765025
0.004,-16.167366077469918
0.005,-38.84726111039625
0.01,-8332.787170270833
0.011,-6692.048836072604
0.012,-4789.32980142448
0.013,-3087.6774424537302
0.014,-1790.4776103620964
0.015,-918.2102220264427
0.016,-394.89970287044133
0.017,-125.45623143972979
0.018,-39.933191422492214
0.019,-103.0670763469014
0.02,-303.50368324689646
0.021,-633.5024054246682
0.022,-1059.061078413844
0.023,-1487.6202893657562
0.024,-1771.6793659530083
0.025,-1784.1235115479235
0.026,-1512.5776623800841
0.027,-1068.9049801776675
0.028,-610.3698052287766
0.029,-258.61163870895194
0.03,-66.74072564499697
0.031,-25.703643239044816
0.032,-86.61408318967732
0.033,-184.7305976403229
0.034,-259.56390255417443
0.035,-269.90954836711245
0.036,-204.55647063414898
0.037,-90.84936374322321
0.038,-5.295507495118323
0.039,-94.5428747071296
0.04,-625.374213627748
0.041,-7.639167057667123
0.042,-2.863104374893328
0.043,-0.5183599899909652
0.044,0.5274348451547222
0.045,0.9116852935617036
0.046,0.9850173339710713
0.047,0.933529306968996
0.048,0.8504075684031488
0.049,0.777644652840801
0.05,0.7301033818236523
0.051,0.7091806472926352
0.052,0.7103769101477218
0.053,0.7273279323949922
0.054,0.7538133277419933
0.055,0.7846347818857955
0.056,0.8158857224261868
0.057,0.8449131691023157
0.058,0.8701414078566381
0.059,0.8908500070598807
0.06,0.9069538851259314
0.061,0.918807604435371
0.062,0.9270419472831259
0.063,0.932433394923438
0.064,0.9358035430767537
0.065,0.9379440560987613
0.066,0.9395624891827606
0.067,0.9412446141751656
0.068,0.9434294403697763
0.069,0.9463937470409339
0.07,0.9502435462936643
0.071,0.954910430683636
0.072,0.9601512145597121
0.073,0.9655496520105873
0.074,0.9705193139522932
0.075,0.9743069430953322
0.076,0.9759957881558884
0.077,0.9745085580873059
0.078,0.9686097416659827
0.079,0.9569071149485895
