strain,C1,C2,C3,C4
0.0,-0.3785831870473904,12361955.730828572,5.182211462725685,-0.02128285228867723
0.00011,-0.2984011461667461,11.355984916024125,3.1408279930652787,-0.018790807042943343
0.0002,-0.26354313210229785,2.961131556434574,1.8708998211097905,-0.016958622644663777
0.0003,-0.23885043999929217,1.7493951192077137,0.8387400435455197,-0.01511899716577777
0.0004,-0.22091009690192195,1.4483959508699007,0.16096466694752642,-0.013465607217791614
0.0005,-0.2060539756943336,1.3386560646073207,-0.20838602958132224,-0.011979599140891427
0.0006,-0.1927039982607432,1.288472939362213,-0.31527176693815306,-0.010644027936229367
0.0007,-0.18018125395796372,1.2616362276302202,-0.20565226602010167,-0.009443664041546049
0.0008,-0.1681936662044734,1.2454629853462182,0.07451275227570253,-0.00836481966797265
0.0009,-0.15661557968711765,1.234724992059117,0.47926356705212836,-0.007395192717725515
0.001,-0.14539293578318327,1.2269973829368133,0.9626404574120455,-0.006523726502881646
0.002,-0.05075584567665914,1.1915523575416502,0.00970492073447371,-0.0014477523254360178
0.003,-0.08199849883651009,1.169246262066097,0.10236126698750518,-0.002566767607597568
0.004,-0.08669060190062482,1.1495245548699662,0.11173550871510445,-0.0029664998099886717
0.005,-0.0909232199229574,1.131490125568374,0.12007021823515436,-0.0033137717034551926
0.01,-0.10691556320342623,1.0603440691547357,0.146858196711333,-0.004310472941467444
0.011,-0.10905885761938788,1.0492156736507323,0.14938016137958837,-0.004372780621818628
0.012,-0.11065770211150083,1.038937752044971,0.15100407663812826,-0.0043935928103390415
0.013,-0.11156284823759512,1.0294449069600502,0.15175015431521466,-0.004374968785747017
0.014,-0.11162525191219501,1.0206768759638594,0.15163860623910952,-0.004319119128274862
0.015,-0.11072753466292848,1.012578080758626,0.15068964423807482,-0.004228416834125173
0.016,-0.10881710385736197,1.005097238272938,0.1489234801403726,-0.0041054092462316566
0.017,-0.1059343920135492,0.998187015180031,0.14636032577426475,-0.003952830861267349
0.018,-0.10222897191944605,0.9918037160137181,0.14302039296801328,-0.003773617077243974
0.019,-0.09795694095523659,0.9859069990656696,0.1389238935498802,-0.003570918950770249
0.02,-0.09345516545537381,0.980459616244543,0.13409103934812744,-0.0033481190381077124
0.021,-0.0890916844392997,0.9754271741440245,0.12854204219101703,-0.0031088483996055604
0.022,-0.08519641027463698,0.9707779141802289,0.12229711390681094,-0.0028570048529386284
0.023,-0.08198151146486102,0.9664825100398536,0.1153764663237711,-0.002596772566843898
0.024,-0.07946552239168697,0.9625138809360894,0.10780031127015946,-0.0023326430937827087
0.025,-0.07741815888054429,0.9588470193537705,0.09958886057423813,-0.0020694379471816347
0.026,-0.07534295164499663,0.9554588321070355,0.09076232606426912,-0.001812332836661307
0.027,-0.07251137220691775,0.9523279936474807,0.08134091956851427,-0.0015668836829877244
0.028,-0.0680548965482565,0.9494348106572643,0.07134485291523554,-0.0013390545434174951
0.029,-0.06111094974347564,0.9467610970450606,0.060794337932695036,-0.0011352475877007733
0.03,-0.051006246494469804,0.9442900585363766,0.04970958644915466,-0.0009623352753022679
0.031,-0.0374487966521902,0.9420061861155948,0.03811081029287647,-0.0008276948954530515
0.032,-0.02069041027841953,0.9398951576365667,0.026018221292122307,-0.0007392456435094666
0.033,-0.0016176461565803324,0.9379437469726158,0.013452031275154291,-0.00070548841982948
0.034,0.018266911096972982,0.9361397401261623,0.0004324520702342627,-0.000735548551045853
0.035,0.036998143488650326,0.934471857763365,-0.013020304494375606,-0.0008392216482873719
0.036,0.05244000725660333,0.9329296836806539,-0.026886026590413586,-0.0010270228326484032
0.037,0.06269038305623795,0.9315035987481742,-0.04114450238961739,-0.0013102395751116288
0.038,0.06654384640373279,0.9301847199102603,-0.05577552006372541,-0.001700988416274001
0.039,0.063930180250509,0.9289648438553968,-0.07075886778447535,-0.002212275850703347
0.04,0.05622980060142302,0.9278363949979116,-0.08607433372360526,-0.002858063681658931
0.041,0.06805222467548688,0.9267923774411622,-0.06844133558696226,-0.0029205632867962614
0.042,0.06820622128419629,0.9258263306172897,-0.06990497864711695,-0.003149242093872384
0.043,0.06836021869842313,0.9249322883220336,-0.07133352956544556,-0.0033715687221177884
0.044,0.06851421691816739,0.9241047408846708,-0.0727269883419481,-0.00358771962065959
0.045,0.06866821594343975,0.9233386002330761,-0.07408535497662454,-0.0037978663372681696
0.046,0.06882221577422953,0.9226291676322815,-0.07540862946947492,-0.004002175654505757
0.047,0.06897621641055451,0.9219721038918988,-0.07669681182049921,-0.0042008097220931125
0.048,0.06913021785241114,0.9213634018534314,-0.07794990202969741,-0.004393926185599354
0.049,0.06928422009981006,0.9207993609829885,-0.07916790009706955,-0.004581678311557086
0.05,0.06943822315275128,0.920276563908258,-0.08035080602261559,-0.004764215109102099
0.051,0.0695922270112419,0.9197918547509466,-0.08149861980633556,-0.004941681448234208
0.052,0.06974623167527838,0.9193423191172724,-0.08261134144822946,-0.005114218174793062
0.053,0.06990023714487847,0.9189252656196335,-0.08368897094829728,-0.005281962222240191
0.054,0.07005424342003153,0.9185382088122603,-0.084731508306539,-0.0054450467203359994
0.055,0.0702082505007553,0.9181788534326573,-0.08573895352295466,-0.0056036011007979634
0.056,0.07036225838703913,0.917845079848903,-0.08671130659754424,-0.005757751200023878
0.057,0.07051626707890435,0.9175349306205334,-0.08764856753030771,-0.005907619358961685
0.058,0.07067027657634739,0.9172465980877853,-0.08855073632124515,-0.006053324520205151
0.059,0.0708242868793647,0.9169784129105234,-0.08941781297035646,-0.006194982322392431
0.06,0.07097829798797406,0.9167288334841585,-0.0902497974776417,-0.006332705191982482
0.061,0.07113230990216834,0.9164964361654643,-0.09104668984310088,-0.006466602432482102
0.062,0.07128632262195822,0.9162799062463048,-0.09180849006673399,-0.006596780311194473
0.063,0.07144033614734724,0.9160780296180568,-0.09253519814854097,-0.006723342143558005
0.064,0.07159435047833185,0.9158896850738525,-0.09322681408852193,-0.006846388375142456
0.065,0.07174836561492981,0.9157138371998649,-0.09388333788667678,-0.006966016661367372
0.066,0.07190238155714113,0.9155495298105347,-0.09450476954300555,-0.007082321945006133
0.067,0.0720563983049658,0.915395879886131,-0.09509110905750824,-0.007195396531537119
0.068,0.07221041585840382,0.9152520719742041,-0.09564235643018487,-0.00730533016240178
0.069,0.07236443421747296,0.9151173530194372,-0.0961585116610354,-0.007412210086227776
0.07,0.07251845338216256,0.9149910275891032,-0.09663957475005985,-0.007516121128073684
0.071,0.07267247335248683,0.9148724534638742,-0.0970855456972582,-0.00761714575675026
0.072,0.07282649412844933,0.9147610375660102,-0.0974964245026305,-0.007715364150271667
0.073,0.07298051571004649,0.9146562321991197,-0.0978722111661767,-0.007810854259488589
0.074,0.07313453809729964,0.9145575315756491,-0.09821290568789685,-0.007903691869953808
0.075,0.07328856129019101,0.9144644686100859,-0.09851850806779092,-0.007993950662069258
0.076,0.07344258528873837,0.9143766119575347,-0.09878901830585887,-0.008081702269562344
0.077,0.07359661009293816,0.914293563278907,-0.09902443640210076,-0.008167016336337924
0.078,0.0737506357028046,0.9142149547153688,-0.09922476235651657,-0.008249960571751064
0.079,0.07390466211833413,0.914140446556039,-0.09938999616910632,-0.008330600804344453
