PEEQ,C1,C2,C3,C4,R_squared
0.0,0.000548269525779367,0.0028699007870179923,1.19143953888376e-06,4.514193696591483e-05,0.6973100784565093
0.00011,0.00017617547614424395,0.0016578496602957407,-0.18631991116993551,-6.926832314716804e-05,1.0
0.0002,0.00028073089686114273,0.0019223874529946834,-0.10841843001585828,-1.071786453789857e-05,1.0
0.0003,-0.00022507545203768407,0.00209889224985551,0.21602205976632044,-7.505982706252995e-06,1.0
0.0004,-0.0002792265322373677,0.0021769332996617566,0.27023101934482985,-1.2131934707583394e-05,1.0
0.0005,-0.00029162019385803995,0.002183735412228528,0.28236369597739136,-1.3258314088304487e-05,1.0
0.0006,-0.00029407027938300106,0.0021693839166535473,0.2830088895798827,-1.3500525384344599e-05,1.0
0.0007,-0.0002945470144786475,0.002153691369329817,0.2816601131607562,-1.3562053051531016e-05,1.0
0.0008,-0.0002953428399271061,0.0021420668913922723,0.28111569799078834,-1.3647704286784926e-05,1.0
0.0009,4.998881486066148e-05,0.0018115002132362205,1.284328668286102e-10,4.459316939244411e-06,0.7559550441342022
0.001,-0.0002992104069363562,0.0021317040419852953,0.2838494068204074,-1.4011535932372469e-05,1.0
0.002,-0.00032703016936000526,0.002167290123233843,0.31961267386220593,-1.6537794262394744e-05,1.0
0.003,-0.00034318941976719305,0.0022059831217760614,0.346239757078587,-1.8018411442684314e-05,1.0
0.004,-0.0003517535374934854,0.002227151609313947,0.3622600630749867,-1.881009714670628e-05,1.0
0.005,-0.0003564793419788766,0.0022353789808914224,0.3716373078946628,-1.9249109879148614e-05,1.0
0.01,-0.00036077626799534883,0.0022000673079667988,0.3786937823689684,-1.9648834542682033e-05,1.0
0.011,-0.0003602824331265045,0.002189093039885005,0.3771490238237975,-1.9602565299597277e-05,1.0
0.012,-0.0003596503226577309,0.0021784546897671373,0.3753427755355012,-1.9543402627807467e-05,1.0
0.013,-0.0003589348823929758,0.0021684118635963818,0.37340984523404036,-1.9476466565259166e-05,1.0
0.014,-3.3383728762726527e-06,0.0016182248207877532,-4.470351071823486e-07,9.788809787603733e-07,0.7913396950442189
0.015,-0.00035740001658106504,0.002150674565416263,0.3695146664135509,-1.9332827732896917e-05,1.0
0.016,-0.0003566295639503214,0.002143109203646498,0.3676650213962594,-1.9260648431862612e-05,1.0
0.017,-0.0003558789592921435,0.002136434938023107,0.3659274805415462,-1.9190236421230718e-05,1.0
0.018,-0.00035515899898212093,0.0021306388044230492,0.3643226924259164,-1.912257622395718e-05,1.0
