strain,C1,C2,C3,C4
0.0,-1.1412786939391517,0.12487694017368334,-0.39499477063630606,-0.2047369662317963
0.00011,-0.3977792091023086,0.588386804367623,-0.33706237407713735,-0.11006995988551717
0.0002,-0.08519334096651965,0.7342594835553822,-0.28102626909355133,-0.06518398872745261
0.0003,0.07136345201306371,0.8468320788027661,-0.21137291071413317,-0.03641048251882014
0.0004,0.10707435778163332,0.9337317588541438,-0.13569548497111084,-0.020964400000311877
0.0005,0.07619477447133804,1.0053208809879717,-0.05581049514580161,-0.013050222358328976
0.0006,0.013879257684278112,1.0666224184507413,0.026465555480477132,-0.009220362059862932
0.0007,-0.05709394705693693,1.1204840953743016,0.10931616362640828,-0.007507695618665191
0.0008,-0.12196577196715275,1.1686885536230918,0.1909248260106744,-0.006834895443111265
0.0009,-0.17117314153774288,1.2124312869821932,0.2694750393519584,-0.006637236679605164
0.001,-0.198519701465377,1.2525558713176483,0.3431503003689428,-0.006633481116053678
0.002,-0.21302790377246106,1.541705709079677,0.41214981081251245,-0.006917437033097532
0.003,-0.21171777864661212,1.3719740414551689,0.3887261823575529,-0.012245408607913566
0.004,-0.19554238882503916,1.255324782045764,0.3033569405698065,-0.010493059896426172
0.005,-0.16780312815618176,1.1759333357665405,0.22812389240712216,-0.008112873640256327
0.01,0.021772061887149977,1.0018162096383154,-0.01315945376025851,-0.003133459953291725
0.011,0.04940662757089202,0.9877285364495672,-0.03787194601050403,-0.0041896091578584455
0.012,0.06931401641977636,0.9772211138169364,-0.055880446581665466,-0.005333535283897415
0.013,0.08092629089482856,0.9696186165884022,-0.06767527003745322,-0.006231509890330144
0.014,0.08427235548551817,0.9644085355123018,-0.07374673094157924,-0.006664063604903559
0.015,0.07989576374224061,0.9611938835760281,-0.07458514385775394,-0.006563419072956667
0.016,0.068750761924283,0.9596617309174169,-0.07068082334968928,-0.006008181871366063
0.017,0.052086130320639995,0.9595616472346222,-0.06252408398109532,-0.00518278952628686
0.018,0.03132587451832286,0.9606905537895747,-0.0506052403156837,-0.004316801637758601
0.019,0.007954801176362221,0.9628818421845287,-0.03541460691716558,-0.003621887560291817
0.02,-0.01658438035356445,0.9659974052228586,-0.01744249834925171,-0.0032423467965189776
0.021,-0.04097741851486319,0.9699216994686397,0.002820770824346508,-0.00322937332452216
0.022,-0.0641050597600204,0.974557253243816,0.024884886039917675,-0.0035419541140329592
0.023,-0.08508819229488301,0.9798212210995558,0.04825953273375172,-0.004070321032563127
0.024,-0.10331159419257002,0.9856427079269414,0.07245439634213657,-0.004672918421897743
0.025,-0.11842765139150857,0.9919606672177661,0.09697916230136194,-0.005215833394120223
0.026,-0.1303425049456622,0.998722233218003,0.12134351604771576,-0.005604631814145873
0.027,-0.13918787661116788,1.0058813848768002,0.1450571430174873,-0.005801868631640726
0.028,-0.14528229800193365,1.0133978662816912,0.1676297286469658,-0.00582804092822309
0.029,-0.14908564296836715,1.021236307350863,0.1885709583724401,-0.005748148661972409
0.03,-0.15115076504189265,1.029365502326657,0.20739051763019944,-0.005649254959763176
0.031,-0.15207571463158032,1.0377578136805035,0.22359809185653046,-0.005615870612261058
