Row,R-value
0,0.041519885698606596
1,0.05569930634493249
2,-0.21017688147054864
3,-0.35433382213912246
4,-0.5121713855631903
5,-0.640704708964285
6,-0.7108258797777527
7,-0.7301810335416462
8,-0.7213620833252027
9,-0.700952885503023
10,-0.6772325686468781
11,-0.49786471497342094
12,-0.3641018974449648
13,-0.20566164811711626
14,0.013720628768074172
15,0.9821716252031816
16,0.9801099140151722
17,0.9723343875860792
18,0.9660988549827432
19,0.9636152402782363
20,0.9650727709618585
21,0.9688103129140125
22,0.9685175082059686
23,0.9490735583154578
24,0.88919430417653
25,0.7764774158361778
26,0.6180290837635386
27,0.4316467345985884
28,0.23483392191264402
29,0.043735622016374265
30,-0.12632219527681854
31,-0.2640058603396145
32,-0.36501499324060394
33,-0.4313911885065975
34,-0.46841954873280367
35,-0.4817424417627774
36,-0.47553451320894147
37,-0.45112745277526767
38,-0.4049332121132196
39,-0.32388785999034686
40,-0.17519361789265925
41,0.1015307910542011
42,0.48232873599202203
43,0.7140353761792306
44,0.7727057805401457
45,0.7746655288684203
46,0.7647728226086306
47,0.7540430722813887
48,0.7448560705490056
49,0.7374944324612074
50,0.7317471744925019
51,0.7273196697548042
52,0.7239373068492312
53,0.7213667695097118
54,0.719415607275598
55,0.7179270868361175
56,0.7167748610841582
57,0.7158583773581945
58,0.7150989780631161
59,0.7144364827051075
60,0.7138260979280172
61,0.7132355918125101
62,0.7126427327457897
63,0.7120330216904548
64,0.711397746807979
65,0.710732373421041
66,0.7100352607204043
67,0.709306677576551
68,0.7085480767371648
69,0.7077615807789577
70,0.7069496333167379
71,0.706114773405983
72,0.7052594978097081
73,0.7043861832226297
74,0.7034970476084608
75,0.7025941357855104
76,0.7016793192262418
77,0.7007543035232586
78,0.6998206395186742
79,0.6988797357060577
80,0.6979328706584985
81,0.6969812048091992
82,0.6960257913091993
83,0.6950675859087477
84,0.6941074558783302
