Row,R_squared
0.0,0.9770814543266735
0.00011,0.9776310508715521
0.0002,0.9955206411526423
0.0003,0.9983404188614049
0.0004,0.9852274691201078
0.0005,0.9727680703102419
0.0006,0.9676570825082254
0.0007,0.9686990093109371
0.0008,0.9730299047823464
0.0009,0.9784617153630419
0.001,0.983752057122137
0.002,0.9996178955919501
0.003,0.9932800124005393
0.004,0.9890542635622557
0.005,0.9882948181835052
0.01,0.9973985555975259
0.011,0.9985766237354579
0.012,0.9993672956952858
0.013,0.9998193941583852
0.014,0.9999907598885293
0.015,0.999966115134693
0.016,0.9998093799723001
0.017,0.9995565651056482
0.018,0.999234225553465
0.019,0.9988622578708473
0.02,0.9993524112602674
0.021,0.9993433620971535
0.022,0.9993311749655636
0.023,0.9993147830119914
0.024,0.9992932639808367
0.025,0.9992658066211209
0.026,0.9992316825596148
0.027,0.9991902253314107
0.028,0.9991408170231676
0.029,0.9990828821722564
0.03,0.9990158881017677
0.031,0.9989393506959955
0.032,0.9988528446973397
0.033,0.9987560179447319
0.034,0.9986486096893141
0.035,0.9985304745972114
0.036,0.9984016175164063
0.037,0.9982622541770274
0.038,0.9981129533177149
0.039,0.9979552284991212
0.04,0.9978017885347863
0.041,0.9976455050032905
0.042,0.9974823371770087
0.043,0.9973120899375864
0.044,0.9971348798247723
0.045,0.9969509634756262
0.046,0.9967606829296609
0.047,0.9965644401241769
0.048,0.9963626817346215
0.049,0.9961558884977038
0.05,0.995944566796581
0.051,0.9957292415601019
0.052,0.9955104500401003
0.053,0.9952887362568245
0.054,0.9950646460078627
0.055,0.9948387223865018
0.056,0.9946115017787459
0.057,0.9943835103185458
0.058,0.9941552607839634
0.059,0.9939272499169776
0.06,0.9936999561480516
0.061,0.9934738377045179
0.062,0.9932493310798034
0.063,0.9930268498388477
0.064,0.9928067837338893
0.065,0.9925894981039504
0.066,0.9923753335312911
0.067,0.9921646057281841
0.068,0.9919576056278976
0.069,0.9917545996549423
0.07,0.9915558301504523
0.071,0.9913615159301485
0.072,0.9911718529538043
0.073,0.9909870150865776
0.074,0.9908071549342911
0.075,0.990632404736445
0.076,0.9904628773021001
0.077,0.9902986669755871
0.078,0.9901398506203863
0.079,0.9899864886109112
