Row,R-value
0,0.7069547073921618
1,0.3965830172666875
2,0.30796232308314037
3,0.311680428317156
4,0.36334063176522813
5,0.4336437689886495
6,0.5049865105930041
7,0.5672603178309292
8,0.6164524132987794
9,0.6525392475639957
10,0.6773357365933381
11,0.6544845178509935
12,0.5233242907699648
13,0.40256300814377977
14,0.305119856298551
15,0.07100728188146296
16,0.05398906509102521
17,0.04240382863795602
18,0.03512929316909345
19,0.031290375305474384
20,0.030200093869605288
21,0.03131513698350702
22,0.03420263926754252
23,0.03851531876238569
24,0.0439727817174516
25,0.05034736541636488
26,0.05745332660074497
27,0.06513850874398389
28,0.07327785896354003
29,0.08176833670600225
30,0.09052487944350376
31,0.0994771789895622
32,0.10856708573951696
33,0.1177465040517571
34,0.1269756755210101
35,0.13622177125461693
36,0.14545773235032491
37,0.15466131128404825
38,0.16381427677243665
39,0.17290175271423866
40,0.18191166729181002
41,0.19083429320750703
42,0.19966186339696318
43,0.20838824949095736
44,0.21700869259296646
45,0.22551957765826103
46,0.2339182443007314
47,0.24220282814808966
48,0.2503721276947163
49,0.2584254925653069
50,0.26636272969204816
51,0.2741840245588312
52,0.2818898750654238
53,0.2894810359630218
54,0.2969584721975506
55,0.3043233197342745
56,0.31157685263692125
57,0.3187204554375471
58,0.32575559990381864
59,0.33268382560314735
60,0.3395067235276069
61,0.34622592238967126
62,0.35284307716879293
63,0.3593598594652107
64,0.3657779494886515
65,0.3720990293503876
66,0.3783247774758358
67,0.3844568639780592
68,0.3904969468197852
69,0.3964466686376316
70,0.40230765418262726
71,0.40808150817415695
72,0.4137698136456507
73,0.41937413055303874
74,0.4248959947348564
75,0.4303369170879827
76,0.4356983829747816
77,0.44098185177787197
78,0.44618875663743507
79,0.4513205042921402
80,0.45637847503931395
81,0.4613640227662218
82,0.46627847508869935
83,0.4711231335134273
84,0.4758992736952836
