Strain,Stress,delT,Rate,I_Temp,Temp
1.28,1136.7423385529823,0,0.001,373.0,373.0
1.29,1136.9396164199484,0,0.001,373.0,373.0
1.3,1137.1351086269842,0,0.001,373.0,373.0
1.31,1137.3288448871442,0,0.001,373.0,373.0
1.32,1137.5208541970153,0,0.001,373.0,373.0
1.33,1137.7111648592672,0,0.001,373.0,373.0
1.34,1137.8998045043293,0,0.001,373.0,373.0
1.35,1138.0868001112324,0,0.001,373.0,373.0
1.36,1138.2721780276584,0,0.001,373.0,373.0
1.37,1138.455963989227,0,0.001,373.0,373.0
1.38,1138.6381831380615,0,0.001,373.0,373.0
1.39,1138.818860040658,0,0.001,373.0,373.0
1.4,1138.9980187050926,0,0.001,373.0,373.0
1.41,1139.1756825975997,0,0.001,373.0,373.0
1.42,1139.3518746585385,0,0.001,373.0,373.0
1.43,1139.526617317785,0,0.001,373.0,373.0
1.44,1139.6999325095665,0,0.001,373.0,373.0
1.45,1139.8718416867678,0,0.001,373.0,373.0
1.46,1140.0423658347268,0,0.001,373.0,373.0
1.47,1140.2115254845448,0,0.001,373.0,373.0
1.48,1140.37934072593,0,0.001,373.0,373.0
1.49,1140.545831219593,0,0.001,373.0,373.0
1.5,1140.711016209215,0,0.001,373.0,373.0
1.51,1140.8749145330034,0,0.001,373.0,373.0
1.52,1141.0375446348544,0,0.001,373.0,373.0
1.53,1141.1989245751363,0,0.001,373.0,373.0
1.54,1141.359072041111,0,0.001,373.0,373.0
1.55,1141.5180043570028,0,0.001,373.0,373.0
1.56,1141.675738493739,0,0.001,373.0,373.0
1.57,1141.8322910783618,0,0.001,373.0,373.0
1.58,1141.9876784031371,0,0.001,373.0,373.0
1.59,1142.1419164343615,0,0.001,373.0,373.0
1.6,1142.295020820887,0,0.001,373.0,373.0
1.61,1142.4470069023694,0,0.001,373.0,373.0
1.62,1142.5978897172536,0,0.001,373.0,373.0
1.63,1142.747684010504,0,0.001,373.0,373.0
1.64,1142.896404241092,0,0.001,373.0,373.0
1.65,1143.044064589245,0,0.001,373.0,373.0
1.66,1143.1906789634731,0,0.001,373.0,373.0
1.67,1143.3362610073746,0,0.001,373.0,373.0
1.68,1143.4808241062317,0,0.001,373.0,373.0
1.69,1143.6243813934054,0,0.001,373.0,373.0
1.7,1143.7669457565348,0,0.001,373.0,373.0
1.71,1143.908529843546,0,0.001,373.0,373.0
1.72,1144.0491460684846,0,0.001,373.0,373.0
1.73,1144.1888066171678,0,0.001,373.0,373.0
1.74,1144.3275234526732,0,0.001,373.0,373.0
1.75,1144.4653083206613,0,0.001,373.0,373.0
1.76,1144.6021727545428,0,0.001,373.0,373.0
1.77,1144.7381280804952,0,0.001,373.0,373.0
1.78,1144.873185422331,0,0.001,373.0,373.0
1.79,1145.0073557062271,0,0.001,373.0,373.0
1.8,1145.1406496653167,0,0.001,373.0,373.0
1.81,1145.2730778441503,0,0.001,373.0,373.0
1.82,1145.4046506030295,0,0.001,373.0,373.0
1.83,1145.5353781222184,0,0.001,373.0,373.0
1.84,1145.665270406034,0,0.001,373.0,373.0
1.85,1145.794337286825,0,0.001,373.0,373.0
1.86,1145.9225884288408,0,0.001,373.0,373.0
1.87,1146.050033331986,0,0.001,373.0,373.0
1.88,1146.176681335481,0,0.001,373.0,373.0
1.89,1146.3025416214136,0,0.001,373.0,373.0
1.9,1146.427623218202,0,0.001,373.0,373.0
1.91,1146.5519350039554,0,0.001,373.0,373.0
1.92,1146.6754857097496,0,0.001,373.0,373.0
1.93,1146.798283922813,0,0.001,373.0,373.0
1.94,1146.9203380896272,0,0.001,373.0,373.0
1.95,1147.0416565189448,0,0.001,373.0,373.0
1.96,1147.1622473847287,0,0.001,373.0,373.0
1.97,1147.282118729013,0,0.001,373.0,373.0
1.98,1147.4012784646889,0,0.001,373.0,373.0
1.99,1147.5197343782186,0,0.001,373.0,373.0
2.0,1147.6374941322788,0,0.001,373.0,373.0
2.01,1147.754565268336,0,0.001,373.0,373.0
2.02,1147.8709552091557,0,0.001,373.0,373.0
2.03,1147.9866712612463,0,0.001,373.0,373.0
2.04,1148.1017206172437,0,0.001,373.0,373.0
2.05,1148.216110358232,0,0.001,373.0,373.0
2.06,1148.3298474560106,0,0.001,373.0,373.0
2.07,1148.442938775299,0,0.001,373.0,373.0
2.08,1148.5553910758892,0,0.001,373.0,373.0
2.09,1148.667211014748,0,0.001,373.0,373.0
2.1,1148.778405148061,0,0.001,373.0,373.0
2.11,1148.8889799332312,0,0.001,373.0,373.0
2.12,1148.9989417308266,0,0.001,373.0,373.0
2.13,1149.1082968064816,0,0.001,373.0,373.0
2.14,1149.2170513327517,0,0.001,373.0,373.0
2.15,1149.3252113909216,0,0.001,373.0,373.0
2.16,1149.432782972776,0,0.001,373.0,373.0
2.17,1149.5397719823202,0,0.001,373.0,373.0
2.18,1149.6461842374645,0,0.001,373.0,373.0
2.19,1149.752025471669,0,0.001,373.0,373.0
2.2,1149.857301335547,0,0.001,373.0,373.0
2.21,1149.962017398433,0,0.001,373.0,373.0
2.22,1150.0661791499142,0,0.001,373.0,373.0
2.23,1150.1697920013228,0,0.001,373.0,373.0
2.24,1150.2728612871997,0,0.001,373.0,373.0
2.25,1150.3753922667188,0,0.001,373.0,373.0
2.26,1150.4773901250833,0,0.001,373.0,373.0
2.27,1150.5788599748869,0,0.001,373.0,373.0
2.28,1150.6798068574435,0,0.001,373.0,373.0
2.29,1150.780235744093,0,0.001,373.0,373.0
2.3,1150.8801515374676,0,0.001,373.0,373.0
2.31,1150.979559072739,0,0.001,373.0,373.0
2.32,1151.078463118833,0,0.001,373.0,373.0
2.33,1151.1768683796176,0,0.001,373.0,373.0
2.34,1151.274779495065,0,0.001,373.0,373.0
2.35,1151.37220104239,0,0.001,373.0,373.0
2.36,1151.4691375371583,0,0.001,373.0,373.0
2.37,1151.5655934343783,0,0.001,373.0,373.0
2.38,1151.6615731295606,0,0.001,373.0,373.0
2.39,1151.7570809597603,0,0.001,373.0,373.0
2.4,1151.8521212045969,0,0.001,373.0,373.0
2.41,1151.9466980872464,0,0.001,373.0,373.0
2.42,1152.0408157754205,0,0.001,373.0,373.0
2.43,1152.134478382318,0,0.001,373.0,373.0
2.44,1152.2276899675594,0,0.001,373.0,373.0
2.45,1152.3204545381018,0,0.001,373.0,373.0
2.46,1152.412776049132,0,0.001,373.0,373.0
2.47,1152.5046584049446,0,0.001,373.0,373.0
2.48,1152.5961054597983,0,0.001,373.0,373.0
2.49,1152.6871210187564,0,0.001,373.0,373.0
2.5,1152.7777088385092,0,0.001,373.0,373.0
2.51,1152.8678726281796,0,0.001,373.0,373.0
2.52,1152.9576160501124,0,0.001,373.0,373.0
2.53,1153.0469427206465,0,0.001,373.0,373.0
2.54,1153.1358562108717,0,0.001,373.0,373.0
2.55,1153.224360047372,0,0.001,373.0,373.0
2.56,1153.3124577129504,0,0.001,373.0,373.0
2.57,1153.400152647342,0,0.001,373.0,373.0
2.58,1153.4874482479106,0,0.001,373.0,373.0
2.59,1153.5743478703346,0,0.001,373.0,373.0
2.6,1153.6608548292747,0,0.001,373.0,373.0
2.61,1153.746972399032,0,0.001,373.0,373.0
2.62,1153.8327038141922,0,0.001,373.0,373.0
2.63,1153.9180522702552,0,0.001,373.0,373.0
2.64,1154.0030209242557,0,0.001,373.0,373.0
2.65,1154.087612895368,0,0.001,373.0,373.0
2.66,1154.1718312655032,0,0.001,373.0,373.0
2.67,1154.2556790798903,0,0.001,373.0,373.0
2.68,1154.339159347649,0,0.001,373.0,373.0
2.69,1154.4222750423514,0,0.001,373.0,373.0
2.7,1154.5050291025711,0,0.001,373.0,373.0
2.71,1154.587424432424,0,0.001,373.0,373.0
2.72,1154.669463902097,0,0.001,373.0,373.0
2.73,1154.7511503483674,0,0.001,373.0,373.0
2.74,1154.8324865751133,0,0.001,373.0,373.0
2.75,1154.9134753538126,0,0.001,373.0,373.0
2.76,1154.994119424034,0,0.001,373.0,373.0
2.77,1155.0744214939186,0,0.001,373.0,373.0
2.78,1155.1543842406522,0,0.001,373.0,373.0
2.79,1155.2340103109293,0,0.001,373.0,373.0
2.8,1155.3133023214068,0,0.001,373.0,373.0
2.81,1155.392262859153,0,0.001,373.0,373.0
2.82,1155.4708944820843,0,0.001,373.0,373.0
2.83,1155.5491997193965,0,0.001,373.0,373.0
2.84,1155.627181071986,0,0.001,373.0,373.0
2.85,1155.7048410128682,0,0.001,373.0,373.0
2.86,1155.7821819875808,0,0.001,373.0,373.0
2.87,1155.859206414586,0,0.001,373.0,373.0
2.88,1155.9359166856636,0,0.001,373.0,373.0
2.89,1156.0123151662965,0,0.001,373.0,373.0
2.9,1156.088404196048,0,0.001,373.0,373.0
2.91,1156.1641860889374,0,0.001,373.0,373.0
2.92,1156.2396631338024,0,0.001,373.0,373.0
2.93,1156.31483759466,0,0.001,373.0,373.0
2.94,1156.389711711059,0,0.001,373.0,373.0
2.95,1156.4642876984246,0,0.001,373.0,373.0
2.96,1156.5385677484037,0,0.001,373.0,373.0
2.97,1156.6125540291937,0,0.001,373.0,373.0
2.98,1156.686248685876,0,0.001,373.0,373.0
2.99,1156.7596538407363,0,0.001,373.0,373.0
3.0,1156.8327715935836,0,0.001,373.0,373.0
0.0,561.8756494501962,0,0.01,373.0,373.0
0.00011,623.5219181205426,0,0.01,373.0,373.0
0.0002,634.5865752326762,0,0.01,373.0,373.0
0.0003,644.3335251680782,0,0.01,373.0,373.0
0.0004,652.774802137044,0,0.01,373.0,373.0
0.0005,660.4221810971219,0,0.01,373.0,373.0
0.0006,667.5170214999417,0,0.01,373.0,373.0
0.0007,674.1941295283618,0,0.01,373.0,373.0
0.0008,680.5372689702402,0,0.01,373.0,373.0
0.0009,686.6025031380386,0,0.01,373.0,373.0
0.001,692.4294861599852,0,0.01,373.0,373.0
0.002,741.7830235180987,0,0.01,373.0,373.0
0.003,780.5013787549123,0,0.01,373.0,373.0
0.004,812.0113742545826,0,0.01,373.0,373.0
0.005,838.0179645924292,0,0.01,373.0,373.0
0.01,916.6260169222384,0,0.01,373.0,373.0
0.011,925.8624085135932,0,0.01,373.0,373.0
0.012,933.7516682595505,0,0.01,373.0,373.0
0.013,940.52117022345,0,0.01,373.0,373.0
0.014,946.3582146591395,0,0.01,373.0,373.0
0.015,951.4174125240002,0,0.01,373.0,373.0
0.016,955.8266027696458,0,0.01,373.0,373.0
0.017,959.6916348311222,0,0.01,373.0,373.0
0.018,963.1002573435784,0,0.01,373.0,373.0
0.019,966.1252938960512,0,0.01,373.0,373.0
0.02,968.8272448712788,0,0.01,373.0,373.0
0.021,971.2564242583536,0,0.01,373.0,373.0
0.022,973.454717840498,0,0.01,373.0,373.0
0.023,975.4570319886076,0,0.01,373.0,373.0
0.024,977.292488934278,0,0.01,373.0,373.0
0.025,978.9854138613588,0,0.01,373.0,373.0
0.026,980.5561507585958,0,0.01,373.0,373.0
0.027,982.0217372301348,0,0.01,373.0,373.0
0.028,983.3964630077962,0,0.01,373.0,373.0
0.029,984.69233248052,0,0.01,373.0,373.0
0.03,985.9194479465672,0,0.01,373.0,373.0
0.031,987.0863273430988,0,0.01,373.0,373.0
0.032,988.2001677898749,0,0.01,373.0,373.0
0.033,989.2670642990754,0,0.01,373.0,373.0
0.034,990.2921913716292,0,0.01,373.0,373.0
0.035,991.2799538574882,0,0.01,373.0,373.0
0.036,992.234112350806,0,0.01,373.0,373.0
0.037,993.1578874785872,0,0.01,373.0,373.0
0.038,994.0540466884576,0,0.01,373.0,373.0
0.039,994.924976519534,0,0.01,373.0,373.0
0.04,995.7727428267934,0,0.01,373.0,373.0
0.041,996.599141004848,0,0.01,373.0,373.0
0.042,997.405737906051,0,0.01,373.0,373.0
0.043,998.1939068575344,0,0.01,373.0,373.0
0.044,998.9648569415492,0,0.01,373.0,373.0
0.045,999.7196575046544,0,0.01,373.0,373.0
0.046,1000.4592586966688,0,0.01,373.0,373.0
0.047,1001.1845087039686,0,0.01,373.0,373.0
0.048,1001.8961682287742,0,0.01,373.0,373.0
0.049,1002.5949226724782,0,0.01,373.0,373.0
0.05,1003.2813924035124,0,0.01,373.0,373.0
0.051,1003.956141425934,0,0.01,373.0,373.0
0.052,1004.6196847115962,0,0.01,373.0,373.0
0.053,1005.2724944145198,0,0.01,373.0,373.0
0.054,1005.9150051493974,0,0.01,373.0,373.0
0.055,1006.5476184856824,0,0.01,373.0,373.0
0.056,1007.1707067834376,0,0.01,373.0,373.0
0.057,1007.7846164761032,0,0.01,373.0,373.0
0.058,1008.389670887908,0,0.01,373.0,373.0
0.059,1008.9861726591316,0,0.01,373.0,373.0
0.06,1009.5744058403744,0,0.01,373.0,373.0
0.061,1010.1546377069668,0,0.01,373.0,373.0
0.062,1010.7271203362972,0,0.01,373.0,373.0
0.063,1011.2920919838908,0,0.01,373.0,373.0
0.064,1011.8497782882934,0,0.01,373.0,373.0
0.065,1012.400393329972,0,0.01,373.0,373.0
0.066,1012.9441405654457,0,0.01,373.0,373.0
0.067,1013.4812136544774,0,0.01,373.0,373.0
0.068,1014.0117971953754,0,0.01,373.0,373.0
0.069,1014.5360673810966,0,0.01,373.0,373.0
0.07,1015.0541925868906,0,0.01,373.0,373.0
0.071,1015.566333898576,0,0.01,373.0,373.0
0.072,1016.0726455891754,0,0.01,373.0,373.0
0.073,1016.5732755504704,0,0.01,373.0,373.0
0.074,1017.0683656850764,0,0.01,373.0,373.0
0.075,1017.5580522638196,0,0.01,373.0,373.0
0.076,1018.042466252513,0,0.01,373.0,373.0
0.077,1018.5217336116464,0,0.01,373.0,373.0
0.078,1018.9959755720216,0,0.01,373.0,373.0
0.079,1019.4653088889492,0,0.01,373.0,373.0
0.08,1019.929846077267,0,0.01,373.0,373.0
0.081,1020.3896956291508,0,0.01,373.0,373.0
0.082,1020.8449622164298,0,0.01,373.0,373.0
0.083,1021.2957468789097,0,0.01,373.0,373.0
0.084,1021.7421472000066,0,0.01,373.0,373.0
0.085,1022.1842574708588,0,0.01,373.0,373.0
0.086,1022.62216884393,0,0.01,373.0,373.0
0.087,1023.0559694770078,0,0.01,373.0,373.0
0.088,1023.4857446684024,0,0.01,373.0,373.0
0.089,1023.9115769840598,0,0.01,373.0,373.0
0.09,1024.333546377226,0,0.01,373.0,373.0
0.091,1024.751730301242,0,0.01,373.0,373.0
0.092,1025.166203815979,0,0.01,373.0,373.0
0.093,1025.577039688388,0,0.01,373.0,373.0
0.094,1025.984308487572,0,0.01,373.0,373.0
0.095,1026.388078674778,0,0.01,373.0,373.0
0.096,1026.7884166886497,0,0.01,373.0,373.0
0.097,1027.1853870260545,0,0.01,373.0,373.0
0.098,1027.579052318783,0,0.01,373.0,373.0
0.099,1027.9694734063823,0,0.01,373.0,373.0
0.1,1028.3567094053672,0,0.01,373.0,373.0
0.11,1032.0657859908677,0,0.01,373.0,373.0
0.12,1035.51076824755,0,0.01,373.0,373.0
0.13,1038.730284795039,0,0.01,373.0,373.0
0.14,1041.7548445477453,0,0.01,373.0,373.0
0.15,1044.6089910299083,0,0.01,373.0,373.0
0.16,1047.3127815657958,0,0.01,373.0,373.0
0.17,1049.8828315293583,0,0.01,373.0,373.0
0.18,1052.333069305067,0,0.01,373.0,373.0
0.19,1054.6752935207635,0,0.01,373.0,373.0
0.2,1056.9195918896066,0,0.01,373.0,373.0
0.21,1059.0746611467814,0,0.01,373.0,373.0
0.22,1061.148054977034,0,0.01,373.0,373.0
0.23,1063.1463786379957,0,0.01,373.0,373.0
0.24,1065.075443532051,0,0.01,373.0,373.0
0.25,1066.9403912753432,0,0.01,373.0,373.0
0.26,1068.7457942490705,0,0.01,373.0,373.0
0.27,1070.4957378141653,0,0.01,373.0,373.0
0.28,1072.1938880813111,0,0.01,373.0,373.0
0.29,1073.843548194016,0,0.01,373.0,373.0
0.3,1075.447705396699,0,0.01,373.0,373.0
0.31,1077.0090706503404,0,0.01,373.0,373.0
0.32,1078.530112175658,0,0.01,373.0,373.0
0.33,1080.0130840134889,0,0.01,373.0,373.0
0.34,1081.460050469722,0,0.01,373.0,373.0
0.35,1082.872907140297,0,0.01,373.0,373.0
0.36,1084.2533990778943,0,0.01,373.0,373.0
0.37,1085.6031365568049,0,0.01,373.0,373.0
0.38,1086.923608809297,0,0.01,373.0,373.0
0.39,1088.21619604056,0,0.01,373.0,373.0
0.4,1089.4821799761812,0,0.01,373.0,373.0
0.41,1090.7227531533097,0,0.01,373.0,373.0
0.42,1091.9390271318862,0,0.01,373.0,373.0
0.43,1093.1320397739848,0,0.01,373.0,373.0
0.44,1094.3027617160774,0,0.01,373.0,373.0
0.45,1095.452102139867,0,0.01,373.0,373.0
0.46,1096.5809139314954,0,0.01,373.0,373.0
0.47,1097.6899983057356,0,0.01,373.0,373.0
0.48,1098.7801089607738,0,0.01,373.0,373.0
0.49,1099.8519558199473,0,0.01,373.0,373.0
0.5,1100.906208409036,0,0.01,373.0,373.0
0.51,1101.9434989111332,0,0.01,373.0,373.0
0.52,1102.9644249355515,0,0.01,373.0,373.0
0.53,1103.9695520324813,0,0.01,373.0,373.0
0.54,1104.9594159810752,0,0.01,373.0,373.0
0.55,1105.9345248751602,0,0.01,373.0,373.0
0.56,1106.8953610278097,0,0.01,373.0,373.0
0.57,1107.8423827134416,0,0.01,373.0,373.0
0.58,1108.7760257638893,0,0.01,373.0,373.0
0.59,1109.6967050329815,0,0.01,373.0,373.0
0.6,1110.6048157424912,0,0.01,373.0,373.0
0.61,1111.5007347208723,0,0.01,373.0,373.0
0.62,1112.3848215449289,0,0.01,373.0,373.0
0.63,1113.2574195934574,0,0.01,373.0,373.0
0.64,1114.1188570209324,0,0.01,373.0,373.0
0.65,1114.96944765845,0,0.01,373.0,373.0
0.66,1115.809491848391,0,0.01,373.0,373.0
0.67,1116.6392772186075,0,0.01,373.0,373.0
0.68,1117.4590794013484,0,0.01,373.0,373.0
0.69,1118.269162701611,0,0.01,373.0,373.0
0.7,1119.0697807191666,0,0.01,373.0,373.0
0.71,1119.8611769280708,0,0.01,373.0,373.0
0.72,1120.6435852171278,0,0.01,373.0,373.0
0.73,1121.41723039444,0,0.01,373.0,373.0
0.74,1122.1823286588844,0,0.01,373.0,373.0
0.75,1122.939088041103,0,0.01,373.0,373.0
0.76,1123.6877088163542,0,0.01,373.0,373.0
0.77,1124.428383891363,0,0.01,373.0,373.0
0.78,1125.161299167131,0,0.01,373.0,373.0
0.79,1125.8866338794774,0,0.01,373.0,373.0
0.8,1126.6045609189484,0,0.01,373.0,373.0
0.81,1127.3152471315825,0,0.01,373.0,373.0
0.82,1128.0188536018982,0,0.01,373.0,373.0
0.83,1128.715535919364,0,0.01,373.0,373.0
0.84,1129.4054444294898,0,0.01,373.0,373.0
0.85,1130.088724470612,0,0.01,373.0,373.0
0.86,1130.765516597334,0,0.01,373.0,373.0
0.87,1131.4359567915294,0,0.01,373.0,373.0
0.88,1132.100176661727,0,0.01,373.0,373.0
0.89,1132.7583036316446,0,0.01,373.0,373.0
0.9,1133.4104611185826,0,0.01,373.0,373.0
0.91,1134.0567687023142,0,0.01,373.0,373.0
0.92,1134.697342285095,0,0.01,373.0,373.0
0.93,1135.332294243335,0,0.01,373.0,373.0
0.94,1135.9617335714618,0,0.01,373.0,373.0
0.95,1136.5857660184504,0,0.01,373.0,373.0
0.96,1137.2044942174678,0,0.01,373.0,373.0
0.97,1137.8180178090483,0,0.01,373.0,373.0
0.98,1138.4264335581845,0,0.01,373.0,373.0
0.99,1139.0298354656932,0,0.01,373.0,373.0
1.0,1139.6283148741904,0,0.01,373.0,373.0
1.01,1140.221960568991,0,0.01,373.0,373.0
1.02,1140.8108588742189,0,0.01,373.0,373.0
1.03,1141.3950937443997,0,0.01,373.0,373.0
1.04,1141.9747468517985,0,0.01,373.0,373.0
1.05,1142.5498976697254,0,0.01,373.0,373.0
1.06,1143.120623552045,0,0.01,373.0,373.0
1.07,1143.6869998090842,0,0.01,373.0,373.0
1.08,1144.2490997801478,0,0.01,373.0,373.0
1.09,1144.8069949028077,0,0.01,373.0,373.0
1.1,1145.3607547791505,0,0.01,373.0,373.0
1.11,1145.910447239136,0,0.01,373.0,373.0
1.12,1146.4561384012202,0,0.01,373.0,373.0
1.13,1146.9978927303837,0,0.01,373.0,373.0
1.14,1147.535773093697,0,0.01,373.0,373.0
1.15,1148.0698408135495,0,0.01,373.0,373.0
1.16,1148.6001557186632,0,0.01,373.0,373.0
1.17,1149.1267761929898,0,0.01,373.0,373.0
1.18,1149.6497592226133,0,0.01,373.0,373.0
1.19,1150.169160440739,0,0.01,373.0,373.0
1.2,1150.685034170876,0,0.01,373.0,373.0
1.21,1151.1974334682895,0,0.01,373.0,373.0
1.22,1151.7064101598144,0,0.01,373.0,373.0
1.23,1152.212014882099,0,0.01,373.0,373.0
1.24,1152.7142971183646,0,0.01,373.0,373.0
1.25,1153.2133052337358,0,0.01,373.0,373.0
1.26,1153.709086509222,0,0.01,373.0,373.0
1.27,1154.2016871744015,0,0.01,373.0,373.0
1.28,1154.6911524388734,0,0.01,373.0,373.0
1.29,1155.1775265225288,0,0.01,373.0,373.0
1.3,1155.6608526846994,0,0.01,373.0,373.0
1.31,1156.1411732522297,0,0.01,373.0,373.0
1.32,1156.6185296465192,0,0.01,373.0,373.0
1.33,1157.0929624095863,0,0.01,373.0,373.0
1.34,1157.5645112291877,0,0.01,373.0,373.0
1.35,1158.0332149630422,0,0.01,373.0,373.0
1.36,1158.499111662191,0,0.01,373.0,373.0
1.37,1158.9622385935363,0,0.01,373.0,373.0
1.38,1159.4226322615905,0,0.01,373.0,373.0
1.39,1159.880328429468,0,0.01,373.0,373.0
1.4,1160.335362139152,0,0.01,373.0,373.0
1.41,1160.787767731071,0,0.01,373.0,373.0
1.42,1161.2375788630036,0,0.01,373.0,373.0
1.43,1161.6848285283495,0,0.01,373.0,373.0
1.44,1162.1295490737846,0,0.01,373.0,373.0
1.45,1162.571772216328,0,0.01,373.0,373.0
1.46,1163.011529059846,0,0.01,373.0,373.0
1.47,1163.4488501110127,0,0.01,373.0,373.0
1.48,1163.8837652947498,0,0.01,373.0,373.0
1.49,1164.3163039691651,0,0.01,373.0,373.0
1.5,1164.7464949400116,0,0.01,373.0,373.0
1.51,1165.174366474683,0,0.01,373.0,373.0
1.52,1165.5999463157636,0,0.01,373.0,373.0
1.53,1166.0232616941537,0,0.01,373.0,373.0
1.54,1166.4443393417782,0,0.01,373.0,373.0
1.55,1166.8632055039056,0,0.01,373.0,373.0
1.56,1167.27988595108,0,0.01,373.0,373.0
1.57,1167.694405990689,0,0.01,373.0,373.0
1.58,1168.1067904781758,0,0.01,373.0,373.0
1.59,1168.517063827916,0,0.01,373.0,373.0
1.6,1168.9252500237592,0,0.01,373.0,373.0
1.61,1169.3313726292583,0,0.01,373.0,373.0
1.62,1169.7354547975942,0,0.01,373.0,373.0
1.63,1170.1375192812045,0,0.01,373.0,373.0
1.64,1170.5375884411303,0,0.01,373.0,373.0
1.65,1170.9356842560903,0,0.01,373.0,373.0
1.66,1171.3318283312858,0,0.01,373.0,373.0
1.67,1171.7260419069592,0,0.01,373.0,373.0
1.68,1172.1183458667,0,0.01,373.0,373.0
1.69,1172.5087607455157,0,0.01,373.0,373.0
1.7,1172.897306737675,0,0.01,373.0,373.0
1.71,1173.284003704327,0,0.01,373.0,373.0
1.72,1173.668871180908,0,0.01,373.0,373.0
1.73,1174.0519283843416,0,0.01,373.0,373.0
1.74,1174.433194220038,0,0.01,373.0,373.0
1.75,1174.812687288702,0,0.01,373.0,373.0
1.76,1175.190425892952,0,0.01,373.0,373.0
1.77,1175.566428043762,0,0.01,373.0,373.0
1.78,1175.940711466723,0,0.01,373.0,373.0
1.79,1176.3132936081436,0,0.01,373.0,373.0
1.8,1176.6841916409778,0,0.01,373.0,373.0
1.81,1177.053422470604,0,0.01,373.0,373.0
1.82,1177.4210027404426,0,0.01,373.0,373.0
1.83,1177.7869488374322,0,0.01,373.0,373.0
1.84,1178.1512768973566,0,0.01,373.0,373.0
1.85,1178.514002810036,0,0.01,373.0,373.0
1.86,1178.8751422243838,0,0.01,373.0,373.0
1.87,1179.23471055333,0,0.01,373.0,373.0
1.88,1179.5927229786212,0,0.01,373.0,373.0
1.89,1179.9491944554968,0,0.01,373.0,373.0
1.9,1180.3041397172465,0,0.01,373.0,373.0
1.91,1180.6575732796523,0,0.01,373.0,373.0
1.92,1181.0095094453188,0,0.01,373.0,373.0
1.93,1181.3599623078971,0,0.01,373.0,373.0
1.94,1181.7089457562006,0,0.01,373.0,373.0
1.95,1182.0564734782208,0,0.01,373.0,373.0
1.96,1182.402558965045,0,0.01,373.0,373.0
1.97,1182.747215514676,0,0.01,373.0,373.0
1.98,1183.090456235759,0,0.01,373.0,373.0
1.99,1183.4322940512195,0,0.01,373.0,373.0
2.0,1183.7727417018148,0,0.01,373.0,373.0
2.01,1184.111811749594,0,0.01,373.0,373.0
2.02,1184.449516581282,0,0.01,373.0,373.0
2.03,1184.785868411581,0,0.01,373.0,373.0
2.04,1185.1208792863924,0,0.01,373.0,373.0
2.05,1185.454561085964,0,0.01,373.0,373.0
2.06,1185.7869255279638,0,0.01,373.0,373.0
2.07,1186.117984170482,0,0.01,373.0,373.0
2.08,1186.4477484149622,0,0.01,373.0,373.0
2.09,1186.7762295090674,0,0.01,373.0,373.0
2.1,1187.103438549477,0,0.01,373.0,373.0
2.11,1187.429386484623,0,0.01,373.0,373.0
2.12,1187.754084117361,0,0.01,373.0,373.0
2.13,1188.077542107583,0,0.01,373.0,373.0
2.14,1188.399770974771,0,0.01,373.0,373.0
2.15,1188.720781100491,0,0.01,373.0,373.0
2.16,1189.0405827308348,0,0.01,373.0,373.0
2.17,1189.3591859788044,0,0.01,373.0,373.0
2.18,1189.6766008266454,0,0.01,373.0,373.0
2.19,1189.9928371281294,0,0.01,373.0,373.0
2.2,1190.3079046107844,0,0.01,373.0,373.0
2.21,1190.621812878078,0,0.01,373.0,373.0
2.22,1190.9345714115527,0,0.01,373.0,373.0
2.23,1191.2461895729157,0,0.01,373.0,373.0
2.24,1191.5566766060826,0,0.01,373.0,373.0
2.25,1191.8660416391776,0,0.01,373.0,373.0
2.26,1192.174293686492,0,0.01,373.0,373.0
2.27,1192.481441650399,0,0.01,373.0,373.0
2.28,1192.7874943232305,0,0.01,373.0,373.0
2.29,1193.0924603891126,0,0.01,373.0,373.0
2.3,1193.3963484257638,0,0.01,373.0,373.0
2.31,1193.6991669062536,0,0.01,373.0,373.0
2.32,1194.0009242007272,0,0.01,373.0,373.0
2.33,1194.3016285780927,0,0.01,373.0,373.0
2.34,1194.6012882076743,0,0.01,373.0,373.0
2.35,1194.899911160831,0,0.01,373.0,373.0
2.36,1195.197505412543,0,0.01,373.0,373.0
2.37,1195.494078842965,0,0.01,373.0,373.0
2.38,1195.7896392389496,0,0.01,373.0,373.0
2.39,1196.084194295535,0,0.01,373.0,373.0
2.4,1196.3777516174127,0,0.01,373.0,373.0
2.41,1196.6703187203532,0,0.01,373.0,373.0
2.42,1196.961903032614,0,0.01,373.0,373.0
2.43,1197.2525118963151,0,0.01,373.0,373.0
2.44,1197.5421525687857,0,0.01,373.0,373.0
2.45,1197.8308322238863,0,0.01,373.0,373.0
2.46,1198.118557953309,0,0.01,373.0,373.0
2.47,1198.4053367678423,0,0.01,373.0,373.0
2.48,1198.6911755986218,0,0.01,373.0,373.0
2.49,1198.976081298351,0,0.01,373.0,373.0
2.5,1199.2600606424978,0,0.01,373.0,373.0
2.51,1199.5431203304736,0,0.01,373.0,373.0
2.52,1199.8252669867834,0,0.01,373.0,373.0
2.53,1200.1065071621574,0,0.01,373.0,373.0
2.54,1200.386847334661,0,0.01,373.0,373.0
2.55,1200.6662939107837,0,0.01,373.0,373.0
